[00:00:11.160] ひしひ
[03:55:57.800] 。ふう。
[03:56:06.439] あち間に虹
[03:56:08.840] も虹だ。ただ物資。ああ、どうしキャラクター強化。あ、ナイフで反撃が撃ます。
[03:56:22.040] あっの劇場。
[03:56:24.439] あっ、あっちまやな、マジでな。
[03:56:34.319] あとは拾ってねえもんはねえ
[03:56:38.040] かねえかな。あるじゃねえか
[03:56:41.040] [音楽]
[03:56:43.159] 。おいおい。あるじゃねえか、まだ
[03:56:47.000] 。よし。ハボもよし
[03:56:54.120] 。もうこんなもんかな。物資
[03:56:58.439] は人全部ぶっ殺した後にさ、敵全部
[03:57:02.960] ぶっ殺した後に
[03:57:05.279] このアイテムを拾ってんのがいっちゃん
[03:57:07.800] 楽しいや
[03:57:09.000] 。全部ぶっ壊した後にあ、まだ上に行くの
[03:57:13.319] ?待って。上に行くんだったらあの外気に
[03:57:15.000] なるぞ、俺
[03:57:16.399] 。え、あっちが正規ルじゃねえの
[03:57:20.159] ?この外じゃただベランダなんかあるな
[03:57:23.159] じゃ、ぶっ殺し後のご褒美
[03:57:26.199] なんかあるだろ絶って。ぶっ殺し後のご褒美が一番いいないか。あ、あらす。
[03:57:45.720] タルコフなんてどうでしょうかね。
[03:57:51.439] 何?エレベーターね。はいはいはい。
[03:57:52.520] ちょっと待って。タルコフ、タルコフってこういうゲームなの?あれもなんかぶ殺し合いのゲームなんじゃねえの?なんか練習とか必要な。俺こんなこと言ったらなんか
[03:58:10.880] 結構近いかも。
[03:58:17.080] あ、そうなの?タルコフってこういうゲームなの?あ、そうなの?
[03:58:18.080] FPSでしょ?なんかその
[03:58:23.640] 最近ならダッドとか
[03:58:25.680] ああ、なんか流行ってんね、今ね。
[03:58:27.720] いたらコフ56して物資奪って帰える。
[03:58:30.960] へえ。
[03:58:35.120] お、
[03:58:45.760] FPS
[03:58:48.880] はちょっとね、俺できねえな。FPS
[03:58:50.560] と格ゲと
[03:58:52.720] 楽な道を選んだんだね。
[03:58:54.640] あ、死んだんだ。
[03:58:55.279] なんかじゃない。クリッカーやハンターにやられるよりはましってだけだ。
[03:59:02.000] 本当だ。
[03:59:03.479] 簡単じゃない。
[03:59:13.399] えぐ。
[03:59:20.560] どこ?あれ?うさそ。
[03:59:32.320] [拍手]
[03:59:34.040] もう匂いも残ってないんじゃない?もうここまで来たら行きやすく。正直も
[03:59:35.040] 3333
[03:59:35.960] でも最高だよ。これ以上にないぜ。物資宅。
[03:59:41.359] ただこの工作の物資はいっぱいあんだけどさ、あれがないよ。弾がない。弾的武器とかの素材はいっぱいあんだけど。
[03:59:55.520] 82万
[04:00:04.520] 地球防衛軍ね。結構はまってたよ、昔。
[04:00:08.960] とにかく行ってみよう。
[04:00:19.159] 念のため。
[04:00:21.840] ん?何これ?ど、どこ行くの?これ。
[04:00:27.439] あ、うまく出られそうだ。
[04:00:30.199] え、どこから?
[04:00:33.239] ちょっと狭いがいける。来い。
[04:00:34.800] オ、
[04:00:35.920] なんか急にこのエレベーター動き出して潰されそうになるみたいなそのねえよな。大急に動き出してうわーってなって上になってぎゅわーって。そんなのねえよな。まさかな。
[04:01:00.000] 登る場所を探せ。いいな。行くぞ。
[04:01:03.359] 中国。よし、行け。
[04:01:05.560] あの初代バイオハザード。映画映画初代バイオハザードみたいな冒頭のほらなもやもうそれ。
[04:01:16.360] [音楽]
[04:01:21.399] ジョエル
[04:01:23.359] 大丈夫だ。
[04:01:25.239] 落ちたな。お前は
[04:01:28.319] ちょっと本当にびっくりしたんだよ。
[04:01:31.239] よしとんな。
[04:01:34.359] あ、やばいんじゃないの?これにるからせ、そこにいろ。俺がそこに行くから。
[04:01:46.439] お、足つくぞ。
[04:01:48.199] いや、いいんだけどさ。
[04:01:49.800] やってみよう。
[04:01:50.960] あれはやめてね。ここで敵が出てくるとかやだよ。
[04:01:57.239] さて、どっちだ
[04:02:05.000] ?未だに物を拾うボタンをさ、四角と三角
[04:02:09.000] 間違えるからね
[04:02:40.279] あっちはまだ行ってなかったな
[04:02:43.840] 。何?何?何?ああ、びっくりした。
[04:02:50.720] ちょっと行きますか?
[04:03:04.439] ここ。あららら。うわ、うわ、うわ。
[04:03:08.080] こんなとこ汚いで
[04:03:10.279] 。大丈夫?あんの?ここ水。あ、あった、
[04:03:12.840] あった、あった。上がる、上がる、上がる
[04:03:14.560] 。おいしょ
[04:03:18.880] 。こんなとこ行くのさ、めちゃめちゃ
[04:03:22.120] 命がけだよな。
[04:03:24.920] 潜さ、あっちに出口なかったらどうすんの
[04:03:28.279] と思わない?こういうの。あの
[04:03:34.359] 、アイテムがいっぺあら。
[04:03:39.600] ナイフがナイフそのまま落ちてんのもったいねえな。
[04:03:47.720] 潜ってる間一緒に行き止めてみる。
[04:03:51.560] 線と千ひの神隠し見るたびにあの線があの橋を渡てる時いっつも俺生き止めてる。一緒にこの門を返しないとな。
[04:04:04.439] これ潜れねえんだな。
[04:04:07.800] 笑笑。
[04:04:15.439] 山くこんばんは。あ、こちゃこんばんは。
[04:04:19.560] かいと言ってもとい
[04:04:22.080] き忘れたことない。
[04:04:24.600] 行き吸い忘れたことない。どういうこと?と言ってもだね、これね。
[04:04:46.040] あ、まだ下あんのかな?これ。ここか。
[04:04:51.319] なかなか怖いシーンね。
[04:04:54.560] ここ怖いよ。行きたくないよ、こんなとこ。あったあったあった。
[04:05:04.359] い。ああ。よしよしよしよし。
[04:05:14.040] くそ砲士だ。
[04:05:15.399] おお。その設定まだ生きてたんだな。お前砲今まで結構吸ったと思うけどな。うわあ、いるぞ。絶対すぎても当てたくないよね。
[04:05:32.080] 何?何?何これ?し、
[04:05:33.439] 何これ?ネズミ。ネズミ
[04:05:40.920] きし。
[04:05:42.159] めっちゃぞ、今。いや、これ以上持てねえのもったいないな。なんか作っちゃおっかな。作るもんもないしね。
[04:06:02.720] おお。ご
[04:06:10.199] え、赤ちゃん、これ見てんの?あちゃん、ありがとう。赤ちゃんありがとう。
[04:06:11.199] 100
[04:06:12.199] ビッツビツじゃねえや。100
[04:06:17.199] ドネ。これ俺の配信を見ながら投げてんのか。
[04:06:32.199] それともやべ、もう2時のに。
[04:06:40.120] あ、ここから行くんかな?2時だのに
[04:06:43.319] だのにだのに。なぜそんな?あ、ああ。いや、弾が弾あんねえけど、もういらねえんだよね、こんなにな。虹よりの一時。
[04:07:03.040] 虹よりのいや、俺このゲーム今週の宣言
[04:07:06.800] するわ。今週の土日でクリアする。これ
[04:07:09.279] 多分俺明日配信つけたら朝までこれやめ
[04:07:12.120] なん。もう無理
[04:07:13.880] 。おもろすぎる
[04:07:19.199] 。おもろすぎるだろ、このゲーム。仕事が
[04:07:22.279] なければこの朝までやりて。は寝落ち。
[04:07:26.080] マジえおもろすぎるやろだってこれ
[04:07:29.680] 。MXおはよう。いや、物資めっちゃやる
[04:07:34.840] 2も土日でやる。
[04:07:37.279] 今日楽しみにしてるわ。
[04:07:38.840] おお。任せとけ。多分朝までだな。明日はな。
[04:07:49.399] また最終回見れんの?明日は跳ねれへんな。やっぱ話題になるだけあるのね。おれえよ。最初から見れなそう。
[04:08:00.399] なんか誰かいそう。おもろすぎる。このゲームホテルのカードキー待って待って待って。なんか
[04:08:11.960] 仕事ラッシュが抜けての敵がけた。今ませんでした。
[04:08:20.720] おなんだあいつ。
[04:08:21.359] え、な、何?何?何?その、なんか新種の、新種のすごい走る人何?え?こんな走る人いた?これクリッカー。これ何?
[04:08:33.439] 元気な人?
[04:08:38.000] [音楽]
[04:08:41.040] ナ12万
[04:08:43.760] 5712。96万ざけんなよ。カすがよ。
[04:08:55.960] ならみたい。
[04:08:58.279] 笑笑普通のゾンビ。
[04:09:00.520] いや、まさかのクリッカー。
[04:09:03.439] クリッカー。めっちゃ元気なクリッカー。いやいや、な、何そのな、何なんだよ。そのクリッカーのクソ強クリッカーは。
[04:09:12.840] あ、ちょっとエッチ、
[04:09:14.840] ちょっとエッチの強キクリッカー。
[04:09:16.439] ちょっとエッチな、エッチなクリッカー。
[04:09:19.239] エッチなクリッカーってなんだよ。ち
[04:09:23.040] エッチなクエッチなクリッカー俺が俺がエッチなクリッカなんだよお前ら
[04:09:27.440] [音楽]
[04:09:30.560] 押すぞ。
[04:09:41.000] 確かさ、クリッカーの上位がいるって序盤に言ってた記憶ある。
[04:09:45.479] 嘘言ってた。
[04:09:48.159] 俺がエッチなクリッカーだって言おうとした。クリプリス。
[04:09:49.320] [音楽]
[04:09:53.520] クリプリス。あいつもう来なくなっちゃったな。
[04:09:56.720] まった瞬間やられる。
[04:09:59.199] クリッカーじゃないの?あれ何?あれ?元気マン?あの元気マンは何?
[04:10:09.800] エッチなくり。おっとエマか。クリッカーの上位だと思う。
[04:10:18.760] ここやばそうだよ。
[04:10:21.080] 金もちょっと待って。これ思ったんだよ。
[04:10:32.840] なのに即死剥奪されたのか。
[04:10:35.080] このさ、聞き耳の範囲俺必要ねえって言われてたけどいるわ。めっちゃいるよ。
[04:10:49.960] 頼む。1番必要だった説誰か言った?
[04:11:04.439] 笑笑とんでもない速さで来るからね。00
[04:11:05.920] のお知らせ。
[04:11:10.680] え、
[04:11:14.840] 助かる。
[04:11:24.359] どうし
[04:11:28.159] てちゃう?だったら
[04:11:34.319] 巻いちゃって
[04:11:36.040] 。ここにアルコールあるからこれもらあ、
[04:11:40.159] 作っ
[04:11:42.279] て作っ
[04:11:45.119] てはい。頭も回りますと。これもらってく
[04:11:47.960] と。よしよしよしよし。
[04:11:59.840] いや、ここにあんだぜ。アルコールだっけ?バッグ圧縮ナイス。
[04:12:06.840] 圧縮バック。ラサ2
[04:12:07.960] も買ってありますよ。もちろん。もちポチポチ。
[04:12:20.479] ほっちん
[04:12:22.239] ポチポチ
[04:12:25.479] 激ポチポーチのローンだよ。ポーチのローン。あ、びっくりした。あまぐさん、あざす。
[04:12:34.260] [音楽]
[04:12:37.810] [拍手]
[04:12:39.159] もう終わろうとしたとこなんだけどね。もうちょっとやろうもれから。
[04:12:44.479] あずまさん、どうもこんばんは。
[04:12:45.600] ありがとう。レド
[04:12:46.840] ハリボテいいですね。ボテいいですね。ハリボテいいですね。
[04:12:50.720] ありがござというゲームをね、今夜間延
[04:12:54.359] やらさせて
[04:12:56.159] やらさせていただいてます。
[04:12:58.199] バカおもれえ。このゲーム。おい、
[04:13:00.159] ナイスレードです。
[04:13:00.960] ありがとうございます。あざす。邪魔ゲームと申します。バカおもろ。
[04:13:05.800] ラスタボナス。
[04:13:07.520] ラスタバナス。ラスタバナスやってます。ここさ、ジャンプで行けねえか。行け。行けない。
[04:13:14.680] なんでだよ。行けないのか?え、行けた。え?あれ?なんだ?
[04:13:23.880] あ、
[04:13:24.439] え、あ、待って。え、なんかおい。あ、バグった。おい。え、何これ?ねえ、なんか入っちゃった。なんだこれ?入っちゃった。だ。
[04:13:33.000] え?え?あ、え。はえ。笑。
[04:13:35.680] 入っちゃった。
[04:13:37.119] なんで?なんなことあるかよ。
[04:13:42.239] 終わった。笑。
[04:13:43.560] ね、俺さ、オンリーアップの時も同じようなことあったんだけど、オンリーアップと一緒じゃねえか、これ。
