[00:00:25.480] 会館ちゃまきちゃグググ
[05:56:59.280] そんなえそこでも吐くんか苦しい
[05:57:19.200] 苦しいもうめんどくめどからいいわその
[05:57:22.240] なんかジャンプしないで入
[05:57:25.760] るって別にここで一気失っても
[05:57:31.680] 笑笑でもなんかやっぱやっぱダメなんのか
[05:57:34.558] 確かにね
[05:57:36.478] もんわかんねえなあ
[05:57:43.638] でうおおっぺにじゃないす
[05:57:51.840] かパチパチ
[05:57:56.240] パチパチぺ
[05:57:58.520] りゃヒどうも
[05:58:01.798] こんばんはナイスレドレドありがとう
[05:58:04.638] ございますあもうちょっと待って待
[05:58:07.760] て地獄が地獄の配信へようこそほんまもう
[05:58:13.878] の高校からおはようございます初ちゃった
[05:58:16.080] ござますどうもどうもチャマゲームと申し
[05:58:18.600] ますあの今日はあのレトロゲーマーなんで
[05:58:22.080] えあのファミコンのソロモンの鍵という
[05:58:26.280] ゲームをねやってるんだ
[05:58:30.958] が地獄みてに難しくてもう文句しか言って
[05:58:35.798] ないね
[05:58:42.840] レござます8シャットもありがとうござい
[05:58:44.718] ます文句配信文句配信文句配信文句文句の
[05:58:50.440] 文句あしんどい
[05:58:56.120] もう昔のゲームあるある不審説で難易ああ
[05:59:00.840] そうだよままままなレトロゲームったら
[05:59:03.600] そういうもんだな
[05:59:07.320] いやマジで超難しいんだ
[05:59:11.520] よアクションゲーム的なさアクション
[05:59:14.878] パズルゲームみたいな感じなんだ
[05:59:17.240] けどブロックを出したり消したりしてこう
[05:59:21.160] うまいことやってくみたいな感じなんだ
[05:59:23.638] けどこれが難しいこと難しいことあらら
[05:59:27.638] ありがとうありがとうございますフロざす
[05:59:29.760] 赤本さんあぺお疲れさんぺさんお疲れどう
[05:59:33.400] もこんばんは地獄のはないけど獄だ
[05:59:39.000] よ申し訳ないけど僕ほんま
[05:59:44.440] 地獄このステージ来て詰まり始めてから
[05:59:47.600] もう23時間経ってる
[05:59:50.200] もん
[05:59:52.080] もあでかい声にレドしたら大体地獄かも
[05:59:55.958] しれないバカでけえ声を出します夜中
[06:00:03.878] に笑笑腹減ったな腹減った
[06:00:18.760] な行たたたよしよしよしよし
[06:00:31.000] うまい
[06:00:33.160] 死ぬコータス助かる
[06:00:37.080] コータスの鳴き声なっさ通リンクしてるん
[06:00:40.520] かうんであの死んだら電気流れるように
[06:00:44.920] なってるコータスの鳴き声になってた
[06:00:49.000] 今これコータス
[06:00:59.478] ねトータス松本も
[06:01:02.920] 行けるわかわからない
[06:01:07.840] トータス松本はちょっとわかんない鳴き声
[06:01:10.400] がちょっとわかんない
[06:01:13.718] わやっぱジャンプできねえなやっぱ
[06:01:20.320] な他大体行けますけどどんなポケモンでも
[06:01:36.320] あトータス
[06:01:38.920] 万歳君を好きでよかっ
[06:01:43.080] たこれからずっとずっと死ぬまでハッピー
[06:01:48.878] バあれ万歳って2番か2巡目
[06:01:56.120] か
[06:01:59.040] えーだ
[06:02:01.240] 王借金大王って
[06:02:26.320] だめだこれタイミングダメだね
[06:02:45.080] よしよしよしよし
[06:02:47.478] よし行った
[06:02:53.160] での敵よしよしよしよし安定してきたか
[06:02:57.400] ここも
[06:03:00.920] よし安定してきました
[06:03:07.040] まるでハゲ
[06:03:16.080] えさてここです
[06:03:20.878] よえーあの炎をどうやって避けるかなん
[06:03:26.760] ですよね
[06:03:40.478] どうするかだよねここ
[06:03:48.558] ねえでもそうしたらもうあっち側戻れなく
[06:03:52.360] なっちゃういやここをねこの今下ひ入って
[06:03:55.400] このここに上にある炎あるじゃんここを
[06:03:58.478] 通ってここその斜め上にある炎を下に
[06:04:01.160] 下ろしたいのよでもそうするとさここさ
[06:04:03.400] 通路塞いじゃうやん
[06:04:06.840] 行けんのかな行けんのかいやここ通路
[06:04:12.080] あっち行けなくなっちゃうもん
[06:04:14.478] ねおしし
[06:04:17.080] かけようおしし実に面白いお
[06:04:23.680] ししいやダメだねやっこれねこれもうもう
[06:04:28.240] 罪だもんねこれねああわかりまんたわかり
[06:04:32.920] まんたごめん分かったわ
[06:04:38.400] ここだ
[06:04:40.718] よ普通に考えてこう
[06:04:44.000] だろ分かってくれた
[06:04:46.798] かいかにも俺は分かってましたみたい
[06:04:52.000] なでもやっと分かりまし
[06:05:01.680] た気づいたか笑笑
[06:05:06.878] あれ違うなあれ違うぞフォローしてから
[06:05:11.400] 明後日で3年
[06:05:13.958] 笑笑
[06:05:15.558] あれ違う
[06:05:19.040] じゃん違うじゃんか
[06:05:22.360] よ下行けへんやんこれ違った
[06:05:28.958] 笑
[06:05:31.200] ああもうなだからだったら
[06:05:41.958] 大
[06:05:53.760] 笑笑俺お前らには分かってねえんだろ俺
[06:05:56.718] 分かったよあもうひたすら立ち上がる
[06:06:01.320] ひたすらひたすらもうそれでも立ち上がる
[06:06:04.958] 若いから
[06:06:06.600] まだまだ何回戦でも行け
[06:06:12.760] ますそうだな全部最初に壊しておかなきゃ
[06:06:16.120] いけないってことだよ上から壊せないん
[06:06:18.558] だったら下から全部壊していきましょうね
[06:06:20.600] の
[06:06:24.200] ことそろそろ俺なんかレトロフリークが
[06:06:28.760] フリーズしそうだこもう何やってんだて
[06:06:34.320] がーしてるちゃん見たことないな見てる
[06:06:37.120] じゃねえか今やってる
[06:06:39.320] だろも1回直して
[06:06:54.920] い
[06:06:58.160] でか俺ジミぐらい口でけえ
[06:07:04.520] からん口でかいから
[06:07:18.680] ね上も下も
[06:07:21.840] でかい
[06:07:23.360] 何そうま金金玉もバカでかいことで有名だ
[06:07:27.440] からやん
[06:07:35.558] お
[06:08:13.920] よしいやここ1発でこせるようになりてえ
[06:08:24.080] わここはさ答えを知ってたらどうとかでも
[06:08:28.840] ねえんだよな正直な
[06:08:41.520] うもういよもうええやんけもうええ
[06:09:01.440] やろ間違えたもうこれこれもうだめ
[06:09:11.120] なるだ
[06:09:12.798] ねああしんどいめっちゃしんどい本当に
[06:09:18.080] ステージクリアすることに残機1くれない
[06:09:20.558] かね
[06:09:24.120] ねまそんなもんはもうそんなもんはもうね
[06:09:29.400] ないもねだりですよ
[06:09:38.320] も頼むほんま勘弁してくれ
[06:09:47.558] もううんやっぱジャンプできない
[06:09:52.080] なれん君ゲーム賞行くのああどうしよう
[06:09:56.680] いつだっ
[06:09:59.478] け9月26とかわかんねえなけるかどか
[06:10:10.280] いやでもなどうだろうなぐらいそうだよ
[06:10:15.680] ねめちゃめちゃ多分配信者も来るだろうね
[06:10:19.320] 知りいっぱい来るんだろう
[06:10:29.478] けど最新ゲーム興味ねえんだよな互機とか
[06:10:32.840] そういうちょっとしたなんかあの端っこの
[06:10:35.040] でやってるの生きてんだよ
[06:10:39.840] なあと俺の好きなゲームのレコードを出し
[06:10:43.680] てるあのレーベルとかがよくブース出して
[06:10:46.478] たりするんだよねそういう時それは行き
[06:10:49.000] たい
[06:10:49.760] なそれだけ行きてえ
[06:10:56.718] な今年ツイッチ出ないから残念だわあそう
[06:11:00.600] なん
[06:11:01.760] だあそしたらそうだねパートナーとかはさ
[06:11:05.280] パートナーラウンジみたいなの入れるもん
[06:11:14.638] ねちょっとそれは卑怯だっ
[06:11:18.520] てそれは卑怯
[06:11:23.360] だろうチマゲームもパートナーラウンジ
[06:11:26.200] 潜入しよいつか一緒に行こうねいつかね
[06:11:31.080] そこ当たるのマジさいつかねジャバゲーム
[06:11:35.000] が
[06:11:39.680] ちょっとあのすいません休憩し
[06:11:43.400] ますおタバコやめて23ヶ月経つけど
[06:11:46.920] タバコめっちゃ空いてえわ
[06:11:49.520] 今タバコめちゃめちゃすいてえああタバコ
[06:11:54.840] 空いてえな笑笑タバコやめたのやめたやめ
[06:11:58.520] たやめたもうもう4ヶ月ぐらい吸ってない
[06:12:00.920] んじゃない5ヶ月ぐらい吸ってない
[06:12:03.040] か負け犬じゃん
[06:12:07.440] めっちゃサバすい
[06:12:10.360] てちょっとごめん1回休憩するわちょっと
[06:12:14.000] 5分ちょっといやこれ無理だ
[06:12:18.840] よいやどうしようコンビニ行こう
[06:12:25.120] かコンビニ行こうか
[06:12:29.200] なレッツゴートコンビニ
[06:12:33.120] エンストコンビニ
[06:12:38.320] ト卵ください卵1つ卵ください卵1つ知っ
[06:12:46.958] てるさあ親が寝たからやとかいないんです
[06:12:51.958] けど
[06:12:53.240] ね何でもやりたい放題だよ
[06:12:59.040] もうトータス松本なんトータス松本やねん
[06:13:03.680] いやもしんどい
[06:13:06.478] 普通
[06:13:07.840] になんかおつまみ食べながらやりたいんだ
[06:13:11.600] けどねないのよ冷蔵庫の中今ネギしかない
[06:13:16.760] からネギネギネギ食いながらやるか
[06:13:20.478] なコンビニ行けばいいんだけどさめんど
[06:13:23.280] くせえ
[06:13:26.240] なうん休憩
[06:13:28.840] 終わり休憩終わりですやります
[06:13:36.160] 笑笑早やらな終わら
[06:13:44.600] んいやどうすっかどうすっかなコンビニに
[06:13:49.240] 行きたいのは行きたいんだけどめんど
[06:13:51.440] くさいのめんどくさいんだよ
[06:13:56.320] な
[06:14:00.478] 危な
[06:14:03.680] ミローか近く
[06:14:07.360] はフもあるけどちょちょっと行けばてかね
[06:14:11.600] 違うあのウェルシア
[06:14:13.798] がウェルシアが24時間でやってるから
[06:14:16.718] すぐそこウェルシア高いからねコンビニは
[06:14:25.600] ねウェルシア
[06:14:28.000] 笑何が悪いかウルシはいいだろうが
[06:14:32.878] めちゃめちゃや
[06:14:35.160] でルシア馬鹿にしてんだおめえらよえ
[06:14:38.638] ウェルシアマジいいから言っとくけど超
[06:14:41.120] 便利でなんでも売ってんだからガだって
[06:14:43.878] 売ってんだぞおが売ってんだぞガ
[06:14:46.520] プレミアムガ
[06:14:49.840] が神やん神だろ普通
[06:14:58.160] に俺白がいいかな
[06:15:05.080] からよ白じゃねえとよすぐ行っちまう
[06:15:08.798] から後ろにもあるしねえ後ろにもあるって
[06:15:12.718] 何々後ろないよ点がないようちはそっすね
[06:15:16.718] あリさん
[06:15:18.638] こんばんはやっぱ白が一番よ柔らかく
[06:15:21.958] 包み込んでくれて使ったことあるのあるえ
[06:15:25.200] 普通にあるだろえないの逆にえないの天が
[06:15:29.400] 使ったこと
[06:15:31.680] マジもうわけわからんことえ
[06:15:35.638] 使えばいいのに何が別恥ずかしいことじゃ
[06:15:38.400] ねえ
[06:15:41.120] だろ赤は
[06:15:47.080] 痛い刺激に弱いんじゃないの
[06:16:02.000] それなめたもう
[06:16:08.440] 買ってこようかな天が買ってきて
[06:16:12.000] いいついでにいいよプレミアム天がな
[06:16:17.320] うんもうでも天なんでもも何年も使って
[06:16:21.680] ないけど
[06:16:25.920] ねてか俺も別買ったことない
[06:16:29.000] しが買ってきてなかっ配信し
[06:16:32.440] て何
[06:16:36.400] なっち配信って何なっち配信
[06:16:40.280] っって買ったことない買ったことない
[06:16:43.000] もらったことがあるだけ俺もなんかその
[06:16:47.440] しこっあしこっちしこっちしこっちって
[06:16:51.160] あれだよななんか配信切り忘れてしこっ
[06:16:54.040] ちゃったやつでしょやべえよな俺も気を
[06:16:56.520] つけねえとあるかな配信切り忘れてること
[06:16:59.200] まさすがにここじゃしらねえけど
[06:17:32.840] あ眠
[06:17:43.680] みんな
[06:17:45.200] みんなすご10って聞くの
