[00:00:04.720] 1コメ検討1
[03:50:30.080] 笑笑かき変わったなるやんおっそ笑笑おっ
[03:50:34.840] そ手を抜くな書き変わっちゃうんですけど
[03:50:37.680] ちゃんと1個1個こうやってやれよなああ
[03:50:40.920] やる
[03:50:43.640] ね絶対面白くこれ絶対おもろないってツ
[03:50:48.319] えろ
[03:50:50.120] か絶対おもないよこれネット対戦だって
[03:50:54.239] すごいねすごい
[03:50:56.080] ねクソゲー特有の
[03:50:58.720] 挙動に書いてあるのもあるんだよ
[03:51:02.439] 笑回ってるんだくるっ
[03:51:05.520] てこれどうやって終わるのこれこれでいい
[03:51:12.640] よおすげえナウセービングって出てるあ
[03:51:16.439] すごいすごいナウセービングって出てる
[03:51:18.880] この画面にちゃんとレにするの草する
[03:51:24.319] でしょスコッティエリザベスリコお前リコ
[03:51:28.479] って名前じゃないだろロックふこふこで
[03:51:31.439] 行こう頑張りますそういう
[03:51:35.720] 声それ単体でセーブデータ管理できた
[03:51:42.040] へえど
[03:51:44.840] しそうな声だったねねクソゲーて量BGM
[03:51:48.479] って言うけどこれはやばそう
[03:51:53.000] だはなんかははどれも待ってどれもどれも
[03:51:58.640] 参加できねじゃんは終わったわやめるわ
[03:52:00.800] このゲームどれも参加でき
[03:52:02.600] ねえもうクソゲーとか以前にゲームをさせ
[03:52:07.239] てくれよもできねえじゃ何これ
[03:52:11.359] 笑笑何そりゃいいんだよじゃあ何からやん
[03:52:15.279] だよじゃあコンペからやるとか戻ってあ
[03:52:28.080] コンペコンペからやればいい
[03:52:30.880] のコンコンペで
[03:52:34.159] いいこのなんだ
[03:52:39.000] このこれ何これこのアニメーション何なん
[03:52:43.080] だよやるかじゃコンペって
[03:52:47.439] 何ゴルフってよくわゴルフってよくわかっ
[03:52:51.319] てないんだけどさで1番笑っ
[03:52:54.199] てらコンペて何なのコンペティション
[03:52:57.000] コンペティションて何えなんかエロい
[03:53:00.359] 言葉なんかエッチな言葉の語ですかなんか
[03:53:05.319] もう秋が足りない
[03:53:10.560] らしいセーブできない
[03:53:13.439] よみくせえなもうどうすんだよじゃあこれ
[03:53:18.319] ね
[03:53:19.520] 笑笑もうない
[03:53:22.040] のメモリーカああなるほどこういうことね
[03:53:26.439] あなるほどねこういうこと
[03:53:29.520] ねまふこでした頑張りますセーブデータ
[03:53:33.359] 消しましょそうだね
[03:53:37.040] え
[03:53:40.760] 何ウッ
[03:53:43.000] スタンダード最から使用できる
[03:53:45.120] スタンダードなクラブ
[03:53:48.000] セットこれしかないやんアイアンうそ
[03:53:51.720] こだわりあるゲームえちょっとゴルフやっ
[03:53:54.239] てねえからわかんねえんだけどさまいっか
[03:53:56.800] これでもわかん
[03:53:59.439] ねフロリダ
[03:54:01.600] ハワイ
[03:54:03.640] フロリダ意外と細かく作ってななな俺
[03:54:06.920] ゴルフわかんねえけどゴルフやったこと
[03:54:09.000] ある人からしたら結構これ作り込んである
[03:54:10.840] ん
[03:54:13.359] だおもんないやろ絶対これまさかのゲかあ
[03:54:18.800] でも画質いいコース1番ホール画質いい
[03:54:24.279] よコンペを制覇してその次にねあそうそう
[03:54:29.800] いうこと
[03:54:34.359] ね
[03:54:36.520] おお頑張ります使い回しだ音声
[03:54:41.359] がはい富子1ダメ
[03:54:46.439] おおえいきれじゃん
[03:54:51.040] あなんか操作めちゃめちゃ簡単あそういう
[03:54:55.399] こと操作めちゃめちゃ簡単このスティック
[03:54:58.840] 引くだけでいいんだえなんかさ飛ばし方と
[03:55:02.040] かないのあ一応あるんだああはいはいこれ
[03:55:05.680] で決め
[03:55:07.399] てフルパワーあ撃つ瞬間
[03:55:11.880] にちょっと決めれるみたいなえうまくない
[03:55:15.520] グリーンだこれもうオングリーンナイス
[03:55:19.439] うまいナイスンバーディチンえこれさ
[03:55:23.239] パターンなってるよねおしめ読めしめお
[03:55:26.920] しめ
[03:55:27.920] はしめ読めよ
[03:55:30.239] しめえどこがゴールなのあれ
[03:55:38.279] かみんなこれ聞こえるよく聞いて富子の音
[03:55:41.600] が聞こえるドックンドックン
[03:55:52.000] エチああ弱い
[03:55:55.479] 弱い弱いかこれ弱い弱い
[03:56:11.520] か笑笑
[03:56:15.239] ごめんでかい声出して
[03:56:17.159] ごめんマイケルかよし読みが声が見た
[03:56:21.520] みんなみなみな見た今の入った時の入った
[03:56:24.920] 時の
[03:56:28.600] コトンボギー
[03:56:31.199] だ
[03:56:33.760] コトポイント付けだってむ
[03:56:40.760] ずん
[03:56:43.239] ない重んない
[03:56:45.199] な笑笑重んないか
[03:56:48.720] も今んとこ全然面白くないよただシンプル
[03:56:53.520] でいいと思うすごく分かりやすいあ風が
[03:56:55.960] 吹いて
[03:56:57.359] ます風が吹いている追い風だね普通そう
[03:57:04.080] あの面白くないっていうか普通すぎる本当
[03:57:08.120] にスタンダードなゴルフゲーかもなく不可
[03:57:11.159] もなく
[03:57:15.199] ますのででもなんかこれ売りたくこれなも
[03:57:17.880] 手放したく
[03:57:19.000] ないでもなんか俺これ手放したくないな
[03:57:21.640] このゲーム誰にもあげたくない
[03:57:28.239] これ
[03:57:29.760] えあはいはいはいはいはいはいはい
[03:57:34.040] はいフェアウェイフウェイよく分かって
[03:57:36.600] ないけどあらま
[03:57:38.319] 笑なんかこれこのゲームなんか手放したら
[03:57:41.439] 2度と出会えない気がするホールでんだい
[03:57:43.760] ないってのが決まってるの左上のパーいく
[03:57:46.479] つってので決まってるああそういうことな
[03:57:49.319] ん
[03:57:49.960] だパー5だったら5台台に入れろってこだ
[03:57:53.560] これは
[03:57:56.319] パーあと2打しかねえってことえ無理じゃ
[03:58:00.000] ね無理じゃねこれさあおいおい帰れるやん
[03:58:04.319] け
[03:58:06.720] これいやこれでやるべきだった間違えた
[03:58:10.920] えいあーやばいねこれ全然だめだのパー
[03:58:14.479] いくつだよだあとパー5じゃ5ダメじゃ
[03:58:19.479] ダメじゃん
[03:58:26.319] えパターじゃこっから無理だよねパター
[03:58:29.800] フルスイングで
[03:58:32.080] 入る風を読んでちょっと旗包みや旗包みて
[03:58:36.920] 何旗みってなんだ
[03:58:41.640] よ絶対
[03:58:44.159] ダ
[03:58:46.159] だえわかんない
[03:58:52.399] よプロゴルファサルの
[03:58:55.080] パターで
[03:58:59.319] 風乗って
[03:59:01.640] ない乗って
[03:59:07.640] ない何これ
[03:59:10.040] 俺このこのゲームがつまんないじゃなくて
[03:59:13.080] ゴルフがつまんないっだけどな俺この
[03:59:17.199] ゲームがクソゲーなんじゃなくてゴルフっ
[03:59:18.960] てつまんないんじゃ
[03:59:20.520] ないえゴルフってつまんないんじゃないの
[03:59:23.359] オーバーでボギー2オーバーでダブル
[03:59:27.239] ボギー俺は今トリプルボギーじゃ
[03:59:32.199] じゃ
[03:59:35.560] 何もうええやろ
[03:59:40.000] これダブルおい
[03:59:46.880] コトはいあざしたはいあしたもう2度と
[03:59:51.159] やることはない
[03:59:53.920] でしょ配送お前ら絶対これリクエストすん
[03:59:57.800] じゃねえぞ2度とやらねえからなお絶対
[04:00:01.640] リクエストすんなよコットンスタンプいつ
[04:00:04.159] できます
[04:00:05.239] か俺がこれクリアしたらできるかもな
[04:00:08.399] ゴルフは基本的にいかにマイナス血を出す
[04:00:11.080] かが大なるけ
[04:00:14.760] やだよちょっとじゃガガガちょっと見てみ
[04:00:17.120] ますか大本命セガ
[04:00:19.920] ガガどんなちょオープニングだけ見て
[04:00:22.520] ちょっとみんなの期待値を
[04:00:24.199] 案あのちょっと期待値を上げるわそれで
[04:00:27.199] 今日は終わりにしようせ
[04:00:29.239] ガガガ潰れそうなセガを救うというねなん
[04:00:32.359] とも珍妙な
[04:00:41.239] ゲームこれ動できるよギの問題か今の
[04:00:45.239] ゴルフかギの問題Xとかあったよなペモン
[04:00:54.880] スカ起動できるよね
[04:01:02.479] これみんなあれゴルフの方が面白そうじゃ
[04:01:06.960] ねならなるわけねえ
[04:01:10.319] だろメーカーの名前見た今開発メーカーの
[04:01:13.319] 名前メーカーだ
[04:01:16.359] ぞはおお
[04:01:26.159] おお1つ精神技術で時代の選手1つ神社
[04:01:32.960] 一体で目標追求これガチのセガのあれ
[04:01:36.800] でしょこれこれマジだからこれマジだよね
[04:01:38.760] セガのやつだよねこれね本当に株式会社
[04:01:41.239] セガの2025年あ来年なんです
[04:01:45.720] けど羽田
[04:01:48.239] 東京これよりプロジェクトセガを実行に
[04:01:52.600] よく言えてねえしすげえアニメじゃんセガ
[04:01:56.760] が
[04:01:58.399] かそうだこれよりセガはゲーム業界を制圧
[04:02:05.319] するおもろ
[04:02:07.680] そうめちゃめちゃおもろそうじゃんなもう
[04:02:10.880] もうおもろそうだぞ
[04:02:18.880] こんばんはありがとさんこんばんは
[04:02:28.520] じゃん
[04:02:31.199] 何何何アイリスすごいあめちゃくちゃ
[04:02:35.000] 良かっ
[04:02:38.479] たすごいなすごいねアイリス推しなんすよ
[04:02:45.520] ええドリーム
[04:02:51.640] キャストめっちゃ面白そうじゃ
[04:02:57.120] ねあメガドライブゲームギアメガCD
[04:03:00.279] 32Xセガサターンドリームキャストお
[04:03:08.359] ほすごいなアニメが
[04:03:14.319] お
[04:03:18.479] ソニック
[04:03:25.840] ドグマ
[04:03:31.920] あっちちなみに今さっき映った
[04:03:35.159] 本のため今はさになっていますへえ
[04:03:47.720] セガシュミレーションとか上にまよくこう
[04:03:50.439] やって書いてあることあるけどもっと
[04:03:51.760] ちっちゃくかけよすげえでかでか書く
[04:03:54.319] じゃんセガシュミレーション
[04:04:00.399] ガガガうわべおもろ
[04:04:03.960] そう資料室から見ようかまずあファイル
[04:04:07.319] ねえん
[04:04:08.880] だまこれやってらりねちょっと今日はここ
[04:04:11.840] までします
[04:04:14.000] ゲームなはわかったガガがすげえ面白
[04:04:17.520] そうセガのポトがんとも
[04:04:20.920] 言え面白そうじゃないのがが
[04:04:25.199] 見でかい声出してから汗が止まなんかいや
[04:04:28.399] おもろかったねいやポケモンブラック
[04:04:30.560] ありがとうございましたなかなかとやり
[04:04:31.760] ましたけど今日クリアできましたから
[04:04:32.840] ありがとうありがとうお疲れちゃんよし
[04:04:34.920] とりあえず次のゲームはでもまここまで
[04:04:37.560] 引っ張っといてんなんだけど次セガじゃ
[04:04:39.520] ないいっす1回ちょっとファミコンか
[04:04:41.680] ゲームボーイかサクっとやれるアクション
[04:04:43.880] 入れるわうんサクっと入れるアクション
[04:04:46.199] ゲーム入れるそこからセガガガまこれ長
[04:04:49.080] そうだし長そうだしセガガガ長そうなんだ
[04:04:52.800] もんお疲れちゃんありがとうねとりあえず
