[00:00:00.240] に
[03:36:01.120] 笑捕まえてるやったぜあれ731パチパチ
[03:36:08.680] よかった笑笑なんで
[03:36:12.319] これよかったよしよしよしなんだそれ笑
[03:36:17.120] よしよしよしよし
[03:36:18.800] おやったぜブビヒポケモン高さ
[03:36:24.960] 0.7m式ありか見ないっていう小柄が
[03:36:30.479] 体力はタ4は600°息を吸ったり吐い
[03:36:33.199] たりするために人口と花からノコが漏れる
[03:36:35.600] こよかったよかったよかったよかっ
[03:36:38.560] た名前
[03:36:40.560] は名前は名前はサイズ
[03:36:46.279] 名前どうしようか
[03:36:48.800] な名前は名前名前名前ビューティにするわ
[03:36:54.800] もう日今回もフィーリングで名ビューティ
[03:36:58.000] ブビのビューティお前男の子かでも男の子
[03:37:01.239] かビュティは女の子だ
[03:37:03.520] [音楽]
[03:37:09.399] な名前どうしようかなブーちゃんでいい
[03:37:13.080] じゃんブーちゃんにじゃブーちゃんブー
[03:37:17.040] ちゃんにしよっかじゃブーバーのブー
[03:37:19.199] ちゃん確かにそれいいねブーちゃんで行き
[03:37:21.160] ますほな
[03:37:25.560] ブビブビもいい
[03:37:27.110] [拍手]
[03:37:28.800] なでもブビーって名前は今だけだからね
[03:37:32.760] 進化するとブーバーになる
[03:37:34.760] からブーちゃん来たブーちゃんにしよ
[03:37:39.720] ブーブレ最悪
[03:37:43.870] [音楽]
[03:37:45.800] かビブもなかなか良かったけどねだブビか
[03:37:49.199] ブビも良かった
[03:37:51.000] けどブビーって名前は今だけだからね進化
[03:37:53.960] するとブーバーになるからブーちゃんだ
[03:37:56.760] いやブビでなんかそのなんかその何をって
[03:37:59.000] なんかなんかヒカキンみたいなネーミング
[03:38:00.640] センスだななんかモフだのなんかモフだの
[03:38:04.439] あーだのかーだのまおまおだのなあいつ
[03:38:08.439] 芋虫に虫をってつけてるからね何それ犬に
[03:38:12.560] 犬子ってつけてるようなもんだぞブー
[03:38:14.560] ちゃんで行こう
[03:38:16.640] ブーちゃんで行き
[03:38:17.900] [音楽]
[03:38:19.160] ます
[03:38:21.319] ブンブンブンブンブンブンもいいけど
[03:38:27.560] ねヒカキンフライデーされたねあそう見
[03:38:31.520] たていうかさなんなのあの女なんでさ
[03:38:35.359] 女の子ってそういうことするの
[03:38:38.520] ねうん俺に人てつつけるのと一緒だよ俺の
[03:38:41.880] 俺のこと拾ったヒカキンは多分俺に人をっ
[03:38:43.960] てつつけるだろうな人人って言うだろな
[03:38:47.319] あいつ捨てられてむかつくから何何何その
[03:38:51.120] さてさ捨てたとかじゃないねやろあれ
[03:38:54.279] HIKAKINはそういうつもりないけど
[03:38:55.640] さまそうだけどそんなそうそうもちろん
[03:38:57.840] そうですねなんそういうの見るとなんか
[03:39:00.120] 胸くそ悪いよなそんなのさ今更になってさ
[03:39:04.520] お金になるからもあるしまそうだけどさ
[03:39:07.600] すごいよな垂れ込みでお金入るからすごい
[03:39:10.439] よそのそうそのそのそのなんつうのその
[03:39:14.239] その精神というからだよねあー
[03:39:17.160] HIKAKINもいい迷惑だよなあんな
[03:39:18.640] ことされて
[03:39:19.800] なそれがしに索
[03:39:24.279] うんでもなんか記事消えてたじゃんライブ
[03:39:27.760] ドアニュースのから飛んだら記事消えてた
[03:39:32.040] よ金の力でウムが消したんか
[03:39:39.560] あれあボール買うボール買おうぜ
[03:39:47.479] まヒカキンもいいようにいいように使って
[03:39:49.760] 確かに確かにそれもわかんないけどね確か
[03:39:52.120] に確かに確かにそれわかんないけどね本人
[03:39:55.479] たちしかねそうなんだ笑笑そう消えてたよ
[03:39:58.880] ちょっとスーパスパーボーン買うわ
[03:40:00.880] スパボンスパポン6000円か10個高い
[03:40:04.319] な6000円高い
[03:40:08.479] なまこれレトロゲームだと思ったら買うか
[03:40:11.880] 手越すごいのそうなのま買うか
[03:40:15.840] 高6000円だった
[03:40:18.359] よたか棒読みちゃんが配慮した笑え何何
[03:40:22.199] なんで越君はアイドル食いまくってるけど
[03:40:25.439] 別れの上手だから誰もリへえあそうなんだ
[03:40:29.720] レトロゲーで6000円だったら買うね
[03:40:32.120] うんレトロゲーで4桁って安いからうん5
[03:40:35.199] 桁ぐらい5桁からだから買うの悩むのって
[03:40:37.760] うん1万以下は買います欲しかっ
[03:40:42.319] たらこの辺ちょっともうちょっとレベル
[03:40:44.560] しようレベル上げ
[03:40:46.830] [音楽]
[03:40:48.960] ロザリオレベル今日15にしようぜそし
[03:40:50.760] たら終わるわここBGMめっちゃおしゃれ
[03:40:54.000] いい
[03:40:59.450] [音楽]
[03:41:03.800] ねかきよかき
[03:41:08.040] よ
[03:41:12.160] シビシビやや敵強いね
[03:41:16.160] もせかじゃこんだけしか削られないもんね
[03:41:18.560] もう
[03:41:20.160] ねいやあしい攻撃力下げてくんだ鳴き声で
[03:41:25.760] なグラ
[03:41:29.439] やめろグータラ
[03:41:32.980] [音楽]
[03:41:34.800] しよ消すから本本に
[03:41:40.190] [音楽]
[03:41:45.560] なんかあれからあれからさYouTube
[03:41:49.040] のさニコニコにんまりがパワーワードすぎ
[03:41:51.880] て
[03:41:54.840] 怒のアーカイブで見てえて笑勘弁してくれ
[03:41:58.520] よあれあれからさ俺のさ俺のさ
[03:42:01.560] YouTubeの登録者がさ10人ぐらい
[03:42:03.560] 伸びてんだよねお前らふざけんなよ危ねえ
[03:42:05.880] 危な危危
[03:42:08.640] 危危ない危な危ない危ない危ない危な
[03:42:13.040] 危ない何来るぞって何が何が来んねん
[03:42:16.640] あ
[03:42:18.120] 何
[03:42:22.439] やしいや豆パトはもう戦うのやめよう死ぬ
[03:42:25.800] 死ぬ死ぬ死ぬ
[03:42:31.640] 死ぬ
[03:42:33.520] あね俺ももう終わりやででももうもう
[03:42:36.359] 終わるで悪いけどお今終わり
[03:42:40.560] や頑張る太郎さんレベ
[03:42:45.439] 頑張る太郎さんどうもどうも
[03:42:51.000] こんばんは
[03:42:54.220] [音楽]
[03:43:00.600] ゲーム終わっ
[03:43:05.159] た麦麦様どうもこんばんはぬる
[03:43:11.000] とん
[03:43:14.120] だるか
[03:43:16.319] なルカリオのロザリオ配信終わるの早すぎ
[03:43:20.159] て普通に切れそうルカリオのロザリオえ
[03:43:24.040] ミュのま色違いも捕まえた
[03:43:27.720] し配信終了が11分終わってチネエナン
[03:43:32.479] です俺エナリエナンに彼女がいるって彼氏
[03:43:34.840] がいるって聞い俺くえ
[03:43:37.680] たんでる全然余裕
[03:43:41.319] やが満
[03:43:45.640] 色の見いたよねあれはレンジ君のデータ
[03:43:49.319] でしょあれレン君じゃなくてあれレンジ君
[03:43:51.080] のデータねレンジ君のデータにはいたよ
[03:43:53.720] 明らかに改造のミ明らかにアクション
[03:43:56.600] リプレイ使ったやつあれあれダメだろあれ
[03:43:59.760] そこ消した
[03:44:01.479] けど目薬さしたい
[03:44:04.399] 目目薬いいい目薬あるからねこれねいい
[03:44:07.800] でしょこれめちゃめちゃ可愛くないこの
[03:44:10.399] クソ皮目薬でもうわしももう終わりやわし
[03:44:14.359] も今日は終わり
[03:44:16.560] 2時やからな寝るでもてかもなんかもう
[03:44:19.720] 結構最初からフルスロッてるエンジン全開
[03:44:21.960] で騒ぎすぎて超疲れてる今俺それ
[03:44:24.199] コンタクトよもあるかなどうだろうあれ
[03:44:28.239] チャソって何コンタクト入れてんだっけ
[03:44:31.319] 改造コードは一流行ったね流行った
[03:44:34.920] ねプロアクションリプレイみたいなやつ
[03:44:38.159] なコンタクトだよあそうな
[03:44:43.159] のあ来た
[03:44:45.880] やったぜやっとやっと来た威力60強くね
[03:44:52.279] ドが強いからなんでこれさなんか最近ま
[03:44:55.680] 最近ちょっとマジでさこれさニトロ壊れて
[03:44:59.399] きたかもなんか
[03:45:01.040] さなんかさニセトロさ調子悪いなえもう1
[03:45:06.439] 個買わなきゃだめか
[03:45:09.399] これなんか画面落ちちゃうねあえもうもう
[03:45:14.760] 回買うのはちょっと厳しい
[03:45:18.760] よ線の問題じゃなく本いやま000だと
[03:45:23.000] いいんだけどね調子悪い
[03:45:26.359] ね1000だといいけどね1000変えて
[03:45:29.080] みるか今度ないやこれ本体だったらだいぶ
[03:45:32.760] しんどい
[03:45:34.560] ぜえ電光石果フェイント
[03:45:38.640] こらえるペイントいらんやろうり
[03:45:43.580] [音楽]
[03:45:46.960] なかなかパンチ効いてるけど
[03:45:50.520] ねよしこの辺に12のポカンでねよしこん
[03:45:55.199] ぐらいしとくかもうもうあの最初に
[03:45:57.880] エンジンかけすぎてめちゃめちゃ疲れた
[03:46:00.359] 帰るんじゃないし
[03:46:02.120] てらあえてなそっちの方がかっこいいって
[03:46:05.159] 思える
[03:46:08.920] ぐらい
[03:46:10.520] つよこの辺にしときますかね2時ですしね
[03:46:14.120] せっかくせっかくレイトいいたんですけど
[03:46:16.720] も最初の方にエンジンかけすぎたわ安田
[03:46:20.520] サーカスがと鏡で顔出し配信してるの見
[03:46:23.920] てくあのあれなあのテレビ画面にを直取り
[03:46:28.319] で映してこの斜め下に鏡を置いてプレイし
[03:46:31.239] てる自分をちょうど映してワイプにしてる
[03:46:33.159] やつねパルモンなんかやるわけねえだろ
[03:46:36.840] パルモンよりこれだろえまちゃんパモン
[03:46:39.880] やると言わないよね鏡天才
[03:46:43.840] 笑草
[03:46:47.680] オセーブしよう
[03:46:50.920] オオオ侍で忙しいサイド神だよねサイド
[03:46:57.520] ね安先生ね安
[03:47:01.199] 先生おつちゃまおつちゃまありがとう
[03:47:03.920] ございますこんな感じで今日はこの辺にし
[03:47:06.720] ときたいと思います2神だよねサムライ2
[03:47:09.680] マジ神だよなお疲れ様お疲れちゃん
[03:47:15.199] オオオそんな感じでねななとお付き合い
[03:47:18.319] ありがとうごましたそんな感じで今日は
[03:47:20.199] ならちゃんもありがとうはいうんちゃんも
[03:47:22.199] ありがとねお疲れちゃんお疲れお疲れ
[03:47:25.080] ちょっと今日レド探しますよ今日はレイト
[03:47:28.120] 探しますよ次水曜日次はそうですね
[03:47:31.720] ちょっと明日は打ち合わせとうと色々ある
[03:47:33.920] んでいあるんでさちゃんあの女の子なあの
[03:47:37.920] 女の子な鈴つけてこうやって走疲れ様でし
[03:47:41.279] たげだね誰に冷しよっかな
[03:47:46.520] お疲れ様ねお疲れちゃんお疲れちゃん
[03:47:49.479] しかったよありがとおありがとな次は
[03:47:51.840] 水曜日な次は
[03:47:55.680] 水曜日次は水曜日でござい
[03:47:59.239] ます明日はちょっとマジで楽しかった疲れ
[03:48:04.319] 様でしたお疲れ
[03:48:06.600] 様お疲れお疲れおもありがとなちゃんもお
[03:48:10.600] 疲れちゃんもお疲れありがとね
[03:48:17.080] のかなグググググググググ米取ろうと
[03:48:20.800] 頑張って疲れた何が何が合言葉は元気元気
[03:48:25.199] そ合言葉じゃねえから2とと言うなおい俺
[03:48:27.560] マジでショックなんだから俺えこに彼氏い
[03:48:30.199] るって知らんかっ
[03:48:31.439] たゆ落ちしたって
[03:48:34.960] ゆ笑笑ゆあいつあいつゆあいつな9時半
