[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[04:29:16.399] エスパどうすっかな激ってレベル上げで
[04:29:20.439] 覚えないんよなえ覚えたよレベル上げで
[04:29:22.760] 覚えたよこれねDSでやってんだけど
[04:29:24.960] すごいDSのねこのねニトロが
[04:29:31.479] ね風でカップ焼きそば食べる何それ
[04:29:35.880] あのねイベントまでにお風呂行っときます
[04:29:39.479] あ行っとけ行っとけ時からりもうちょっと
[04:29:42.359] これ俺もでもさ誰か8時半から今日さレド
[04:29:45.279] リレーやる人いる配信つけてるかなあな
[04:29:49.119] ちゃんが確か夕方からやってそのままの
[04:29:51.239] 流れで行くって言ってたっけなちゃんに
[04:29:53.159] レドしよう
[04:29:55.359] 今日俺脱ぐ
[04:29:58.040] よ何誰がおどうでもいいよおめえの脱ぐ
[04:30:01.960] 報告あ待てもうだめだDS買わないとこれ
[04:30:06.040] 止まっちゃうねDSねDS止まっちゃう
[04:30:10.080] わまずいねこれまずいねニトロ買うぞ今く
[04:30:17.239] は流さないんかどうしようか迷ってるいや
[04:30:20.199] つけるけどつけるけど1回8時半でどっち
[04:30:22.880] にしろ1回枠は切り替えるからだったら
[04:30:25.479] レイドした方が良くないもしあれだったら
[04:30:28.359] 戻ってきて俺の俺の視点見たい人はおろ
[04:30:32.159] ちゃおいこりちゃんお疲れちゃんこり
[04:30:34.080] ちゃんお疲れ今日はった
[04:30:36.920] あのあれだよまたポケモンやってるよ
[04:30:42.040] こりんちゃんあれかあのパーティー全滅し
[04:30:45.640] たの知らないんだっ
[04:30:47.239] けパーティー6匹壊滅して全員全員逃がし
[04:30:50.880] たうん全員逃したよ全員逃がして今
[04:30:54.279] パーティーここまで回復したやばくない
[04:30:57.119] このゲームめっちゃめちゃむずいレベルが
[04:31:00.119] 高
[04:31:02.279] すぎるめっちゃむずい
[04:31:05.680] よやば笑やばいよ
[04:31:09.560] ね64レベルまでさメタグロスが落ちた
[04:31:13.520] からね昨日死ぬかと思ったわみんな見て
[04:31:17.319] これ
[04:31:19.680] このこれあれこのあれ見たいな
[04:31:23.800] このちょっと待ってこれ見れるか
[04:31:28.720] なこのあれこのあれこの
[04:31:33.159] あれ音量注意ね昨日俺がね俺が昨日手塩に
[04:31:38.680] 手塩にねあの手
[04:31:43.199] これがこれがまだ残ってたさっき見たやつ
[04:31:46.000] これもちょっと見よっかこれもちょっと
[04:31:47.439] 見よっかこれもちょっと見る
[04:31:51.120] [音楽]
[04:31:52.439] か
[04:31:54.560] ひとしあのメンタルっていう名前で俺が
[04:31:58.880] めちゃくちゃ育ててたこの
[04:32:01.560] メタグロス64レベこいつ死んだらもう俺
[04:32:04.680] もうこのゲームやめるわって言ってたんだ
[04:32:06.159] けど死んだのねそん時見ててマジで音量
[04:32:07.960] 注意ね顔笑う
[04:32:11.500] [音楽]
[04:32:15.319] 落ちる
[04:32:17.600] ち全然落ちねにちもう
[04:32:27.990] [笑い]
[04:32:34.199] もうもうねあの
[04:32:37.960] 笑笑笑あ笑いやにだよ本当に終わり
[04:32:44.720] めっちゃおもろい
[04:32:46.199] 笑が早なの本当にすこれ朝朝5時ぐらいね
[04:32:50.279] これ朝5時6時にこれだからひ朝5時6時
[04:32:54.920] 競馬よりひどいよだってこれだってさ
[04:32:57.279] こんなことある急所に当たってああの
[04:33:01.359] ネットそんな聞かないんよでも急所に
[04:33:03.279] 当たって倍ぐらい食らってで火傷で死ぬっ
[04:33:05.240] ていうめちゃめちゃ好きだったのにメンタ
[04:33:07.760] ルって名前じゃんメンタルがやられて俺の
[04:33:09.719] メンタルもやられたこれが本当の
[04:33:13.840] 野神
[04:33:15.680] 調整本当にこれこの世にのタイプしかち傷
[04:33:21.199] するかしないか落ちして1回茶の叫びで
[04:33:24.680] 起きたけどこの時だったかメンタルシス
[04:33:28.561] 持っ
[04:33:35.400] てパチパチから戻作業中なんパチパチ
[04:33:41.879] 作業中なのよ
[04:33:46.760] 刃牙そっから今戻し作業中で機マーレ44
[04:33:52.160] 炊この状態ですねここまで戻したんですね
[04:33:55.039] 戻したと言ってもあれ
[04:33:57.400] かまあでもいいよねここまで来たら
[04:34:02.000] ね早がこれだからなポテンシャルの高さ
[04:34:06.119] ちゃうねんなんか自然とそんくらいでかい
[04:34:08.600] 声出んだよも
[04:34:11.070] [音楽]
[04:34:12.240] やもうあと10分ぐらいやったら1回切る
[04:34:15.760] わで9時から今日あのコラボだからコラ
[04:34:17.760] ボっていうか普通に友達とあの友達の配信
[04:34:20.920] 者であのあれやるだけだけどねあの雪山
[04:34:23.240] 人狼遊ぶからま一応俺視点つつけるからま
[04:34:26.439] 9時からちょっと30分休憩してやります
[04:34:29.039] のでないんだけどどうしたらいいですなん
[04:34:32.080] なんだろうね太ることじゃないつける
[04:34:34.359] つけるつけるよ太ることだよまずは太ると
[04:34:37.561] マジ声って太くなるからぐって出せるよう
[04:34:40.959] になるね
[04:34:43.000] やっちゃ一応つつけるわ
[04:34:48.240] あ知らねボテの声のでかさはまあまあま
[04:34:52.320] 太るのわかる太ると声マジで太くなるよ
[04:34:55.799] ね太ると声でかくなるのわかる言われた
[04:35:00.439] 太ってなくても声あま声出る人いるけどね
[04:35:03.279] てかボテも結構太ってるから
[04:35:07.520] なボも結構太ってるからな言っとくけど
[04:35:11.880] [音楽]
[04:35:14.279] 笑笑言うけど言うけどさあいつも結構
[04:35:18.561] ぽっちゃりしてるから
[04:35:25.060] [音楽]
[04:35:26.799] な今はもうレベル上げですねんもクソ声で
[04:35:30.359] かかったなあ
[04:35:32.240] 本当ま配信者やっぱでかなるよねうん
[04:35:36.119] どっちにしろ
[04:35:39.369] [音楽]
[04:35:40.639] うんちゃんはアメリカ人のやっぱDNAが
[04:35:44.119] あれ
[04:35:45.279] でしょマーブルなんかはあんまり声でかい
[04:35:48.119] イメージないねマーブルもチャラまるも
[04:35:50.520] そんなにでかい声出さない
[04:35:53.029] [音楽]
[04:35:58.400] ねやだやだクソデカボイスクソデカボイス
[04:36:02.240] でうんクソデカ
[04:36:06.680] ボイスやべ多分ね出ねえ
[04:36:12.320] 今多分ねっていうポケモンを買ってレベル
[04:36:14.400] 上げしてるれてゲームやってる時が一番
[04:36:18.000] おブれてゲームやってる時あん
[04:36:21.039] のブスくれるって言い方がもう北関東だよ
[04:36:25.719] なブスくれるってみんなわかんねえべブス
[04:36:29.879] くれ
[04:36:30.920] るっていうのは笑笑なんつうのいじ焼け
[04:36:34.639] るっていういじいじやけるも通じねえよ
[04:36:38.199] なブスくれるってのはむすっとしてこう通
[04:36:41.959] べよこれむしてる
[04:36:44.639] 感じその
[04:36:46.719] 焼けるふくされるみに近いかなふて腐れに
[04:36:50.920] 近いよねうんふて腐れに近い要はもう不
[04:36:54.160] 機嫌だってもう多分ねはラでメタル
[04:36:56.920] スライムみそういうことそういうことそれ
[04:36:59.119] の逃げないバージョンいじ焼け
[04:37:02.879] るっていうのがいじ焼け
[04:37:06.600] るっていうのがやけるっていうのがこう
[04:37:09.639] じゃなんだろうな
[04:37:12.879] いじけるっていう時の感情をどう説明すれ
[04:37:15.959] ばいいのるくけること多いね悪黙ってるあ
[04:37:21.080] まそんな感じそんな感じそん感じけそじゃ
[04:37:23.160] ないなえっとね例えばね俺あけんなって
[04:37:26.719] いうのは誰かに物を教えてあげてこれって
[04:37:29.799] こうやってやるんだ
[04:37:32.879] よつという
[04:37:35.080] かまたやったまたやったまたまたポケモン
[04:37:39.160] 死ん
[04:37:40.439] だあじゃ物を教えだけてそれがこう全然
[04:37:43.680] できないのを見ててああだからそここうだ
[04:37:46.959] よていう時それいけるああいじけんなお前
[04:37:50.639] っ
[04:37:51.480] てこの
[04:37:54.090] [音楽]
[04:37:55.600] 感情なんて説明してのこれ共通後で車運転
[04:37:59.959] してて前の車遅い1本
[04:38:02.520] みもどかしくもありもどかしくもどかしい
[04:38:06.199] する感じもどかしいかえ死んだえ死んで
[04:38:09.600] ない死んでない死んでないあれあのあれ
[04:38:10.920] から死んでない
[04:38:13.840] もどかしいうんもどかしくもあり
[04:38:18.240] 恥ずかしいくもあり懐かしくもありんじゃ
[04:38:23.879] なくてかそれが
[04:38:25.849] [音楽]
[04:38:28.439] ふさすねるんじゃなくてもどかしいじうん
[04:38:31.879] いじけんのはそうだね
[04:38:34.790] [音楽]
[04:38:36.320] ドいじやけるはそうだな
[04:38:42.199] よしもう終わりにすっかとりあえずここで
[04:38:45.840] 終わりにするわとま1回で9時から1回
[04:38:50.199] 配信切って枠変えるけど9時から30分後
[04:38:53.080] 9時から配信つけてなった人あそうそう
[04:38:56.680] そうそう人さんありがとねあの9時から
[04:39:00.561] あのあれやるからねあの雪山人狼みんなで
[04:39:03.760] やりますんでよかったら僕視点もつけます
[04:39:05.359] んでご興味のある方はぜ見に来てください
[04:39:09.359] しり
[04:39:10.359] 休憩
[04:39:12.480] すえ今日なの今日だよ今日雪山
[04:39:16.760] 人狼今日今日今日
[04:39:20.199] 今21時からになっとったんやねそうそう
[04:39:24.959] そう楽しあ俺セーブしたねあれ俺電源切っ
[04:39:28.719] ちゃったけどセーブしたよねレベリング
[04:39:29.920] 合宿お疲れ様よあれ俺セーブしたよな
[04:39:33.199] ストレスメーターさ今してたよねセーブね
[04:39:35.760] 笑え知ら
[04:39:38.638] ん確認しようしてないかもいやいやいやし
[04:39:42.718] たやろないしてない
[04:39:46.200] ええあいやいやごめテロンてしたえなべ
[04:39:52.400] さんやんな僕見てなかったぞも1回つけて
[04:39:56.160] 確認してあセーブしてたけど終わった後
[04:39:59.520] 聞こえなかったよあおれから確認して開い
[04:40:04.120] てえせやろえ4時間のレベル上げパ嘘嘘嘘
[04:40:11.180] [音楽]
[04:40:12.520] 繁え嘘嘘嘘やだやだやだやだえマーブル
[04:40:16.520] 44機これはきついそんな馬鹿ねえやだよ
[04:40:23.480] やだあしてる多分し
[04:40:26.280] てるああ良かったああ怖何してるじゃん
[04:40:33.120] なんで誰も見てないんだよ勝っ
[04:40:35.718] たなんで誰も見てねえんだよオオオオ
[04:40:43.638] よ
[04:40:45.600] 笑笑なんだよ笑笑茶
[04:40:50.480] にクリップ案件だったな笑ラジオにしてた
[04:40:54.958] もんでこんなこっちもビビるやでも確かに
[04:40:59.120] 自信なかったいやセーブしてたけどセーブ
[04:41:02.200] 終わった音聞こえなかったやっ怖かったね
[04:41:06.000] びっくりしたよかったよかったよかった
[04:41:08.400] はいそんな感じでじゃ1回ちょっと配信
[04:41:10.120] 切りますえとねなちゃんにレトするんだ
[04:41:12.320] けどなちゃんもこの後9時からあ
[04:41:14.160] ありがとうありがとうこの後9時から一緒
[04:41:15.878] にやるんだけど多分そのまま続けてな
[04:41:17.680] ちゃんをやると思うんでありがとちょっと
[04:41:19.520] なちゃんにレドしてあのもしね俺も配信俺
[04:41:21.878] 視点つつけるんでよかったらあの見に来て
[04:41:23.718] くださいそんな感じでなちゃんにレードし
[04:41:25.320] ますよお疲れちゃんセンキューまこれはね
[04:41:28.958] 正直ねイベントっていうよりただ仲いい
[04:41:30.920] 友達とやるっていうだけだからそんな
[04:41:33.320] 改まったやつじゃないコラボ配信とかじゃ
[04:41:35.360] ないねおちもありがとうねさんも
[04:41:37.400] ありがとうありがとうお疲れお疲れ
[04:41:38.840] ありがとうなありがとうありがとう
[04:41:40.320] ありがとうありがとうえレイドレイド
[04:41:44.080] えっとなちゃんをレドしますよ87ルポ
