[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[06:01:04.920] ファーストこのお腹じゃギリギリ先行けよ
[06:01:09.120] レディファースト
[06:01:11.120] でしょお前
[06:01:21.638] 最高
[06:01:23.718] よしアビーのお父さんの音質みたいどこが
[06:01:29.360] 植物生きてる
[06:01:31.360] よまあねお前らよかったな
[06:01:36.878] 絆が深まったんじゃねえか黙って黙ってね
[06:01:40.798] 息
[06:01:53.080] ぴったり
[06:02:00.440] ええグーパン
[06:02:07.080] えあの本当に
[06:02:13.200] これまあったのかうんそうだそれ使って
[06:02:18.600] 酒飲みゲームでもしよう
[06:02:20.360] ぜまた今度だ
[06:02:43.240] まついてんだこの
[06:02:50.638] 犬めっちゃアイテムあるしここ
[06:03:14.360] あ
[06:03:53.638] んどこ行くのこれ
[06:04:24.600] はあ出口
[06:04:30.478] は
[06:04:33.520] えLさんと押してんの
[06:04:36.160] 何も出
[06:04:42.360] ないどこ出口これ
[06:04:46.240] 出口お気づかんやろ
[06:04:59.040] こんな基地は目の前スカーもいねえな油断
[06:05:04.440] 大敵うん
[06:05:06.280] 先に
[06:05:14.798] 進もうなんだかな昔はここでスカーに襲わ
[06:05:18.680] れることなんてなかったのに
[06:05:20.760] ね急戦時代がこし気楽だったよね気楽すぎ
[06:05:26.638] て油断しまくって大勢吊されちまっただろ
[06:05:31.520] あれは子供たちを撃ち殺された仕返し
[06:05:33.680] でしょそうだけどよそのガキが襲ってきた
[06:05:37.520] んだしょうがねえだろだからって銃弾
[06:05:41.520] 浴びせなくてもそうしなきゃ仲間救えねえ
[06:05:45.200] し子供なのよ罪はないでしょこっちのせい
[06:05:49.718] でもないが応だ
[06:05:52.400] よ
[06:05:58.718] さ演技でもねえけどここやけに静かじゃ
[06:06:02.718] ねえかしっかり見張ってて
[06:06:13.840] ドアが開かない他の入り口
[06:06:23.280] 探そう
[06:06:28.558] こっちマニ上見てきてはいよ
[06:06:44.160] これこれ来週はアビ変なの
[06:06:52.000] か
[06:06:56.320] 笑笑情めちゃくちゃになるメルアリスと
[06:07:00.958] 待っててドア開けられるかも入れるか見て
[06:07:04.520] くるオッケー気をつつけ
[06:07:14.360] て
[06:07:15.878] どうスカーはいねえなボリュームやばいな
[06:07:19.360] ギブアップしたとかかなり長いよね笑える
[06:07:22.600] あこれほおい
[06:07:25.920] 笑える落ちたら死ぬぞああだろうね
[06:07:45.400] 間違えた
[06:08:06.958] これで
[06:08:15.520] よしよしメル入ったよドア開け
[06:08:27.638] てよしいいよ急い
[06:08:34.440] であどう
[06:08:36.798] も
[06:08:39.878] うここだ
[06:09:00.958] なうわな見ろよこかここ覚えておこう本部
[06:09:09.040] がつ武器探してる
[06:09:15.280] しそういや親父とよく船で釣りに行っ
[06:09:19.520] たっていっつも船酔いしてよマジ
[06:09:23.878] 最悪じゃあ妊娠しないようにね努力してる
[06:09:50.360] ひえちょっと切りとこまで行ったら今日
[06:09:53.000] 終わりにするわ眠たくなってきちゃっ
[06:09:56.040] た明日スタジオだから寝ないと
[06:10:18.000] 頑張れ頑張る
[06:10:36.878] ああ
[06:11:19.520] レどこ行くんだこれ
[06:11:50.920] 出られそうなとこあるここどう
[06:11:57.478] だこれ
[06:12:00.878] かよし
[06:12:05.360] 仕事全部
[06:12:09.320] ア誰も手伝わ
[06:12:12.280] ね開けとくから行って
[06:12:15.520] む危なごめんメル大丈夫かうんクランク
[06:12:21.520] 壊れた
[06:12:23.478] どうファビー見
[06:12:25.878] てなんだよ俺お前の筋肉がビそこで待って
[06:12:29.478] ての道探ハッチぶっ壊したらね分かった
[06:12:33.718] とんでもねえ筋力だ笑笑一緒に来てよかっ
[06:12:36.878] たああ後でマニーにお礼しなきゃ
[06:12:41.798] ね一緒に来てよかったよ後で襲われたって
[06:12:46.160] 知るのは
[06:12:47.718] 嫌ねえなんで私を避けるのキやん避けて
[06:12:52.120] ないよジャクソンの後一言も口聞いてない
[06:12:55.280] でしょ私もあの日のことで動揺してたんだ
[06:13:00.400] と思ういくら何でも無いってあれでも足り
[06:13:04.360] ないくらいでも加担したくなかったのだよ
[06:13:08.958] ね普通の神経じゃ無理これあの人そうじゃ
[06:13:12.440] なくてジあのハに
[06:13:14.920] 向かおうそうだね日本で実写化するなら
[06:13:18.840] 吉田りかだっいいこと思いついた
[06:13:28.040] さすがよしそれじゃ行くよオ
[06:13:35.400] を地面にグってやるな
[06:13:38.440] それいいことって待って
[06:13:45.400] こ何してんの脱出しようとしてるの頼む
[06:13:50.240] からゆっくり
[06:13:52.360] ね妊娠してると重心がね低くなるんだなら
[06:13:58.160] いいんだ
[06:14:03.600] けどふ
[06:14:08.680] やっ
[06:14:10.000] た吉田さおのアルソビームは
[06:14:14.958] 半速アルソック
[06:14:19.440] ぞさあどうぞどこありがとう
[06:14:38.320] お妊娠したことないから妊婦さんが
[06:14:41.360] ハッスルしてると心配で不安に
[06:14:44.360] なる部屋の角に張り付いてビームしてるの
[06:14:47.680] はり笑ったわかる
[06:15:06.280] オッケーあっちに近づいただだ大丈夫か
[06:15:11.040] それじゃ大丈夫なんかなるよね
[06:15:28.040] 笑うなだかわかんねえな
[06:15:39.520] 俺とちゃまの腹も妊婦みたいだから心配し
[06:15:42.520] て
[06:15:50.200] ね
[06:15:55.400] 笑笑どうすんの
[06:15:58.240] これちょっとこのハッチ出たらもうやめに
[06:16:01.120] しようだめ眠
[06:16:03.478] てれる利あるけど
[06:16:06.200] もこれどどうやって行く
[06:16:09.040] の飛びつくんかここ
[06:16:11.840] にまさかハッいやハッチどうやって行く
[06:16:28.520] ねんYの新しい呼び方かと思った
[06:16:39.320] 笑笑
[06:16:40.958] 眠い
[06:16:42.878] ポスた
[06:16:45.840] 何はごを使えば船に行けるんじゃ
[06:16:50.520] ないはしごなんかないやん
[06:16:57.878] がる懐かしいな
[06:17:00.320] これうわすげこの高さのはごこんな低い
[06:17:05.680] 位置で
[06:17:07.120] 持つこんな低い位置で持つもっとなんか
[06:17:11.000] すごいよこれこの高さだ
[06:17:14.878] よ涼しい顔してこの高さの端っここんな
[06:17:19.680] 低い位置で持つかさすがゴリラすげえ
[06:17:24.638] な逆に思い逆に思いなもっと真ん中ら辺
[06:17:29.958] 持てば
[06:17:32.120] いい来れる
[06:17:35.520] 気をつけ
[06:17:40.718] て公園の船みたいだ
[06:17:50.320] ねプロレスラーでももっと真ん中よりを
[06:17:53.558] 持つぞ
[06:18:09.400] あいつまだ船直してんのうんいつも言っ
[06:18:14.000] てるもうすぐできるってもうすぐ
[06:18:18.040] できる誰でも趣味はあるしね私は犬の
[06:18:22.160] おもちゃではそれ私はくだらないコイン
[06:18:25.958] 集め
[06:18:39.920] ハッチまで行ける足場がある邪魔は
[06:18:42.840] レトロゲーでどうやってあそこに
[06:18:47.080] 行こううんくだらないレトロゲー集めで俺
[06:18:50.878] の趣味は
[06:19:07.680] うんくだらないなんて言ってませ
[06:19:15.718] ん何これなんかまたなんかやっちゃっ
[06:19:31.878] たなんかねえなん
[06:19:36.040] か嘘でしょ
[06:19:42.958] ええ
[06:19:46.638] 笑笑
[06:19:54.440] ずる
[06:19:56.840] あよっかアビーヘの復讐できた
[06:20:01.840] ねじゃもう寝ようかねちょあのハッチだけ
[06:20:06.638] 開けさせて階シンで死ぬ
[06:20:11.440] やつここは平気
[06:20:13.920] なハッチまで行ける足場があるどうやって
[06:20:17.760] 行くんだよ本当だ
[06:20:26.600] よ
[06:20:29.040] あ分かったこれかああ
[06:20:35.958] すごいなだってあの位置からあそこでこ
[06:20:40.958] こうやって持ち上がるかねこのこのこんな
[06:20:46.280] これ
[06:20:47.958] が何食わぬ顔だ
[06:20:53.040] けどすげえきついぞすげえきついよな
[06:20:57.840] しかもその180度のよりこうなってる
[06:21:01.000] ところをここからこう持ち上げたからね
[06:21:08.160] ちょっと筋肉バカかよちょっと筋肉バカ
[06:21:12.120] すぎる
[06:21:14.440] でしょ筋肉バカ1台
[06:21:17.878] でしょ妊婦にきつくないこれ大丈夫すげえ
[06:21:21.440] かなり高いお前どうやって上がってきた
[06:21:23.958] お前今どうやって上がってきた紐ここに
[06:21:25.920] あったぞここから上がってきたなお前なん
[06:21:29.000] なんだこいつらすげえなこいつすごいな
[06:21:32.558] こいつら
[06:21:46.878] いたいたマニーすぐ行くオケ見て愛しい
[06:21:52.718] 基地がすぐそこにシャコ突っ切っていける
[06:21:56.440] かもとりあえず屋根降りないだ
[06:22:00.478] ねなんかあなたに怖いものがあるなんて
[06:22:03.760] びっくりこう見えて怖いもだらけまたまた
[06:22:08.080] 私手術なんて絶対無理だしさ失敗するって
[06:22:12.360] 思ってビビりそう私がいつも平気だと思う
[06:22:16.520] でも父さんはいっつも1番の生徒だって
[06:22:19.638] 言ってたけどねそうなのでもお父さんは
[06:22:24.440] 当てにならないんじゃなかっ
[06:22:26.160] たでしょ犬がアリス本当いい子ねお前ら
[06:22:32.400] どんだけ待たせんだはいないの
[06:22:36.558] ああ君悪いぜまもうすぐ基地だし
[06:22:41.958] ああ家に帰ったらソファーに寝転がって
[06:22:46.638] 映画見ながら気絶するまで飲んで
[06:22:50.440] やるへえどの酒どの
[06:22:54.680] 映画よくぞ聞いてくれた映画はあれだえ
[06:22:59.760] こしうん狼に乗る女の子のあああの映画き
[06:23:05.240] で酒
[06:23:06.478] は俺がパーティーで手に入れたメスカル
[06:23:09.878] ちょっと待ったうちらがでしょあーし残し
[06:23:15.120] といてやる妊娠中で敵に追われてなきゃ今
[06:23:19.200] すぐにこの場
[06:23:20.798] でお酒飲みたい
[06:23:27.478] 気分ここ行けないのかな
[06:24:00.240] ええよいしょ
[06:24:08.160] あーこいつはコインを集めるんだ
[06:24:12.120] ねあの子はカード集めてたじゃないこいつ
[06:24:16.280] はコインななるほど
[06:24:47.440] なんかあったかここ弾薬があるかもだっ
[06:24:51.680] たら
[06:25:01.680] 最高んどうやって入んのお
[06:25:53.240] あ
[06:26:06.360] さて
[06:26:57.558] 暗証番号は今も大金を当てた番号大金を
[06:27:02.000] 開けた番号なそれ最近を当てた番号
[06:27:21.080] だ大金を当てた番号ってなんだ
[06:27:40.280] 810なんでそれが大金なん
[06:27:49.240] だわかんにいし眠たいからもうやめようか
[06:27:53.200] ななんかこのゲームさまだもうちょっと
[06:27:57.360] まだもうちょっとダラダラダラダラやっ
[06:27:59.798] ちゃうんだよ
[06:28:00.798] な犬どい
[06:28:03.120] て行
[06:28:05.040] ておい出られへんそこにい
[06:28:10.478] たらおいなんだこいつおい
[06:28:13.840] どけったよ
[06:28:18.000] もう
[06:28:22.000] 笑笑犬様かどいてくれないそのカジキ
[06:28:26.320] 釣り上げてる写真
[06:28:29.760] はカジキ釣り上げてる写真そあった
[06:28:39.878] ちょっとワンちゃんさそこにいられたら
[06:28:43.718] ちょ何もできないよ俺
[06:28:46.400] おはようじゃおはよう俺は今から寝るけど
[06:28:50.440] なおいもう
[06:28:53.840] ちょっとあでもだめ
[06:29:01.638] 危などれ
[06:29:06.080] じゃ私のがにねあこれ2度でするんかい
[06:29:12.400] これか
[06:29:13.958] おおすげえで
[06:29:17.440] もでもこれじゃあ
[06:29:20.958] 8152
[06:29:22.478] かん
[06:29:24.718] 8112か
[06:29:28.478] な
[06:29:30.320] 815ちょっとマジ犬超邪魔なんだけど
[06:29:36.160] 510じゃの
[06:29:37.958] てえだってあそこえ
[06:29:46.558] 510違うだろこれ815122だろ
[06:30:14.440] これは違う
[06:30:27.200] か
[06:30:29.320] え違うなでもあれだと思うんだよな
