[00:00:05.040] テる
[07:22:26.478] キャプターねキード違うだけでランラン
[07:22:31.240] 知らないランゲランゲも知らないよおじ
[07:22:34.520] さんだええ待ってえちゃんて何歳
[07:22:38.200] なけない
[07:22:42.558] よ
[07:22:44.478] キャプタキードキャプターて言えねえべ
[07:22:48.000] 2おめでとうクリア早かったね24時間
[07:22:51.718] かかんなかったんだ俺これもう70時間
[07:22:54.080] やってんだ
[07:22:55.520] けど
[07:22:57.160] こんばんはさんも声でかいでしょ時も来た
[07:23:01.160] なんでか分かるJKが今いるから今俺の
[07:23:04.080] コメント欄にJKがいるからねえなちゃん
[07:23:07.040] 21なのごめん年上かと思って
[07:23:11.398] た明日オレンチ来るって君がいきなり言う
[07:23:15.760] からでもここの配信20過ぎたら需要ない
[07:23:19.440] らしい笑笑あ来た来た来た霊おや霊の様子
[07:23:25.440] が知らねえのか何ラブパレードって知ら
[07:23:28.638] ねえついに来た来たよ
[07:23:33.318] おおレミアーマー進化するんかレミ
[07:23:36.360] アーマー
[07:23:38.760] 進化あ間違ってBボタン押しちゃった
[07:23:41.878] 間違ってBボタン押しちゃっ
[07:23:44.360] た違うレビちゃんを引き止めたいわけじゃ
[07:23:47.478] ないんだよレビちゃんがね進化まで見届け
[07:23:50.318] ますって言ったから
[07:23:52.200] あのちゃちゃ違う違う違うマジで違うマジ
[07:23:56.440] で違うマジで違う間違っちゃった後1目
[07:23:59.680] かかりますすいませ
[07:24:00.878] あそういうことか違違う違う違う違う違う
[07:24:04.240] マジで押しちゃったマジで間違ってB
[07:24:06.280] ボタン押しちゃった進化止めちゃった違う
[07:24:09.638] よ間違ったって若者を寝かしてあげ
[07:24:13.398] なさい
[07:24:15.478] 11違う違うごめんレちゃ
[07:24:17.958] ごめちょ今のマジで間違っ間違って押し
[07:24:22.638] ちゃった
[07:24:23.760] のと離れるの寂しいねて
[07:24:27.250] [音楽]
[07:24:29.318] て待待って待って待って待て欲しいで行き
[07:24:34.680] ましょうじゃマジで押しちゃった間違って
[07:24:37.958] そんなんじゃないそんなことせんやろがよ
[07:24:40.398] 俺俺そんなことしない
[07:24:44.200] よJKまずいよねJKまずいよって言われ
[07:24:48.040] て俺ベリちゃんにまずいよ
[07:24:50.520] ねおるねんなJKJKでTwitchやっ
[07:24:55.160] てるやつおるねんな勝つないくらい
[07:24:58.478] そう笑笑じゃねなんかあのあの
[07:25:03.878] さなんだっけほらtiktokライブとか
[07:25:07.600] 行きそうじゃんJKが配信するって18だ
[07:25:10.760] からそろそろ卒業して大学大学受験受かっ
[07:25:14.478] たってさインスタライブとかなあインスタ
[07:25:17.040] ライブとかしてそうだよな17ライブとか
[07:25:19.798] なtiktoktiktokは怖い
[07:25:23.080] tiktok怖いん
[07:25:26.040] だえらい受験とか羨ましいぞ羨ましいか
[07:25:31.040] 受験やだけど総理大臣になって
[07:25:35.798] くれtiktokライブとかじゃないの今
[07:25:38.920] わけこのライブってな17ふわっちと
[07:25:44.200] かTwitchやろうってなかなか
[07:25:47.240] ああなるほどねなるほど
[07:25:49.680] ねまあまあまあふわ笑笑ふわなんだふわっ
[07:25:54.958] ちって何違うのふわっちってそういうん
[07:25:56.520] じゃないのわかんない俺あんま詳しくねえ
[07:25:58.080] けど
[07:26:03.120] 家は無駄に広いです何何何あなちゃん
[07:26:09.840] ち沖縄なん名前なて
[07:26:15.478] すじさんふわっとかおじさんなのえ若い子
[07:26:19.600] がやってんじゃねえのあ
[07:26:22.720] [音楽]
[07:26:24.558] れってあた島だよ
[07:26:31.840] 野村ってやってんのふわっえの村村銀これ
[07:26:36.520] この野村やってんの気なのイリアムだ
[07:26:42.280] イリアえやってんだ村配信
[07:26:47.760] まじか
[07:26:51.280] まじか何の配信してんのてるらしいあそう
[07:26:55.398] なんだか
[07:26:58.880] [音楽]
[07:27:06.638] よっさんしか知らん誰よっさんっ
[07:27:11.680] て邪魔も遠したらはげるべやべもう次で
[07:27:15.520] レベルアップしちゃう
[07:27:17.958] わもう次でレベルアップしちゃうよレミが
[07:27:21.200] 進化しちゃう
[07:27:23.280] またタバコ行くかタバコ行く
[07:27:27.240] かタバコ行こうかとりあえずて言ってる
[07:27:31.160] 何それよっさんまたかよ笑笑タバコ行くか
[07:27:36.840] 5分
[07:27:40.060] [音楽]
[07:27:47.478] 休憩あでももう5時半か早え
[07:27:52.398] な何何回外してんだここまで全滅何回です
[07:27:55.840] か全滅1回全滅は1回だけどポケモン死ん
[07:27:58.398] だ数は多分12とか最終友人の引越の手伝
[07:28:02.240] しておちんでパチンコ打ちに行くことに
[07:28:04.558] なった
[07:28:06.200] 笑笑パチンコなんてやめろああレミが
[07:28:10.878] 上がっちゃったレベルもうBボタン押さ
[07:28:12.398] ないよでももう押さ
[07:28:13.798] ない
[07:28:20.958] くそちゃまさんギャンブルしそうない全然
[07:28:24.360] しないよパチ酒タバコタバコはすわ酒
[07:28:28.000] ギャンブル女やりません
[07:28:30.190] [笑い]
[07:28:32.280] 女はやらないんじゃなくてややれないだけ
[07:28:34.398] なんですけどもう押さないよこれ確定
[07:28:38.160] ですごめんみちゃんなんかすごい化け物
[07:28:40.760] みたくなっちゃっ
[07:28:41.400] [笑い]
[07:28:44.160] たえめちゃめちゃ化け物みたくなっちゃっ
[07:28:46.760] たなんか下ネタみたいなやつになったな
[07:28:50.638] なんかやるやらないってそういう意味じゃ
[07:28:52.240] ねえよバカそういう意味じゃねえよ可愛く
[07:28:55.398] ない可愛くないね可愛くなくなっちゃっ
[07:28:58.398] たもポケモンだ
[07:29:00.958] からいやレミもだからあれだよ強く生き
[07:29:04.040] てけ
[07:29:05.160] よの欲しいもリスえねなこと言うなお前
[07:29:08.980] [笑い]
[07:29:11.040] バカレミちゃんありがとうな進化した
[07:29:19.360] わちゃまゲーいい流量物件だと思うけど
[07:29:24.958] な有料物件だと思うけど酒タバコ女やり
[07:29:28.440] ませんよギャンブル
[07:29:31.080] [音楽]
[07:29:35.040] これ電気電気あれだな電気の石で進化すん
[07:29:38.160] だよな確かなのリスト買ってくれそうな
[07:29:40.200] おじさん買ってあげちゃおっかな大学祝で
[07:29:45.160] 今日しりやったのか
[07:29:46.840] な癖強いねかなりかなり癖強いよ長く
[07:29:51.680] 付き合えば付き合うほどこの男はます邪魔
[07:29:55.558] でも付き合ったら勘違いして浮気するよ
[07:29:58.558] タバコ買ってくださいうわスクリはなんや
[07:30:01.878] もうええからやめろ
[07:30:05.840] もうほんじゃあ雷の石拾いに行こうかな
[07:30:10.120] これ進化させねえ方がいいとかあんのかな
[07:30:12.080] ま1回進化させちゃうか10万ま10万
[07:30:15.718] ボルトさカートンでいい10万ボルトこれ
[07:30:18.920] 覚えるの
[07:30:20.760] こいつマンボ覚えるのマンボ
[07:30:25.000] マボロ10万ボルト覚えるのして何それ
[07:30:30.160] 俺人と3年も付き合ったことない
[07:30:32.798] よ3年も人と付き合ったことねえ
[07:30:37.718] よ悲しいこと言わせんなお前俺に笑笑おい
[07:30:42.160] どういうことだ人と3年お付き合いするっ
[07:30:44.240] て全部寝取られてんだから全部寝取られて
[07:30:46.558] んだからすぐに女捨てるい捨てられバカ
[07:30:49.520] 野郎俺今まで今まで3回浮きされてんだよ
[07:30:52.520] ふざけんなよ高校の時初めてできた彼女は
[07:30:55.638] 高校の先生に寝と何を言ってんのたこ
[07:30:58.760] ちゃん違うからね1月にわねえ高校の先生
[07:31:04.120] にら
[07:31:05.160] れ44じゃ44まで頑張ろうみちゃん
[07:31:08.200] ごめんななんかポケモンの情報ばっかり
[07:31:10.520] コメンさ
[07:31:12.040] 笑そう高校のま先生と言ってもあれだけど
[07:31:15.120] ねあのなんかあのさ大学生あがりのなんか
[07:31:19.638] 非常金のなんかなんいるやなんか
[07:31:24.760] あれふざけんなクソ野郎
[07:31:30.080] 言んだけどやっぱお金くれる先生がいいっ
[07:31:32.440] てわけ寝取られてたよふざけんなマジ
[07:31:36.010] [音楽]
[07:31:38.000] で彼女な携帯なんか見ちゃいけないね
[07:31:41.840] スマホなんか見ちゃいけねえよ見たらよつ
[07:31:45.520] くはもう名前が食うじゃもうつ君は女食う
[07:31:48.520] 名前やん
[07:31:51.440] もうつばさ君からLINE入ってて
[07:31:54.398] さ土曜日エッチできるって来てた俺の彼女
[07:31:58.520] の携帯にふざけんなマジでバカ野郎
[07:32:02.240] ぶっ飛ばすぞあの野郎マジでなみとったん
[07:32:05.600] かその時の彼女の名前なみね気ですねうち
[07:32:10.798] の中で女の子はらせてたのうんやべそのつ
[07:32:14.120] 君なんじゃねえのそのつば君なんじゃねえ
[07:32:16.558] のえ俺だそれそれで俺11kg痩せた
[07:32:20.000] よ名前だね俺それ11kg痩せたお
[07:32:25.360] 11kg痩せたよんじゃない
[07:32:27.840] のそのショックで
[07:32:31.080] 3日泣いて3日泣いたご飯食べなかった
[07:32:35.160] もんお母さんすごい心配してたえあんた
[07:32:38.000] どうしちゃったのダイエットあネトラ
[07:32:41.520] ダイエット1週間ぐらいで11kg1週間
[07:32:44.680] 持ったけどいいなやめちゃめちゃ痩せたま
[07:32:48.398] そっから戻ったけどね全然うちもやろっか
[07:32:50.520] なそんな女捨てておけまあまそんな女捨て
[07:32:53.760] て正解だよま
[07:32:55.860] [音楽]
[07:32:57.080] カになるってことですか
[07:32:59.958] 健康にいいよ振られるのられは健康にいい
[07:33:02.680] マジでなネトられ健康
[07:33:05.638] 法ユニバ行った時ああそうそうそうそう
[07:33:09.398] あのめちゃめちゃ痩せてる写真ね俺の高校
[07:33:11.958] 生の時のそん時そうそうそうめちゃめちゃ
[07:33:14.600] 痩せてるもんその時の俺の
[07:33:17.520] 写真モテそうだ持てなかった
[07:33:21.718] けど
[07:33:22.750] [音楽]
[07:33:24.000] 痛いJKに言われたら見せるしかねえな
[07:33:31.040] 笑笑探し
[07:33:33.878] ちゃおうやったうん見せ
[07:33:40.200] ちゃお残ってるかあかんね古すぎて高校の
[07:33:43.318] 時の話だから
[07:33:45.798] 動かせ高校の時だからよディスコ限定にし
[07:33:49.798] たら入ってくれるかもなディスコに貼っ
[07:33:52.240] たら入ってくれるか
[07:33:56.240] な残ってないかもなか残ってないかも待っ
[07:33:59.920] てだも高校生の時の写真だぞ
[07:34:06.718] ディスコディスコディスコも知らないのあ
[07:34:10.638] ま残ってないで前1回配信で映した時に
[07:34:13.718] なんかどっかから取ってきたんだよそれが
[07:34:16.200] 残ってれば残ってんだけどSKPなら知っ
[07:34:19.920] てますじじじゃねえかよなんで帰るかすん
[07:34:24.360] だふざけんなえもう残ってないねもう探す
[07:34:30.000] のがちょっと大変すぎるロックだちよく
[07:34:32.520] 知ってんなおいあれは中学校の時
[07:34:35.840] であらもう残ってないよ後で探して後で
[07:34:40.120] 探してDM送る
[07:34:42.440] ね後で探してDM送りますからでものレミ
[07:34:46.080] レミにDM送るわいや俺DMで送るわ後で
[07:34:49.840] 嘘あごめん嘘だよ嘘冗談だガチで警戒され
[07:34:53.240] そうガチで警戒され嘘冗談ですいやねえな
[07:34:57.558] Twitterフォローしときますねやっ
[07:35:00.240] たぜやったぜおに送んねてくる出て
[07:35:05.200] くるミクミクに残ってけんからミクシー
[07:35:09.920] にいやもうTwitterにあげるわ後で
