[00:00:04.960] ドラゲナイきちゃブロード
[03:34:29.239] いいわねこんな美人と一緒
[03:34:31.680] で
[03:34:33.239] り焼きもちをやってるのかバカのこと言わ
[03:34:37.479] ないでよ焼きもちだなんてそんな大丈夫
[03:34:41.640] ですよ私は男性に興味がありませんから
[03:34:49.800] あかまだ青かの可能性が
[03:34:53.520] あるまだここで抜き出す可能性も0じゃ
[03:34:56.399] ないなゼじゃねえなえそうなのはなんだ男
[03:35:02.640] に興味ねえのあなただったらきっとこの街
[03:35:07.439] を救ってくれるあおっぱい見せて
[03:35:10.120] よあなたじゃなくてあなたたち
[03:35:13.920] だろごめんなさい
[03:35:16.760] そうあなたたちだっ
[03:35:19.080] たらそんな気がするのおっぱい見せてくれ
[03:35:25.160] え1番期待してたの
[03:35:32.080] に時々ねの中から音が聞こえる
[03:35:40.040] のーいやまあまあでもあれだなあのあれだ
[03:35:43.800] よあの
[03:35:45.880] うんあのまあでもバニー良かったからいっ
[03:35:50.199] かバニーおっぱい見してくれたしねバニー
[03:35:53.080] おっぱい見してくれたからいっかま今日は
[03:35:55.720] バニーだな最高点はいやこれキャラクター
[03:35:59.359] 的には一ちゃん可愛いねんけどなこの子
[03:36:03.439] な中央広場
[03:36:07.080] にもったいねえなた
[03:36:11.040] さんケトも良かったケトだってえなんかさ
[03:36:15.680] あん時言わなかったけどさあん時言わ
[03:36:18.080] なかったけどさなんかさ普通になんかさ
[03:36:20.080] あのなんかあれだよなあのなんかエロい
[03:36:23.279] ことしてたよねふむふむなんかなんか
[03:36:26.840] なんかしゃぶってたよねあれ思った以上に
[03:36:29.000] 主人公が無能なのだけが残念しぶって
[03:36:32.279] なかったかあれなんかエロいことしてたよ
[03:36:34.319] ななんか文字だけだったからわかんなかっ
[03:36:36.760] た
[03:36:37.600] けど笑笑なかしゃぶってなかったなんか
[03:36:40.800] 普通
[03:36:42.439] にんだったんだろうなまでもちょっとま
[03:36:46.760] たまに来るエッチなシーンいいっすね
[03:36:48.720] やっぱねあいますねいますい
[03:36:51.880] ますびっくりした見てやってくれよバニー
[03:36:57.319] が戻ってきたんだあ良かったな俺のおかげ
[03:36:59.920] でるっちゃエロかったでもこの子が
[03:37:03.840] おっぱいだって見てくれたもんな嬉しくて
[03:37:06.160] 嬉しく
[03:37:08.080] て酒に鼻入れるなよ久しぶりねたさん
[03:37:14.520] あも塔の中で何度もあったけどね
[03:37:18.120] ありがとう元の姿に戻してくれてあんま
[03:37:21.120] 変わってねえけどな彼女だけは姿も変わっ
[03:37:24.120] ていないような
[03:37:26.960] いやこれで仕事の針も出るってもんだ今日
[03:37:31.439] はお祝いだみんなじゃんじゃん飲んで
[03:37:35.160] くれおりかいや金は取るよたけるこの街は
[03:37:41.560] いい街だと思うが1つだけ馴染めない
[03:37:44.120] ところがあるなんだみんなケチた確かに
[03:37:49.239] それは
[03:37:50.680] そうおったれあらたるさんこんなに早く
[03:37:55.520] また入るなんてどうも先ほどありがとう
[03:37:57.359] ございました今日はあなたのおっぱいが
[03:37:59.120] 見れたんで最高でしたどこかであったあ
[03:38:01.640] そっか内緒だよなこれないいや塔の中で何
[03:38:05.760] 回もまたメサーニャの話をしますああお願
[03:38:09.520] しますぜひえああぜひね思いっきり
[03:38:14.560] 語り合います
[03:38:17.319] バニーが
[03:38:21.080] エロいバニーだわやっぱバニーが一番
[03:38:23.880] エロいわ何か飲まないの
[03:38:28.479] えとかよバ最高すね俺はホットミルク何が
[03:38:32.680] ホットバカ何がホットミルク私はココアを
[03:38:36.040] ください語ろや店にないものばかり注文
[03:38:40.239] するなよな知ているくせに
[03:38:46.040] どうだい何か食べるか
[03:38:57.520] い何が欲しいんだい3万3339持ってる
[03:39:03.439] 何もいらないのか
[03:39:05.439] い疲れたらここに寄ってくれまちょっと
[03:39:09.080] あの助けた女の子たち最後見て終わるか
[03:39:11.880] たるさんそうだあのあれも助けたもんね
[03:39:15.880] あの魔法使の弟子も助けたもん
[03:39:22.399] ねまだ死体置いてある
[03:39:25.080] のまだ死体置いてあるん
[03:39:28.279] だ師匠
[03:39:31.600] 師匠師匠はに殺された
[03:39:34.960] 宿てて終わるだけ終だけ
[03:39:40.439] 師匠はつった
[03:39:45.720] ないわて
[03:39:48.199] 嘘なんだ私って騙されやすいのよね男にも
[03:39:53.880] よく騙される
[03:39:55.399] しこれからどうするんだ
[03:39:59.439] いそうねどうしようかなあれチェリーは誰
[03:40:05.040] チェリーあもう1人いたあれなまだ塔の中
[03:40:07.680] で俺たちを殺そうとしてるよまだの中で俺
[03:40:11.760] たちを殺してるよそうかまだ塔の中なんだ
[03:40:18.080] ねえねえ私もあなたたちを殺そうとしたん
[03:40:21.000] でしょ本当だよまあそうだけど礼させてく
[03:40:24.319] あのお詫びはごめんね自分が何をしてるの
[03:40:27.880] か分からなかったこの子ハーピーだよな
[03:40:30.199] いやいいんだ気にしてない
[03:40:33.040] よたるさんって優しいのねいいんだよ気に
[03:40:37.680] しなく
[03:40:39.760] てバンさんも優しい
[03:40:42.960] でしょささてとチェリーが帰ってきたら
[03:40:46.920] 一緒に別の師匠を探さなくちゃところで
[03:40:50.600] 師匠はこのままな
[03:40:52.439] のえ腐らないから大丈夫あさすが師匠普通
[03:40:58.160] じゃないわどういうことあそうだたける
[03:41:01.359] さんまた今度遊びに行くからね遊びに行
[03:41:04.000] くってどこにまた今度ワンが何ひどいこと
[03:41:07.479] したっじゃさとそろそろ行く
[03:41:11.080] かさん
[03:41:16.000] そうだそうですねもうでも全部見たよな
[03:41:20.479] 全部見たよね薬屋も見たしねララってまだ
[03:41:24.880] だっけララってなんだっけ誰だっけいや
[03:41:27.840] なんかどっかでよゆから商人だうおいたる
[03:41:36.159] なんとか言ってくれよ彼は勇敢な戦士じゃ
[03:41:39.239] ないよ凶暴な戦士だでしょイメージ通りだ
[03:41:43.560] わ
[03:41:45.359] とでも言って
[03:41:47.439] くれメサニャってどんなおいちの魔女なの
[03:41:54.960] かしら薬が欲しくなったらいつでも寄っと
[03:41:58.239] くれララって誰だっけ
[03:42:01.880] ララたるさんどこに行くのですか武器屋
[03:42:05.720] だったかな違ったっ
[03:42:13.000] けよ駅はどうだいあぼちぼちでんなの金あ
[03:42:19.319] あれまだあいや俺は商人だから
[03:42:25.120] ついにまみかこれはたけるが好きになる人
[03:42:27.880] ってソフィアさんみたいな人違い
[03:42:33.239] ますたるが好きになる違い違いますさて何
[03:42:39.760] を買何を買うんだいエクスカリバ
[03:42:43.239] 買う8200買う
[03:42:46.680] わさてな何を買うんだ
[03:42:52.359] いさて何を買うんだ
[03:42:56.080] い奇跡の
[03:42:58.399] 盾ミラクルシールドだって買おお金あるん
[03:43:01.439] だしほらたるあんまりこの装備品とか別に
[03:43:05.880] 正直どうでもいいんだけどさたるさんそう
[03:43:08.720] だ装備ま一応RPGということ
[03:43:12.640] でエクスカリバー
[03:43:15.399] 上がったね攻撃力ねちょっと
[03:43:17.840] だけシールドもミラクルシールドにしよう
[03:43:21.159] あちょっと上がったねでこのお下がりを
[03:43:23.159] こいつにあげるとはいはいはいはい
[03:43:29.359] はい
[03:43:31.439] オケまこんなもんかなこんなもんすかね
[03:43:35.199] 今日はねはい今日はこの辺にゲも2時なん
[03:43:38.319] でねセーブするセーブするオッケーはい
[03:43:42.040] こんな感じしきますはいあざすあざすあ
[03:43:44.760] ざす
[03:43:47.319] ざすはいそんな感じしきますはいあざどう
[03:43:51.199] もこんばんはあざたうんまあまあまあまあ
[03:43:54.520] でもやっぱまああれだ
[03:43:56.239] なまちょもまエッチなシーンはあるよエロ
[03:44:01.640] ある
[03:44:03.040] よワンパートで1回ちょっとエロ展開
[03:44:06.399] 欲しいよねやっぱねまあまあまあまあちょ
[03:44:08.960] まあでも結構満足感はある満足感はあった
[03:44:11.880] かなうんあの良かったすね
[03:44:16.239] 良かったよよかったうんなかなか悪く
[03:44:18.479] なかったPCエンジンですからまPC
[03:44:20.359] エンジンだからその辺はねちゃんとエッチ
[03:44:22.520] なシーンがありますとバニー良かったな
[03:44:25.880] バニーだいぶ良かった
[03:44:28.640] わまちょっとまだね次回えやってきます
[03:44:32.640] からどうなんだろうね長さ的にこのゲーム
[03:44:34.960] そんな長くねえと思ったんだけど結構長
[03:44:36.520] そうな気もしてきたなまあまあいいけども
[03:44:38.439] さ長くてもいいけどまこんな感じのゲーム
[03:44:41.560] なんでねあのまた続きやっていきますから
[03:44:44.439] はいはいあしたもうちょっとね今日は寝
[03:44:46.800] ますからはいあしたえっと今日は誰に
[03:44:50.960] レイド
[03:44:52.159] をしようかなと思ってるんすよ
[03:44:58.960] ねなんかレトロお疲れ様レトロゲー配信者
[03:45:04.640] 行きてえななんかなレトロゲ配信者行き
[03:45:08.120] てえなさんもお疲れ
[03:45:11.640] さなんか全然知らね
[03:45:15.239] でしたからねそうなんですよそうなんです
[03:45:17.040] よあのゲームもあの気が向いたらまたやり
[03:45:21.199] ますうん気が向いたら
[03:45:25.439] うんどうすっかななんかレトロゲーマー
[03:45:28.640] 行きてえな知らねえとこ
[03:45:33.000] 行こうこの人はどうヒッペンが黒の
[03:45:36.640] トリガーやってるねあヒっぺぺ
[03:45:41.080] さん仕事のBGM代りにしてましたが
[03:45:45.000] 賑やかで良かったあ賑やかで良かった
[03:45:46.920] ありがとう
[03:45:48.439] ありがとうなんかでもさあのしあの
[03:45:51.720] あんまり全然知らないフォローもしたこと
[03:45:53.680] ない人にちょっと行ってみよっかなレトロ
[03:45:56.399] メゲーマーこさん知てる人いるレトロメ
[03:45:59.720] ゲーマーこさんなんかレトロゲーやっ
[03:46:03.920] てるへえやっぱレトロやっぱレトロ
[03:46:07.720] ゲーマー行こっかなこの人行こっかロこの
[03:46:10.359] この人
[03:46:12.080] 行こう全然知らない方だけど知らない方だ
[03:46:15.560] けどまあいいべ別
[03:46:18.600] にレトロ審議開拓うんレトロレトロさん
[03:46:23.159] 行きますかね皆さんちょっとあのコメント
[03:46:26.680] 一言あとフォローしてあげてもらえると
[03:46:29.399] 嬉しいです
[03:46:33.439] ねうんこの人ねオオッケーてうんじゃあ
[03:46:37.439] ちょっと行きますわまあしたまあの続き
[03:46:39.960] またやりますんでねよろしますお願いし
[03:46:42.279] ますまた会いましょうチマゲームした次の
[03:46:44.399] 配信は
[03:46:52.199] 明日いや明後日うわかりま気が向いたら
[03:46:57.680] 明日やりますまそれTwitterで言い
[03:46:59.199] ますはいあましたお疲れ様でしたお疲れさ
[03:47:01.600] でしたまたグッバイさよならおやすみ
[03:47:12.159] なさいおと
[03:47:15.560] おつや
