[00:00:05.520] ひひひおはちゃま人1
[04:41:58.680] おもろいが28万眠たくなるねおもろいが
[04:42:05.040] ねやはり
[04:42:07.200] おもろいやはりおもろいならリスナーはお
[04:42:10.360] じいちゃんやなおじいちゃんだろ
[04:42:13.600] よ悲しいけどそれもまた現実そうだ
[04:42:20.120] ねいやあ疲れちゃったないやあ面白いすね
[04:42:25.878] え長なとお付き合いいただきあましたもう
[04:42:28.760] ちょっと今日1回寝ますんで目覚めてあれ
[04:42:31.718] しお疲れ様でしたあれしたピさん
[04:42:33.760] ありがとうねお疲れさんそうさっき言って
[04:42:35.920] たさごめんもちょっと待って関係ない話し
[04:42:39.320] ていいまたお疲れ様さあのこれマジ
[04:42:42.320] めっちゃいいからみんな買ってくれこれ
[04:42:44.080] 笑笑これこれめちゃめちゃいいこれ
[04:42:47.400] めっちゃいいぞ
[04:42:48.680] これ要はさっき言ってたなこのマグネット
[04:42:51.680] 式充電ケーブルなんだ
[04:42:54.040] けどマジで買おうか
[04:42:56.718] なこれマグネットなのよこの先が
[04:43:00.240] マグネットになってて要はこれ
[04:43:03.480] 先っぽ先っぽあるやんこれMicro
[04:43:06.520] USBとかないでいいのいや別にだこ案件
[04:43:10.360] でもなんでもねもステにも使えるねそうだ
[04:43:12.520] よ俺は今これでやったんだプレステで要は
[04:43:15.638] これMicroUSBなMicroUSB
[04:43:18.400] でこれこれも常に差しっぱですこれは差
[04:43:21.760] しっぱこれでいいわけこういうことこう
[04:43:25.080] いうことでこれにもうこうよあこれこれで
[04:43:28.878] もう接続されて断の心配なし断線したら
[04:43:32.480] ここだけ帰りゃいいかなこれMicro
[04:43:34.560] USBってこれ端子つぐダメになるじゃん
[04:43:37.320] MicroUSBがまずくばればいいと
[04:43:39.240] 思うこの世から俺まずMicroUSBが
[04:43:42.400] この世からくばるべきだと思うわだ
[04:43:45.200] まあまあなMicroUSBここうだから
[04:43:47.440] 要はほんまそれ確かにこれでいこれでね俺
[04:43:53.240] がね毎回毎回こ配信で使ってるこの3DS
[04:43:57.120] これ偽とろっつってUSBであのなんて
[04:44:01.400] 言うのUSBで
[04:44:05.160] あのパソコンに移すことできんだけどここ
[04:44:07.760] がなんかもダメになっちゃってちょっと
[04:44:09.760] 動かすだけでなんか画面が途切れてたのよ
[04:44:12.160] 前は見て
[04:44:16.120] くださいこれでちょ1回映したる
[04:44:26.120] わこれ素晴らしいよこれ素晴らしいこれで
[04:44:31.160] パケ麺も安心してできちゃうとこれで問題
[04:44:34.638] なくなったのパケがマイクロUSBは
[04:44:38.240] なくなっていきますよ今業界て薄3.0に
[04:44:42.440] 移行していってるのでゲオでえうんゲオ
[04:44:45.080] じゃ買え
[04:44:46.958] ないこれをここに見てて
[04:44:53.480] ポンやばく
[04:44:56.400] ないやばくないめちゃめちゃ便利全然
[04:45:00.440] しかも全然
[04:45:02.000] あの全然あのあれなんないし接続不良なん
[04:45:06.440] ない
[04:45:09.958] しこらこれが取れるとあれだ
[04:45:13.718] けどでしかもこれ360°動きます
[04:45:18.480] これこれ最高だよこれマジでいいよだから
[04:45:22.320] 要はしかもこれで1個でいいわけこれ1個
[04:45:25.560] で要ははいじゃあ今度ここれ使って遊び
[04:45:28.920] たいですポチってやったらパソコンと
[04:45:30.480] 繋がりますで今度じゃDS移したいですっ
[04:45:33.798] てなったらポチはいポチはいこれで映り
[04:45:36.400] ますああでも携帯充電したくなったなって
[04:45:39.480] なったらはいこれではいこれ今けてねえ
[04:45:42.360] けどここあのもちろんついてんだけどね
[04:45:44.120] ライトニングケーブルもついてますこれ
[04:45:45.878] これで充電これ1本で完結します全てすぎ
[04:45:49.360] だろ便利すぎるマジでこれとてつもねえ
[04:45:53.480] 便利とてつもねえ便利ただ
[04:45:56.760] しかしただしかしこの端子をね差しっにし
[04:46:00.718] とかなきゃ便利じゃないわけよ要は要はだ
[04:46:03.240] からこいつはもうこれでしかあれ抜けば
[04:46:06.400] いいんだけどだから例えばiPhoneで
[04:46:08.200] やっちまうとiPhoneやっちゃうとは
[04:46:11.360] もこれでしか充電できなくなるわけじゃ
[04:46:13.480] このこのケーブルが家中にあればいいけど
[04:46:15.798] Amazonで買って俺これこれが家中に
[04:46:18.400] あればいいけど例えばここではこれで充電
[04:46:21.240] したいけど寝室では普通のケーブルでやり
[04:46:23.920] たいようだとちょっと不便か逆にこの端子
[04:46:26.440] がちっちゃいからさ抜いて置いとくわけに
[04:46:28.638] もいかね
[04:46:30.440] しでもさもこれなんかパソコンでしか使わ
[04:46:34.160] ねパソコンとプレス4でしか使わねんだ
[04:46:36.000] からこれで十分じゃ
[04:46:37.638] んでこのニトロなんてもそうよなんかも
[04:46:41.600] そうニとなんかもそう逆に家の中それで
[04:46:45.878] そうそうもう全部の標準それにすもう全部
[04:46:49.840] 標準ケーブルこれにすればいいのに
[04:46:53.040] ねただこれ買う人はちょっとこれ注意ね
[04:46:57.160] 注意があってあの安いやつだとねあの
[04:47:01.000] データ転送にあのなんつうの要は中国の
[04:47:04.798] パチモンとかがいっぱいあってあの安い
[04:47:07.558] やつだとあのまこれもそ高くないんだけど
[04:47:11.360] 9ピンてやつ買ってこいて9ピンてやつ
[04:47:13.798] あの数字の9だ要はピンが9個あるやつは
[04:47:17.080] データ転送にあの対応してるからよま充電
[04:47:22.240] 専用そうそう充電専用かデータ戦争も
[04:47:24.760] できるか9ピンのやつはデータ戦争できる
[04:47:27.040] キピそうじゃないと多分ニトロとか写ん
[04:47:31.000] ないと思うめちゃめちゃ快適なんだけど
[04:47:38.000] これうわやべえポケモンとかやりてえ
[04:47:41.680] お次ポケモンやっていいかこれ終わったら
[04:47:44.120] ポケモンやろうぜ久々
[04:47:46.200] にポケモンやりたなっ
[04:47:49.240] たよく見つけてきたよねそうこれ前から気
[04:47:53.760] になってたんだよねの楽しみすぎて草
[04:47:58.040] 生えるラス2終わったらねニコニコ
[04:48:00.840] にんまりラスアス2ねどうすっか
[04:48:06.080] なちなみにこれが付属品です
[04:48:12.040] あのいっぱいありますいっぱいこういう
[04:48:13.958] 先っぽだけなのがいっぱいあります先っぽ
[04:48:16.000] だけがこれUSBTypeCねUSB
[04:48:19.600] TypeCですこれタイプCが2個2個
[04:48:21.680] ずつついてるこれちなみになんて名前で
[04:48:24.080] 検索すればマグネット式充電ケーブルで
[04:48:26.638] いいんじゃないマグネット式充電
[04:48:29.760] ケーブルが2個ずつついてるでこれが
[04:48:32.840] ライトニングねiPhone用の
[04:48:35.440] ライトニングケーブルが2個2個ねで
[04:48:38.840] MicroUSBが2個ねこれはもう便利
[04:48:43.718] ちょっといいやつ買った方がいいと思う
[04:48:45.240] けどねそのなんかやちいやつじゃなく
[04:48:49.878] てマグネットで接続できちゃう時代かそう
[04:48:53.600] なん
[04:48:54.638] ですそうなん
[04:48:56.760] です超便利これマジお
[04:49:00.040] すすめ最近買って良かったもんだね
[04:49:03.878] これだってこれだってパソコンでこれだけ
[04:49:07.718] でいいんだもんなこれで充電もできるしね
[04:49:10.798] うんこれマジでいいよおすめおすめちゃま
[04:49:15.280] ゲーのおすめまはいこんな感じでもう俺
[04:49:19.480] 寝るわもうちょっと寝みてえだめだもう
[04:49:22.558] 金曜日最近なんか全然起きてないん
[04:49:25.638] ありがとう案件案件だったら良かったんだ
[04:49:28.320] けど案件でもなんでもないっす案ハリボテ
[04:49:32.080] お休みゆり休ゆりゆっくり休む
[04:49:42.480] ちょっと待ってゆり休ませてくれ
[04:49:47.840] ゆりラスタマナスやっぱおもろいなでもな
[04:49:50.920] 眠もいやラスタマナスおもろいねやっぱね
[04:49:54.680] ちょこれ開けまだ開け開けたい開けていい
[04:49:57.638] なか見
[04:50:02.680] たい
[04:50:04.638] おクリアする前だけどいいやちょっと聞か
[04:50:08.120] ないけどちょっと見たいな
[04:50:12.760] ラスタ
[04:50:15.760] レコードクリッカーやんけこれ
[04:50:21.558] クリッカー
[04:50:25.920] オシああこれは
[04:50:29.280] もうサザこだねサザこだねこれサザこ
[04:50:42.958] あらあらあらあらあらこれすごいんじゃ
[04:50:47.558] ないめちゃめちゃ質感がいい質感が
[04:50:51.840] めちゃめちゃいい
[04:50:53.798] これ質感がめっちゃいいわわしなんなんて
[04:50:57.958] いうこのサラサラの
[04:51:08.680] 髪レコード出てる会社って結構多いの結構
[04:51:12.638] 多いね結構多いです結構多いねこれだって
[04:51:17.798] わかんないこれどこだろうあれ
[04:51:21.558] レベル
[04:51:24.360] 何
[04:51:28.080] なんかなんか察しがついて
[04:51:31.600] ますネタバレとか食らわねえよなこれいや
[04:51:34.600] 英語でわかんないええなアメリカ語で書い
[04:51:38.718] てあっからわかんねえなんて書いてあっか
[04:51:45.320] いやいいですねこういうのたまらんよね
[04:51:47.878] マジでね遅刻場じゃないの
[04:51:51.638] えまそうだけど違うおめえらも読めねえか
[04:51:55.718] なと思って読まないふりしてやってんだ
[04:52:02.638] よこれどっちもエリーの絵だの
[04:52:07.360] これ2枚組なんだけどこれどっちも一緒な
[04:52:10.120] んだ
[04:52:12.040] どっちも一緒なんだねこれこれ普通さ
[04:52:14.480] ジョエルとエリーにすればよくないと思っ
[04:52:16.798] たんだけどどっちもエリーなん
[04:52:19.840] だふまあまあいいん間違えたんじゃない
[04:52:24.840] そんなことあるそんなことねえだろ
[04:52:27.480] ちゃんと後ろabcdになってるもんな
[04:52:29.840] まあいい
[04:52:31.840] やすげえいい匂いがするこの
[04:52:35.360] 髪いいですねこれちょっと
[04:52:40.920] ね後でねクリアし
[04:52:51.440] たら
[04:52:53.040] よしオじゃいうわけでねというわけでね
[04:52:58.040] もう寝るね俺もうだみ
[04:53:01.480] てえじゃあ今日は誰かにレドして終わろう
[04:53:07.160] かな
[04:53:10.920] おもろかったありがとねおもろかった
[04:53:14.240] おもろかっ
[04:53:19.080] た誰にレドすっかなおじがやってん
[04:53:24.200] だおつおつありがと
[04:53:30.320] ねおやすみおやすみ
[04:53:41.160] きます
[04:53:42.558] かいはちゃんとがまてるボテお休み崩れ
[04:53:47.480] ちゃう
[04:53:48.638] よ崩れちゃう
[04:53:51.878] よ
[04:53:53.840] 大れますなんだれ
[04:53:57.680] ます10おれもケールこれ買った方がいい
[04:54:01.958] です
[04:54:03.280] これれ
[04:54:04.798] ます10秒行く10秒
[04:54:11.840] でこないだ言ったんだよな
[04:54:17.798] とりあえずこれハはこれ何やってん
[04:54:25.600] の何気
[04:54:28.200] これこハこれ何やってんの
[04:54:33.600] これソウルマスク全然知ら
[04:54:37.360] ねえ全然知らねえゲームやってる
[04:54:47.840] うわなんかなんか変わった2
[04:54:55.760] 連いいやもうジュでいい
[04:54:59.040] やジでいいや
[04:55:02.280] もうでいレ集めて家とか作ってくあそんな
[04:55:06.958] やつそんななん
[04:55:08.878] だ今日は順でいいや今日も順でいいや楽な
[04:55:14.760] んだもんだってでやだって楽なんだもんジ
[04:55:19.400] モハンやってるわまたや
[04:55:23.520] ばこの人さもうマジで本当にねえマジこの
[04:55:28.920] 人15年ぐらいモンハンやってんのねこの
[04:55:32.958] 人ね俺と知り合った頃
[04:55:35.958] からもうもっと前だね
[04:55:41.320] 15年ぐらいモンハンやってんのに今日
[04:55:44.040] あれ行かなくてよかったわあの
[04:55:47.480] 何なんだっけなんだソロボレアスやんなく
[04:55:51.200] てよかった知らんあのこの人15年ぐらい
[04:55:55.360] モンハンやってんだけどまだまだモンハン
[04:55:59.200] はまりたてみてな笑顔してやってるなん
