[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[05:44:46.958] なぜか写真をこう張り合ってるところが
[05:44:49.200] あるから俺が配信で貼れつった汚ねえやつ
[05:44:53.240] 優勝なっつったら3投稿目ぐらいでシグ
[05:44:56.280] ちゃん出てきちゃっても誰も叶わない
[05:44:57.798] みたいなあもう企画だ俺だみたい
[05:45:00.000] なあもうこれは無理だ夜今日はないかも
[05:45:05.440] 明日
[05:45:07.718] 明日明日はなんか新しいゲーム
[05:45:11.718] やる
[05:45:13.320] は待って
[05:45:16.200] これあれ見たら部屋の生活感あるよな待っ
[05:45:20.798] て
[05:45:22.200] これネット回線死んでたからな
[05:45:26.440] しぼ待ってなんかこれ
[05:45:30.000] さしまろんにょ
[05:45:47.200] こんなもんかでも動くんかやって
[05:46:00.878] みるちょっと
[05:46:05.280] 待てわびしたおゆう
[05:46:10.240] ちゃんちょっと待ってねレド
[05:46:15.240] センキューたまフリフリたまフリフさん
[05:46:18.878] ちょっとちょっとゆうちゃんゆうちゃん
[05:46:23.080] ゆうちゃん見てくれないちょっと見てくれ
[05:46:26.400] ませんかちょっと見てほしいレト
[05:46:29.680] ありがとうレありがとう今日はですねえ史
[05:46:33.080] 最強の史最強のゲームアバンをる配信をさ
[05:46:37.440] せていただきましたがえはい完成しました
[05:46:40.440] え見てくださいこちらですドドンはいこれ
[05:46:42.600] 見てくださいもう見た目がちょっと見てく
[05:46:45.200] 見た目がまあ神ですよねま見た目神なんす
[05:46:48.000] わま見た目は神なんすよね見た目神なんす
[05:46:51.558] よ見た目神なんすけどまあまあ見てくれよ
[05:46:53.840] 行くよ見て刮目しろ
[05:46:56.958] よやばくないす
[05:46:59.440] かやばくないねやっぱ
[05:47:05.840] うおえ
[05:47:08.320] 笑鮮やかやえやばい音がキラキラ笑音が
[05:47:15.120] 500%5倍超音でかい超音でかい音超
[05:47:20.680] でかくなってでこのね画面のこすげボタン
[05:47:24.920] の色も変えられますとちゃんさん
[05:47:26.718] こんばんはちゃんさんこんばんはボタンの
[05:47:28.200] 色も
[05:47:29.320] えこう変えられるんですねあちょっと待っ
[05:47:32.520] てどうやって変えるんやってコマンドが
[05:47:35.280] コマンドが覚えてないねんな俺の細胞が
[05:47:37.798] 震えたわコマンドがなんかあるんやけど
[05:47:40.558] まだちょっと俺が覚えてないんだけど
[05:47:41.878] なんかね虹色さっきできたよね虹色にさ
[05:47:44.360] ずっと光ってるやつわーつってコマンド
[05:47:47.400] あるんやなそうなんだ
[05:47:51.160] よまあままそんなこともできますとなんか
[05:47:54.280] このちょっともう1回えマジで
[05:47:56.520] めちゃくちゃいいめちゃめちゃいい
[05:48:02.638] でしょ虹色に光るんすよこれどうやって
[05:48:06.080] 変えるんだっけえこうだっ
[05:48:09.798] けわかりませ
[05:48:12.120] んなんかあるねんなんかあるねんなんか
[05:48:15.400] あるねんよでもちろんね画面の輝度も変え
[05:48:19.760] られますとでちょっとこれね笑笑LR
[05:48:23.520] ボタンがねいいのよLRボタンクリッキー
[05:48:26.638] トリガーっての入れて
[05:48:30.280] このすごいもうもう最高
[05:48:36.878] そしてまだ驚くなかれよ驚くなかれ
[05:48:40.040] まだまだ驚驚け驚くなかれじゃない驚け
[05:48:43.840] 聞いて驚き見て笑え行くよえっとなんと
[05:48:47.120] ですねこれえHDMIドッグえこれ
[05:48:50.040] 素晴らしいす行けますこれね映ってますよ
[05:48:51.840] ねこっちトルネコ映ってますよねトネ映っ
[05:48:54.638] てますよねまなんとまさかねこんな
[05:48:56.400] nendoSWITCHみたいなこと
[05:48:57.400] できるわけないじゃないですかさすじゃ
[05:48:59.160] ないです
[05:49:02.520] かそんなまさか映るんすよこやばくないす
[05:49:07.360] かこれやばくないすかそんなまさかね
[05:49:10.200] いやいやいやいやいやいやいやいや
[05:49:13.040] いやいやそして
[05:49:15.280] えスーパーファミコンのコントローラーで
[05:49:18.718] えちょっと線絡まり気味ね線絡まり気味
[05:49:22.840] 普通に遊ぶことができますとすげえな
[05:49:31.798] 笑や動いたできちゃいますマジですごい
[05:49:39.120] これすごい
[05:49:41.600] しょ普通にこれでできるわけだ
[05:49:48.240] からロマンの塊りたまんないよね
[05:49:51.920] へなちょこさんどうも
[05:49:53.958] ありがとうたまらんよ
[05:49:56.200] ね普通にできるわけだ
[05:50:01.440] からやばくないすか
[05:50:04.000] これいつかこののて欲しいなまあいつか
[05:50:09.000] 出るだろうねまニセトロキットって売っ
[05:50:12.040] てるけど
[05:50:14.160] ねこんなことができちゃうわけですよこれ
[05:50:17.000] はたまらん
[05:50:19.638] なこれはたまりません
[05:50:24.798] ねうこれはいいも作りましたまそんな感じ
[05:50:28.600] でございますそんな感じでございまさねあ
[05:50:34.000] フォローありがとうフさんフォローあり
[05:50:35.680] ござ
[05:50:37.558] えすごいほんまにめっちゃいいめっちゃ
[05:50:40.320] ええやプだね今年もよろしくお願いします
[05:50:44.040] 遅延がないんだっけこよろしく遅延が
[05:50:46.320] 少ないねこれ映してる間本体の方本体の方
[05:50:50.718] はついてるんだけどあの画面も消せるの
[05:50:52.798] あのうん画面消すこともできるからで音も
[05:50:56.718] 消えるし今ちょっとやってなかったけど
[05:50:58.878] そう本体も消せるこんな感じですね
[05:51:02.920] ちょっともうあの色々実り点楽しみにし
[05:51:05.360] てるりねそう遅延がないですからもう
[05:51:09.040] なんか色々このシェルとか削ってたからに
[05:51:12.360] 白い粉がめっちゃついてるまこんな感じ
[05:51:14.760] です素晴らしいこれはで遊びながら映せる
[05:51:18.360] の良いなこれはいいですよねこれはいいよ
[05:51:24.040] ねめちゃ可愛いなマジでめっちゃ可愛
[05:51:28.600] いっしょで画面のモードなんかもこれま
[05:51:31.638] あんまりこれ配信と伝わんねえんだけどね
[05:51:33.760] 画面のモードなんかも切り替えれるんだよ
[05:51:35.760] ね
[05:51:37.760] 画面のモードってこれちょっと待って起を
[05:51:40.798] ちょっと下げ
[05:51:43.040] てちょっと待って
[05:51:49.600] ね画面が明るすぎてあれかこんくらいにし
[05:51:54.120] てこれが普通のやつね普通のモードねん
[05:52:01.680] でなんかこれ伝わるかなこれなんかドット
[05:52:04.638] を強調するモードとかなんかあるあるんだ
[05:52:06.920] よ
[05:52:08.638] ねこれなんかこうなんかちょっとブラウン
[05:52:11.478] 感的なあれと
[05:52:13.680] かまちょあんま伝わんないけどねま
[05:52:16.160] いろんな機能がついてますとこれいいの
[05:52:19.320] 作った
[05:52:20.558] ねこれも市場最強マジでこの世で1番最強
[05:52:24.400] のゲーボアドバンスって言っても過言じゃ
[05:52:26.040] ないんじゃないですかめちゃくちゃ
[05:52:27.478] ワクワクするねあこれ過言じゃないよ
[05:52:31.478] ね過言じゃないね覚えてないねこれ見て
[05:52:37.000] ます峠も出てきた覚えてないよこれはいい
[05:52:41.558] ねこんばんはこんばんはリさんこんばんは
[05:52:44.040] さん見てレトロゲーマーなら欲しくない
[05:52:46.680] 覚えない
[05:52:49.600] ねすごい時間に配信してたじゃんで見てっ
[05:52:53.120] てできたんだってやばいんだってすごいん
[05:52:55.600] だってこれめちゃくちゃいいもんでき
[05:52:58.080] ちゃいましたからこれHDMIできます
[05:53:01.000] から完成してるしてますよHDMだHDM
[05:53:06.120] そして音量が500%何500%って音量
[05:53:10.360] 500%に高いゲームボーイにあうんこれ
[05:53:13.240] あこれあのスイッチライト2台分ぐらい
[05:53:15.080] かってますえええやんええやんスイッチ
[05:53:17.638] ライト2台分
[05:53:22.080] ぐらい音のでかさ聞い
[05:53:24.680] てでか
[05:53:27.400] 音最高や
[05:53:31.478] なはいこり
[05:53:34.638] でか最高
[05:53:37.000] やぽぽ色々込みならプレステ5相当かもか
[05:53:41.360] もないろんなもん含めたらなこんばんはで
[05:53:44.520] も俺はこれでも僕はこれいやいいのでき
[05:53:49.558] ちゃったなこれちょっとTwitter
[05:53:51.320] あげべTwitter
[05:53:53.120] あげよまちょっとこの辺にしとこうかな
[05:53:56.040] 配信配信この辺にしとこうかねいや
[05:53:59.200] 素晴らしいねこれ片付けまた地獄やな
[05:54:02.638] 片付けが地獄のGだねこれ
[05:54:05.360] ね片付けがまた地獄ですねできたんだね
[05:54:09.240] アーカイブ投げるように見ますできた見て
[05:54:11.718] くださいまあの8割型俺が黙って溶接し
[05:54:17.080] てる動画だけどね俺がずっと溶接っていう
[05:54:20.760] かあのあれをやってるだけだ
[05:54:25.120] けど半田ゴテでいろんなもんくっつけてる
[05:54:29.040] だけだ
[05:54:32.840] けどやっぱアドバンスはこのシール貼ら
[05:54:35.320] ないとなさいよな
[05:54:37.440] まるで宝石のようですねまるで宝石やろ
[05:54:41.360] 最後アドバンスのこのねあのシールを貼っ
[05:54:44.360] て完成ということでこれはだってさじゃ
[05:54:48.798] リビさんも来た人1人1人に自慢したいん
[05:54:50.760] だけどリビさんこれ見てよリビさんこれ見
[05:54:53.520] てこれなんやと思うHDMIドッグで
[05:54:55.718] ございますこれ何がすごいかと言いますと
[05:54:57.718] ですねえええもう何度でも見せちゃう何度
[05:55:01.000] でも見せちゃうまさかねまさかこんなこと
[05:55:04.760] ができるなんて思いもしません
[05:55:07.200] これよ
[05:55:08.680] なまこれはま普通にあのまますぎて画面
[05:55:13.240] 映ってないの申し訳ないんだけどまあまあ
[05:55:15.718] まあままリ点ねリ点これあのできますと
[05:55:21.280] できますよ
[05:55:27.840] ねドッグにさしますよ薄いピンクに光らせ
[05:55:31.558] てラブホみたいにできできる
[05:55:33.958] よコントローラーのど
[05:55:39.440] なん遅延はこれ多分パススルーでやったら
[05:55:45.320] 絶対パススルーでやったら絶対にあれ
[05:55:49.600] あのパススルーでやればあの遅延ないね
[05:55:54.080] ただ俺あの音めっちゃいいやん音も
[05:55:58.920] 500%あのパス
[05:56:01.760] スルっていうのは要は俺ってこれパソコン
[05:56:05.160] に映してるのにキャプチャーボードかまし
[05:56:07.200] てるのねキャプチャーボードかまさずに
[05:56:09.400] 多分みんながご家庭であのテレビに移す分
[05:56:12.440] には絶対ないのよだキャプチャーボードっ
[05:56:14.000] て何やったてどうやったて遅延しちゃうの
[05:56:16.160] よそこでそうこっちこいつの問題じゃない
[05:56:18.400] ただレトロ
[05:56:20.160] フリークよりは全然遅延ないやっぱレト
[05:56:23.200] フリークはレトフリークで遅延してるから
