[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[05:43:20.760] 伝えようシャガの遺伝子でのくびとやらを
[05:43:23.600] よせその竜は過去と未来が絡み合う町別れ
[05:43:27.878] たポケモンをつげる楔があるにふさわしい
[05:43:30.760] 場所伝説来るのじゃ
[05:43:34.760] ないがんじゃくんじゃない
[05:43:42.000] の
[05:43:44.240] しかシャが
[05:43:46.200] なそれ
[05:43:52.360] 切れるいやもうちょっとプラズマダとか
[05:43:55.440] どうでもいいっ
[05:43:57.600] てあれこれなんかオープニングの曲じゃ
[05:44:01.120] ない
[05:44:02.760] えこれじゃ無理だよまた育成しないといけ
[05:44:06.798] ない
[05:44:08.920] もう多分でがり
[05:44:13.840] きついもうでも水タイプ育てなきゃいけ
[05:44:16.680] ないぞまた波乗りは絶対必要だから移動
[05:44:20.120] できなくなっちゃうからな技として必要
[05:44:22.160] っていうより秘伝技は必要だ
[05:44:25.520] からもう誰かアンクレを誰何育てりゃいい
[05:44:28.958] んだよもう水タイプいねえ
[05:44:32.280] よくそ
[05:44:38.478] ヒトデマン
[05:44:40.680] ヒデマンてるのこれ
[05:44:44.878] コイキギャラドスまギャラドス悪くねえな
[05:44:51.040] カメックス手に入んないもんね持ってねえ
[05:44:54.798] の
[05:44:55.718] 彩かのデータでまだ捕まえに行くしかねえ
[05:44:58.440] んかもなまたそっから
[05:45:03.240] かくガマゲロゲが強いらしい
[05:45:08.400] ガマゲロゲって何おたまの進化系
[05:45:14.958] か
[05:45:16.558] ギャラドスギャラドスありなんだよな正直
[05:45:20.360] な髪長すぎやろこれさすがに
[05:45:29.200] [音楽]
[05:45:40.120] 髪の毛長
[05:45:43.478] すぎくそ
[05:45:48.000] まじかちょっとやる気なっったなん
[05:45:52.638] のまだこ作品に出てこないなこれ次のやつ
[05:45:56.638] だなそれはねしかも
[05:46:01.360] 5がえいけん
[05:46:04.000] だえきいけない
[05:46:05.920] から氷なんて最高だったんだ
[05:46:09.718] よかと言ってじゃもう1回作るかったら
[05:46:12.600] そういうわけにもがねし
[05:46:20.400] なこれクリアまで行くの相当しんどいぞ
[05:46:24.798] これああしんどい
[05:46:28.360] よブルンゲルってこれいたっ
[05:46:31.910] [音楽]
[05:46:33.878] けまっすぐマハ
[05:46:39.080] うるさいうるさいよあでもそっかまっすぐ
[05:46:42.040] まあれか波覚えるかいやいやスく連れて
[05:46:47.600] こよっかすく連れてきて
[05:46:57.280] いい
[05:47:01.080] はいさん
[05:47:02.878] こんばんはカブのポケモンじゃなくても
[05:47:05.760] ええもんな呪言
[05:47:08.440] ど水氷ねここは
[05:47:21.240] 頑張ろういやあクソ急所はもう本当やめて
[05:47:25.958] ほしいよ
[05:47:28.240] なあれ食らっちゃったらどうしようもない
[05:47:31.558] もんね
[05:47:38.680] 進化前のプルリルなら図鑑にいるかも今
[05:47:41.878] 何人お別れしたも数えてない
[05:47:46.280] かなりまず610匹ぐらいお別れしてん
[05:47:50.000] じゃ
[05:47:51.878] ない10はったよな10はってる
[05:47:56.638] ね今までのポケモンの縛りプレイやってき
[05:48:01.000] たけど番多いんじゃないしかもそこそこみ
[05:48:04.920] かなり
[05:48:06.958] てるやつね
[05:48:08.240] えもありやな今日だけで8かも今日だけで
[05:48:12.280] 8
[05:48:13.680] 体今日だけで8分かれてる
[05:48:17.478] らしい今日だけで
[05:48:20.440] 8今日だけで葬屋が儲かっちめえよおい
[05:48:25.958] 今日だけで8匹死んで
[05:48:28.638] るってやあのリーダ強すぎる
[05:48:33.760] よおかしいよあれ強さ
[05:48:37.638] 全滅プラス2でしょ全滅が痛いこれラスト
[05:48:44.520] で水タイプ育てるしかねえやな波乗り絶対
[05:48:49.320] 上げしてから行くべきだっためちゃくちゃ
[05:48:52.798] 辛かったね辛い
[05:48:55.840] よもう俺モモゆが行けるってい時は行か
[05:48:59.798] ないようにしよう
[05:49:01.280] 決めろここでラストここな校って言ったか
[05:49:05.120] 裁判する森だ笑笑森正直余裕だと思うつっ
[05:49:09.478] て森は信じねえやもう笑笑これレベル
[05:49:13.680] かなり高めで戦うしかないのこれさいや
[05:49:16.600] 普通ね普通ポケモン
[05:49:19.920] てだ聞いてたのあの様ならなあの
[05:49:27.920] ねあのねまずね50てない50って
[05:49:36.760] のポケモンだったら電動入りクラスだよな
[05:49:39.280] あのシナリオやっててストーリーモードで
[05:49:42.040] 普通にストーリーやってるだけでレベル
[05:49:43.718] 50で防御ガチガチのやつ連れてくかそう
[05:49:47.520] ね様この前間違えた506全然60なんて
[05:49:52.478] 普通にストーリーじゃいかないと思うよな
[05:49:55.240] のに品ではやろなこれそうこの作品はまだ
[05:49:59.360] これバッチ6個目だからね7個目かまだ
[05:50:02.360] もう1個バッチがあるからねその後に電動
[05:50:05.200] 入りだから
[05:50:07.240] もう70とか60喜んでに70とかなっ
[05:50:12.280] てくんじゃないもうその電動入りに必要な
[05:50:16.798] レベルむいじゃんめちゃめちゃ難しいよ
[05:50:20.200] この
[05:50:25.080] ゲームもうまともに戦えるのこいつらしか
[05:50:28.478] いないからねこの2
[05:50:31.920] 匹また50レベまで育てんのかしんどいな
[05:50:40.478] くまたまたやり直しげしんどいな笑
[05:50:44.320] しんどいまずで2時間はかかるからね1匹
[05:50:47.000] ずここまで持ってくるはポケモンの中でも
[05:50:49.520] 神作品と呼ばれてるよなやりすぎうんかも
[05:50:54.320] ねまたレベル上げしますかじゃちょっと
[05:50:57.798] はい何作ろっかなくそちょっと今日はもう
[05:51:02.160] やめよっかなちょっと待って1回あっちの
[05:51:04.718] データ見に行くか
[05:51:09.558] パルシェンああパルシェン
[05:51:12.760] ねやっぱ多分導入された分難しくなってん
[05:51:17.160] のか
[05:51:18.400] なしなレベル上げて終わるかもう4時か
[05:51:22.798] みたいにサイコキネシスを何も考えずに
[05:51:25.360] 使えば勝てるとかないないですないです
[05:51:27.600] 全然ないだってさ防御150のカチカチの
[05:51:32.718] さあメタグロスのであのオノノクスの
[05:51:38.320] ドラゴンテールで半分以上削られるんだよ
[05:51:40.478] 意味わかんねえだろこっちレベル高くて
[05:51:44.600] あっちよりレベル5も高くて確か防御高い
[05:51:47.558] し氷撃てるしパルシェンは確かにいい
[05:51:50.120] パルシェン
[05:51:51.280] 行くシェルダー捕まえてこねじゃないあ
[05:51:54.558] しか水の石進化
[05:52:00.200] かノクスえぐかったまでも前2回積んでた
[05:52:04.400] しな
[05:52:06.680] 2回積んでたから
[05:52:08.280] ねまあまあまあま食べたく
[05:52:12.638] なるかか中身おいしそういやあれ中身なん
[05:52:17.200] やろ
[05:52:18.160] あれ真珠じゃないテムス62アーペテムス
[05:52:23.958] 62アーペテームス62
[05:52:30.558] アーペまいったなくそ
[05:52:34.290] [音楽]
[05:52:39.478] もバンギラス作ろうか
[05:52:42.878] なあやかなんとかしてくれもうだ
[05:52:47.600] からヨーギラス持ってくか卵産んで
[05:52:51.958] ヨーギラスもうんそうしよう55まであげ
[05:52:56.718] んだぞ
[05:52:58.680] これもう来週もレベル上げだよ
[05:53:05.000] 全部持って
[05:53:07.638] あニョロとのどよミ
[05:53:18.070] [音楽]
[05:53:20.478] タイプダークホース来たかこいつこいつは
[05:53:23.958] 体型一緒なな
[05:53:42.250] [音楽]
[05:53:43.400] ああくそどうすっかなニョロとの耐久低い
[05:53:48.000] らしいあそうなんだワンちゃんいい
[05:53:53.040] ねこれはでもさすがに持ってったら反則だ
[05:53:56.160] からこう卵産んでこいつの進化元の
[05:54:00.558] ポケモンを持ってくけどね
[05:54:06.878] こんなとこで生きてるよエナン
[05:54:09.680] がエナンがこんなとこで生きてる
[05:54:14.080] よあ歌いやちょっと強すぎっすね
[05:54:19.478] これ今日髪切ってさっぱりしたら運気も
[05:54:22.760] 上がるかもしれ
[05:54:28.080] ないして
[05:54:30.280] ほしいその別にもう
[05:54:35.320] あのいやロトムいいんだけどロトム卵産ま
[05:54:39.760] せらんないからねさすがにレベル60持っ
[05:54:43.280] てくわけにはいかねっしょ
[05:54:49.558] ハッサムかっこええなかっこいい
[05:54:52.530] [音楽]
[05:54:58.558] ねああいったもうちょっと頭回んねがもう
[05:55:03.000] かっこいいよね虫ははかっこいいな
[05:55:08.360] でも俺ふまも育ててるんだよ
[05:55:11.320] なメタモンと預ければ卵ウらしいぞ
[05:55:15.120] パルケンがいいよあれ
[05:55:17.710] [音楽]
[05:55:26.520] ロトムパルシアに
[05:55:28.790] [音楽]
[05:55:30.400] するあのレベルアップで覚えるんすかね
[05:55:34.040] 冷凍ビームとかそこだよね
[05:55:39.120] レベルアップでパルあの覚えれるんだっ
[05:55:43.520] たらいいよね
[05:55:49.000] [音楽]
[05:55:50.840] ああてか痩せで出てくんのかシェルダー
[05:55:56.910] [音楽]
[05:56:00.558] はパルはレビいらないよレビいるよ絶対
[05:56:05.280] レビいるよ
[05:56:07.558] ああ
[05:56:09.930] [笑い]
[05:56:13.718] くそて固くなるを使って固くなるやつそう
[05:56:17.840] 固くなるを使って固くなる
[05:56:21.280] やつオーロラビームなら
[05:56:24.200] 覚えるちょっと武器ちょっとメイン
[05:56:28.200] ウェポンとしたらちょっと不安じゃない
[05:56:30.520] オラビームシェルダーで52
[05:56:36.798] シェルダーで52まで育てるやついるそれ
[05:56:39.558] 冷凍ビームなそれ
[05:56:41.718] で多分パルシェンって石進化だべ多分ね
[05:56:45.638] またね石で進化したらねレベルアップで技
[05:56:48.440] 覚えないみたいなそういう感じだろ
[05:56:51.200] 多分52まで育てるじゃしる
[05:56:54.680] ないやまた多分ねがりすんのかしんどい
[05:57:00.680] [音楽]
[05:57:04.320] なもっとバンバン出てくればいいんだけど
[05:57:06.958] なかなか出てこねえんだよあいつらも
[05:57:23.080] なパルはちゃまを救う
[05:57:27.240] よパルワールドにやろかじゃあパル痩せに
[05:57:31.520] いんのか
[05:57:36.478] パルシェン行く
[05:57:38.530] [音楽]
[05:57:41.718] かシェルダーでしか覚えないなれあやっぱ
[05:57:45.638] そうなん
[05:57:57.080] だ色違いや
[05:58:04.700] [音楽]
[05:58:07.638] あらパルシェン乗ってないです
[05:58:11.080] ねレビは
[05:58:14.040] 捨てようレビいるよ絶対いるよオーロラ
[05:58:17.558] ビームじゃ話になんない
[05:58:29.360] よちょっとシェルダーがどこに出んのか
[05:58:32.200] わからん
[05:58:36.540] [音楽]
[05:58:40.840] 明るいのBGM
[05:58:42.920] の1番レベル高いところがいい行っていい
[05:58:46.718] の行っていい
[05:58:50.930] [音楽]
[05:58:52.120] よ常の影で釣り13番道路サザナタウン
[05:58:57.240] サザナワ本当だシェルダーが52で
[05:59:01.000] 覚える
[05:59:02.600] 52はきつい海の洞窟でも出る
[05:59:07.878] レベル1番高いの
[05:59:12.840] どこレビは
[05:59:16.200] 捨てよう捨てねえつってんだよなんだよ
[05:59:19.400] そのSDGSみたいな言い方レビは
[05:59:22.878] 捨てよう技マシンでレビないあるけどそれ
[05:59:26.958] 手に入れ方がもわかんないそれ
[05:59:29.140] [音楽]
[05:59:30.320] も本当だって笑笑サザワじゃないか
[05:59:37.040] 本当だっってって何がレビだレビをだ霊は
[05:59:41.840] いる
[05:59:47.170] [音楽]
[05:59:56.600] よちゃまおやみ
[05:59:59.540] [音楽]
[06:00:09.478] な
[06:00:12.958] くそジャイアントホールってもう言ってる
[06:00:15.920] あジャイアントホール行ってるよにい
[06:00:19.958] よ技マシンの霊どこだやだやだやだやだ今
[06:00:25.240] すぐ
[06:00:28.790] [音楽]
[06:00:30.558] くれそこの近でレビマシンあそうなんだ
[06:00:34.878] いやそれはあれだ
[06:00:37.240] あっちのデータでは言ってねえんだまだ
[06:00:41.170] [音楽]
[06:00:51.558] うんほなかんななるほどねそこであれなん
[06:00:59.550] [音楽]
[06:01:04.920] だ
[06:01:07.320] [音楽]
[06:01:09.120] ダブル笑笑もうダメモードだ
[06:01:12.638] ねもうダメモードだ
[06:01:15.520] ねうん少なくとももう俺今日はポケモン
[06:01:18.958] やりたくない
[06:01:20.920] な俺ちょっと今日やめるわ笑笑いやいや
[06:01:27.200] いやいやいや
