[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[07:47:34.600] ドラクエのBGMがちっちゃかったから
[07:47:36.440] あれ
[07:47:36.980] [音楽]
[07:47:44.240] かだけ
[07:47:46.600] でかい
[07:47:49.478] アレンジFF4
[07:48:00.220] [音楽]
[07:48:27.120] るこれで
[07:48:29.130] [音楽]
[07:48:35.280] っ
[07:48:37.180] [音楽]
[07:48:41.718] たこれでも本当にFF4やってないと
[07:48:45.120] わかんない
[07:48:48.318] ね赤い翼とかわかんねえだろってね
[07:48:54.000] ペルソナとかも欲しいねペルソナの
[07:48:56.718] レコードえぐいよのレコードはマジで
[07:48:59.600] えぐいめちゃめちゃかっこいい欲しいんだ
[07:49:02.280] よなやってねえ
[07:49:03.840] けどやってねえけど欲しいんだよ
[07:49:07.290] [音楽]
[07:49:18.798] ね愛のテーマ
[07:49:21.530] [音楽]
[07:49:26.120] ね配信できるできないあるもんねペルソナ
[07:49:29.680] はあそうなんだあんま詳しくわかんねえ
[07:49:35.680] なこれ名曲すぎて音楽の教科書乗ってた
[07:49:38.878] から
[07:49:39.730] [音楽]
[07:49:48.478] ね
[07:49:50.478] へえ愛のテーマねFF4の
[07:49:56.170] [音楽]
[07:50:15.920] いいね世界に1つだけの花と一緒って
[07:50:20.398] ことそんくらい名曲ってことだよ
[07:50:30.330] [音楽]
[07:50:57.040] この曲雰囲気いいな
[07:50:59.760] めっちゃいい
[07:51:04.958] しょ
[07:51:06.798] いあのあの無理にコメントしなくていいん
[07:51:11.200] だよさっきもみんなに言った
[07:51:14.600] けどみんなもまだ起きてるやらいるけども
[07:51:17.718] もうみんなもう聞き入っちゃってるから
[07:51:19.798] もう今はもう笑笑もう起きちゃったんだよ
[07:51:24.080] もう起きちゃっ
[07:51:25.760] た早えな起きんのな6時半だよ
[07:51:31.000] [音楽]
[07:51:34.638] まだでもなんかこれあんまなんするように
[07:51:37.680] コメするから無視してくれよあそうなの
[07:51:39.920] いやいいよ俺は全然いい
[07:51:43.120] けどなんかでもこの辺はあれだなやっぱ
[07:51:46.280] やってる人しかわかんないよねこれFF
[07:51:50.360] 4行きますか
[07:52:06.220] [音楽]
[07:52:09.318] あ
[07:52:10.840] やば
[07:52:13.600] け000の
[07:52:16.240] BGMめっちゃかっこいい
[07:52:19.040] じゃんごめん散るかったのにいきなり
[07:52:21.240] 激しくなっちゃっ
[07:52:23.160] たいいね
[07:52:25.840] [音楽]
[07:52:28.638] ブリじゃないけど
[07:52:31.120] ね
[07:52:40.600] かっけき
[07:52:44.240] ありかっけ
[07:52:47.180] [音楽]
[07:53:00.718] かっこいい
[07:53:03.958] なの
[07:53:10.000] BGMかっこ
[07:53:13.718] いい確かに確かに韓国流れギーター
[07:53:17.680] アレンジだ
[07:53:32.730] [音楽]
[07:53:50.958] くない
[07:53:53.340] [音楽]
[07:53:56.360] かでれってないかなあ
[07:54:05.530] [音楽]
[07:54:12.120] い
[07:54:17.080] オケおおかっこいいねゲーム音楽いいな
[07:54:22.440] いいよね
[07:54:24.150] [音楽]
[07:54:35.638] 知らん世界
[07:54:37.798] すぎるやっぱゲーム音楽って
[07:54:42.120] ねいいよ
[07:54:48.878] ねあはいはいはいはいはいはいフィールド
[07:54:53.600] の音楽
[07:54:56.920] ねはいいい
[07:55:00.200] ねめちゃめちゃいい
[07:55:02.940] [音楽]
[07:55:16.520] わ買ったけど聞いてないレコードとかは
[07:55:19.798] ないのいや結構あるよ結構ある針落として
[07:55:23.600] ないやつ結構あるなかなか買ったはいい
[07:55:26.200] けど聞く時間ないみたいな結構あるだこれ
[07:55:28.878] も多分俺初めて聞いたかも初めて曲初めて
[07:55:32.440] ですこれ聞いた
[07:55:33.920] の
[07:55:36.180] [音楽]
[07:55:38.958] 初めてあんまりなかなかね知らないよ
[07:55:43.360] ね好きなやつは何回も聞くんだけどどれが
[07:55:46.440] 聞いたことあるかもわかんねえのか笑これ
[07:55:49.798] 聞いたことねえなだってこんなかっこいい
[07:55:51.520] の知らんもん俺さっきのバトル2とか
[07:55:53.920] 初めて聞い
[07:55:55.638] た買った時点で満足してるこれもうジケの
[07:55:59.040] ジケのために買おうと思ったから俺多分
[07:56:00.558] これ最初さ曲数の少なさでうわ少な机に机
[07:56:05.318] に汚ねえわと思ってでもジケかっけから
[07:56:07.478] 買おうと
[07:56:12.840] 思っまこれとFF3があるんだけどFF3
[07:56:16.798] はきいかな俺3の方が曲結構好きなのよ
[07:56:22.558] ね新品未回風みたいに綺麗だけどこれ聞い
[07:56:25.638] たよな確か聞いたと思うんだけど聞いて
[07:56:27.360] ねえのかな俺なんか信じらんないけど綺麗
[07:56:29.360] なんだけどこれ開けたの開けてないの
[07:56:32.680] この笑笑めちゃめちゃ綺麗な
[07:56:35.090] [音楽]
[07:56:38.558] ん綺麗笑笑すげえ
[07:56:44.798] 綺麗FF3BGMめっちゃいいんだ
[07:56:50.638] けどやばいねこれ
[07:56:53.580] [音楽]
[07:57:16.558] もう朝だよやべえ
[07:57:18.160] [音楽]
[07:57:25.840] そこに飾れるの可愛いよねナウプレイング
[07:57:30.040] だよナウプレイング今流してるやつはこれ
[07:57:32.558] だよって
[07:57:41.360] [音楽]
[07:57:52.040] ないい
[07:57:54.318] ねあ終わってなかった終わってなかったわ
[07:58:02.610] [音楽]
[07:58:07.558] めっちゃ
[07:58:09.050] [音楽]
[07:58:15.040] いいこのラストでFFのメインテーマ引く
[07:58:18.440] のよく
[07:58:23.798] ない
[07:58:26.318] 素晴らしいいいまとまりしてたないい
[07:58:30.120] まとまり方してたな曲やばいな今のやばい
[07:58:33.318] よねさラストでパチパチパラストでさ
[07:58:36.120] パチパチラストでさねFFのメインテーマ
[07:58:41.920] ト引くのやばくない一瞬そういうアレンジ
[07:58:46.160] に弱いわ俺あそういうことされると思う
[07:58:49.718] くうたまん
[07:58:52.040] ねえちょっと売り方はケチだけど内容は
[07:58:54.958] しっかりしてたなグググ最高ですね
[07:59:00.840] ちょ何聞こかなでも4局でも4
[07:59:04.920] 局でも4局
[07:59:08.318] 少な少なみたいまじ少
[07:59:11.638] ねえこれはさ
[07:59:14.040] フルポケモンもあるよもちろんポケモンも
[07:59:16.638] あるハのずるポケモンもある
[07:59:21.478] よポケモン金銀のオーケストラアレンジ
[07:59:25.718] なんてどうみ
[07:59:28.318] 銀のオーケストラ行くさその前に1回さ
[07:59:32.360] あのFF3聞かせてもらっていいすっきや
[07:59:35.958] ね俺3や3クリアしたことねえけどさFF
[07:59:39.040] 3の曲めっちゃかっけんだ
[07:59:42.440] よいいよ上がるねんめっこれごめん俺聞い
[07:59:46.920] たことねえなこれ多分めちゃめちゃあこ
[07:59:48.958] 初めて開けたかもすんげえ綺麗だわなんか
[07:59:51.040] 分かるこれ開けたことないね多分この
[07:59:53.000] ピシピシ
[07:59:53.920] 感うん開けたことないわこれ今初めて笑笑
[07:59:58.718] 初めて
[08:00:02.360] だけまたこれも見てよこんな盤面余ってる
[08:00:07.680] タ俺ポケモン赤勢力世代だ
[08:00:12.520] わ赤緑青赤緑青はレコード持ってないんだ
[08:00:16.478] よ
[08:00:18.798] ねこれFF3ね3好きやわ配信でやりたい
[08:00:23.200] な配信でやろっかな3FF3
[08:00:28.160] 持った段階で気づいてくれよ
[08:00:33.558] 笑神フィールド曲
[08:00:38.120] ね始まりめっちゃいいな
[08:00:42.840] [音楽]
[08:01:01.680] 良
[08:01:02.700] [音楽]
[08:01:09.000] すぎジケがやばいな
[08:01:11.890] [音楽]
[08:01:15.920] これめっちゃ曲いいめっちゃいい曲
[08:01:24.120] [音楽]
[08:01:39.120] でもなんかなんかあれだなさっきのFF4
[08:01:42.878] のフィールド曲も思った
[08:01:44.958] けどなんで笛なのこれ全部有のそう有給の
[08:01:51.600] 風ちょっと
[08:01:53.440] なんかちょっとなんか島村とかで流れて
[08:01:56.760] そうなんかアレンジ島村の優のjpの
[08:02:01.000] アレンジにありがちなこの笛
[08:02:05.080] アレンジちょっと
[08:02:07.520] なんかJPこういうアレンジするじゃん
[08:02:10.680] なんか笛
[08:02:12.280] アレンジジャスコとかで流れ
[08:02:16.940] [音楽]
[08:02:18.920] てるお疲れおはよう
[08:02:24.280] おはよう今はもうね
[08:02:28.200] あのゲームのレコードをく回ジャスコやろ
[08:02:32.878] なんでジャスコ
[08:02:34.120] でしょ今FF3のレコードを聞いてます
[08:02:37.160] 最高です
[08:02:43.798] ね
[08:02:45.920] ちちょっとレコード探そうなんか俺の知ら
[08:02:49.600] ない屋になんか出てるか
[08:02:51.478] も村村の曲しかれ
[08:02:56.760] ない
[08:03:03.980] [音楽]
[08:03:18.878] ニアも出てるんだよな
[08:03:35.958] ニアオートマタそうそう
[08:03:38.200] [音楽]
[08:03:44.398] そうやったことないから俺わかん
[08:03:47.030] [音楽]
[08:03:51.600] ないいこれ迷ってんのが1個あんだよな
[08:03:55.240] ドラクエ11のレコード買うか迷ってんだ
[08:03:57.520] よ
[08:03:59.120] 欲しいよなでもなこれなド11の
[08:04:03.080] [音楽]
[08:04:21.440] レコード買ったらすぐ自慢して高いんだよ
[08:04:25.920] ね1万円すないやも高いんだこれ
[08:04:29.240] 8500円もすんだ
[08:04:31.000] よ8500円もすんだよ高いん
[08:04:35.500] [音楽]
[08:04:41.760] よ高いなあ8500もすんの
[08:04:50.250] [音楽]
[08:05:05.280] ニア一面でゲームオーバーになるからやめ
[08:05:07.840] た笑あそうなんどんなゲームかもよく
[08:05:10.318] 分かってない
[08:05:12.090] [音楽]
[08:05:29.760] むずいよねニア笑あチャやったことあん
[08:05:36.260] [音楽]
[08:05:43.478] だ何この曲知ら
[08:05:47.120] ねえめちゃめちゃ眠くなるのこれ水の巫女
[08:05:51.000] エリアしかないけどあれは私にはできない
[08:05:53.798] 俺にもできねえだろうなああいうゲームは
[08:05:55.718] な
[08:06:02.850] [音楽]
[08:06:15.840] おかけこれ呼吸のようにコメントしないと
[08:06:19.958] 寝ちゃう寝ろ寝ろ寝ろあれ1回死んだら
[08:06:23.680] 最初からになるし回復の仕方とか分かり
[08:06:26.878] にくかった
[08:06:28.080] ボス戦のBGMやん
[08:06:32.700] [音楽]
[08:06:39.000] これオッケー
[08:06:41.630] [音楽]
[08:07:02.080] かっこいいな
[08:07:05.760] [音楽]
[08:07:33.360] でもこれ原曲もかけんだ
[08:07:36.360] よ原曲もめっちゃかっこいいんだよ
[08:07:38.860] [音楽]
[08:07:40.280] ね原曲聞いていいファミコンの音源なんだ
[08:07:43.558] けど
[08:07:48.990] [音楽]
[08:08:00.040] かっけ
[08:08:00.690] [音楽]
[08:08:07.478] な
[08:08:11.160] あかっこいいしょ雰囲気全然違うね超
[08:08:16.600] アレンジされ
[08:08:21.350] [音楽]
[08:08:27.558] DET
[08:08:29.920] [音楽]
[08:09:01.440] ル
[08:09:11.690] [音楽]
[08:09:30.680] ピクリマ1から6全部買ったからやってる
[08:09:33.600] あそうなん
[08:09:35.280] だピクリマも曲いいもん
[08:09:40.190] [音楽]
[08:09:49.240] ねまそんなもんか
[08:09:52.920] なまあそんなもんかなもうみんな寝たもう
[08:09:56.760] みんな寝た
[08:09:57.840] 配信終わりにするかそろそろもう7時過ぎ
[08:10:00.240] 7時になるしねもうみんなも寝たようだし
[08:10:04.160] チャピ起きちゃったけどチャピ今起き
[08:10:07.280] ちゃってジナル音源にもできるよあそうな
[08:10:10.240] ん
[08:10:14.040] だギリ寝そう寝よう寝よもそろそろ寝
[08:10:18.200] なきゃありがとう楽しかったありがとう
[08:10:20.478] ありがとうベリちゃんもありがとうね本当
[08:10:23.040] はまだまだ聞きたいレコードあるんだけど
[08:10:25.200] レシンレペグググググググググ本当はもう
[08:10:30.638] ちょっと聞きたいレコードあるんだ
[08:10:34.398] けどみんな神だったよ神だった神でしょ
[08:10:39.040] とまんやっぱでも配信でも分かる配信でも
[08:10:41.760] 分かるぐらい音違うよな聞いたらぬるゲー
[08:10:44.280] にされてるおやすみなさいおやすみ
[08:10:47.558] ありがとうやっぱ音全然違うよねやっぱ
[08:10:50.798] いいよねレコード
[08:10:52.280] ね配信この後アーカイブ聞いて寝るわ笑ひ
[08:10:56.080] 聞いてくればだけど全然違うね全然違うね
[08:11:00.240] YouTubeって聞くのと全然違うよ
[08:11:04.558] ねまたたまにやりましょう
[08:11:09.240] やごめんでもごめんもう1個レコード聞い
