[00:00:05.839] 1コメ剣闘1
[03:36:20.800] ゴルダックが出るってことは出る
[03:36:22.800] のもう2時になるじゃんもう次に回そうか
[03:36:28.040] な仲良しだからねそうな
[03:36:34.920] のどミラーかタでるはず映すのやめて
[03:36:40.760] 親友だようい草村に移動して来い草村なん
[03:36:46.960] で濃い草村に出んの上の
[03:36:54.160] 草村こっちこっちでいいあ
[03:36:57.000] ちゃう
[03:37:02.359] よし
[03:37:04.279] うわ
[03:37:07.000] いいいいロコン出るんやロコンいいね
[03:37:12.720] 可愛いね可愛いね好き分かる分かるけどで
[03:37:17.760] ももう
[03:37:19.359] 炎炎タイプいらねえんだわ炎タイプもう
[03:37:22.800] いらねんだ
[03:37:23.960] わ遊びじゃねえんだ
[03:37:29.960] わ
[03:37:31.520] うわあリザードンいるだろがリザードンが
[03:37:34.680] 乗り換えるのいとがタでる仕組みになって
[03:37:37.800] あそうな炎タイプなんて聞いてもいいです
[03:37:40.800] からね捕まえてらないない言ってるね
[03:37:45.680] いらいら
[03:37:48.840] ないタ君が欲しいればいい
[03:37:52.760] よ
[03:37:57.600] ま最初からここ来ればよかったわいい
[03:38:00.840] ポケモンいっぱい出るやんま逃げるけどね
[03:38:03.279] チタも可い違う違うんだわか可愛い
[03:38:05.880] ポケモンが好きなの分かるんだけどちゃう
[03:38:09.000] ねんてエスパータイプなのエスパータイプ
[03:38:12.880] を捕まえなきゃいけないのわかる
[03:38:16.120] て名前それもそれでやだ
[03:38:19.160] わ全然出へんやんけもうもめもいらんえ
[03:38:24.800] だってこれもう2時までに寝る今日も寝る
[03:38:27.560] 今日も今日も寝なきゃ
[03:38:31.239] もう全然出ねえ本当に出んのかよもっ使え
[03:38:36.600] ばエスパーだ
[03:38:38.520] よちゃ笑笑じゃお前らも俺が捕まえたどた
[03:38:42.319] 君のことロコンだと思えよそれロコンだよ
[03:38:44.439] そしたら
[03:38:49.160] 生息域には書いてるから出てきます結構
[03:38:52.120] レアなのか
[03:38:53.640] なか足りない
[03:38:57.199] じゃん心の目で見れば無なんで無理なん
[03:39:01.199] だれ
[03:39:07.600] エスパの
[03:39:15.479] 疲れたかこれ出てこねえじゃねえか全然よ
[03:39:17.359] ザース
[03:39:18.640] 出るザングース出るよザングース捕まえた
[03:39:21.359] よ俺も好きだからザングースは使ってない
[03:39:24.080] けど
[03:39:32.960] ねザスにちゃって名前
[03:39:36.279] つけよザクス似てる俺やねザングースお腹
[03:39:42.640] 出てるしね
[03:39:45.760] ザース好きだな絶滅しました絶滅とかすん
[03:39:49.279] のかよあれちょっと痩すぎてるよりミラー
[03:39:53.120] の方が
[03:39:56.359] 確本当かよ出てこねえじゃねえかよいや
[03:40:00.840] めちゃめちゃロコン出るだろうがロコン
[03:40:02.840] しかいねえよえこれブラックホワイトしか
[03:40:05.040] 出ないとかない
[03:40:11.439] のンにれてる通
[03:40:21.880] 全然
[03:40:26.399] でレアポケ枠なの
[03:40:32.880] 笑笑本当これ場所合ってんだよね可愛いし
[03:40:37.040] てきてる可愛いポケモンしか出てこ
[03:40:40.160] ない物センサーてそういうことなんだろう
[03:40:43.640] な多分な
[03:40:45.800] 巨乳バーストファンタジー大きいって
[03:40:47.840] 素晴らしい
[03:40:50.279] な今俺巨乳バースト見てるから待っ
[03:40:57.640] てわ登録しないとGoogleで登録
[03:41:03.319] しようそのうち色違いとか出たりしてミラ
[03:41:07.399] ゲットの仕方ドミラーゲットの仕方って
[03:41:09.920] なんかやり方あんの
[03:41:16.479] なんかよくわかんねえ
[03:41:23.439] なでも色違い出てもま死なせるし
[03:41:27.640] なもう死なせないあやばやばややおや巨乳
[03:41:32.439] ファンタジーバースト始まっちまっ
[03:41:34.920] たやばいやばい音入ってる
[03:41:38.080] バカバカ音入ってるちょっと聞きたい
[03:41:40.560] ファンタジーバースト
[03:41:45.760] 始まっちゃったみんな巨乳ファンタジー
[03:41:48.159] バースト始まっちゃったけど大丈夫
[03:41:54.800] 笑笑巨乳ファンタジーバースト声で乳
[03:41:58.680] ちょっと待ってちょっと待ってこっちの気
[03:42:00.680] になるな画面
[03:42:03.040] みたいとてもじゃないけど見せらんな
[03:42:09.680] いっす左魔獣です
[03:42:16.720] バカでけえよ巨乳が巨乳がバカ
[03:42:20.640] でけえ
[03:42:28.199] 笑笑あらやばいやばいやばいやばい私が
[03:42:31.720] 倒します師様は最へわかった日没までに
[03:42:36.720] 儀式を行わないと間に合わなくなっちゃい
[03:42:38.800] ますみい
[03:42:43.159] なうわわわす怖くない
[03:42:53.840] ブルルえエッチシーンまで飛ばせねえの
[03:42:56.600] これもういいんだけどエッチシーンだけ
[03:42:59.800] ちょっと見たいエッチなとこだけ見たいん
[03:43:01.080] だけどちょっとちょっとエッチなとこだけ
[03:43:03.479] 見せてくれエッチなとこだけ見せて
[03:43:06.880] くれエッチなとこだけ見せてくれ抜き所
[03:43:10.319] まで飛ばすのやめてねなサイトアクセスし
[03:43:13.479] て不正利用されてしまBMMなんて1番
[03:43:16.600] 信頼できるだろポケモン1番信頼できる
[03:43:19.479] だろさすがにすぐエロないやろすぐエロは
[03:43:21.640] ないのか今走り回ってる草村の場所の木の
[03:43:25.319] 間調べるとドミラー出てきますあそうなの
[03:43:28.840] ドミラーともいい
[03:43:30.800] よあらエッチな女の子出てきたねここに
[03:43:35.520] 悪魔が1人
[03:43:38.680] あらインタビューシーン飛ばす男はダメだ
[03:43:42.479] よ光
[03:43:49.399] お前うるさいっつな好きなる姫君に対して
[03:43:53.439] 失礼で
[03:43:54.880] あるだっておいやめろやめろ着入れんなよ
[03:44:00.120] これこんなの配信できねえからなやめやめ
[03:44:02.000] やめやめやめ音でされそうだからやめとけ
[03:44:06.279] 見せれるか見せれねえよ見せれおっぱい出
[03:44:09.520] てんもんだっておっぱい出てたもんダメ
[03:44:11.319] ダメダダダ
[03:44:15.239] 気になる
[03:44:19.199] ぜおんかお前これなんでリクエスト入れん
[03:44:22.439] のどうすんのネタで入れたのどっちおネタ
[03:44:24.880] でリクエスト入れるのやめろよポイント
[03:44:26.560] 返すのめどくせんだから今日何回もやられ
[03:44:29.560] てる
[03:44:30.359] けどネタでリクエスト入れんのやめてね
[03:44:34.080] なんで返さなきゃいけねえじゃねかめど
[03:44:35.920] くせえ
[03:44:37.479] なもう次やってもさねからなネタで入れて
[03:44:40.760] も俺さねな
[03:44:44.040] もうすいいよなくめんどくせえこれ最後な
[03:44:47.840] 次次リクエスト入れたやつマジで嬉しそう
[03:44:50.319] な顔返さねえかんな嬉しそうな顔してねえ
[03:44:52.479] うるせえ入れた方が悪いそうやなためんど
[03:44:55.880] くせえな優し優しさだかんなこれ
[03:45:00.199] えっと
[03:45:01.880] えっとどれだっけしょうがねえな返して
[03:45:05.399] やるよ木の間調べてくれ何木の間ってどこ
[03:45:10.600] どこよ木のドビビビリ木の間ってどこだよ
[03:45:14.000] ドビビビリあ来た来た来た
[03:45:23.680] ビビたたでしょおあ出る熱で
[03:45:32.800] あれ倒すまでセットいや倒さん倒さん倒さ
[03:45:36.399] ン
[03:45:38.479] たかく
[03:45:40.840] ねさんてさのラーム
[03:45:45.080] リーとかリしてもピ買うのえそれは
[03:45:48.080] ちょっとよくわかんないけど高いゲームは
[03:45:49.560] 要
[03:45:52.680] 相談そリする側もちょっと常識を考えてリ
[03:45:56.120] してくれ
[03:45:57.399] な400何10万とか無理だから普通に
[03:46:00.920] 普通に無理って分かるやろクソ高いやつだ
[03:46:03.840] よねそれあそうなんだクソ高いんだあ地面
[03:46:07.600] 技使って冬あえもやってん
[03:46:13.920] だおいだからチム嫌いなんだよ俺おいだ
[03:46:18.680] からチム嫌いなんだよ私強い女でアピール
[03:46:21.439] しやってよさんなマジでだから嫌いなんだ
[03:46:25.040] よちむは
[03:46:26.359] 俺バカ誰かよわかる
[03:46:32.680] 嫌いいいからそういうのマジ
[03:46:36.399] でマジでそういうのいいっ
[03:46:39.640] てめんどくせえ
[03:46:42.120] なマジかんでなんで倒すかなてか強くね
[03:46:48.040] そんなに強いのドリフトやめて
[03:46:51.359] ね強ドリフトって強
[03:46:57.680] ドリフトみたいなに入ったらにみ短小僧が
[03:47:02.239] 往復している場所の北東にある木の間を
[03:47:04.960] 調べるどこよ木の間こも回乳の方したら
[03:47:08.880] すぐ出てくじゃどこだ木の間
[03:47:12.760] ってどこ木の間って
[03:47:16.080] 何木の間
[03:47:17.920] って
[03:47:20.760] あ強ドリフト
[03:47:24.080] ミックスいやこれ絶対ちゃうでしょなんや
[03:47:27.880] これなんやねこれいやこれなんかね隠しや
[03:47:31.080] なって言って今作のなんか限定のなんか
[03:47:34.239] なんこういうのあんのよなんかレアな
[03:47:35.720] ポケモンがいたりするらしいみたい
[03:47:38.359] なもう1匹出てきて
[03:47:40.960] くれお来るやんええやんええやんええ
[03:47:50.000] やんしかもさっきよりレベ
[03:47:53.720] あせは
[03:47:56.880] 殺すたし
[03:47:59.359] ののパワー関係ない
[03:48:04.520] 絶対さっきより
[03:48:06.640] デブさっきよりデブじゃ
[03:48:09.840] ない殺せ
[03:48:22.080] うわ電池派だけ巻いてくればいい
[03:48:26.000] よ
[03:48:27.800] もりよく燃え
[03:48:29.800] そうあのなんかあのスチールウールみたい
[03:48:32.680] ボ早く捕まえないと2だよやばもう2時
[03:48:36.800] じゃんもう
[03:48:48.439] ねこれさまた急所当たんないねさすがにね
[03:48:52.080] 急所じゃなかったら耐えるよね攻撃ね
[03:48:54.560] こいつさすがに耐えるよないやもこれもう
[03:48:57.399] こいつめんどくさいなダブルバトルだ攻撃
[03:48:59.560] しなきゃいけねえから
[03:49:00.840] よこれ毎回入れ替えなきゃいけ
[03:49:04.840] ねいやエレキボール耐えるべだっ
[03:49:08.840] て大丈夫だよ耐える
[03:49:12.439] よんまさか続
[03:49:19.920] 耐える全然耐えると思う普通だっ
[03:49:24.680] たら強いなエレキボールいや穴ホールで冬
[03:49:29.120] なら当当たっちまったら終わりじゃねえ
[03:49:41.880] けこいつ名前ないロコン
[03:49:45.640] 耐熱より不がいい
[03:49:47.840] べこいつ何名前ロコンにするかじゃ今の
[03:49:52.359] 目玉技だから強くて当然しょロコン目玉技
[03:49:56.760] な
[03:49:59.359] のロコンか巨乳
[03:50:03.760] ファンタジーこんなロコンや
[03:50:07.800] だじゃ間を取ってに
[03:50:12.359] しようた
[03:50:15.640] かロコンでいやそう変な意味じゃなくてね
[03:50:18.640] アグネスいや本当にそういう意味じゃなく
[03:50:20.960] てンだンコじゃなくてココンねコ音の
[03:50:27.960] 再来音にしよう音巨音ってんだっ
[03:50:32.560] け巨音にしよう巨音に
[03:50:36.840] ね
[03:50:38.640] きねよしじゃ今日はここまでということで
[03:50:43.359] 結局2時じゃねえか
[03:50:45.800] 結局2だよあはレベリングそうすね次は
[03:50:49.840] もうまたレベリングで1日終わるわだめ
[03:50:51.760] じゃねえ終わるよ捕まえたタイミングで
[03:50:54.439] ネポ交換なんだあごめんいやそんなこと
[03:50:56.960] ないよごめんそんなことないあの普通に俺
[03:50:58.479] が忘れてた
[03:50:59.800] ごめて
[03:51:02.000] またまた次狩りだ
[03:51:07.080] よ耐熱
[03:51:14.760] 引いた
[03:51:15.600] らしい耐熱でしたまいいよ別に笑笑いいべ
[03:51:21.720] 別
[03:51:23.760] にええやんええやんええやんええやん巨で
