[00:00:06.040] 1コメは俺
[05:24:33.000] いる自分を振立てて攻撃と特攻が上がる
[05:24:36.080] 強いけどね
[05:24:38.480] と特攻が上がるって結構強いけどねどっち
[05:24:41.480] も上がるんやなうでもほのパン炎の牙騒ぐ
[05:24:45.878] から元気まいらねえか騒ぐとかいやも強い
[05:24:49.718] よね威力90だよいいらない第芸で
[05:24:54.878] 1番職した梅原さんって梅原大子って言う
[05:25:00.160] ん
[05:25:01.320] だメンタリストダイゴはなんでそこに
[05:25:03.920] メンタリストダイゴがいないの
[05:25:30.400] メンタリスタ無名じゃねえだろどう考えて
[05:25:35.360] もなんかいつもいなん広告やってんじゃん
[05:25:39.320] いつもなんか変ななんか変な美容かなんだ
[05:25:43.360] かわかんないけどなんか変なさ化粧品のか
[05:25:45.440] なんだかのさうさんくせCMに最近出てん
[05:25:49.160] じゃん第視第確か
[05:25:54.638] にポンポン
[05:26:20.878] ああもうレベル上げてさっさとタバコ吸い
[05:26:23.638] てジムやりたいんねけど多分ねが出てこ
[05:26:27.320] ねえよ多分ね
[05:26:32.718] がちなみに梅原は海外の大会でいつも名前
[05:26:36.798] が読みにくくてディエゴ馬原って呼ばれ
[05:26:40.360] てる
[05:26:41.718] よあダゴ梅原じゃなくてねディエゴ馬原な
[05:26:46.000] んだかっけなあ来た来た来た来た
[05:26:51.360] オディエゴ
[05:26:53.320] 馬原おい来たこれレベルアップするねこれ
[05:26:56.240] で勝ったらオ
[05:26:59.320] オオ世界の梅原そんなすごいんだね梅原さ
[05:27:03.600] んて
[05:27:08.600] チャマゲームは海外の人発音しやすいのか
[05:27:11.520] な
[05:27:12.840] うどうなんだろうちゃ発音できんじゃない
[05:27:17.480] 発音チマ
[05:27:25.040] ゲイえだってスーパーゲームステーション
[05:27:27.958] の配信行くとおおチゲ言うよなんか嬉し
[05:27:32.600] そうにチマ
[05:27:35.718] ゲて言ってるうん
[05:27:39.878] あヒーズなんとか
[05:27:42.320] なうわ寝ちゃったよ寝るんだよ
[05:27:47.600] あれ取れてないも
[05:27:53.200] 何かて言っておそうだねて言ってつ
[05:28:01.000] もでこれ倒せねんだ
[05:28:05.360] よ多分ね普通に
[05:28:09.080] だる
[05:28:10.360] もうタバコ吸いたいって言ってるよ
[05:28:23.638] ね
[05:28:25.480] よしこれまレベル上がらんやろ
[05:28:28.600] 多分音ばっかにHPめっちゃあれ入っ験値
[05:28:32.520] めっちゃ入っ
[05:28:35.798] てあんなあったになくってもずてるこの前
[05:28:41.280] 静岡行ったらタバに見せた茶が売ってたあ
[05:28:44.958] なんか知ってる茶バコ茶バコって知ってる
[05:28:47.080] なんかあるよ
[05:28:48.200] ね茶バコっていうなんかタバコに似せたお
[05:28:51.360] 茶のお茶のさあのお茶っぱのあれでしょ
[05:28:54.958] なんかあと自販機かなんかあるんだっけ
[05:28:57.200] なんか見たことある
[05:28:59.120] よ静岡は俺何回も出張で言ってるからな
[05:29:02.400] 今年なんか見るよよく
[05:29:11.680] ま別買おうとはお前てサービスエリアに
[05:29:13.920] あるよねあサービスエリアにもある
[05:29:16.160] かあのあのあれにもある調べてみたら
[05:29:19.798] 可愛いなうん
[05:29:21.920] あのあの俺新幹線でいつも行ってるんだ
[05:29:25.040] けど仕事でね新幹線の駅のお宮さにもある
[05:29:28.920] ね
[05:29:38.160] 買わんかった俺も買わなかった
[05:29:40.520] けどマボロっぽいのとかラッキー
[05:29:43.200] ストライクそうそうそうそうそうそうある
[05:29:45.520] んだ
[05:29:47.240] ねてかそもそも1人暮らしでお茶っぱて
[05:29:50.240] 買ってもしょうがねえよなキス持ってねえ
[05:29:53.120] し入れらんねえ
[05:29:55.558] よお茶っぱなんて買わない
[05:29:59.798] でしょレ
[05:30:05.480] てえお茶っぱ買うの
[05:30:09.840] いやまあハとかだから叔父とかがいれば
[05:30:12.638] なんかそうかもしれないけど1人暮らし
[05:30:14.320] じゃさ1人暮らしをちゃっ使わない使わ
[05:30:18.400] ねえお茶なんかわざわざ入れないよそんな
[05:30:21.360] のペットボトルのお茶だよ十分だ
[05:30:28.680] よほええ入れるんだお茶とか
[05:30:39.120] ブレンディのさくなるあるたまにあの
[05:30:42.160] ブレンディのスティックのさカフェラテと
[05:30:44.080] か買うけどあれなんか思い立って買うけど
[05:30:46.840] さ1本飲んだら一袋使ったらもう満足して
[05:30:49.958] 1年以上余るからねそれを捨ててそれを
[05:30:53.320] 捨ててまた来年買うティックみたいだよあ
[05:30:56.280] そうなん
[05:30:58.680] だまあでも茶でしょでもねあうわなんか
[05:31:04.320] たまにこんなの飲むのもええかなと思う
[05:31:06.638] けど使ったらもうやらんあもうこんなもん
[05:31:11.878] か私もこないだブレンディ買ったたまに
[05:31:15.520] 買いたくなるんだでもう引き出しの端っこ
[05:31:19.320] の方に引き出しの端っこの方にいつまで
[05:31:21.920] 待ってさもう邪魔だなこれってノル捨てべ
[05:31:24.920] つって捨てちゃうんだけど
[05:31:39.558] 皆に配るときが上がるかもしれません
[05:31:42.840] そんなんで上がる
[05:31:44.520] の
[05:31:51.000] 笑笑さかお湯お湯常にどっかから熱い
[05:31:55.638] 100度のお湯が出てくるなんかようにし
[05:31:58.840] てほしいよねお湯沸かすのってだるいく
[05:32:01.320] ないおい沸かすのがもうだるいねん
[05:32:04.440] な音わっかレベル上がるな
[05:32:13.680] 高さテカップ1杯の飲み物飲むのにさお湯
[05:32:18.680] 沸かすのに3分またなかんやティフとある
[05:32:21.480] のあティティティフティファだよティファ
[05:32:25.080] 使ってるけどそれすら
[05:32:27.200] だるい蛇口ひねったら出てきて
[05:32:32.320] ほしいなんかカッカップ麺とかだったら
[05:32:36.400] いいけど
[05:32:38.280] 高かこんなさTカップ1ぱ分の飲み物飲む
[05:32:41.878] のにさそんなわざわざ水道開けて水入れて
[05:32:46.440] ポチってやってガチャってやってだるいん
[05:32:48.400] だよなめどくさってんだよね大きなんや
[05:32:50.840] からウーター
[05:32:51.920] サーバー
[05:32:55.080] いや俺しかおらんのや
[05:32:57.558] ぞウォターサーバーいらないでしょだって
[05:33:01.360] 月いくらよ5000とか取られん
[05:33:04.840] でしょ水道そんな取られてないもん
[05:33:08.400] 月に1円だもらってまあねあれどういう
[05:33:12.920] 仕組みなの常に電気代も食いそうじゃない
[05:33:15.120] どういう仕組みなのあれ常にど沸かして
[05:33:17.798] るってことな
[05:33:24.040] のこいついちいち回復持ってんのだりい
[05:33:31.760] な考えたことなかった考えるやろ普通
[05:33:37.040] これれどんな仕組みなだって常に水出す
[05:33:40.558] わけだから沸かしてるわけじゃないじゃん
[05:33:42.638] あそこがめちゃめちゃ熱くなってそこに水
[05:33:44.600] が来たらもう枠ぐらいある暮ししようと
[05:33:47.080] 思ったことないうん俺も別に
[05:33:53.200] ない高いやん
[05:33:55.718] ね水
[05:33:58.360] 水なのに進めてごめん
[05:34:08.480] もうちょっとだあともうちょっとでレベル
[05:34:11.040] アップしますもうタバコ
[05:34:15.840] す言うてなんかこタバコ吸うタバコ吸うっ
[05:34:18.638] て言ってけど俺そんなタバコ吸わないけど
[05:34:20.080] ね1日1本とかだよ配信ない
[05:34:24.200] 時この夜中の長時間配信吸いたくなんねん
[05:34:27.240] なべしてから提案そうしてくれそうして
[05:34:30.280] くれちゃん
[05:34:32.520] あの俺が俺がリモコンこうやって持つだけ
[05:34:36.200] でこうやってひってなるな分な
[05:34:41.718] もうレベルアップするんちゃうこれ
[05:34:44.958] で
[05:34:47.000] オ
[05:34:50.558] オおい誰だおいお欲と同じ感覚う違う
[05:34:56.878] ちょっと違うな難しいな何度もね誰31
[05:34:59.360] レベで覚えるって言った覚えないじゃん
[05:35:01.600] 31じゃ覚えねえじゃねえかよ誰だよ31
[05:35:04.798] で覚えるって言ったやつ
[05:35:07.760] 覚えねえじゃんか
[05:35:09.480] よぶたぶつぞ本当
[05:35:13.440] にぶつよ本当
[05:35:17.520] に嘘
[05:35:22.878] つきタバコ吸いたいって感覚は何なん
[05:35:26.000] だろうななそんなになんかもう我慢でき
[05:35:29.000] ないわけでもないんだよああもうタバコ吸
[05:35:31.798] だけ死んじゃうなんてことは全然ないから
[05:35:33.400] 全然ないんだ
[05:35:35.040] けどなんなんなんだろうねうんなんかこう
[05:35:38.760] あタバコでも吸うかみたいな感じこれ
[05:35:42.638] 伝わってねえだろ伝わってないと思うけど
[05:35:44.400] 別にそんな吸うなって言われたら全然わ
[05:35:46.080] ないで言られるしね
[05:35:48.958] うん性欲みたいな感じか欲とも違う
[05:35:55.638] よ性欲でもねえ
[05:36:00.920] な欲だって名柄それぞれの印のいても
[05:36:05.958] 面白い
[05:36:07.638] やつの印象って
[05:36:10.718] ことあなた進化したマイルドセブンあ
[05:36:14.520] マイルドセブじゃえっとねセブンスター
[05:36:16.240] 吸ってるやつは全員き
[05:36:18.920] ねセブンスター吸ってるやつはきあれは
[05:36:21.878] マジでやに勝つああのセブンスター吸っ
[05:36:23.840] てるやつはマジで俺さっき言ったけど
[05:36:26.638] アスピアメスピなアメスピアメスピ吸っ
[05:36:30.200] てるやつってなんだろうななんか筋トレと
[05:36:32.440] かにはまるよね
[05:36:33.760] 多分アスピ吸ってるやつは筋トレにはまる
[05:36:36.600] 絶対そういうやつうんアメスピてるやつは
[05:36:39.840] 筋トレとか好き
[05:36:44.878] ぞ
[05:36:46.480] あのセブンスター吸ってるやつってセブン
[05:36:49.320] スターしか吸わねえんだよなおじアメすき
[05:36:51.400] なんだけど一時ってたそういうのになんか
[05:36:54.320] 熱しやすくなるタイプだ
[05:36:56.160] 絶対アメスピってでもすごいあの長い時間
[05:37:00.920] 吸えるんだよな変ユニークな偏見があるの
[05:37:03.400] が実に興味深いクール吸ってるやつって
[05:37:06.040] どうよクール吸ってるやつ
[05:37:08.520] でもクールってもスカスカなんだよ葉っぱ
[05:37:12.040] がねめちゃめちゃ多分ねケチられてて
[05:37:15.240] スカスカなのめっちゃ早く吸い終わっ
[05:37:17.798] ちゃうじちゃんとかと一緒に吸い始めても
[05:37:19.920] 俺だけ超すなくなっ
[05:37:22.878] ちゃうその点アメスピはめちゃくちゃぎに
[05:37:25.878] 詰ってるからめっちゃ時間かかる水曜ある
[05:37:28.718] まで
[05:37:32.480] にセッター吸ってるやつはなんか一
[05:37:35.520] セッター吸うよねター以外認めないみたい
[05:37:39.440] な厄介ですうん厄介なタバコヤザセッター
[05:37:43.040] 吸ってるやつはセターなんか吸えねえや
[05:37:45.920] あんな
[05:37:47.798] もメンソウルじゃないき俺吸えないから
[05:37:57.000] なで結局こいつ穴掘る覚えるの覚えないの
[05:38:01.840] それそれそれ教えてくれもうだったらもう
[05:38:03.920] ボス行くよもう諦めてあと1レベで覚え
[05:38:06.280] るってたたら頑張るけど
[05:38:08.000] あとじゃ今から3レベ上げるってだったら
[05:38:09.718] もうボス行くたよセッター吸ってる人は命
[05:38:12.920] 知らずえるんじゃね知らんけど言ってない
[05:38:17.920] じゃんあなた進化したそういう
