[00:00:08.679] T
[04:23:11.840] ね飯で取ってんの
[04:23:13.840] よお菓子あんま食わんねあ配信であ今日は
[04:23:18.760] 長丁場だからっていう時ぐらいしか買わ
[04:23:20.960] ないお菓子買おうっていう時しかこれお
[04:23:24.840] 菓子食べたいから買っとこうかなも空気で
[04:23:27.040] 太ってる健康やね健康やねこんな人って
[04:23:31.520] えうわ見てもっレラチーズだってうい大好
[04:23:36.560] ほど飯食ってるイメージないいや飯食っ
[04:23:38.920] てんねん
[04:23:40.119] めっちゃめっちゃ食ってんの違うあのね
[04:23:43.960] 牧場だよくよく良くない食い方してんの
[04:23:47.080] 良くない食い方してる最近気をつけてる
[04:23:50.319] けどもうなんか普通に平気で1日1食とか
[04:23:53.560] になる時があんのねもうなんだるすぎて
[04:23:55.880] なんか
[04:23:56.930] [音楽]
[04:23:59.920] 色々良くないなあれは朝昼一番太るんよね
[04:24:04.080] そうなそうそうそれが一ちゃん太るんよ体
[04:24:06.720] がそういう作りになっちゃうの最近マジで
[04:24:10.000] ちょっと気をつけ
[04:24:11.359] てクソわかるね良くないよ良くない良く
[04:24:15.119] ないあんないっちゃやっちゃいけ
[04:24:22.640] ないちょぼちょぼ食べるのが一番太ら
[04:24:26.560] んそうやね朝昼晩ちゃんとちょぼちょぼ
[04:24:29.520] 食うのがええねん
[04:24:34.840] てでもさ朝食うのって結構けど限界まで
[04:24:38.600] 食っちゃうむずいのよ朝食うのって
[04:24:43.119] ドカ気絶界隈ドカ食い気絶が一番最高よ
[04:24:49.560] ねでかい肉みたいとりあえずクリック
[04:24:52.439] 気持ちいい夜にどか食いがいっちゃんいい
[04:24:55.159] んだからいっちゃんいいんだからそのため
[04:24:56.520] に生きてんだからせを感じるそう450g
[04:25:02.520] 2200円いい
[04:25:04.940] [音楽]
[04:25:10.000] ねいいを値段する
[04:25:13.199] こんなに安くもない
[04:25:14.730] [音楽]
[04:25:17.119] かえおおバカ2時半じゃねえかもう寝るよ
[04:25:22.359] おいなんか普通になんか普通になんか全然
[04:25:26.359] あれだったわ本当だ気づいたか気づいたか
[04:25:30.439] じゃねえわあ騙されたわダブルしまった
[04:25:33.319] 騙された普通に気づいてなかった全然普通
[04:25:37.239] になんかまだまだ1時1時50分ぐらいか
[04:25:40.239] と思った
[04:25:44.000] えーなんか買わなきゃって思ってるして
[04:25:50.080] た働けお前
[04:25:53.319] ら明日どうなってもいいんか
[04:25:57.119] なあまだるまだもう少しあるからねままあ
[04:26:01.960] ねえじゃちょっと明日明日どうすっかな
[04:26:04.800] 金曜だから配信するしようかなと思ってん
[04:26:06.720] だけどにリプするねどうしようかなうんま
[04:26:10.319] 終わっちゃうよっって言って
[04:26:15.119] 終わっちゃうよってうんこういう雑談し
[04:26:18.960] たいかも
[04:26:23.080] なルーマニアのアーカイブ切れたからも1
[04:26:26.319] 回やってあやべええああアーカイブ残して
[04:26:28.880] なかった
[04:26:30.119] あれ切れちゃもう早言ってくれよもっと
[04:26:33.880] 早くれてたら誰か代わりにしてねマジかよ
[04:26:37.920] ルーマニアのアーブ消えた忘れてたやんの
[04:26:42.290] [音楽]
[04:26:45.960] りやべえなこれは後でやっとかねえと
[04:26:48.880] シャドどっからドラゴンドラゴンクエスト
[04:26:51.680] はとドラゴンクエストからやっとくうわで
[04:26:54.119] もこれやんのだりいな消えるのほんま
[04:26:57.399] 萎えるんよなそうなんよ
[04:26:59.880] ねほらドラゴンクエストお疲れクレアお
[04:27:04.359] 疲れドラゴンクエスト11S全部の敵が
[04:27:06.880] 強い縛り1日目あと4日じゃねえかよ勝手
[04:27:09.359] にしてくれよなこれあと4日じゃねえかよ
[04:27:12.840] やべえこれやんねえ
[04:27:15.920] とり
[04:27:18.319] これ11は残してほしいだり
[04:27:23.399] これこれ全部やんのか
[04:27:27.920] よほんまこれ自動になってくんねえか
[04:27:32.279] なお疲れお
[04:27:35.159] 疲れお疲れと言いながらまだ終わんないわ
[04:27:38.479] これだけやるいやだドラゴンクエスト1
[04:27:42.399] やってんだ16パートやってんだ
[04:27:45.439] ぞなんとかうまいことやって
[04:27:48.439] ほしい13パーツやってんだぞ
[04:27:51.580] [音楽]
[04:27:54.760] これツール作ろうツール作ってくかしたら
[04:27:58.960] 自動になってほしいねマジめんどくさい
[04:28:03.760] [音楽]
[04:28:15.399] いやもうも今日ちょっと今日ちょっともう
[04:28:17.840] 時間ないからやめるわとりあえずいくつか
[04:28:20.279] やってや忘れんな俺これ後で誰か言って
[04:28:23.439] くんねもう1
[04:28:24.800] 回もう1回言ってくんね誰かおあれはどう
[04:28:28.920] なったんだよて
[04:28:30.319] おシャドウゲートとか絶対残したいもん
[04:28:34.399] シャドゲ絶対残し
[04:28:37.279] たいみんなで覚えてよシャドゲは絶対残し
[04:28:41.279] たい
[04:28:44.720] 次の配信で言います覚えてたらああ覚えて
[04:28:48.319] 覚えとい
[04:28:56.279] てめっちゃめんどくせえなこれ全部やんの
[04:29:02.439] なしかもこのさあのダイジェストで残す
[04:29:05.520] からさこのダイジェストのさ本当めんどい
[04:29:07.880] よねダイジェストのさこっから頭からケツ
[04:29:11.159] までっってさ最初からそれにしてくれれば
[04:29:13.720] もうダイジェストを残すってやるいいこ
[04:29:16.080] ピッピッてやんなきゃいけないのそれは
[04:29:17.399] めんどくせえんだよ最初から全部選択し
[04:29:20.000] とけやって
[04:29:22.479] いう誰がわざわざこれで見所だけ残す
[04:29:25.760] [音楽]
[04:29:28.319] ねん大体全部残すだろなあそっから自分が
[04:29:32.880] 残したいとこ選べばいいのなんでちょっと
[04:29:34.960] だけ減ってん
[04:29:38.760] の私昔頭切ってたけどクリップ的な感じな
[04:29:43.640] んやねうんそうクリップ的な感じで残せる
[04:29:46.760] んだけど誰もそんな機能使ってないの
[04:29:50.199] よだもね
[04:29:53.399] あのこんな機能使ってないの
[04:29:57.080] よttchがもそこを理解し
[04:30:00.439] てちゃんとやってほしい
[04:30:06.210] [音楽]
[04:30:08.319] ここ6
[04:30:22.119] うわしんどいなこれ
[04:30:28.600] [音楽]
[04:30:46.119] なくて大丈夫
[04:30:47.560] かだってこれやんない
[04:30:50.880] と消えちゃうもう次配信で言うよ俺
[04:30:56.119] たちちょっと待っ切りのいいとこまでやら
[04:30:58.920] せて
[04:31:01.359] ハハなんでこれ8が2個あんのもう意味
[04:31:04.560] わからんなんでパート8が2個あんねんよ
[04:31:08.199] もうアホ名前買い忘れてんなこれ
[04:31:13.290] [音楽]
[04:31:16.159] 意外とさアーカイブなんか残さなくていい
[04:31:19.399] かなと思ってんだけどで切れたやつか思っ
[04:31:21.600] てああそれかも思ってた思うんだけどさ
[04:31:26.600] 一番嬉しいのがさ自分のクリップをさ
[04:31:29.880] たまに確認するじゃんなんか最近面白い
[04:31:32.080] クリップあったっけなみたいなそん時にさ
[04:31:34.960] 昔のアーカイブクリップされてると
[04:31:36.840] めちゃめちゃ嬉しいんだよねおいこいつ
[04:31:38.600] 見とんかいおいお前俺の昔のやつ見とる
[04:31:47.359] やん
[04:31:49.399] こないだ何だっけなしかもチャットも保存
[04:31:53.080] されるから神そうなんよねそうなんよ
[04:31:56.920] ねこないださな何だっけ
[04:32:01.159] な演技がイゾさんがなんかすっげえ何かを
[04:32:04.640] あ配信ちょっと休んだ時とかねダブル
[04:32:07.720] 恋しくてアーカイブ見る人いるからねさん
[04:32:10.439] がねものすごい1人でね
[04:32:13.159] あのシャドウゲートのクリップ超作って
[04:32:17.000] たおいシャドゲ見とるやんけと思って
[04:32:21.560] 笑笑全編一気に見たんだろうね全パート3
[04:32:25.279] パート全部作って
[04:32:26.920] たあそういうのあるからそういうのある
[04:32:30.760] からそうそうそうあの特にねドラクエとか
[04:32:34.359] 長いからあんまあれだけどさ全部追うのは
[04:32:36.439] だいぶしんどい
[04:32:37.790] [音楽]
[04:32:40.359] けどあのね特にそういうレッドアリマも
[04:32:44.439] そうだけど短くてポンポンと見れちゃう
[04:32:46.479] ようなやつは残したいんだよね正直
[04:32:49.000] ドラクエはそうドラクエをこれ誰かじゃあ
[04:32:52.600] 全部見るか見ないだろうからねとりあえず
[04:32:55.520] ドラクエだから残す
[04:32:57.080] けどレトロゲームわけわかんねえレトロ
[04:33:00.080] ゲームをポンポンてやるぐらいだっ
[04:33:03.639] たらま残しまちょっとドラクエだけやっ
[04:33:06.600] ちゃうわ今
[04:33:07.840] 1116だからちょそこまでやっちゃう
[04:33:10.439] そこまでやっ
[04:33:19.320] 12またまに自分でも見たくなるしね
[04:33:22.320] なんかこの頃の俺どんなだったかなみたい
[04:33:27.799] な月風魔とかそれもあって茶アーカイブは
[04:33:31.840] ポリスノーツの前のやつがおすめスナ
[04:33:34.480] ちゃーなナっちゃれれたよなあれな
[04:33:40.960] [音楽]
[04:33:43.959] なんとなく覚えてる好きなシーンとか探し
[04:33:46.520] に行っちゃう
[04:33:48.080] うんおもろいし短いしマジでお
[04:33:51.050] [音楽]
[04:34:00.279] すめサクと見れる1213
[04:34:04.200] [音楽]
[04:34:14.039] スナッチャー見て
[04:34:16.600] みよスナッチャーバカおれ
[04:34:19.520] よまゲームが面白いめちゃくちゃ14
[04:34:33.430] [音楽]
[04:34:41.799] 満足感
[04:34:43.199] 高い
[04:34:46.119] 141516までやらせて
[04:34:51.920] くれこんだけやってき1ヶ月ぐらい大事だ
[04:34:54.879] ねいやシャドウゲート消えたら泣くから
[04:34:57.240] シャドウゲートまでやろうあいいやあもう
[04:34:59.879] 寝よもうだ切りねえわ切りない切りない
[04:35:02.359] 切り
[04:35:03.561] ない寝よう寝よう寝よここまでで
[04:35:08.640] [音楽]
[04:35:16.279] 高橋も消えたら泣く30
[04:35:20.561] 時間あま確かにねや確かにな確かにそ長
[04:35:24.879] 時間配信はま確か
[04:35:26.820] [音楽]
[04:35:36.359] に俺的にシャドウゲートなんかすごい
[04:35:39.279] サクっと見れて
[04:35:41.799] あいいんじゃないかなっと
[04:35:43.600] 思う面白かったしね
[04:35:47.760] 普通ドラクエとかやっぱさ中だるみしてる
[04:35:50.799] とこあるからね結構ああもう長いねんこれ
[04:35:54.439] とかてなってる
[04:35:59.959] から最近だとシャドゲなかなか良かったっ
[04:36:03.359] シゲ
[04:36:04.719] ねかなり好き普通におれツッコミのが多
[04:36:09.080] すぎておれ
[04:36:10.490] [音楽]
[04:36:17.160] アグはどうしてもなそうなんだよ見て追う
[04:36:21.119] 方も大変だよ
[04:36:22.050] [音楽]
[04:36:29.639] ね長石レベル上げの時何も起こらんしそう
[04:36:33.639] なんだよ
[04:36:35.039] ねRPGほど本当自分が好きでやらないと
[04:36:38.719] 無理だよ思っちゃう
[04:36:44.561] 鍛え抜かれた戦士しか見れない自分がやっ
[04:36:47.760] てるから見れるのはあるあそうそうそう
[04:36:50.561] そうそうそうそう自分が分かるからねこの
[04:36:53.039] 後こあじゃここでレベル上げしてるんかが
[04:36:56.279] あるからできるよね
[04:36:59.000] 正直
[04:37:01.680] オあれシャゲ3日目あれシャ3日目ができ
[04:37:08.180] [音楽]
[04:37:11.719] まで入れといた
[04:37:24.199] わオ寝よ寝る
[04:37:27.879] わ寝るっちゅうねんもうアグ見てる時は
[04:37:32.000] 雑談見るくらいの気持ちで見てるお疲れこ
[04:37:35.760] ここまでやっとけばいいでしょおやすみお
[04:37:38.760] やすみほじゃな
[04:37:42.279] ほんじゃ今日
[04:37:46.639] はぐぐつぐに早く
