[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[03:32:39.319] ブルってやろっかなかと思ったおい本当に
[03:32:43.640] バされるから気ことと思ってること人が
[03:32:46.160] 矛盾して悔しかっ
[03:32:48.520] 笑笑ぬか喜びの見本BリアルだよあB
[03:32:52.399] リアルでいいんだベリアルだろレイリ
[03:32:54.880] レアルし1週間だけでもやってほしい外で
[03:32:59.120] 友達打して内で自分打すの
[03:33:04.199] はあはあ
[03:33:07.439] あー外カと内カメを同時に取るみたいな
[03:33:10.680] じゃあ今例えばこうやってったら俺は配信
[03:33:12.680] をしてるよっていう俺の写真とみたいな
[03:33:15.800] おっかねえなだってこれ全然バレるよねい
[03:33:20.439] ね特定とか絶対されるよねおかね
[03:33:26.920] な
[03:33:28.439] そうそうそうなん
[03:33:31.199] だ
[03:33:34.560] へえ友達いない人はもうどうすんの本当に
[03:33:38.880] そもそも制服で取ってるのダメでしょ確か
[03:33:41.520] に制服なんか一発だよ
[03:33:43.439] な霊夢も気をつけてね
[03:33:46.319] え友達いない
[03:33:48.479] なりは
[03:33:49.860] [音楽]
[03:33:52.199] 無理やろよ一に一緒にやろうよ
[03:33:58.319] み
[03:34:02.120] 服なんて一発だよ
[03:34:06.040] ねトイレ
[03:34:12.040] はやいいんのけて
[03:34:14.720] なングオーペアチャングオーペアチャング
[03:34:19.840] でも全体公開と友達公開選べるからまあね
[03:34:23.640] とはいえなネットにあげたもんだからね
[03:34:26.960] って言いながらこんな顔出し配信してます
[03:34:29.160] けどねネットネットリテラシ僕クソもない
[03:34:32.439] 配信しながらね言ってますけど若者叩きし
[03:34:35.000] てるけどお前も一緒やって言われたら確か
[03:34:36.600] に本名までばらしてんだからなあ住んでる
[03:34:39.160] 場所本名全部荒らしてんだから橋元連なん
[03:34:42.199] だ誰がスクショして拡散するかわから
[03:34:46.600] リテラシムだから
[03:34:51.920] うんBリアルねおもろいなそんなのがある
[03:34:55.239] んだねそんなのが今の流行りなんだな先
[03:34:59.000] までばれたら終わりマジで
[03:35:02.080] ななんなら車とナンバーもさらしてるから
[03:35:06.279] マジでやめてね本当にマイクラの思い出見
[03:35:08.880] てたら車のナンバー書いてたわ小学校の
[03:35:11.640] 効果までばれてんだは存在がリテラシーの
[03:35:14.120] 塊だから
[03:35:23.960] のの
[03:35:27.920] もるののあっちゃんに歌送って
[03:35:33.520] み淳に送ったらあいつも笑笑て書いてくれ
[03:35:37.880] 続き送ってきたら笑うわのキティも
[03:35:43.720] しりにってよでもこれやめよ迷惑になる
[03:35:47.840] からやめよう淳急に小学校のあれ送ったら
[03:35:51.960] 笑うかな2番とか送ってきたら激熱なんだ
[03:35:56.530] [音楽]
[03:35:59.920] けどいきなり小学校の効果送ったら分かっ
[03:36:03.279] てくれるかなあれからあっちゃんに
[03:36:04.920] Line返したのしてないたそんなの返し
[03:36:08.439] てないよ2番送ってきたらさすがに確変2
[03:36:11.680] 番送ってきたらもう飲み行くわ2番送って
[03:36:14.840] きたらさすがにのみ行く俺のり
[03:36:19.319] でお前変わってねえ
[03:36:25.960] [音楽]
[03:36:28.960] なはつ知り合ったのもは高校生だよも高校
[03:36:33.439] だ全然最近の友達という
[03:36:36.920] か小学る絶対ちん今日寄ってると思った
[03:36:42.479] いいですねでもなんかいいですねなんか
[03:36:46.120] いいです酔っ払い酔っ払い酔った女性いい
[03:36:52.199] です急に語彙力なくなるじゃん
[03:36:55.960] ワンナイ何を言ってんのお前あってるの
[03:36:59.399] 女子会しかない女子会って行ってんのて
[03:37:04.120] 知らない知らない知らない知らない知ら
[03:37:05.840] ないもうだって10年ぐらい連絡取って
[03:37:08.800] なかったもんハムハムミミホテル女子会は
[03:37:14.120] 出たよ
[03:37:16.000] ラブ補助司会は高校生がラブ言ってんじゃ
[03:37:20.439] ねえよ出た出た出たおじさんも混ぜて
[03:37:24.239] くれるかなじゃ今度レミおじさんも混ぜて
[03:37:27.000] やじゃ今度あ今の発言だめだなネタでネタ
[03:37:31.600] で言ったネタで言ったんだけどねごめん
[03:37:33.600] ネタです今のちょっと今の今のはちょっと
[03:37:35.279] ダメだな今の本当にダだ
[03:37:37.600] ラ普通のホテルもあり
[03:37:40.439] ます普通のホテルもありますから
[03:37:45.600] 行くお金かかりす最近のJKマジでなして
[03:37:49.239] 男子会やだよなんで男子会なんかしなきゃ
[03:37:51.399] いけないやだ
[03:37:53.239] やあそうなんだ普通のでピザえでも金か
[03:37:57.840] そんな金なんであんのって思うけどね高校
[03:38:00.680] 生の金長が男子でラブするかだめだよ俺
[03:38:05.319] 断られたもでパーテできないからできない
[03:38:07.640] できないできない入れないよ要はただの
[03:38:10.840] ただの女の子の呼べ
[03:38:13.520] ないピースかとか買ってるよねバイトね
[03:38:17.720] バイバイトしたって限界があるでしょだっ
[03:38:20.680] てもんなくそ待ってバイトったって高校生
[03:38:25.279] のバイトなんて高が知れてるべマーブルが
[03:38:27.199] オバハンと喧嘩するマーブルがオバハンと
[03:38:29.479] 喧嘩するそうだよラブほのでかい布団で
[03:38:32.760] 女の子にマッサージしたい生体あとユニバ
[03:38:37.000] とカプリいい
[03:38:39.319] ねユニバってユニバーサルスタジオ
[03:38:42.800] ジャパンなんでそんな金があるのよだっ
[03:38:45.880] すごいじゃんだっそれて旅行ってこと
[03:38:48.720] でしょおいでじゃねえ行きたいニバ行き
[03:38:52.199] たい俺もすいね今の高校生お金あんな
[03:38:56.920] 600円高いよねそうだよね俺ら400円
[03:39:00.319] だったよな俺らの時な
[03:39:02.760] ヒパヒパはかねえた俺の高校時代送って
[03:39:07.040] くれ送ってくれ配信で乗せない
[03:39:10.359] からす男高校生が女格けたいね
[03:39:15.680] だけでも入れるホテルはあるあまある
[03:39:18.000] でしょうね今ね今の時代ねランドだよな
[03:39:21.560] 読売
[03:39:23.359] ランドえ土のきファミリーランド行かね
[03:39:26.000] みんなでおいえ土のきファミリーランドは
[03:39:29.920] パパママ土のきファミリーランドに連れ
[03:39:34.399] てってランドだなはちょどっちのきはそや
[03:39:38.720] 探せばあるよ多様性の時代だからそうな
[03:39:42.199] ランドだなしょぼいめちゃめちゃしょぼい
[03:39:44.760] 入れないけてめちゃめちゃしょぼいよトロ
[03:39:48.040] ファミリー
[03:39:55.040] ランド全然だ行こ次
[03:39:59.080] 行こうレベルどんな
[03:40:01.520] もんなかなかでもレベル上がってきてん
[03:40:03.880] じゃんねいいんじゃないがあるか
[03:40:08.359] ないいね若い
[03:40:12.120] ねバとったってだって
[03:40:17.560] じゃないの知て衝撃だっ
[03:40:22.720] パワマジで年末あるよ12月14
[03:40:26.439] 日え来れるんだったらマジ来てほしいけど
[03:40:29.840] チャンピオンロード突破できそうだけどね
[03:40:31.399] まあねそれ次で行っか今日はもういいよ
[03:40:34.040] 時間ない
[03:40:35.550] [音楽]
[03:40:37.359] し12月14のいよねにる
[03:40:45.479] 年の12月そう2024年12月
[03:40:50.680] そう特大イベントやります
[03:40:54.160] からどこ
[03:40:58.720] 宇都宮オフ会っていうかイベントイベント
[03:41:02.199] 配信者のイベントをやるんだよね散
[03:41:05.040] そろそろ
[03:41:07.080] 詳しすぎるんだけどもしかし
[03:41:10.680] ていや来いや来い来い来いあ
[03:41:18.359] え
[03:41:19.279] 何何何宇都宮は内宮の駅の目の
[03:41:22.600] 前JR宇都宮駅の目のあやまだわかんない
[03:41:26.199] いやまだまだちょっとごめんこれはまだね
[03:41:28.560] 詳しくは決まって
[03:41:33.720] ない
[03:41:37.319] 宮どこなのみちゃんどこ済みなのていうか
[03:41:41.560] LINEやってる
[03:41:45.840] おじさん車持ってるからどこでも連れてっ
[03:41:47.880] たあけちゃう
[03:41:49.040] から嘘冗談ですあの本当にやめましょうそ
[03:41:52.199] 本当にやめよなんか本当に本当ガチだとほ
[03:41:55.359] 今本当にガチのガチのガチだと思われて
[03:41:57.840] そうで怖いわ必死だねうん必死で無理だね
[03:42:01.199] 橋本君必死でバイクがバイク乗れない
[03:42:06.120] やバイク乗れる男はやっぱかっこいいか
[03:42:09.279] バイクは持ってないすすいません
[03:42:11.560] フォレスターけて本当通報されないかマジ
[03:42:14.279] 怖い気をつけよたらやばマジでやばいよね
[03:42:17.159] ネタもちょっと本当に勘弁して冗談いや
[03:42:20.840] マジで本当やめよちょ本怖いいや
[03:42:26.399] で18だ
[03:42:29.600] から法律上をねちょ本当やちょもうあの
[03:42:32.720] すいませんやめるわやめやめやめやめよ
[03:42:34.720] もうふざけなし超えて犯罪だからね送っ
[03:42:38.760] とい
[03:42:40.359] たりたいそう
[03:42:45.319] ガチの写真送ってきた
[03:42:47.319] んなんだよこれこれなんだよこれ意味
[03:42:51.199] わかんねえなこ何何の時の写真だよ
[03:42:54.319] これデラ君がなんかセーラー服着
[03:42:59.399] てやってるこれ何の写真だよ
[03:43:03.359] これいつの
[03:43:05.239] 写真
[03:43:07.199] 笑笑笑笑笑笑文化祭若いなてかデマせ高で
[03:43:15.439] セラー服なんだ笑笑女装な女装女装でお腹
[03:43:19.319] になんか変な顔描いてわけなせいでけえな
[03:43:24.930] [音楽]
[03:43:29.319] おめえな送っちゃだめだよ俺に犯罪になる
[03:43:32.880] から俺が俺が怒られるからやめて俺が怒ら
[03:43:35.840] れるからくださいじゃないバカお前本当に
[03:43:37.840] 冗談じゃなくなるぞちょミ危険物だ
[03:43:42.319] かられ危険物あかんあかんあかんあかん
[03:43:46.159] 笑笑危険物だよこれ取り扱い注意だよもし
[03:43:49.319] かしてさ今もう驚愕になったとこの制服私
[03:43:53.399] も制服ブレザーだた送るのクラスメイトの
[03:43:56.520] だあクラスメイト送っちゃだめだ送っちゃ
[03:43:58.479] めだめニトログリセリンだ本当にふざけて
[03:44:01.680] さ写真ちょうだいよなんて言ったら本当に
[03:44:04.239] パクられるからな未年イコ
[03:44:07.290] [音楽]
[03:44:10.479] でもっとだめだよ
[03:44:15.359] だ
[03:44:16.520] よちょっと
[03:44:21.439] もうパクられるどころかどとここに戻って
[03:44:25.520] これれない日の目を浴びれなくなっちゃう
[03:44:29.680] 服配信してるけどね服ではない
[03:44:35.600] ねあれでしょえレミ配信確かに制服でやっ
[03:44:40.359] てるけどさあれはガチの高校のやつ大丈夫
[03:44:44.279] なんあえ小学校の時のちょようわかんねえ
[03:44:48.920] なん
[03:44:50.279] だ小学校の時の制服こんないいとこに帰っ
[03:44:54.960] てたんだ入のすごいな確かに入んのすげえ
[03:44:57.800] な入るの小学校に制服があるまずまずそこ
[03:45:02.520] が俺は驚きなんだけど56の入るや
[03:45:10.080] ばああちょっともう今日ここまでにしよう
[03:45:13.040] かなもう疲れちゃった
[03:45:16.720] [音楽]
[03:45:18.239] 次あれだ
[03:45:20.080] な次ちょっとこのチャンピオンロード
[03:45:23.239] 抜けよう
[03:45:27.600] かもうちょっとレしたけどえ何いいと育ち
[03:45:32.720] すぎるだろお前らみな見に行ったなあいつ
[03:45:35.479] なあいつ
[03:45:43.920] らトレーナーって絶対主人公のことじゃん
[03:45:46.880] 今日は平和な雑談会だったねいや本当に
[03:45:49.920] 今日はレベル上げしてかしてないんだけど
