[00:00:00.120] はい
[05:27:44.798] てボテちゃんは女の子がお好きえ何これ
[05:27:49.440] メス来いよメス来いよメス来いよメスメス
[05:27:53.440] メスメスメスメスメスメスメスメスメス
[05:27:57.680] メスメス
[05:28:03.680] 何何何なんなこれ何してんのこれメス来い
[05:28:06.958] よメスメスメスメス
[05:28:08.760] スメスメスメメメメスメメス探してんのよ
[05:28:14.680] あのああなるほどねメスメスメスメスメス
[05:28:17.840] メスメスメスメスメス
[05:28:21.620] [笑い]
[05:28:23.360] メスそ最近これやってんの
[05:28:28.958] かめっちゃやってるよねこいつこれね厳選
[05:28:33.000] してるススメスメスメスメスメスメス
[05:28:36.638] ススメ
[05:28:39.320] でもこいつえ俺思うんだけど思うんだけど
[05:28:42.840] 俺えハボて絶対男女より男のが好きだ
[05:28:49.200] ぜあいつ絶対女より男のが好きだよマジで
[05:28:55.040] 思うもマジレスしないでこれガチじゃん
[05:28:57.120] これだって本当あいつあいつ男めっちゃ
[05:28:59.360] 好きだぜガチ
[05:29:01.400] [笑い]
[05:29:04.120] な本当だよ絶対喜んでるもん
[05:29:10.040] キス顔になっちまったおあれだキス顔に
[05:29:13.000] なっちゃったよキス顔キス待ちです男の
[05:29:17.400] 笑笑キスになっちゃった笑笑すすめすめお
[05:29:22.000] 喜んでんじゃんだっておすし喜んでん
[05:29:25.958] じゃん
[05:29:29.200] くし
[05:29:30.798] もうやだ
[05:29:34.400] もうもうやだ
[05:29:39.558] しんどい懐い
[05:29:42.200] ねえ懐い
[05:29:44.760] これまがいよ
[05:29:48.958] ね
[05:29:57.120] 笑笑
[05:30:00.000] つくしまがひこれツは面白えなこのつくし
[05:30:03.798] くしまでのがジャンクで買いました
[05:30:08.760] 笑笑ボブスちゃさらなるギミックに笑い
[05:30:11.840] なくちゃまさんダブルボテフェスイン横浜
[05:30:14.520] バレルバイオハザードレれさん耐久配信あ
[05:30:18.798] 何何何ジャンクでWかW中身何入ってた
[05:30:22.200] なんかダウンロード入って
[05:30:26.680] たああちゃうんだよこれ
[05:30:29.718] さマジでマイクがもっとちゃんとしてたら
[05:30:33.878] 1005億倍面白かったよこの俺の
[05:30:38.480] これクソおもろシーンねいや素カード抜か
[05:30:41.840] れてましたああじゃだめだ
[05:30:53.280] ねまどっちかというとタイトル遊ぶ方が
[05:31:02.718] メイやっとれたとった
[05:31:08.760] [音楽]
[05:31:10.480] あこれマイクが良かったらなもったい
[05:31:14.680] ねえめちゃくちゃ面白いのにここんで
[05:31:25.830] [音楽]
[05:31:31.520] メンん
[05:31:33.480] めちゃ自分でんだけどここのり
[05:31:36.160] めちゃくちゃ面白いとうよがもうなんかき
[05:31:39.440] もうなんか頭ぶっ飛んでずっとあの柵を柵
[05:31:43.718] をこういう風になんか下げるやつを15分
[05:31:46.440] ぐらい無言でこうやってやってんの真顔で
[05:31:48.280] でやっとなんか新しいの見つけたらなんか
[05:31:50.680] またわけわかんないのできて気が来
[05:31:52.160] るっていうこのシーンめっちゃおもろいの
[05:31:53.840] に
[05:31:54.840] な
[05:31:57.558] 笑笑
[05:31:59.460] [音楽]
[05:32:03.000] られ夜中なこれもったいねえマジでマジで
[05:32:06.798] もったいね
[05:32:08.360] うんポケモン爆笑し
[05:32:11.958] てるポコミはたいめないその姿ととても
[05:32:22.840] 可いバおもろいこれ
[05:32:25.240] 笑笑笑これはバカおもろいわこれバカおい
[05:32:29.240] これはいいクリップだ
[05:32:31.240] ななんて言ってんのそれこれはいいわすぎ
[05:32:36.200] やろ笑笑
[05:32:40.520] ラララポコミは絶対
[05:32:44.680] 飽きその姿ととても
[05:32:47.050] [笑い]
[05:32:51.958] 構エミネムじゃんえエミネムえもしかして
[05:32:57.440] ポコミの中身ってエミネム入ってんの
[05:33:00.080] ラップゴッドじゃんえエミネムかと思った
[05:33:03.360] わ言っとんの笑笑その後も
[05:33:06.760] 笑もう1回もう1回最初消せて
[05:33:12.320] ラポコミは絶対めないその姿ととても
[05:33:18.760] かこいもごめんね文字ありしたからもう
[05:33:20.958] やめる文字ありじゃねえ
[05:33:22.620] [笑い]
[05:33:25.400] よこれはいいわこれいいねなんでこれが
[05:33:30.160] 13回だ100回ぐらい再生されるわこれ
[05:33:33.080] 神クリップだろこれマジでめっちゃ
[05:33:34.920] おもろいわこれこれおもろいこれは
[05:33:38.280] わ
[05:33:39.798] 正直この僕色々あの僕もさあの歌歌うじゃ
[05:33:44.920] ないですかって知らないのか僕も僕も歌う
[05:33:48.040] 歌うじゃないですか配信中にこう正直俺に
[05:33:51.798] 右に出るものはいないと思うのね俺の即興
[05:33:55.040] 即興歌歌いほど俺俺ほどうまいやつはい
[05:33:58.440] ないと思うんだけどこれは叶わんわ無理
[05:34:00.920] 真似できないその
[05:34:03.200] 姿俺もやろ俺も練習しようこれその姿
[05:34:07.040] なんて
[05:34:10.638] ラポコミは絶対諦めないその姿ととても
[05:34:18.120] かい姿がとても可愛いとその姿とても
[05:34:24.080] 可いい
[05:34:26.760] ねいいないいなこれはいいですよ
[05:34:33.240] ねめないその姿ととても構いごめっぽいて
[05:34:38.680] 聞こえる笑すごいな笑これはこれはいいね
[05:34:44.120] なんかクリップにいいねボタンとかあれい
[05:34:46.280] これはもポコミちゃんの良さもパンパンに
[05:34:48.718] 詰まってるよこれはいいですこれはずるい
[05:34:51.920] わこれはおもろいわとっても
[05:34:54.718] かくいエミネムだ
[05:34:57.080] エミネムエミネムなんだああそっ
[05:35:00.520] かなんかだからなんかかっけなと思ったん
[05:35:03.520] だよエミネームだった中身
[05:35:09.000] かいいっす
[05:35:11.718] ねこれいいクリップだな今のなずりい
[05:35:18.798] なずるいななんかやべえ俺もなんか今日1
[05:35:23.080] 笑ったなめっちゃいいめっちゃめっちゃ
[05:35:26.080] おもろいしょあんな笑笑えなんか俺も危機
[05:35:30.000] 感感じ俺もなんか最近面白いクリップねえ
[05:35:32.360] かなあ間違ちゃった自分の再生しちゃった
[05:35:35.638] よ最近のわの面白クリップってなんかあっ
[05:35:38.920] たっ
[05:35:43.400] け加藤順一フォローしてるうるせえなだ
[05:35:47.840] からなんだようんこちゃん好きだよチラ丸
[05:35:50.920] はげてるそれに比べたらおじいちゃん
[05:35:53.360] 可愛いでしかないですが地雷速報は好き
[05:35:56.558] ですよおウパや
[05:36:00.718] んウパやってるやんチラチラチラままチラ
[05:36:05.320] チラチラまま
[05:36:08.638] げてないわウパ可いあこれは可愛いえこれ
[05:36:12.520] いつやってたのこれえあいつウパやってん
[05:36:15.878] のいつやってのこれうまあ最近じゃんえ
[05:36:20.400] 何何やってたんだウーパ
[05:36:25.280] へえちょっと
[05:36:28.200] 前ウパ俺も見たあそうなんよチラまるチラ
[05:36:32.958] まるチラまま紫クリアしてから
[05:36:37.680] ディクのゲーム好きだよなやってる感じだ
[05:36:40.080] たかななんか音おかしいけどね最近村雨
[05:36:44.280] クリアしていろんなゲーム触ってるうん
[05:36:49.520] チラチラこれは普通に可愛いと思うあの
[05:36:53.040] こいつの中火知ってるからさあのおじさん
[05:36:55.280] がこんなん歌ってんの可愛いなと思うね
[05:36:57.240] 確か
[05:37:02.400] にそうです
[05:37:05.558] かクリップてどやって見んだっ
[05:37:09.480] けクリップ見してやあまま最近はもうこれ
[05:37:14.400] に叶うクリップはないと思いますわ最近
[05:37:17.000] 振り切れてブルブルブルブルブルブルブル
[05:37:19.480] あらシドなんだこれはマグニチュード88
[05:37:22.558] だこれ
[05:37:23.958] うわこれはいいねやっぱなこれはもう正直
[05:37:29.440] 面白いくて当然というかなんていうか
[05:37:33.958] おっぱいがブルブルブルブルルルルルあら
[05:37:36.520] シントなんだこれマグニチュード88だ
[05:37:39.440] これ
[05:37:44.040] うわ巻き込まれた
[05:37:47.000] 災災したうるせえ
[05:37:52.240] 黙れこれも好きこれもおもろいぞあこいつ
[05:37:56.280] バだだてだってだってだっだってあんな
[05:37:59.440] お前隕石じゃん地球に落下したら俺が俺が
[05:38:02.360] 地球を守ってあげなきゃいけないんだるな
[05:38:05.680] 俺が地球を守ってあげこの石を止めてお前
[05:38:08.638] らは今のうちに行け俺がこの遺跡を止め
[05:38:11.120] てるからお前らは今のうちに逃げろ宇宙笑
[05:38:15.558] お母さんこれ見てほしい終わり
[05:38:18.240] ぜいやまあこのゲームはねいやまこの
[05:38:23.240] ゲームは
[05:38:24.638] ねあれだよな
[05:38:27.000] あの正直まあおもろいおもろいクリップ
[05:38:32.040] 量産できるかなとは思っ
[05:38:34.040] たこのさうざいよねこれね
[05:38:38.558] あれで見た方がいいん
[05:38:46.080] かポコミはあきポコミは諦め
[05:38:52.080] ないその
[05:38:55.440] 姿あれどうやって見んだっけクリップここ
[05:38:58.760] から見た方がいいね
[05:39:07.440] あもうもうもうあれだポミは対諦めない
[05:39:11.080] なポコミはぜえあれミは絶対諦めないその
[05:39:20.680] なリーチやねリーチしかね手がないよく
[05:39:24.760] ちゃまさんが噛んでるのが好きと言ってた
[05:39:26.840] のでうんうん
[05:39:28.360] 何何何があリーチやからリーリーチやね
[05:39:32.558] リーチしか手マテパンツの絵
[05:39:38.280] しか手がないマテパンツの
[05:39:42.878] 絵わかんない日本語不自由
[05:39:49.120] はとた
[05:39:52.520] 可おどうだっ
[05:39:56.440] たりまし
[05:39:58.200] たあドラがあるから結構良かっ
[05:40:03.320] たドラドラありがとう
[05:40:09.240] ドラありがとうしかも切ってる人やから
[05:40:11.160] われない何があかいですねリーチリーチは
[05:40:15.478] ねリーチしかうからねマテ
[05:40:19.120] パンいいな俺も混ぜろよこれなんで俺を
[05:40:23.240] 誘わねえんだ
[05:40:24.878] よちゃまく麻雀できるのできないよ全く
[05:40:29.440] できません全くできませできるわけない
[05:40:33.558] やろなんやそれ笑できねえよ
[05:40:39.760] 一緒にやろうよ最初だけだけど基本喋りや
[05:40:43.200] コメントが切れてるとこで切りたくない人
[05:40:45.760] なので長くてさせあなるほど
[05:40:50.478] ねなんかおもしれえおしクリップなかった
[05:40:54.280] かなうち
[05:41:08.478] こ何
[05:41:10.280] ここもこちゃんは一体何を作ろうとしたん
[05:41:13.478] だよこんな前6個もこもここなんか失敗し
[05:41:16.958] た残しやがってこれ消しとくぞ
[05:41:21.160] これ何を何を何をこのあのタイトル
[05:41:26.400] タイトルがそのまま残っちゃってのってゴ
[05:41:28.798] クリップなんだ
[05:41:33.718] よいいじゃ
[05:41:43.280] これはガチこれこれれじゃねえかなんで
[05:41:45.280] これ作ってないのああるんだここ
[05:41:54.360] [音楽]
[05:42:02.558] にせなんかかっこつけてる
[05:42:08.520] マーブルは
[05:42:11.080] 髪型戻なんかずれてて気持ち悪いね映像と
[05:42:15.600] あれがずれて
[05:42:18.040] てこれはちょっとごクリップは消しちゃ
[05:42:20.920] アーカイブ見ると勝手に作られてる時ある
[05:42:24.440] あーなんかね1回でもクリッあのなんだっ
[05:42:28.080] けあのクリップ作成ってクリックしちゃう
[05:42:31.520] とあのもう作られちゃうんだよほんだから
[05:42:35.600] ねそこはね
[05:42:38.240] ま別にいいんだけどクリップボタン押し
[05:42:40.280] ちゃうんだよなです
[05:42:42.798] ねこういうことよこれ面白かったななんか
