[00:00:28.760] はいお疲れ様です
[04:58:59.840] で無理して起きて次の日クソねみたい
[04:59:04.360] なあれだ割と多いんだよね俺のリスナー俺
[04:59:08.718] がこう朝まで配信する皆さんお疲れ様寝寝
[04:59:12.520] ななお疲れ旅行さんありがとう
[04:59:17.080] ねおさは眠くないの何してんのおめえ作業
[04:59:21.000] してんか絵描いてんのか
[04:59:23.558] なお疲れ様ですお疲れちゃんま俺も今日は
[04:59:27.760] 6時には寝なきゃまずいお母さんと俺ご飯
[04:59:31.480] 行くから
[04:59:32.440] 今日お母さんと焼肉行く約束してるから
[04:59:35.558] ごめんなマザコンだからよ俺
[04:59:40.320] 俺別マザコンて思われても何も食じゃねえ
[04:59:42.760] かだっお母さん好きやためだら焼肉いい
[04:59:51.000] でしょおか大切やろが普通に考えて
[04:59:54.558] なこの年になってなんかお母さん嫌いとか
[04:59:58.958] 言ってるやの方が恥ずかしい
[05:00:01.360] わ育ててもらったんやろがお祈りは計画的
[05:00:06.160] に
[05:00:07.160] あやべお祈り全然してねえや最近お祈り
[05:00:14.600] しよどいて
[05:00:19.520] くれ久々にセーブするこれでデータ飛ん
[05:00:22.718] だらないちゃ本当だよねしかも今日そうだ
[05:00:24.520] 今日1回もセーブしてねえよ
[05:00:26.280] 危ねえナイスゆさんナイスおいレベル
[05:00:29.638] レベル見た今37だったぞちゃんと
[05:00:31.718] プレゼント渡したであえらいえらいねえい
[05:00:34.760] えい
[05:00:35.878] えい俺も今年のあれだよあの
[05:00:40.280] あのお金もたまりだねたま10万ゴールド
[05:00:43.958] 今おかんの誕生日は姉ちゃんと一緒にあの
[05:00:47.760] パーティーだパーティー計画し
[05:00:53.958] てそんくらいしてやんねえとよ星家庭でよ
[05:00:59.000] なずっと出ずっぱりで働いて助けてもらっ
[05:01:01.680] ちまっあの育くらたからさそくらはしてし
[05:01:05.520] てやりてえよな
[05:01:15.040] この洞窟ってなん
[05:01:16.878] だえだ詳しい人1個だけ教えて
[05:01:21.680] ほしい洞窟にもいる可能性ってあるよねっ
[05:01:25.480] てよしいちごよしめえやろがなあうわここ
[05:01:30.360] 前も行ったんだけどなあるあるんだ洞窟と
[05:01:35.040] かこれ切りねえぞ回ってたらえオなの奥
[05:01:40.878] 地下の奥地にい
[05:01:43.360] るってことあ無理だ
[05:01:46.360] よそれは無理だ
[05:01:54.280] よこう言ったりすんのか
[05:01:59.000] なないかこんなとこ出てこねえか
[05:02:11.878] いやいない
[05:02:13.160] なこんなとこいないわ
[05:02:27.120] な
[05:02:28.798] ええが確かなら地下3回とかにまじかよ
[05:02:40.400] それ全部回ってくんす
[05:02:43.558] かまずす
[05:02:47.120] かサントハイムはもうからをたどるとか
[05:02:51.520] もうそうやるもうだからもうだからなんつ
[05:02:53.558] あのニフラムじゃなくてなんだっけ
[05:02:55.760] トヘロスでトヘロスガブリ
[05:03:00.718] で
[05:03:02.480] うんトヘロスガブリしてダッシュで
[05:03:06.638] 駆け抜けるとかだよね
[05:03:10.718] なんだこれあイミかなんだこつイミだと
[05:03:16.120] 思わなかっ
[05:03:18.000] たあイんだあまだいるねこの辺に
[05:03:24.000] もすいた
[05:03:32.120] なこの辺どうなのな
[05:03:43.120] こういうのがあるから移民は怖いそうだね
[05:03:46.120] うんこんなとこいねえだろってとこにいる
[05:03:48.200] から
[05:03:50.718] なもうこんな町にいねえと思ったよ俺お前
[05:03:54.718] は意味にならないもん
[05:04:03.600] な
[05:04:07.040] うーんこれあっち側にいるのかな
[05:04:10.480] この村のあっち側これこれ
[05:04:19.200] これいないかさすがに
[05:04:21.958] なさすがにいねえかこんなとこ
[05:04:28.280] なまあいねえや
[05:04:32.798] な一生から旅辿るかじゃあちょっとあれ
[05:04:37.680] 登る登ってみる
[05:04:40.638] あのなんだっけあの
[05:04:44.840] 塔ガキがいたりすんじゃねえ
[05:04:48.638] うえん僕はまだ助けられなかった子供だよ
[05:04:52.240] てあの一生の塔行ってみるか生せしった
[05:04:57.718] どこだっけなどこが見だっけないい
[05:05:01.320] やんバトランドだバトランドから行けば
[05:05:03.798] いいん
[05:05:04.558] だまいっ
[05:05:07.360] かまず
[05:05:09.920] からではバトランドから行くいやももう
[05:05:12.480] あの辺の城も見たけどね何
[05:05:29.760] を球検よし球検よしAボタン押すと結構
[05:05:36.200] 広い範囲で乗れちゃうんだよね
[05:05:38.600] この着すい吸い寄せ
[05:05:42.760] られるああここにはいないか
[05:05:47.240] なあまいないよなあと宿屋も見るかもう1
[05:05:52.558] 回宿屋も何回も見てるけどね
[05:05:58.920] かまず宿屋がしぼすぎてここ人増えねえべ
[05:06:03.878] 一応もう1回入り直す
[05:06:06.240] かいやここは意味ないな
[05:06:09.760] 城にもいるのかな教会見たお店屋さんの中
[05:06:14.600] とかにはいねえと思うんだよ
[05:06:18.000] な意味じゃねえもんなこんなんな
[05:06:26.320] うーん移民はどうなんだろう
[05:06:36.000] ね牢屋があれば牢屋の中にいるってことは
[05:06:39.160] あるよね
[05:06:45.000] こ牢屋ないの
[05:06:48.878] かまあいねえわ
[05:06:59.280] なまあいないわね何これ意味のない空間
[05:07:14.718] おしゃれだ
[05:07:15.920] よおしゃれかいやいないっす
[05:07:25.878] ねいやこんなもん全部つみつぶしに行って
[05:07:29.360] たらマジ超時間かかるないいんだけどさ
[05:07:32.440] 時間かかって
[05:07:34.040] もそうですかじゃ次はあの子供の塔行って
[05:07:38.520] みるわあいつまだ空飛ぶくって持ってんの
[05:07:42.480] かここイムルはもう見たでしょ
[05:07:47.920] さっきちなみ空を飛ぶ空を飛ぶ靴って上
[05:07:53.000] から入るんやめてこれもめんど
[05:07:56.798] くせえ上から入るんだよなそ持ってんの
[05:08:00.480] まだあいつあライアン持ってねえ段んか
[05:08:16.558] あれえ空を飛ぶ靴ってもうない
[05:08:21.080] の
[05:08:23.280] え空を飛ぶ靴お前持ってねえの王様にあげ
[05:08:27.558] ちゃったごめんあそうなのえじゃどうやっ
[05:08:30.040] て行くのこれ普通に下から逆に上がって
[05:08:32.320] けってことかもう上に上に行くことはでき
[05:08:35.040] ねえんだオンリーップオンリーアップする
[05:08:37.680] しかねえんだ
[05:08:39.680] そう笑笑結構年あれだね
[05:08:47.040] 年こで回復があっ
[05:08:59.000] てうわ夏こいつ怖かったな最初なあ
[05:09:03.920] トヘロスするべトヘロス
[05:09:07.000] 点差で残ったあの頃
[05:09:13.878] 本来これ上から攻略してくるんだもんね
[05:09:16.280] あの靴で上に登って下が最後なんでンなし
[05:09:21.760] 懐かしい最初すげえ怖かっ
[05:09:29.480] たちょボスいたとこ行ってみる
[05:09:34.878] かああなんかあ今までボスがたとに何か
[05:09:39.638] ありそうだ
[05:09:40.680] ねこことかボスいたじゃん
[05:09:44.958] ここあいないっすねなんかでもありそうだ
[05:09:49.080] な確かになこういうボスがいた
[05:09:57.040] ところあと上にも行ってみるかじゃあ
[05:10:00.680] そんな長くねえからこのダンジョンは
[05:10:06.680] なないとより
[05:10:09.798] そうだ
[05:10:11.080] ね何もねえ洞窟行くよりはこうボスがいた
[05:10:14.320] ところイベントがあった
[05:10:19.400] 場所どっから来たんだったか
[05:10:24.400] なええなんか
[05:10:28.120] え今更取ってなかったこれなんだ
[05:10:32.558] これめっちゃいいしめっちゃいいし
[05:10:36.638] めっちゃいいし今更だね
[05:10:40.160] めっちゃいいこれは嬉しいでもこれは
[05:10:43.840] 嬉しい種今見てもいいしなそうだねこれで
[05:10:47.600] なんかあの鎖鎖カビラとかだったらいらね
[05:10:50.840] えってなるけど種は嬉しい
[05:10:53.600] ねこんな簡単なとこ取ってなかったんかい
[05:11:09.840] まあなんもいないよなこんな
[05:11:13.240] の最上回だべここいないっす
[05:11:18.600] ねいないやもうなんでお急あっち行っ
[05:11:23.040] ちゃったんですけどちょなんどうすんだよ
[05:11:25.558] この急あっち行っちゃったんです
[05:11:30.360] けどやってんだよもう
[05:11:42.520] えじゃ次どこ行こうかな対岸の気球も良い
[05:11:47.600] ね何がよ風がっ
[05:11:54.638] て行くか第2章見てみるか第2章第2章の
[05:11:59.920] ダンジョン行ってみるかじゃあ第2章の
[05:12:02.718] ダンジョンってなんだっけあ
[05:12:06.200] 待てあ俺ささルーラでついてこなかったら
[05:12:10.920] だいぶりますねそうだよね1個1個あるわ
[05:12:15.680] 行ってなかった
[05:12:18.680] とこエンドールはエンドールでも俺闘技場
[05:12:23.040] 全然行ってねえお闘技場絶ているわ俺1回
[05:12:28.120] も行ってねえわ忘れてた存在なるほど闘技
[05:12:32.160] 場あれこれ夜行けんのか
[05:12:35.280] な闘技場の存在忘れてたわ言ってないな
[05:12:41.558] 夜行けんのこれ闘技場って
[05:12:44.798] あなんだよ行かせろあ
[05:12:55.558] ここなんでこっからやどういうことだなん
[05:12:59.520] でこっ
[05:13:02.240] から世界一長い結婚式ずっとやってん
[05:13:07.040] なか婚式イベントも俺見てねえなここ来て
[05:13:10.798] ねえからだっ
[05:13:12.200] てあ来てねえわ俺
[05:13:17.638] ここ結婚式やってん
[05:13:22.798] のあここ入れないん
[05:13:26.718] だ分かってないなもう控室とか舞台色を
[05:13:29.798] 見せるのがサービスの基本
[05:13:31.480] じゃん入れねえものはいくら粘っても駄
[05:13:34.120] です
[05:13:35.760] なアリーナになんか一言言ってほしかった
[05:13:38.280] けどな
[05:13:39.798] どんな結婚式こんないさましい
[05:13:43.440] BGMあ
[05:13:46.320] あチュし
[05:13:55.638] たこいつらえこいつら何日もかけてここで
[05:14:00.400] 何百回もキスしてんのおかしい頭おかしい
[05:14:03.120] ぞこいつ
[05:14:06.718] らんボロロなっ
[05:14:10.638] あ王様2人
[05:14:22.520] いるおめでたいこととはえ大事なものを
[05:14:25.120] 怪我された気分だわおアリーナ過激派だわ
[05:14:28.680] 見てねいくら結婚式とはいえ先生な
[05:14:32.440] コロシアムを結婚式場にするなんて出たい
[05:14:35.400] こととはい大事なものを怪我された気分だ
[05:14:37.240] わこれお前Twitter燃えるからな
[05:14:39.680] お前そんなこと言ったらお前これ過激だな
[05:14:44.040] 結構過激なこと言ってんね怪我され
[05:14:49.400] た戦闘民族
[05:14:53.440] アリーナエンドールとモール相手にサント
[05:14:56.558] ハム
[05:14:58.600] えになっちまうあいなんだいねえ
[05:15:03.920] かいないかあ
[05:15:09.120] にいるかなと思ったんだけど入れない
