[00:00:10.280] ういお疲れ
[04:07:41.439] すんだぞお前おい
[04:07:44.319] 3000もすんだぞああ来た来た絶対ある
[04:07:47.960] と思ったケチャップアージで盛り上がる丸
[04:07:49.840] ボタンを押してケチャップを押し出しはい
[04:07:51.560] はいはいはいあはいはいはいやっぱあるん
[04:07:53.119] だこね難しさを選んでくださいケチャップ
[04:07:57.479] タイムえてっ
[04:07:59.800] て声かきしますよ俺が書くのおかしいだろ
[04:08:04.040] おめえが書くんだろうがなんで客に書かせ
[04:08:06.520] てんだど誰得なんだよこれなで3000円
[04:08:10.239] も払って自分のお前自分のおあれにどなん
[04:08:14.640] だこの店緊
[04:08:18.600] ですくそむずいしこれえ俺が酔っ払ってっ
[04:08:22.319] からなのかこれできねえのはあ俺が
[04:08:24.600] 酔っ払っ笑これこれできねえのは俺が
[04:08:27.680] 酔っ払ってるからなのか完成
[04:08:30.760] だアート9アートの世界です評価ランク9
[04:08:36.080] アートの世界お前たちには理解できない
[04:08:38.479] でしょこれピカソと一緒だから随分長い
[04:08:40.520] 尻尾がこれピカソと一緒だから俺は物
[04:08:44.319] をんな角度から見れるんです
[04:08:47.450] [音楽]
[04:08:50.560] ねだろそれ私
[04:08:57.800] はんいて欲しかった
[04:09:03.319] よここはちだったな確か
[04:09:09.000] ちかっ
[04:09:12.359] たっっいだもう1回食べればいいんだはい
[04:09:16.720] ご用意いたします2回目美味しすぎるから
[04:09:19.640] お待たせします見てお待たせしました特性
[04:09:24.239] ですふふふお姉こんなに食えるんかすぎる
[04:09:30.760] わ難しさを選んで
[04:09:33.680] くださいよこれ
[04:09:37.359] ターこ何を書くと思いますかうんちです
[04:09:42.520] うんちでうんちうんちうんちですちょちょ
[04:09:46.680] ですし終わんないうんんだこれ終わらねえ
[04:09:50.479] じゃないうんちですうんちですうんちだ
[04:09:54.080] うんちです笑笑うんち
[04:09:57.310] [音楽]
[04:09:59.399] です
[04:10:01.960] あら全てが終わりうんちだ笑笑ランク1
[04:10:07.640] 千切りキャベツですうんちですこの
[04:10:11.239] ケチャップ高いのに
[04:10:14.920] されされされ
[04:10:18.880] ぴあもうこんじもう帰んとお帰りですか
[04:10:25.199] 今日は楽しかったですよまたいつでも来て
[04:10:29.840] ください
[04:10:32.600] かいかい今日はありがとうございましたる
[04:10:38.279] の
[04:10:40.399] さん帰りたくないはい大丈夫ですご心配し
[04:10:46.560] ていただい
[04:10:47.680] てありがとうございます可愛いよ喋り方
[04:10:51.239] 可愛い今後もよろしくお願いしますお待ち
[04:10:54.880] してます
[04:10:57.610] [音楽]
[04:11:00.479] ねはいでは今日はこれでおやすみなさいお
[04:11:06.720] やすみなさん中のお肉だけ食べます中のお
[04:11:11.159] 肉だけ食べます
[04:11:15.960] [音楽]
[04:11:25.720] ピーマン
[04:11:28.479] もえ遊んだ
[04:11:31.520] な遊んだ
[04:11:35.040] なたけのこ
[04:11:40.119] もえ今日はここまでにしとこうかなゲーム
[04:11:43.800] だなこのゲーム2021年2022年
[04:11:47.600] 2023年か最高のゲームかもしれませ
[04:11:52.199] んなんだかくまのくずよのくまちゃん
[04:11:55.600] そっくりだったくずアンゲルクマくず
[04:11:58.560] デビルクマおい待ってでも3万行かないの
[04:12:02.119] は優しい待てみんな見てくれこの
[04:12:05.119] パッケージ見たな覚えろよ見たな今気づい
[04:12:09.119] たこれリバーシブルになってます
[04:12:11.520] リバーシブルになってておめえ見ろよ
[04:12:13.760] おめえらこのスケベとのがしょうがない
[04:12:16.760] から見せてやるよおめえら
[04:12:18.860] [音楽]
[04:12:21.239] に白飛びて見えねだわおいどう思んだよな
[04:12:27.399] これ
[04:12:29.319] ああ反射が強くってよく見え
[04:12:36.159] ん最高かなあ
[04:12:39.199] おおあららニコニコにんまり色はけ色
[04:12:43.680] はしけで色はしけでもこ俺たこんなとこで
[04:12:47.359] 止んねえからさあもういいよさ気持ちよく
[04:12:50.159] 追われるの
[04:12:53.159] に
[04:12:55.640] 何もう持っとるももうステッカーとか持っ
[04:13:00.399] とるやんけもうや
[04:13:03.920] てもうやて笑笑ステッカーえて茶魔顔茶魔
[04:13:10.680] 顔茶魔顔この前買ってそうだな
[04:13:14.020] [音楽]
[04:13:16.080] 笑笑笑DMCDCM
[04:13:20.880] 魔女には女の子が様々の様々な衣装のでお
[04:13:26.199] 客様を迎えするコスプレのイベントがあり
[04:13:29.520] コスプレのイベントがあるってさみ
[04:13:32.760] パチパチ声をしてかっごめくでかい声て
[04:13:37.239] くそでかいこ出しちゃたごめんあのみんな
[04:13:39.040] に知ってほしくてくそでかい出しちゃった
[04:13:41.279] ごめんね
[04:13:44.880] 魔女次の楽しみにして
[04:13:49.319] おこういつなの魔女は今月はあ今月は全部
[04:13:54.159] なん
[04:13:55.159] だあまねです本日はご指名いただき
[04:13:59.159] ありがとうございました本当に1週間
[04:14:01.080] 耐えれるお恥ずかしいところばかり見せて
[04:14:03.239] しまいすいません心配して緊張したので
[04:14:05.880] そんな私ですがよろしければまたお話しし
[04:14:07.800] たいのですがお待ちしてますねどうかこれ
[04:14:09.800] からもよろしくお願いしますそれではまた
[04:14:11.560] いやもう1週間耐えるよこれ俺毎日やって
[04:14:14.560] たら死ぬと思う逆にちょっと体力使いすぎ
[04:14:18.680] たわ
[04:14:19.560] 今日ちょっとさすがに自分でもエンジン
[04:14:22.199] 全回すぎたるかなちょっとねいや逆にに
[04:14:26.319] なってる人見に来ましたこんなもん毎日
[04:14:28.600] やってたら頭おかしくなるんで週に回最後
[04:14:31.080] のチェリーミシン何何何決なっとるやん
[04:14:34.520] おさゆれじろりされ
[04:14:37.319] じろり最後のチェリーはイシ揺れてます
[04:14:41.000] チェリーが
[04:14:43.439] 可愛かったよまた会おねいつ潰れて寝ても
[04:14:46.119] いいように金曜夜にしよこんなおもろい
[04:14:49.080] もこだし本当だこんな毎日や頭かしくなる
[04:14:51.680] よ明日からまた魔界に行くぞお前らおらお
[04:14:56.760] お前ら明日もどせ70行くからな頼むぞ
[04:15:00.760] 明日からまたPCエンジンだ
[04:15:03.399] ぞこんな感じでリスナーが麻痺しちまう
[04:15:07.040] こんな感じで終わりにするわこんなもん週
[04:15:09.399] で1回だろマジで体が持たねえ10べ海王
[04:15:12.359] 拳だよ
[04:15:13.880] 持ってくれ俺の
[04:15:15.960] 体海と一緒だよ体が体が持たねえよこんな
[04:15:19.840] もん毎日やったらこんなも心臓止まるわの
[04:15:26.600] 中毒にはまる
[04:15:28.760] げバにはまってもむにはかないようにね
[04:15:34.520] 笑指名したこともねえ女
[04:15:41.040] をれたこ最皿洗い大変だからはきていや
[04:15:46.199] のののちゃんも会いてえ
[04:15:48.000] なののちに会いてえよののちにこんばんは
[04:15:52.239] レオル
[04:15:56.960] こんばんは笑笑
[04:16:00.920] ショなおは
[04:16:03.359] う
[04:16:06.159] うやあマジゲームだったええええこれどう
[04:16:10.239] やって買うのあ
[04:16:12.970] [音楽]
[04:16:14.560] ミリタリーおいおいおいおい途中で説明
[04:16:19.279] あったやんけバニーちゃんある
[04:16:22.600] じゃんちょっと待って今ちょっと今の
[04:16:26.319] 大丈夫だよね今の
[04:16:28.479] ね一瞬なんか大丈夫逆バニーはないんです
[04:16:32.640] かバニーが
[04:16:35.520] いえこれちょ待って今さネットワークに
[04:16:38.439] 繋げるとこお金取られんのこれこれお金
[04:16:41.600] 取られんのね課金アイテムなのかな課金
[04:16:44.880] アイテムなの
[04:16:46.960] えーもうこのゲームですら高かったのに
[04:16:50.720] このゲームプレステ3で未だに7000
[04:16:53.080] 当たり前だろ穴あきすみないのかはよ
[04:16:57.640] 払えカスタマイズって何衣装おるやんええ
[04:17:02.960] えええええええええ名作だもんよええ
[04:17:08.600] ええあえ紙も変えれるの
[04:17:16.239] おえ待ってこれはこれはバされるおい部が
[04:17:21.359] 見えちゃこれはダだみまだネットワーク
[04:17:24.000] 生きてるのかこれはダだみんなこれ
[04:17:26.520] ちょっと危険すぎるこれダメこれちょっと
[04:17:29.119] 見えちゃいけないの見えた今
[04:17:31.479] えバカ可愛い
[04:17:35.720] すあらまけてんのこ1番上れ未来にはない
[04:17:41.760] もんね
[04:17:43.399] ナイス見てなかったも1回ランディには
[04:17:47.359] ランディには
[04:17:49.040] [音楽]
[04:17:51.720] ネ大わかんない変わんない
[04:17:59.600] ラディラ見たいどうし見たいランディのに
[04:18:02.600] 見ようかランディのにランディ見てラディ
[04:18:05.560] 見てちょっとだけ瞬だけ一瞬だけされかも
[04:18:08.119] し
[04:18:13.000] ずっと家にしてるやんうおありがとう
[04:18:16.199] ございました今日はここまでにし
[04:18:18.600] ましょうもう今日はもう今日はもう僕もう
[04:18:22.720] 何もいらない僕もう何もいらないおたまら
[04:18:27.840] んぜエレレありがとうござい
[04:18:30.960] ますありざまし
[04:18:33.800] たちゃまくちょっと立ってみて面白かった
[04:18:37.800] ね刺激が強すぎた立てるけど立てない
[04:18:40.560] みたいな
[04:18:42.880] 茶が好きで良かったよこれ盛り上がる
[04:18:47.399] なまた来週お会いしましょうドリーム
[04:18:50.279] クラブは紳士だけが通える特別なお店週末
[04:18:54.080] にだけ会える特別な出会なんですもうに
[04:18:56.159] 立ってる
[04:18:57.399] でしょ感じがわかんないな身長さいいな
[04:19:00.159] これあなるほどこれ身長査
[04:19:06.399] かなんなら大変なことなってそう
[04:19:10.820] [音楽]
[04:19:12.920] ああなるほど
[04:19:14.239] ねいやののいや俺今んところレかのののレ
[04:19:19.920] かのののえ甘ねレかののの甘ねなのもよく
[04:19:26.760] ない待待待っちょ待って待てな意外と
[04:19:29.760] でかくないな意外とでかえ170ある
[04:19:34.560] じゃんえなでかいのかよれてたよ笑えこれ
[04:19:40.760] 30000円でカト嘘だろ買った方がいい
[04:19:42.319] よ絶対高いこれ
[04:19:43.600] [音楽]
[04:19:45.319] 今Xbox1は確かにそんくらい安い
[04:19:48.199] プレステ3版は高い
[04:19:51.840] よやめだなマジか笑よしこんな感じ
[04:19:57.920] でありがとうございましたね最高のゲーム
[04:20:02.119] でしたわねもうちょっと本当そろそろ狙い
[04:20:04.720] とあこんなだすごいやまそんな感じでざし
[04:20:08.000] た最高のゲームでしたねまたまたまたまた
[04:20:10.760] ちょっとこれおつでした
[04:20:14.000] 最高最高のゲームとはまさにこのこと
[04:20:19.319] ですれたマジでくそ面白かったわ
[04:20:23.800] めちゃくちゃ面白かったねこれまた
[04:20:26.800] 来週来週やりましょう来週お疲れさ最高の
[04:20:31.359] ゲームでしたマジで疲れままた来週続き
[04:20:34.399] やりますんでえま前に墓どるねお疲れ様
[04:20:37.600] ですぜひぜひ皆さんお酒を用意しありがと
[04:20:39.920] ね笑ったわ最高久しぶりにくそが楽そうに
