[00:00:00.000] OG
[03:32:52.359] まあまあでもいいよ俺欲しいだけ普通に
[03:32:54.720] あのあのジャケットがでかいやつ置いてく
[03:32:57.040] だけでもテンション上がる
[03:32:58.600] じゃん
[03:33:02.080] クスス
[03:33:06.000] プライアねこのゲームってもうクリアもし
[03:33:09.239] かしてなんかこのこの王様のとこに行っ
[03:33:12.040] たらクリアになりそうで怖いんだけど
[03:33:13.760] ちょっと待ってしかもこれめっちゃ複雑だ
[03:33:15.560] なこのマップめっちゃ複雑だ
[03:33:17.960] なオ分かったこちだ1トラックスあれ
[03:33:24.570] [音楽]
[03:33:28.040] レイア
[03:33:30.680] トラックスもう読むのれたち
[03:33:34.600] か王様のと行ったら世界の半分の
[03:33:46.800] めお前たちに頼みが何王様わしの娘が魔王
[03:33:53.319] にさわれたのじゃなんでこんなテプレみて
[03:33:55.920] なことやってんのどか助けてはくれないか
[03:33:57.920] 全然痩せてるな確かにだが俺たちはその
[03:34:02.840] 魔王の使いだよ使いだよ王様はお構いなし
[03:34:07.840] で喋り
[03:34:09.040] 続けるここに100ゴールドあるねなんで
[03:34:13.120] こんなドラクエみたいなことやってんの急
[03:34:14.720] にボがおいなすごいやっちゃったねチ
[03:34:18.760] スネークは右手を振り上げ王の首を
[03:34:21.080] 弾き飛ばし
[03:34:22.840] た旅のうわ宅をするがナレーション
[03:34:29.680] え
[03:34:30.930] [音楽]
[03:34:33.479] ですえなん
[03:34:35.760] なんなんでこんなテンプレみたいなこと
[03:34:38.279] やってんのこの城のどこかにこいつらを
[03:34:41.439] 操っているやつがいるはずだえいるのかね
[03:34:44.640] を探し出そう
[03:34:46.359] 気持ち
[03:34:48.359] 悪BGMめっちゃ良かったね今
[03:34:54.000] ね
[03:34:55.660] [音楽]
[03:34:56.920] うせなるほどな1回セーブしようなんか
[03:35:01.160] さあこのゲームもうそろそろ
[03:35:03.120] 終わなんか終わるのかねどうなんだろ
[03:35:06.640] 終わんの
[03:35:10.479] かもうのれた
[03:35:14.560] [音楽]
[03:35:15.760] これ
[03:35:17.479] ねどうなるんですかこの物語は
[03:35:33.600] 一体Lもう読むのれ
[03:35:36.680] たのさ
[03:35:40.800] イターのやばいね感が
[03:35:46.500] [音楽]
[03:35:53.040] 何をさっきからそんな英語で話して君た
[03:35:56.120] は何を言ってんの君
[03:36:00.520] た読の疲れ
[03:36:02.960] たちょっと待って
[03:36:09.720] [音楽]
[03:36:15.680] 使って欲しい笑ちゃまくリクエストしてえ
[03:36:18.960] かあいいよいいよガメ飲酒システムと
[03:36:25.120] エンシとチックンAプライアアニロル着
[03:36:31.720] うわお前ポイント持ってんなあポイント
[03:36:34.960] 持ってんな
[03:36:36.680] お前お前ポイント持ってんなポンて使える
[03:36:40.000] んだいやゲームをサントラとして使えばと
[03:36:43.040] いうことだけどしたやる求めて欲しいなと
[03:36:47.199] 話です笑ファミコンのスクーン頼んます
[03:36:50.600] ファミコンのスクーンまたお前高いのじゃ
[03:36:53.160] ねえだろう
[03:36:54.840] なたけえのだと買えねえ
[03:36:59.720] の
[03:37:02.040] スクーン高高いってなんですぐ高いのやん
[03:37:06.080] の肉うどんさんは高いよ箱発生もすん
[03:37:12.000] じゃん
[03:37:15.800] いいよいや箱石好きなら大体高くないいや
[03:37:20.960] そんなんでもないよ安いのは安いんだ高い
[03:37:25.520] よまかまそのうち買うわそのだいぶ先だよ
[03:37:29.199] 今かなりあのかなりあれだからかなりあの
[03:37:32.359] 詰まってるからさあのあのなんだっけあの
[03:37:35.319] リクエスト俺全然リクエストやんねえて
[03:37:37.040] こういうゲームばっかやってっから
[03:37:39.000] リクエスト大渋滞なんよ気長に待ってて
[03:37:41.560] くれよだていつまでも待つわ
[03:37:43.800] あ返された
[03:37:46.000] 私待つはいつまでも待つ
[03:37:51.800] はたえおいらがすくんやらなくて
[03:37:57.319] も待っててなリクエスト待ってるよそうな
[03:38:02.279] んだよごめんな今ちょっとよやりてゲーム
[03:38:05.040] が多すぎて
[03:38:07.439] よこ2回でしょここ3
[03:38:12.040] 回なんなんここ
[03:38:17.600] 1回セーブしてえ
[03:38:19.399] なえウーマ
[03:38:23.040] そ何これボス来たわ急にボス来たわウーマ
[03:38:28.680] そウーマンなのか
[03:38:32.800] な
[03:38:34.720] ブレアでかもう人間とかじゃないや
[03:38:39.479] んスペア
[03:38:45.800] オールドとせソンドトラックエドおもう
[03:38:49.680] 読むの疲れたアマンや
[03:38:54.840] な速攻倒す
[03:38:59.760] わ
[03:39:04.399] パチ
[03:39:06.120] さ私をよに待してくれて
[03:39:11.640] [音楽]
[03:39:14.359] ありがとう
[03:39:17.160] オケふ1回セーブ
[03:39:20.790] [音楽]
[03:39:24.840] しよう
[03:39:26.439] ナイス1回セーブするよ回復してセーブ
[03:39:30.279] するよ復もちといい翻訳してちょうだい
[03:39:33.340] [音楽]
[03:39:35.680] 笑
[03:39:37.479] ナイスロルニコニコにんまり
[03:39:41.040] 100%なんやねニコニコにんまり
[03:39:43.279] 100%って
[03:39:45.560] なんかいいじゃねえかニコニコ人まり
[03:39:47.479] 100%りましたありがとうタル
[03:39:53.800] さんさん
[03:39:56.040] よしあセーブしてねって危ねえなセーブだ
[03:40:01.319] セーブおい
[03:40:04.760] あこここでフリーズかよと思ってた
[03:40:09.760] [音楽]
[03:40:13.359] 今何何何
[03:40:15.840] その部屋にはもなく大きコンピュター
[03:40:20.439] 沈黙これがこの国をるメイン
[03:40:23.279] コンピューターであろう何これ
[03:40:26.120] ここは立ち入り禁止区域です早くそれぞれ
[03:40:30.560] のへ
[03:40:32.279] りいもしくは病院に行き修理してもらい
[03:40:36.760] なお
[03:40:40.319] ならそうここをったのはあんた
[03:40:45.720] はプログラムにありません不思議ですどこ
[03:40:50.680] から来たのですかそんなことは関係ねえ
[03:40:55.640] この町を作り管理しているのはお前なのか
[03:41:00.199] 不思議ですあなたたちの感情は私の中に
[03:41:04.720] インプットされていないなんなんこれは
[03:41:07.239] その感情は春か昔に人間がっていたと思わ
[03:41:11.720] れる情うんうん
[03:41:15.560] のか人間以上に人間
[03:41:19.359] らしい俺たちが人間以上に人間らしいだ
[03:41:23.920] と教えてくれ俺たちは何者なんだ
[03:41:28.640] うん私は人間の意思を継ぎこの町を管理し
[03:41:33.439] ているうん人間たちは滅ぶ時夢というもの
[03:41:38.279] を残し
[03:41:39.359] た夢というものを実現させるのが私に与え
[03:41:43.880] られた使命うん
[03:41:46.080] この世界がその夢の実現
[03:41:48.880] です夢これが人類の夢だというのか単純な
[03:41:54.479] 行いを繰り返し決まりきった毎日を過ごす
[03:41:57.560] ことが夢だというのが私には分から
[03:42:01.920] ない私は過去のデーターからこの世界を
[03:42:06.080] 作り上げたそしてこの世界が人類の夢で
[03:42:11.720] あると結論を出したお貴様ら機械に何が分
[03:42:16.479] か
[03:42:17.760] るってんだGスネイクはコンピューターに
[03:42:20.159] 切りかかったあら瞬間強烈な電流が全体を
[03:42:24.040] 包み込ん
[03:42:33.000] だ人類はコンピューターの作り上げる世界
[03:42:36.800] に全てを任せるようになっ
[03:42:39.359] た自分たちでは何もできないことに気づい
[03:42:42.960] た
[03:42:43.720] 時はにしと言っていたそして自ら滅亡を
[03:42:50.399] 望ん
[03:42:51.399] だ人類は地下と身を潜め
[03:42:55.000] た人類はこの町を私に託す時最後の言葉を
[03:43:00.239] 残し
[03:43:01.399] たいずれ人間らしい本来の感情を持った
[03:43:06.120] ものがここに来る
[03:43:08.520] だろうその時までこの町を守っていて
[03:43:12.439] ほしいとお
[03:43:15.239] たちがそれに相当するものなの
[03:43:19.000] だろう私は司令党からの命令で管理してい
[03:43:22.880] たがこれで私の任務も終わりだんお前たち
[03:43:28.520] が人類なの
[03:43:32.960] だそれっきりコンピューターの光は消えて
[03:43:37.359] 何も動かなくなっ
[03:43:40.920] た教えてくれ司令とは何だは我々は人類の
[03:43:48.199] 生まれ変わりなの
[03:43:49.680] か今までの記憶は全て嘘のものだったと
[03:43:53.439] いうの
[03:43:54.960] か魔族の記憶など何もかも立ち上げだった
[03:43:59.239] の
[03:43:59.570] [音楽]
[03:44:01.279] かコンピューターから1枚の紙が吐き出さ
[03:44:04.600] れてきたその紙にはここう書いて
[03:44:08.640] ある司令党へ報告する任務は全て完了
[03:44:15.520] 次なる時代の支配者は誕生した何何何
[03:44:19.680] ナンバー
[03:44:24.479] 8541俺たちは何をすればいいこの大地
[03:44:28.680] で何をすればいいってんだ全て人類に
[03:44:32.760] 仕組まれた出来事だったのさうまくでき
[03:44:36.279] すぎてるじゃないか司令党とやらに行けっ
[03:44:39.800] てこと
[03:44:40.640] さその後で異性隊と戦えっていうのか
[03:44:46.120] もうどうでも良くなっちまっ
[03:44:48.800] た俺たちが本当に人間の生まれ変わりなら
[03:44:53.479] また滅亡は繰り返され
[03:44:56.560] るってことだろ絶妙に滑舌悪いなもうすぐ
[03:45:01.120] 全てが
[03:45:03.159] 終わるそんな気が
[03:45:06.760] する一向は足取りくその場を後にした
[03:45:18.920] うなるほどねなるほどねはいはいはいはい
[03:45:23.600] はいナレーションはいいのになうんうわ
[03:45:25.960] おるせそこは神なんだな第3部第2部な
[03:45:30.960] ええこれなんかさどうなんのこれ
[03:45:35.159] で司令塔に行け言うてたけど
[03:45:42.300] [音楽]
[03:45:48.720] うんうんうーんて感じだねさあ行くしか
[03:45:53.359] ない
[03:45:54.960] でしょう今日はここまでにしよう
[03:46:00.760] かこっから出れんのかなあナイスナイス
[03:46:04.120] ナイスあの多分司令塔ってあれよ
[03:46:08.000] な司令塔ってあれよな多分あのさっき塔あ
[03:46:12.359] るって言ったあれあそこだよなうん
[03:46:17.880] うんこれマップのさ多分左上右上にさ右上
[03:46:21.920] 分かるかなちょっとさ縦に長いのある
[03:46:24.000] じゃんあそこだよな多分なうわあそこまで
[03:46:26.399] 行くのしんどい
[03:46:28.720] なあそこなんやなるほどね
[03:46:32.020] [音楽]
[03:46:41.520] うーんちょっとあのまあそこまで行って
[03:46:43.960] 今日終わりにしようかな
[03:46:46.600] で明日最終回気になって眠れない最終回か
[03:46:49.399] どか知んねえけどなんかいよいよ詰ですぞ
[03:46:51.880] 最終回だよな多分な多分そこラストだべ
[03:46:54.439] 多分ラストダンジョンじゃない
[03:46:56.560] そこ気になって眠れない絶対寝るだろ
[03:47:01.359] どっちのパーティもったいやパーティー
[03:47:04.000] 弱えんだよなそうなんだよパーティー弱え
[03:47:06.040] んだよ
[03:47:09.159] なでもま行くしかねえよな
[03:47:13.030] [音楽]
[03:47:16.479] 行くしかないしょでも
[03:47:19.920] これじゃお先にあお
[03:47:24.120] やすみちょっと俺もそこまで行って終わり
[03:47:26.600] にしよっか
[03:47:35.560] なめちゃくちゃ強い敵がいるから本当に
[03:47:38.600] そこ
[03:47:40.080] は気をつけないと
[03:47:53.600] やっぱ人間は滅びてたっちゅうこっちゃな
[03:47:57.319] 敵が多いんですって敵が
[03:48:00.730] [音楽]
[03:48:10.399] 多いうんと
[03:48:12.600] じゃあラダの前まで行ったら今日2時半
[03:48:15.960] ぐらいかなちょうど
[03:48:17.279] あーらまいっかこいつだてもいいわサルバ
[03:48:21.600] のハじゃなけれゃまだいいわなあいつ弱え
[03:48:23.880] から
[03:48:24.340] [音楽]
[03:48:33.680] さこれスライムちゃん弱えんだよな
