[00:00:09.639] H
[03:38:45.600] たきだからバリーんとこ読めってバリーが
[03:38:48.359] 魔帰る
[03:38:49.800] とこお前は王も殴れる男になったぶわー
[03:38:54.399] つってめちゃくちゃそれまで最強で怖かっ
[03:38:57.319] たらさめっちゃ怖かったバリーが泣くのよ
[03:39:00.279] ぶわーつって変わっちまったよ変わって
[03:39:03.520] ねえよ俺は俺
[03:39:05.680] だ変化ではなく進化
[03:39:08.439] ジムあ泣けんだよ
[03:39:12.319] ななんだっけガシ2え
[03:39:18.310] [音楽]
[03:39:19.640] ガッシ本日ガッシュはガチで熱血漫画で
[03:39:23.160] ある1万円あればンのあれで揃うんだよな
[03:39:27.920] 変わってないかりがの面白さにきしたのあ
[03:39:32.000] そういうことそういうことそういうこと
[03:39:33.600] そういうことディラそういうことだよ
[03:39:37.640] ディラ
[03:39:39.359] やっとやっと周りが俺の面白さに気づき
[03:39:42.720] 始めたか
[03:39:45.720] た世様に俺ももうほっとかないよもう世間
[03:39:50.520] が俺をああ見つかっちゃっ
[03:39:53.120] た見つかっちゃったなひい
[03:39:57.319] な
[03:40:00.279] 笑笑見つかっちゃっ
[03:40:03.279] た世間が俺を見つけちゃったよこんな
[03:40:07.080] 面白いの
[03:40:09.279] 逸材ぶっ倒すぞ
[03:40:16.760] おいいぞいいぞも1回バ食らわせとく
[03:40:20.359] か
[03:40:22.800] ほえもうこれはもうゴブリンですよね
[03:40:26.880] ゴブリン一択だよねなぜなら武器防具装備
[03:40:29.359] できるからまずもう優先だよそれ
[03:40:35.279] が前もこれになった気がする同じ理由
[03:40:40.199] でそ面白みないかもな
[03:40:47.080] あとはスケルトンレベル17にしたらもう
[03:40:48.960] 今日のノルマ
[03:40:54.640] させスケルトンレベル17にしよう
[03:41:01.350] [音楽]
[03:41:11.479] ぜ先ほどまでの天候1.2枠にきまり暴風
[03:41:17.279] が彼らを襲った天空に稲妻の走っているの
[03:41:21.359] が
[03:41:22.439] 見えるお雷
[03:41:25.840] か飛んだ足止めだ
[03:41:29.000] わうわこいつは
[03:41:33.040] すげえ気をつけろただの雷じゃ
[03:41:37.000] ねえおいお前ら大丈夫
[03:41:40.439] かどうにか
[03:41:43.279] なそれより先
[03:41:46.600] が本当に雷に撃たれ
[03:41:54.560] た
[03:41:58.920] 眠寝れるね我が魔族の代表者たちよ寝よ
[03:42:05.000] かちゃ
[03:42:06.880] まげもうあと13分
[03:42:10.319] やる2時までやる2時までやる
[03:42:15.760] 2時までやり
[03:42:19.600] ます頑張りな
[03:42:29.279] ガガルわがまま言わないよまま困っちゃう
[03:42:32.840] もう2時という衝撃早いね
[03:42:39.500] [音楽]
[03:42:45.600] やっぱでもここまでやったけどさヒル金
[03:42:49.720] 弱えやっぱりヒル金弱いね
[03:42:59.290] [音楽]
[03:43:27.920] ねねどうし
[03:43:30.800] ね地道にレベル上げるしかねえ
[03:43:34.319] よ地道にレベル上げるしかね
[03:43:47.359] 何がバっ
[03:43:48.760] [音楽]
[03:43:53.199] た
[03:43:55.560] ちゃんちゃんは元からバグってる
[03:43:58.680] から元からバグみたいなもんだよ彼
[03:44:01.930] [音楽]
[03:44:03.159] は元からバグでしょちゃんは
[03:44:11.120] [音楽]
[03:44:32.880] ランランそんなに褒めないでよメネ大メネ
[03:44:37.120] 大メネ
[03:44:39.600] 大メネ大我が魔族の代表者
[03:44:50.080] もう物がいたぜ娘ちゃんも小学生か早いん
[03:44:54.680] だね早いね本当に俺がだって昔見た時は
[03:45:00.159] もうこんなだったよこんなあげ
[03:45:04.760] てけあげだねえててて
[03:45:10.750] [音楽]
[03:45:34.159] 私にわかんない塊魂の曲歌ったそんな
[03:45:38.239] 小さくないよおけはおけはおけはこれは
[03:45:45.279] あれだよあのあれだよ何の曲だっけあの
[03:45:49.880] アンダー
[03:45:51.000] テールアンダーテールよアンダーテール
[03:45:54.040] あの聞きねえのとこであげだねあげだねだ
[03:45:57.479] あげだねって言うとこれが流れんだよこう
[03:45:59.600] いうこういうさあの王様が出てき
[03:46:03.479] てアテの
[03:46:05.960] 曲あげだ
[03:46:08.170] [音楽]
[03:46:09.319] ねテレレレテレレレ
[03:46:13.900] [音楽]
[03:46:17.680] てやってないんだよねあんてえやり
[03:46:22.880] なバカなくぜ
[03:46:26.520] 多分地獄先生の歌
[03:46:31.250] [音楽]
[03:46:34.720] 歌っあてはやりな本当にやりなルル
[03:46:45.130] [音楽]
[03:46:58.960] 何何それ
[03:47:01.520] 何かこいいのだ
[03:47:04.540] [音楽]
[03:47:15.279] おまたマシた何それ
[03:47:22.319] バリバリすごいいいやつ怖い怖い怖い怖い
[03:47:25.520] 怖い何何の
[03:47:27.560] 話怖い
[03:47:32.199] なヌ地獄先生ヌの歌
[03:47:38.640] 怖い俺たちにはまだわかん俺たち若いから
[03:47:41.600] わかんねえよな
[03:47:45.120] マジごめんマジでわかんねえわあそんな
[03:47:47.279] あんの大人組にしかわからんのよ怖かった
[03:47:50.880] 砂利が有白書の歌は知らない
[03:47:55.560] よそばカスの数を数えてみるじゃないの
[03:48:03.399] それだけじゃお腹がすくわみたいなあれ
[03:48:08.359] これ夕だっけ
[03:48:09.560] [音楽]
[03:48:11.239] これ違ったっけそれルロ剣ルロ剣か
[03:48:14.840] さよならバイバイそばかすやんけほらもう
[03:48:18.560] 大人組来た大人組が来たほら大人組
[03:48:21.960] がこんばんはあバカ眠いっ
[03:48:26.359] すなんで眠いのにやるのそれ
[03:48:30.640] はまさらタウンにさよならバイ
[03:48:35.640] バイ俺はこいつと旅に寝る終わっちゃった
[03:48:40.560] んだよ
[03:48:41.439] あのまあのマリオとルイじゃないくてなん
[03:48:44.279] だっけサトとピカチュウの
[03:48:46.960] 物語ピカ終わっちゃったんだぜ考え深く
[03:48:50.920] ねえ
[03:48:53.840] かっじゃんだっ
[03:49:01.680] ヘイポケモン言えるかな歌えるかなみたい
[03:49:05.120] や
[03:49:07.359] ねおっ
[03:49:09.760] [笑い]
[03:49:11.450] [音楽]
[03:49:13.720] ディ仲間が来たおっさん仲間
[03:49:16.080] [音楽]
[03:49:17.880] がらららみま嬉しいらららみまそれも知ら
[03:49:24.279] ないえ151じゃねえのさんの方
[03:49:28.560] パンパンパンパンパンパンパンパンパンパンパンパン
[03:49:31.319] 仲間の数はそりゃうっかりすっかり
[03:49:34.640] ばっちり多い方が
[03:49:37.000] いいだけどもったにありゃうっかりずっ
[03:49:40.840] かりがっつり151
[03:49:43.870] [音楽]
[03:49:45.159] これじゃねえのこれしか知らない顔
[03:49:49.880] 笑笑おかしかったね
[03:49:54.000] 今いいね君たちとの出会いは全部ちゃんと
[03:50:00.399] 覚えてるいいと思うそれでいいと
[03:50:04.080] 思うこれでいいすかねチバゲームこれで
[03:50:06.920] いいのかな俺ねみんなチマゲームってこれ
[03:50:10.319] でいいのかな分かりません誰にも正解は
[03:50:13.600] 分かりません
[03:50:15.239] ダ君顔がいいよく言われますイケメンなん
[03:50:18.880] でだけもったにありゃうっかりずっ
[03:50:23.439] 私はいいと
[03:50:26.760] 思うえポケモン全然知らないのマジか
[03:50:30.120] ようちのし顔がいいじゃ
[03:50:33.279] 何顔が
[03:50:35.840] いい正解そうだろ
[03:50:39.600] ピカチュピカチュ
[03:50:42.560] ラピあだ
[03:50:45.399] サドポリゴンディグ
[03:50:54.319] リガ次はじゃちょっと泣きながらやって
[03:50:59.439] みようなんとかベタベタなん全然ゲーム
[03:51:03.319] 進まねからうるさいみうるさいです本当に
[03:51:05.640] もうですも
[03:51:07.399] やめよったねあったね
[03:51:14.840] ああもう
[03:51:15.760] 寝よちゃうもうなんだかわかんないって誰
[03:51:18.760] がうるせえんだって話え
[03:51:22.960] リスナリスナーがうるさいんだ
[03:51:27.000] よ嘘嘘嘘嘘や
[03:51:29.840] で3ちゃくないもんわ
[03:51:36.000] [音楽]
[03:51:37.920] 30ちゃまちゃんひどいかかか
[03:51:44.920] 青い青い静かな夜に
[03:51:49.199] は
[03:51:50.800] おいら1人で鉄がするのにゃ嫌そうな顔し
[03:51:56.479] てくれるの好き静かちゃう
[03:51:59.810] [音楽]
[03:52:01.560] 笑笑あ進化
[03:52:04.960] 合体合体せえや合体を早く合体をせすぎて
[03:52:09.399] 涙出てきた
[03:52:11.540] [音楽]
[03:52:13.520] どしよサで虫たちがラ合体
[03:52:23.239] しこれこれルーラの声天使の歌声影
[03:52:28.359] 影これ
[03:52:31.640] 影なんでも出ますからんでもつぐ出るから
[03:52:35.560] 鳴き声ゲーム版の鳴き声ねの声すぐでこれ
[03:52:41.720] 人影これてるでるでしょもう何でもできる
[03:52:45.640] んすよポケモンそのネタ知らないの悔しい
[03:52:48.479] んだよなもうすぐ出るよしてくれれば何で
[03:52:57.319] もほんまこれは日本でバズレンダねんだろ
[03:53:01.239] なこんなにすごいビリ玉ビリ玉ババえよ
[03:53:05.800] ちなみにあの丸マイン
[03:53:10.000] は笑笑似てる俺だもんあ注目した
[03:53:16.800] 笑笑ほんま本物本物なんだすぐ
[03:53:22.439] 出るクリップにしたい笑魔ッにあ
[03:53:27.120] のこれもう俺もうクリップに何個もある
[03:53:31.120] ごまこれマジ笑笑これこれマジだよ
[03:53:34.880] ごま
[03:53:36.880] これお決まりの
[03:53:39.439] ネタすぐ出るから言ってくれたら大き大き
[03:53:46.279] ルそりゃそうじゃムックルチキ
[03:53:54.080] 笑笑坊ちゃん坊
[03:53:57.810] [音楽]
[03:53:59.640] ちゃんわからんにはにはわから
[03:54:03.159] んちゃ世界で番おもろい瞬間悔しいこんな
[03:54:08.520] んでよこんなの止まりなのか
[03:54:11.600] 俺こんなの止まりなのか
[03:54:15.920] [音楽]
[03:54:20.120] パート1だから最新作やってねえかもある
[03:54:25.170] [音楽]
[03:54:30.720] よ
[03:54:34.960] わかんない
[03:54:40.460] [音楽]
[03:54:44.800] いくてなわけで2時だけど寝るべもう
[03:54:48.279] やめよもうやめよもう本当やめるけど疲れ
[03:54:51.680] たわこ
[03:54:53.560] やん仲なんよ寝ろ
[03:54:57.040] な寝るぼもう寝るボン神の味噌
[03:55:03.800] 汁神のあっ
[03:55:07.680] たみそ汁ポトありがとう笑った埋める
[03:55:15.399] いただきましたおいしい
[03:55:20.080] ですああソの音おお
[03:55:24.600] ありださスケルトンもう1レベで進化する
[03:55:27.800] んですよ
[03:55:29.279] ねそこまでやっていいかあと5分くらい
[03:55:32.120] あと5分あと5分集中すればいける
[03:55:39.199] 笑笑ガチでできそうでできねえ
[03:55:45.040] よくやったえい延長だもう寝るよ
[03:55:49.520] スケルトン進化した瞬間セーブして終はい
[03:55:55.840] よせはい
[03:55:59.279] よせイエ鬼ポポなんとかベトベトなんとか
[03:56:05.120] なんとかなんとかなんとかゲム
[03:56:25.790] [音楽]
[03:56:38.239] た
[03:56:39.630] [音楽]
[03:56:49.680] はは
[03:56:50.740] [音楽]
[03:56:51.880] ははは黙るならやめる
[03:56:57.840] [音楽]
[03:57:02.159] 笑歌い終わった後にテンションがどっと
[03:57:05.399] さがんなわ
[03:57:08.120] 笑めっちゃ敵笑
[03:57:14.890] [音楽]
[03:57:35.159] こっちで喋ってるからちゃまくはゲームし
[03:57:37.720] てな
[03:57:49.080] ちゃま
[03:57:52.800] 楽しいバンチ楽しい
[03:57:57.080] よみんなとお話楽しいな歩く18金さん
[03:58:02.880] こんばんは僕はもう寝ますけどね僕はもう
[03:58:06.600] 寝ますけど
[03:58:09.720] も疲れたたち
[03:58:13.120] ねもうあと1レベだけ上げたいあと1レベ
[03:58:17.080] だ上げ
[03:58:21.180] [音楽]
[03:58:31.600] たいあと2日ぐらい寝ないで
[03:58:35.600] 欲しい死ぬと
[03:58:37.990] [音楽]
[03:58:39.279] ほあああああ
[03:58:44.399] 来た来たた来た来た来たたゲはるキキキ
[03:58:52.040] キキキキキ
[03:58:56.319] キキキさあて誰おすごい声だよすごい声が
[03:59:00.960] 出た自分でもびっくりですね何でしょうか
[03:59:03.120] この声はこの声は一体なんだすごい声だよ
[03:59:08.120] すごい声がりましたよ
[03:59:11.239] これうん何かね誰と合ったしようか
[03:59:17.120] な誰と合たしようかな
[03:59:20.520] えみのスケルトンさんはやねんスケルトン
[03:59:25.319] さんはね割といい状態なんすよね
[03:59:28.159] ミノタウルスストン前にコンドームをつけ
[03:59:31.080] ましょうねミノタ何を言うとんじゃ
[03:59:33.760] ミノタウルスと合体したいなと
[03:59:40.520] おおおいいじゃないですかかっこいいノい
[03:59:46.279] たノブ
[03:59:49.040] ノブ
[03:59:51.960] おらはいもう寝ますさよならのぶみたいな
[03:59:57.000] 顔したのみたいな顔して
[03:59:59.680] たセーブしておしいバーはいもう寝ます
[04:00:05.159] さよならさよなら
[04:00:07.680] さよならあましたお疲れ様くそや今日は
[04:00:12.199] ゲームはくいですなんか眠いので寝ます
[04:00:16.359] 今日はありがとましたお疲れ様でし
[04:00:19.760] た
[04:00:23.199] れれエレギレエレギレお疲れ様ねお
[04:00:28.359] 疲れお疲れ
[04:00:30.840] 様お疲れ様したお前らもよく寝ろよ
