[00:00:04.560] G
[03:58:29.760] ポッキてなんだなさんいるからさん
[03:58:32.640] いらっしゃいましたまだ
[03:58:35.319] ランディディランディが言ってますからね
[03:58:39.359] ランディが言ってますからねこれ最悪こい
[03:58:43.279] よね
[03:58:45.199] きしいっすよねこのゲームなんだかつまん
[03:58:48.199] なかった
[03:58:49.760] 笑笑つまんなかったた
[03:58:52.600] ちょっと
[03:58:54.159] は帰っちゃいまするでるだ次の楽しみが
[03:58:59.720] できました今日はすごく楽しかった
[03:59:04.590] [音楽]
[03:59:05.800] ですもっとお話したいことがあったんです
[03:59:09.319] ようんでもお時間が来ちゃいましたう
[03:59:14.359] ああ実は俺もなんだよねじゃあ次あちゃん
[03:59:17.239] がどんなお話をしてくれるか楽しみに待っ
[03:59:19.000] てるからねそれなら私も甘可いな
[03:59:22.479] くしではお互い時間までにお話を忘れない
[03:59:27.439] ように
[03:59:30.000] ですではまた今日はおやすみなさいお
[03:59:36.040] やすみ
[03:59:37.239] なさいといったところで今日は私も終わり
[03:59:41.920] にしようかなと
[03:59:44.199] 第でごいますけどもよろしいでござい
[03:59:46.479] ましょうか皆さん
[03:59:48.680] 2万3000円
[03:59:51.159] あのえアフターまさかのアフター実は
[03:59:57.640] ちょっとこのおおいおいおいおいこいつ
[04:00:00.000] グイグイ来るなこいつなアフターだけろ
[04:00:03.239] じゃこの前いい雰囲気でお店連れてって
[04:00:05.840] くれたよねあこはまた違う
[04:00:08.880] 感じ全然違いますアター2回目じゃという
[04:00:12.640] より
[04:00:14.319] かね真逆なんだそりゃいきなりステ行けば
[04:00:18.359] わかり
[04:00:20.000] ますこの後
[04:00:22.800] にまま逆だな確かにな大人向けのバーの
[04:00:26.920] 対局にいるしたらいきなりステーキかも
[04:00:28.520] しんない確かに多分お話の続きも
[04:00:31.319] 盛り上がっちゃいますよ笑談お店ですこの
[04:00:35.560] 時間にいきなりステキしんどいかもな
[04:00:38.279] よかったじゃあ着替えてでこに行て
[04:00:42.520] くださいねそれで行こう焼肉ライクかも
[04:00:45.159] しれない焼肉ライクって最近増えてきてる
[04:00:47.239] よ
[04:00:48.720] ねなんか1人焼肉水晶みたいな感じじゃ
[04:00:51.720] じゃあそこ
[04:00:53.960] てああなこういうことね町田商店横浜家ラ
[04:00:59.239] あいいね
[04:01:00.840] 合ってもらって嬉しいです冬服可愛いよな
[04:01:05.080] そんなの気にしないでよほら俺たち友達
[04:01:07.239] でしょなんかこな断ることに友達でしょっ
[04:01:09.199] て聞くのやだねなんかねお確認してるよう
[04:01:12.920] でじゃねえかそうですね
[04:01:15.720] 洗脳そんなに喜んでもらえるとこっちも
[04:01:18.120] 嬉しいなでも意外だなあれちゃんがこう
[04:01:20.600] いうお店知ってるなんてそうですね私だっ
[04:01:23.680] てこういうお店ぐらい知ってますよっちゃ
[04:01:27.319] な居酒屋どうぞお友達同士でお話しするに
[04:01:31.800] はちょうどいいかなと思ってそうなんだで
[04:01:35.439] もその様子だあんまり来たことないのかな
[04:01:38.399] どうして分かっちゃったんですかあ来ない
[04:01:40.680] だろこんなて
[04:01:42.239] かうんその雰囲気というかあれちゃん
[04:01:45.159] そわそわしてるみたいだしそんなことない
[04:01:47.880] ですよつい先日せっちゃんと来たばかり
[04:01:52.040] ですせっちゃんなんか泡盛飲んじゃうでし
[04:01:54.399] うセタ吸い
[04:01:56.760] ながらハでヤニで巻きになったハでな自分
[04:02:00.880] で言っても説得力ないです歯もかけちゃっ
[04:02:03.439] てあれ歯も若い頃に死なやって溶けてく
[04:02:06.080] から多分あここにここの歯抜けてっけここ
[04:02:08.600] にセタ挟むと吸いやすいよだろな腰水さん
[04:02:13.080] ていうのこの
[04:02:15.520] ここにここの歯かけたとこにこのせの吸い
[04:02:19.479] やすくていい
[04:02:20.720] わそうですよね私知らずです
[04:02:27.359] からもは無理に備してるからだよと通っ
[04:02:30.159] てるうちにきっと自然に
[04:02:31.880] なるそうですか
[04:02:35.239] はでもそうかもしれません私ちょっと焦っ
[04:02:40.279] ちゃいました大体人からどう思われとが
[04:02:43.880] そのお店で楽しめるのが1番だよあ
[04:02:47.479] ありがとうございますま俺はこういうお店
[04:02:49.279] の方が好きだおかげで目が覚めました今日
[04:02:52.439] は心行くまで付き合ってくださいね
[04:02:55.800] せい朝までは
[04:02:59.120] ちょっとでもそれくらいのつもりでご一緒
[04:03:02.359] し朝までは
[04:03:04.760] ちょっとうおおいや断わられたああ居酒屋
[04:03:10.399] いいのかないのかちょっと会いすぎちゃう
[04:03:13.159] からまでちょっと暑くて何でも熱がるまで
[04:03:18.720] が気持ちいいですゆっくりできるとこ
[04:03:21.560] 行こうかドンキ笑笑ドンキ
[04:03:24.840] ホテ
[04:03:26.520] ほらこうやって目を閉じてみてください
[04:03:29.760] ドンキホテドンキ
[04:03:32.880] ホテあれ何これえ待っ
[04:03:36.279] てちょっとキスキスキスしそうああれあれ
[04:03:43.279] だっも思い切ってえ違いまし
[04:03:47.600] た何しようとしてるんですかえだってある
[04:03:51.600] ちゃん
[04:03:52.319] 後私は風に当たってただけですまた嫌われ
[04:03:57.560] を感じたなのにあなたは私に変なこと
[04:04:03.940] [音楽]
[04:04:07.359] をもう今日はこれで失礼しますほらねぞ
[04:04:15.000] かなり動揺してたよ大丈夫かな同っていう
[04:04:17.439] か後ろのドンキホテから目が離せないだ
[04:04:20.479] から童貞
[04:04:23.560] 派じゃ今日はこれで終わりにしようかな
[04:04:27.359] おしっこしたいやすごく今わしすごく今
[04:04:30.199] おしっこがしたいので何もしないなら
[04:04:33.560] 帰れ山口山口メンバーじゃないですかなの
[04:04:38.159] で今日
[04:04:39.080] は終わりにしたいよこしっこして寝る
[04:04:44.239] お晦が直前ゲームどうでした今日は
[04:04:47.199] ドキドキして胸がはけちゃうんじゃないか
[04:04:48.880] と思いました年とあんな近くでダメですよ
[04:04:51.199] もう思い出したけどドキドキしますねん
[04:04:53.399] さんは親友ですから恥ずかしがってはいけ
[04:04:54.960] ませんよね忘れてたわ笑次にゲームをする
[04:04:57.399] 時は親友らしくはいはいはいPS枕が
[04:05:00.239] ぺちゃんこになってしまったじゃないです
[04:05:01.600] かどういうことなんでそれ俺のせいじゃ
[04:05:03.840] なくないこのPSの意味がえどういうこと
[04:05:06.080] 次にゲームする親友らしく純はい私はもう
[04:05:08.640] 寝ますねおやみなさい連載チャリーPS枕
[04:05:11.960] がペチャンコになってしまったんじゃない
[04:05:13.439] それは買い換えた方がいいんじゃ
[04:05:17.440] [音楽]
[04:05:25.800] ないいつも片付けが大変だからと天さんが
[04:05:29.000] 遅くまでお掃除を手伝ってくれましたケで
[04:05:31.120] 普段よりお掃除を早くすることができたん
[04:05:33.279] ですあれさんのように思いのある可愛い
[04:05:35.439] 女の子が恋人だったら素敵でしょう
[04:05:37.720] ねそうだ
[04:05:40.000] ね照れて枕に顔埋めてたんやろなあそれで
[04:05:44.000] 潰れちゃったってことかそういうところを
[04:05:46.439] そういうところまで想像できるランディは
[04:05:48.680] 持てて想像できない俺は持てないんだろう
[04:05:50.359] な多分そういうとこだろうな多分俺より
[04:05:52.159] ランディのが持てることが今証明されたな
[04:05:54.479] 多分そういうところをそこまで分かって
[04:05:56.080] あげれるのがモテる俺はえなんで俺のせい
[04:05:58.520] じゃないじゃんとかそういうこと言ってる
[04:06:00.080] 俺はクズです僕は人間のカスですねれさん
[04:06:03.560] しっかりしてください次からお互いを
[04:06:05.040] もっと親友持ててないんでやめ
[04:06:08.239] ていいやお前もよう気づいたそこまでうん
[04:06:12.560] 素晴らしい大好きなグを作ってお店に持っ
[04:06:15.080] てきますわ手作りグ絶妙に食いたくね絶妙
[04:06:21.720] に食いたくねえな手作り組って嫌じゃない
[04:06:25.120] なんか手作り
[04:06:27.800] 組手作り組はちょっとって作れるんだな
[04:06:32.640] 笑笑絶妙にちょっと絶妙に食いたくねえよ
[04:06:36.120] ななんかやだよな手作りクッキー手作り
[04:06:39.520] ケーキ手作りえなんだろチョコレートなん
[04:06:41.960] でもいい食うよ
[04:06:45.600] 組
[04:06:49.439] 手作りカロが作ってるプレル組おいしかっ
[04:06:52.920] た
[04:06:54.040] よああドリームクラブへ行くちょっとこ
[04:06:57.560] ゆっくり休むというか
[04:06:59.199] 違うプレッツェルグミ今日はここまでにし
[04:07:02.760] ときましょうかね今日はここまでにしとき
[04:07:05.120] ましょうおしっこしたいでもう寝ます寝る
[04:07:06.880] ねるねるねかもしれないさ寝ますか寝る
[04:07:11.880] ねる寝るねしていいじゃ俺もねるねるねる
[04:07:14.560] ねねるねるねるねする
[04:07:17.960] わお疲れ様でした今日も楽しいゲームこの
[04:07:22.479] ゲームやれましたねありがとうござました
[04:07:24.680] だめだめだめねいやも寝るよ寝るねる寝る
[04:07:28.040] ねおつ蜂も
[04:07:31.040] おつお疲れ様でしたお疲れそうさっき
[04:07:34.439] 言いかけたけど最近
[04:07:36.319] ちょっとさっき今あの何これあのゲームを
[04:07:40.960] さゲームじゃないあの携帯お疲れ俺が滑っ
[04:07:44.319] たみたいやないか滑ったんだお疲れ様あの
[04:07:48.279] お疲れ様でし
[04:07:49.720] たあのポケモンスリープっていうポケモン
[04:07:53.680] スリープっていうアプリをさ1回入れたの
[04:07:56.880] よ1回入れたらその後1回もなんか約束の
[04:07:59.880] 時間に寝てねえから俺のピカピカチュウが
[04:08:02.640] さなんかあのげっそりしてるらしい
[04:08:05.560] げっそりしてるらしいあの今日は約束の
[04:08:09.239] 時間に寝てあげようみたいな通知が毎日
[04:08:11.479] 来る
[04:08:14.760] ピカチュウごめんな今日も約束の時間に
[04:08:16.960] 寝れなくてあいつもう眠たくてげっそりし
[04:08:20.279] てるらしい毎日俺がいつも寝ないから始め
[04:08:24.080] たけどよくわかない俺もよくわかんなくて
[04:08:25.960] やめたら通知だけ来んだよまそんな感じで
