[00:00:00.240] お肉はね鶏肉の形なんだ
[07:32:36.160] しんねサブエポン頼んねえでこっちの方が
[07:32:39.760] いいんじゃねえか
[07:32:42.200] な慣れ親しんだ操作だから
[07:32:46.478] これああタイミングも早かっ
[07:32:53.350] [音楽]
[07:32:56.040] たあくそだろか
[07:33:11.240] あれ3連覇なんない
[07:33:13.200] ねもっと体力減ってから
[07:33:19.600] か待てこっちのが楽じゃねえ
[07:33:23.958] かおサブウェポン使わねえ方が楽だぞ
[07:33:34.280] うまいしめちゃくちゃ
[07:33:37.638] 俺めっちゃうめえおサブ使えれ方がいいわ
[07:33:42.878] これこっちはずっと楽だ
[07:33:47.200] よてはいお疲れ余裕じゃんめっちゃうまい
[07:33:51.040] じゃんま第2形ありますよね第2帯ある
[07:33:54.558] 驚愕の
[07:33:56.200] 事実こいつなんで難しいのかな
[07:34:00.638] こいつばっかりはマジで難しいからあでも
[07:34:03.160] これあれだこれさここに3連持ってきたら
[07:34:05.840] 絶対勝てる
[07:34:07.160] ぞここまで3連温存あハートお行ける
[07:34:13.520] いけるこれ行けるなあこれ行けるぞ
[07:34:19.318] 多分うま俺うまくないめっちゃうまく
[07:34:24.440] ないああれあの第マジでらねえ
[07:34:30.040] 武器いらない筋で行くわただ
[07:34:35.760] 殴るでもこれねなんでこれができるかって
[07:34:38.718] いうとね俺もねあのあの初代ドラキュラと
[07:34:42.478] ここすごい似てるっていうか一緒なんだ
[07:34:46.440] けどあの動きはねあの動きはもうね俺7
[07:34:50.160] 時間やってるから7時間7時間ラスボス
[07:34:53.600] かかったんだよあのあれん時あの初代ラ
[07:34:56.558] やってる時それでもう泣きながら覚えた
[07:34:58.958] から
[07:35:02.318] 簡単装やってるだろあれ意外と難しいよ7
[07:35:05.878] 時間やったからラスボスだけで
[07:35:11.760] ないな3連車出して行ったら多分勝てる
[07:35:15.478] だろう
[07:35:21.270] [音楽]
[07:35:28.638] これ
[07:35:29.640] [音楽]
[07:35:33.120] うんあとはいかに食らわねえかだな途中で
[07:35:36.798] 第2形態で満タンだったら多分余裕で
[07:35:39.318] いけるんじゃねえか
[07:35:43.990] [音楽]
[07:35:46.840] なあの飛ぶタイミング意外とシビアなんよ
[07:35:50.360] そうそうそうそうあのなあのジャン正面に
[07:35:52.840] 炎入ってきてジャンプするタイミングね
[07:35:54.920] あそこマジ本当にシビアだからでもう
[07:35:57.440] なんか感覚で分かる
[07:36:00.080] 感覚でもう説明しろって言われたら難しい
[07:36:02.760] けどああ来た来
[07:36:04.340] [音楽]
[07:36:21.360] たやっぱそ3連勝だよな2年じゃなくて念
[07:36:24.840] には念を入れて
[07:36:32.520] 良かったあれこのドラキュラなんかさこの
[07:36:35.520] アレンジバージョンとかこのペケ6版
[07:36:38.440] なんかオリジナル要素あんのかなと思っ
[07:36:40.280] たらなかった
[07:36:42.040] わオリジナル要素でわけわかんない攻撃し
[07:36:44.798] てくんのかなと思ったセオリー通りいら
[07:36:48.080] ないんだよね余計なものはいらないマジで
[07:36:49.920] 料理メイクだろこれ
[07:36:54.260] [音楽]
[07:37:00.440] リメイクの秘訣紙リメイクのあの秘訣は
[07:37:04.478] 余計なもんを入れないこと
[07:37:07.478] だよし行くぞこれ
[07:37:13.680] などこに出てくかわかんねえんだよねこれ
[07:37:16.160] ランダムなんだ一番最初に出てくる場もね
[07:37:19.200] 近くじゃなきゃいいけど
[07:37:37.718] めっちゃ
[07:37:38.380] [笑い]
[07:37:41.520] うめえすごいうまくない
[07:37:48.478] 俺がしっかりしてたからるんだもんなそう
[07:37:52.638] だねそうそうそれでいいんだよねあ
[07:38:02.280] [音楽]
[07:38:15.478] おはようございますおエおはようもう
[07:38:17.600] ラスボスやそして俺がめちゃくちゃうま
[07:38:20.120] すぎるラスボス戦だけめちゃくちゃうまい
[07:38:22.878] わ見て
[07:38:26.760] ほらあちなかった
[07:38:36.920] ああダメージたちくしままいいやまいいや
[07:38:39.840] あこれでも行けるな行けるなこれ
[07:38:43.478] な来た来た来た
[07:38:49.720] [音楽]
[07:38:53.600] たちょ待って勝っちゃうよ俺おごめん
[07:38:57.760] みんな
[07:39:02.520] やった勝て
[07:39:05.638] た
[07:39:07.958] めっちゃあれなんかさなんか最後
[07:39:13.318] よ最後なんかもっと来ていいぜ
[07:39:19.638] 笑笑笑
[07:39:21.840] ボテボテ笑笑パチパチパチうまえ最後
[07:39:27.478] もっと来ていいぞなんよ第1形ほぼノダメ
[07:39:31.600] だもん
[07:39:33.878] よっしゃはいクリア
[07:39:36.520] です19時間39分めっちゃかかった
[07:39:45.080] なパチパチパチやっぱこれよなありがとう
[07:39:49.360] みんな
[07:39:50.680] ありがとうラスボス戦だけめっちゃ
[07:39:54.280] うまいめちゃくちゃうまくない俺ラスボス
[07:39:57.478] 戦よパチパチ
[07:40:00.200] とんでもねあすごい崩れ
[07:40:04.958] てくああああああああああ
[07:40:18.920] あプレステ1だからやっぱ映像綺麗だ
[07:40:24.638] ねやはり睡眠の重要そうちょっとこれだ
[07:40:29.760] もん
[07:40:33.600] な
[07:40:35.920] おおこれイガなんだこれプロデューサー
[07:40:38.958] これもイガなん
[07:40:40.240] ださすがだなイガあ書いてあるわイガ
[07:40:43.478] プロデュースこれイガて人があれなんだよ
[07:40:47.760] なガって人
[07:40:51.080] が
[07:40:56.200] 8888
[07:40:58.240] たこ白かった鼻痒いめっちゃ花粉
[07:41:03.478] でめっちゃ面白かったな19時間もやっ
[07:41:07.040] ちまったけどま寝てる時間引いたら17
[07:41:10.558] 時間ぐらい
[07:41:12.760] かはあ面白かっ
[07:41:15.638] たこれプレステ3のねゲームアーカイブ筋
[07:41:19.120] もこれあるんでもしやりたい人はこれ
[07:41:20.798] 500円ぐらいで買えたりするんだもし
[07:41:22.680] よかったら買ってみてくださいこれもう1
[07:41:24.120] 個ゲーム入ってんだよもう1個ゲーム入っ
[07:41:26.600] てんのX68000のオリジナル
[07:41:28.600] バージョン今日はやんねえけど後でまた
[07:41:31.200] やろう思えない
[07:41:33.120] わうわあじ今日の夜配信ありこれはねどう
[07:41:38.200] すっかないや今日の夜配信ありだけど何
[07:41:41.478] しよっかなって感じ陸枠はちょっと1週間
[07:41:45.318] だから明日からにしたくてもしかしたら
[07:41:47.558] 雑談とかつけるかもしんない雑談かま
[07:41:51.200] なんかやりたいゲームあったらやるか
[07:41:55.040] な2001年なんだこれ
[07:42:00.680] いやれったなというかさっき寝てたから
[07:42:04.878] 元気なので
[07:42:06.440] はままま元気だよかなりいや面白かった
[07:42:11.798] ねいいゲームだゲームボーイ作るあいや
[07:42:16.478] それがねまだねあの外装が届いてないから
[07:42:18.520] 今日届けばできるんだけどしかもそれて
[07:42:20.600] これ30分ぐらいで終わっちゃうんだよね
[07:42:23.200] もうえてるからやり方がなるほどそう30
[07:42:26.558] 分ぐらい終わっちゃうんだよタイタック
[07:42:29.460] [音楽]
[07:42:30.920] タイムアタックが出てるクリアおめえ
[07:42:33.958] センキューありがとう100きちゃん
[07:42:36.718] ありがとちょっとさオリジナルバージョン
[07:42:39.080] 見てみていいオリジナル
[07:42:41.240] バージョンえ何これ悪魔城ドラキラ音楽
[07:42:45.280] 設定モードえ何これこのゲームは以下の
[07:42:47.958] 音源に対応してい
[07:42:50.600] ます何この
[07:42:53.360] 音何この音
[07:42:59.478] えっとX6万8000の内蔵音源
[07:43:02.878] バージョンローランド車LA音源ローラン
[07:43:06.080] ドつったらあれだなあのサインバーグ
[07:43:08.080] サインバーグじゃないなんだっけあのあれ
[07:43:09.920] 俺ローランドのあれ使ってたよあの
[07:43:11.638] インターフェイス名前忘れたけど
[07:43:14.080] えローランドGSンだろSEが笑笑スで
[07:43:19.600] 行こっかこれ音何なんだよ
[07:43:22.600] ペプ
[07:43:24.360] おX6万バージョンですかこれが
[07:43:29.680] あいい
[07:43:33.000] ね音源がいいあこれのリメイクだったのか
[07:43:37.120] オープニング
[07:43:40.680] も昔のゲーミングPCバージョンだん
[07:43:45.790] [音楽]
[07:43:57.080] なMDこれをやってほしかったって言った
[07:44:00.240] けどちょっとだけやってみようぜどんな
[07:44:02.878] もんなの
[07:44:06.080] か
[07:44:10.958] おうわおもろ
[07:44:18.440] そう
[07:44:21.718] おお面白そうじゃんサウンドモード
[07:44:26.280] ミュージックあサウンドテストできんの
[07:44:35.280] おおうわ音
[07:44:39.318] やばいわいいねちょ待っこれはちょっと
[07:44:42.680] ゲームで聞きたい
[07:44:46.318] 行こう鳥がいやこれ
[07:44:51.360] はどれどんなもん
[07:44:56.280] なんかのあるだな源だ
[07:45:05.360] な
[07:45:09.920] あふむ音源独特の広がりそうだねFM音源
[07:45:13.840] いいねやっぱあでもあんまり変わんねえか
[07:45:18.398] もあんまり変わんないかもしん
[07:45:22.120] ない操感とか
[07:45:25.920] はあ曲いいわ高きおはようクリアしたよ
[07:45:30.840] クリアし
[07:45:32.200] たあんま変わんない
[07:45:35.558] なえ曲
[07:45:43.040] いいやっぱFM音源最高だよな大好きなん
[07:45:48.080] だよ
[07:45:51.360] なかっこいい何このアレンジデレレレ
[07:46:01.878] あちょっとブラッドティアが入ってない
[07:46:05.760] トテトテ
[07:46:13.718] わすごい絵だね見
[07:46:21.220] [音楽]
[07:46:25.120] てうん音の方が音とか耳に刺さる音とか
[07:46:30.760] 音圧の幅広いなそうだねそう本当に音圧の
[07:46:34.080] 幅はすごい
[07:46:40.160] ねいろんなとこに音がある感じする
[07:46:44.280] わこのアレンジかっこいいなはいおはよう
[07:46:48.638] クリアしたよクリアしためっちゃ
[07:46:52.920] おれラスボスうますぎて2回23回で
[07:46:56.000] クリアしちゃった
[07:47:03.520] 下おめでとうセンキューめっちゃ面白かっ
[07:47:06.240] た
[07:47:11.318] よやばいやばいやばい
[07:47:14.620] [音楽]
[07:47:20.600] やそんな難しく
[07:47:23.200] [音楽]
[07:47:24.798] ないランがったのである
[07:47:30.760] マジでそうあこれはねX6万版っていう俺
[07:47:34.920] がさっきやったのはアレンジ版アレンジ
[07:47:36.718] バージョンなってんだよなんかななんか
[07:47:39.000] その元々これX68000ってパソコン
[07:47:41.680] ゲームのやつなんだ
[07:47:43.318] けどもう1個入ってるこれがその元のやつ
[07:47:46.200] の方やっ
[07:47:47.520] てる大して変わらないかも難易
[07:47:51.558] も
[07:47:53.240] 68000やろ
[07:47:59.200] なんか値もなんかそれまなんかそれっぽい
[07:48:03.040] しグポ気をつけろバされかりそうやって
[07:48:07.478] マムバンされてんだから気を
[07:48:09.558] つけろ
[07:48:11.398] よわかんねえ相場知ら
[07:48:15.040] ねえ相場いくらなん
[07:48:17.050] [音楽]
[07:48:19.760] だそれ結構物の
[07:48:25.040] 娘知らねえかなバ
[07:48:41.760] サクサクや
[07:48:49.240] んあ連ある
[07:48:56.840] しあねなこれも
[07:49:08.410] [音楽]
[07:49:12.878] なさあると思うけど8時間1.52くらい
[07:49:16.760] が多いと
[07:49:19.760] 思ういいよそんなもん答えなく
[07:49:25.760] てそんなもん答えなくていいわ
[07:49:28.640] [音楽]
[07:49:32.638] お前らそういう店行くんか域
[07:49:35.718] さおめえらそういう店行くの正直答えて
[07:49:40.558] 正直にそういう店行くのおめえら
[07:49:44.160] たまにたまに行くん
[07:49:48.600] か
[07:49:50.200] おマップもいい
[07:49:52.600] ね呼ぶはあえ自宅に自分地にすごいね自分
[07:49:59.638] 地に呼ぶってなかなかないんじゃないなく
[07:50:03.398] ねえかある
[07:50:05.360] かいやるああなるほど
[07:50:09.160] ねんねもしないあいや俺も全然そういう
[07:50:13.718] 興味ねえ
[07:50:15.478] な自分の右手の方は
[07:50:18.390] [笑い]
[07:50:21.520] 全然その金あったらゲーム変えるしなと
[07:50:24.280] 思っちゃうしお金があればお金があれ
[07:50:27.638] ば何が呼びました
[07:50:30.718] かだってさあんなそんなにさ2万も3万も
[07:50:35.080] もっなくさが確ああなるほどそれはなんか
[07:50:39.718] 分かるかも分かるかもって俺もさ出張とか
[07:50:42.798] でよくさそういう泊まりとかで行くけどさ
[07:50:46.080] 確かになんかああいうところって確かにさ
[07:50:48.040] 陥落街見るとちょっと群つくんだよ
[07:50:51.280] な分かるわ行かねえけどなんかちょっと
[07:50:55.280] 多いと思うよな何なんだろうなあのあの
[07:50:58.000] 感じな
[07:51:00.120] ホテル仕事終わってホテル戻って飯食行く
[07:51:03.360] かつって夜中さ怖い
[07:51:06.280] ねばなるほどねまそうだ
[07:51:10.840] よ俺俺1回も行ったことねえそ今度大島
[07:51:15.600] さんに連れてって
[07:51:17.840] もらう大島さんに連れてってもらう島さん
[07:51:23.080] から出あマジでまた当分配信来れねえんだ
[07:51:29.440] 出なんてホテルに引きこもるでしょえ嘘
[07:51:33.318] せっかくだから外遊びくるでしょま俺飯
