[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[04:06:27.840] そう思ってる人も気づいたら
[04:06:31.000] あれ私は楽しいよ気づいた時にはもう何も
[04:06:35.359] かも手遅れになるんだよなどんなこと
[04:06:39.450] [音楽]
[04:06:43.840] しか聞こえないから
[04:06:45.239] な笑笑俺もお前それいじってくれって言っ
[04:06:48.520] てるもんだぞいじる
[04:06:55.120] ぞかわいそうに
[04:06:59.479] せやもう気づいたらもう帰れなかったの
[04:07:03.640] 気づいたらもう戻れなかっ
[04:07:08.600] たでもエリチインターネッ楽しいんだろ
[04:07:12.159] インターネッだ今だからそれも経てじゃん
[04:07:15.159] 全部人ってやっぱ歴史じゃんそういう
[04:07:17.760] なんか失敗も経てあれなわけよほとばしる
[04:07:21.560] エクスタシーじゃんインターネット楽しい
[04:07:24.239] ですニコニコにんまりなのででもなんか
[04:07:27.960] あのあれじゃんおめえだあれだべあのこ
[04:07:32.080] あのなんかええ
[04:07:34.450] [音楽]
[04:07:38.040] なんかなんでもないですリアルの人に合う
[04:07:42.040] の一番怖いです
[04:07:45.520] でもよく来たじゃんこないだ良かったよ
[04:07:47.439] あえてリチ遊ぼうねなん
[04:07:50.600] だいやなんかドエななんか女王様と
[04:07:55.080] よろしくよろしくやってたみたい
[04:07:57.199] じゃんよろしくやってたみたいじゃゲ
[04:07:59.560] タイプの人間がいじると決めたら行くとこ
[04:08:02.199] まで行くぞ舐めててベス楽しかったんだろ
[04:08:08.040] エリチバンジーと滝業行こうねあの滝行は
[04:08:11.199] 行った方がいいスの女王様おお
[04:08:14.399] あれちげえのあの前のアカウントの
[04:08:17.119] あのあのなんか固定ツイートのやつ
[04:08:22.880] はおじらじゃなんだそれえおあああれ
[04:08:29.080] ツイートなんだよあれあれ違うんだっけ草
[04:08:34.479] あれ男だぞあれも男なのくなったから
[04:08:39.199] おごんねちゃんお
[04:08:42.439] みては眠くなったからなんでしょうかそれ
[04:08:45.680] は誰にもわからない男だったら男ですげえ
[04:08:49.239] よそれはそれですすそれみたいよな笑それ
[04:08:53.560] すげえ
[04:08:56.199] よおもえ
[04:09:02.080] なあ男なんあれおめえがそういうこと言っ
[04:09:06.319] てるうちは泥水で溢れてるよここ
[04:09:09.119] はえりかさんフェスで会いましたがいい人
[04:09:13.080] で
[04:09:14.040] 優しいいやいい人だったよめちゃくちゃ
[04:09:16.399] いいやつだったよめっちゃいいやつだった
[04:09:19.040] よ
[04:09:21.920] 笑笑いいやだったなマ来かありがとう
[04:09:26.680] ハリボテビブレチプハリボテブレムハボ
[04:09:30.760] レムおもろれんだよ
[04:09:34.199] な視聴者いじってるちゃれんだ
[04:09:40.560] よあまり話せませんでしたの次があればし
[04:09:45.439] ましょうそうねオフ会しようなみんなで
[04:09:48.159] オフ会
[04:09:52.040] しようやべえ死にそうなんだ
[04:09:56.080] けど
[04:09:59.480] [音楽]
[04:10:01.560] がめちゃんが下してくれ
[04:10:05.040] たククラのあなんかあの上水器みて
[04:10:10.680] なあ何何何
[04:10:13.520] まだこの配信にもろか装置があるお混ぜて
[04:10:17.279] 混ぜてもう2時過ぎてるよまる洋服得でも
[04:10:22.640] 実は
[04:10:26.880] おはかあの子ついよりももっとやべえの
[04:10:30.520] あるよあ見せろ
[04:10:32.220] [笑い]
[04:10:38.800] よすごいねエリチはすごいよ
[04:10:43.600] なちゃすごいん
[04:10:46.840] だおい強えよマジで
[04:10:53.680] こいつこシェルクがマジ
[04:11:02.000] [音楽]
[04:11:04.520] 強いするわけねえだろ赤じゃねえんだ
[04:11:08.840] から
[04:11:10.920] ヘルオ1回帰ろ
[04:11:14.800] 1回帰りますか強えなつ今日久々に火曜
[04:11:19.600] 配信みたいだけど明日ある
[04:11:21.720] [音楽]
[04:11:25.640] うやりたいよやりたい本当は毎日やりたい
[04:11:30.840] んだ俺だってうん俺だって毎日やりたいん
[04:11:34.199] だよやれればやります顔でさしたちゃう違
[04:11:38.319] やれればやりますやりマジでやりたい帰っ
[04:11:40.399] てきて元気あればやるわまないかもな
[04:11:44.439] ブそうやって言われたらね我が魔族の代表
[04:11:48.080] 者たちよそうやって言われたら
[04:11:50.880] ねやら
[04:11:53.560] なきゃやるやるやるうん明日やる
[04:11:57.760] よやれれ
[04:12:00.319] ばこの辺にしとくかはもちろん楽しかった
[04:12:03.640] ですニコニコにんまり初めての大希望不の
[04:12:06.800] 参加でしたニコニコにんまりなんで昨日
[04:12:09.680] 減ってたののに1つだけりがある
[04:12:13.840] 怖いさんの見るの場所とか空気に緊張して
[04:12:16.800] るの忘れちゃったお見るの場所とか
[04:12:22.000] 何何何尻見るの場所
[04:12:25.399] ああ元気な
[04:12:28.399] やるああ来たゴーレムの合体だってキトな
[04:12:34.159] んでしょキトだ
[04:12:36.359] よ
[04:12:40.800] えゴーレムのが
[04:12:47.359] ゴレムってどれだっけエロいって言われる
[04:12:49.720] よ今度じっくり見てあげてね
[04:12:54.760] 怖いゴーレムの武器作成防具作成に
[04:13:00.000] 弱いゴームって何ができるんですかしない
[04:13:04.600] しない弱
[04:13:09.000] 武器を持ってが何も持ないの方が威力き
[04:13:13.840] ゴーレム武器を持てますが何も持てない時
[04:13:16.159] の方が威力を発揮でき言えよもっと
[04:13:19.840] 早く言えよもっと早くそれ
[04:13:24.279] なアイテムで魔界に帰るえこれどうしよっ
[04:13:28.720] かな防具を装備できるのって誰だっけ防具
[04:13:32.960] を装備できるのはあそういえばお尻見え
[04:13:36.080] ない服着てた第2回で早くも合体か武器
[04:13:40.760] なしのが強いとかあるんだ
[04:13:44.560] 防具を装備したいんです
[04:13:49.800] よ防具を装備できるのはスケルトンですか
[04:13:53.800] ねスケルトンと合体すれ
[04:13:57.600] ばこの子は防具を装備できるようになるん
[04:14:00.520] ですよゴーレムがねそうすっかなあ
[04:14:04.640] ゴブリンでもいいねあゴブリンの方が
[04:14:06.479] いいっかゴブリンにしようアイテム作成毒
[04:14:09.279] を受けない水に弱い武器作成防具作成火に
[04:14:12.239] 弱いアテムあアイテム作成の方がいいね
[04:14:14.560] 武器防具作成は1人いればいいやアイテム
[04:14:17.159] 作成はね誰かが死んだ時に誰かが作れた方
[04:14:20.439] がいいこっちにし
[04:14:22.239] ます昨今のゲームでもここ複雑なシスない
[04:14:26.520] でしょじゃこりねなんじゃ
[04:14:29.279] こりゃお猫バンジーから引き落とすね
[04:14:32.800] ニコニコにんまり
[04:14:39.680] 首しかなくなった笑
[04:14:47.000] だあれは楽しんで飛ぶよ合体したのに仲悪
[04:14:54.279] そう
[04:14:57.960] えーみのゴブリン増えたリザード
[04:15:04.479] マントなんかさめっちゃ強えなんだっけ
[04:15:07.880] なんかさこれは絶対に作らなきゃいけな
[04:15:10.119] いっていう
[04:15:16.010] [音楽]
[04:15:22.720] なんかねウィザードマントだっ
[04:15:25.610] [音楽]
[04:15:27.600] けなんかめっちゃ強えのあんだよ確か
[04:15:30.479] ウィザードマント石毒の状態にならない
[04:15:33.399] これは絶対いるでしょウィザードマント
[04:15:35.359] ウィザードマントってこれ装備できんの
[04:15:36.880] なるウィザードマントっ
[04:15:38.600] てゴブリン装備できるゴブリン多く
[04:15:41.040] スケルトンはいけるんだ
[04:15:44.040] オリザードマント
[04:15:48.359] だリザード
[04:15:50.760] マントリザードじゃない
[04:15:53.760] ウィザードこれですリザードじゃない
[04:15:56.399] いっすウィザード
[04:15:59.000] ですウィザードあとミノはミウィザード
[04:16:02.359] マントウィザード笑笑ウィザードマント
[04:16:06.239] ウィザードでしたとウィザード
[04:16:10.190] [音楽]
[04:16:15.640] 仕事の合間にこっそりこんばんはあもじ
[04:16:18.080] さんこんばんはまもう終わっちゃうけど
[04:16:21.660] [音楽]
[04:16:23.760] ねおお装備できる
[04:16:28.400] [音楽]
[04:16:30.159] やんあいいねやっぱ合成で装備させんの
[04:16:34.600] マジ大事だ
[04:16:36.880] ねあとハデスシールドマーズヘルム
[04:16:43.359] ね強いやつの方がいいよ
[04:16:45.090] [音楽]
[04:16:56.040] ね画面に四角がいっぱいそうなん
[04:17:00.850] [音楽]
[04:17:04.960] よこいつら金がある
[04:17:09.159] からこれってもしかして色々やべえシーン
[04:17:12.159] があるかそうそうそうそうめちゃくちゃ
[04:17:14.680] やばいシいっぱいあるよ下手したらバ
[04:17:17.680] 食らう
[04:17:19.319] やつイザードマンとアーマーはえっと
[04:17:24.600] スケルトンはニードルアーマーしか装備
[04:17:27.319] 違うベルゼブアーマーるね
[04:17:31.520] ベルゼブブアーマー行きましょう
[04:17:35.000] [音楽]
[04:17:36.159] 7万
[04:17:37.910] [音楽]
[04:17:40.359] 7万7万ベルブアマベルゼブ
[04:17:44.640] アーマー
[04:17:47.159] 7万な
[04:17:50.279] 7マジ
[04:17:53.800] でちょっと7はたけえなハの
[04:17:59.880] 鎧
[04:18:03.090] [音楽]
[04:18:05.119] ベルゼブブ7万円邪魔どうすんの邪魔どう
[04:18:09.119] すんの邪魔どうすんのでも
[04:18:13.119] だったらまずこっちとか育て
[04:18:17.159] たいいずれ買うんだよ
[04:18:22.279] ねさっきの洞窟のやつなら1回の戦闘で
[04:18:26.119] 数値もらえんかっ
[04:18:27.880] られないの
[04:18:29.880] で7万でメだ買うか7万でメイルだけ買う
[04:18:35.399] かそこの他のおでお金でをえる墓までお
[04:18:39.159] 持ってけない意ん
[04:18:43.520] 2人とも装備できんのよゴーレムと
[04:18:45.239] ミノタウルスだからゴーレムと
[04:18:46.479] ミノタウルスのその他の腕とか頭とかそう
[04:18:49.319] いうのを固めちゃってもいいかなっていう
[04:18:51.479] とこなんですよねちなみにハデスシールド
[04:18:57.520] は3万墓場までついて回るいやだったら
[04:19:02.920] こう
[04:19:03.990] [音楽]
[04:19:05.920] だえハデスシールド買いました
[04:19:11.000] [音楽]
[04:19:13.040] あと
[04:19:14.720] はあーあと
[04:19:21.560] [音楽]
[04:19:51.640] いくら持ってんの飛んでみな
[04:19:58.190] [音楽]
[04:19:59.760] めああはいはいはいはいはいはいはいはい
[04:20:04.159] はいはい悪くないねジャイアントメル
[04:20:07.760] ウィザードマンとハシルられた
[04:20:11.640] 怖いドバトハデスシールいい
[04:20:15.399] ねワこれワイルドクラブ外そう外した方が
[04:20:18.960] いいって言ってた
[04:20:21.439] ねゴーレムはいらないっつった
[04:20:23.760] [音楽]
[04:20:34.720] ねミノタウルス武器どうなって持ってない
[04:20:37.840] 方が強いって言ってたねサックスか忘れ
[04:20:41.159] ないうちに外さないとねこんなもんかな
[04:20:44.000] このパーティーはとりあえずこの
[04:20:45.239] パーティーはいい
[04:20:46.800] ねこのパーティーは良さげ
[04:20:54.080] ですうんふんふんよいんじゃないでしょう
[04:20:57.239] かだいぶ俺硬くなった気が
[04:21:01.080] するといったところでここまでにしようか
[04:21:04.040] な今日
[04:21:06.520] は25分だしなも
[04:21:09.319] やめよ明日もやろ明日も
[04:21:13.080] とどうですか皆さんってきたななあここう
[04:21:16.640] やってなってくると面白なってきたやろ
[04:21:18.760] 面白なってくるやろただ実ってきたのは
[04:21:21.840] このパーティーだけなんすよこれがこの
[04:21:24.520] シフトが終わってこらんこいつら1ヶ月に
[04:21:26.479] 1回しか出てこないからまたクソ雑魚
[04:21:28.159] パーティーに戻んださあそこからが面白い
[04:21:31.279] わけです
[04:21:32.880] ねそんな感じのゲームなんすよなかなか
[04:21:35.760] 面白い
[04:21:37.560] でしょこんな感じで究極爆裂疾風弾売って
[04:21:41.600] すまんな何何いいんね全然いいヒキも夜勤
[04:21:45.680] もなこれは月1の激レアだから激レア出勤
[04:21:48.520] だからああお猫ありがとうなビッツマジ
[04:21:52.279] 無理せんでな今たけえからさ
[04:21:54.880] アルティメットバーストストリームおいい
[04:21:58.319] よごめんなこっちもないじりすぎたかも
[04:22:00.159] しん
