[00:00:00.280] 詳しい
[05:23:07.110] [音楽]
[05:23:14.240] まあ食べてなきゃどっかにはるよノの大
[05:23:17.240] 操作戦まさかこんな罠が
[05:23:24.430] [音楽]
[05:23:43.240] このBGM推理して探してる感じであっ
[05:23:52.480] てるねノり
[05:23:58.280] ないわ
[05:24:01.558] ちゃうえ
[05:24:04.760] ちょちょっと
[05:24:08.638] ちょっと低く低よ
[05:24:14.600] ねちょっと引くよね乗りなくすってこの
[05:24:18.440] タイミング
[05:24:21.200] でかあちょちょ
[05:24:30.370] [音楽]
[05:24:50.160] 乗りなくして
[05:24:51.718] さ乗りなくしてパソコンの裏に落ちたんか
[05:24:55.120] なと思ってパソコンずらしたら親指で
[05:24:58.040] シャットダウンしちゃっ
[05:24:59.760] たえ俺ってさなんかABHDかなんかもし
[05:25:03.718] かして
[05:25:09.110] [音楽]
[05:25:26.000] ないわけないじゃんだってのりなんかなん
[05:25:28.798] でない
[05:25:32.890] [音楽]
[05:25:34.240] のどうすんのこれ乗りなかったらねえ
[05:25:39.680] これ乗りなかったらどうすんの
[05:25:41.800] [音楽]
[05:25:43.280] よ乗りなかったらこれどうすん
[05:25:48.240] の多分無理だと思うなノりだけ
[05:25:53.638] ないあの額さあのペラペラのやつだからさ
[05:25:57.520] 多分ダメだと思うなえなんで
[05:26:01.440] なくすなくす意味がわかんないんだよね
[05:26:05.120] うん全然意味がわかんないなくす意味が
[05:26:11.480] マクス要素
[05:26:24.558] あるなくすんだ
[05:26:27.000] ねなくしちゃうんだねこんな簡単
[05:26:34.160] なすんだな
[05:26:37.970] [音楽]
[05:26:42.480] ちょもう寝たいんだけどなアーカイブ
[05:26:48.638] アーカイブいやガラスじゃないなんか
[05:26:51.400] プラバのなんかペラペラのやつみたいな
[05:26:53.680] アーカイブ見るべ
[05:26:55.950] [音楽]
[05:26:58.958] アーカイブどこにやったかちょっと見るべ
[05:27:06.840] [音楽]
[05:27:11.920] もうアホすぎてこ萎えるわ
[05:27:17.480] 自分許してもう356時間きき起き続けだ
[05:27:21.440] からさちょそこは許して
[05:27:25.280] ほしい防衛死んでんのか
[05:27:28.580] [音楽]
[05:27:29.878] いノリは見たよノリはありました
[05:27:33.680] よじゃ元々ないはないもあったノリ銀色の
[05:27:41.878] やつありましたじゃあどっかに置いちゃっ
[05:27:45.798] たん
[05:27:48.240] かね銀色の袋入りのがあったはずヘあって
[05:27:53.040] 乗りないとかなんかね探してねパーツは
[05:27:55.798] なんかいっぱいあるんだよなこれあれだ
[05:27:57.320] なっていうのわかんだけど探してるパー
[05:27:59.680] ツってのは出てこ
[05:28:01.160] ね
[05:28:03.480] こんな逆ならなんとかなったのに
[05:28:09.240] ねアナログ
[05:28:11.080] テレさんさんでちょっと情報に進展があり
[05:28:15.480] ましあなた
[05:28:17.520] 成功
[05:28:19.200] にっそうだね気をけないとタイムりたい
[05:28:24.160] なくなって終わるのがあるそうだよ
[05:28:27.240] ね
[05:28:34.638] の半分
[05:28:38.600] Googいやわかんねえ言うてどパに挑戦
[05:28:42.280] しようと思ってるんだよどこやったんだよ
[05:28:44.638] それ
[05:28:46.920] でマジマジ
[05:28:51.440] マジ
[05:28:53.760] いいやさあるねちょっと待って映すわみな
[05:28:59.920] で検証
[05:29:01.240] しよう箱にピース開ける時にはなかった
[05:29:04.520] ような
[05:29:10.878] ま見てください
[05:29:13.440] よあっ
[05:29:16.718] たなんだ堂々
[05:29:19.440] とふむふむありますねばノりあるねうせ
[05:29:25.638] いいだろ
[05:29:27.680] がけ余裕余裕余裕余裕任せとけよ色の袋
[05:29:32.680] この上にあるやつかそしてどこかへれば
[05:29:35.718] わかるよもうどっかやったまずさ
[05:29:42.680] もうどっかやったもうどっかやったった
[05:29:45.798] もうどっかやった
[05:29:47.440] ぞもうどっかやっ
[05:29:51.558] た
[05:29:53.320] じゃんその間5秒
[05:29:56.520] リプレのさんの
[05:29:59.440] 顔だけ
[05:30:02.280] 余裕どこやったのなんかここにい
[05:30:06.040] てだとってぴょんぴょんぺってやってる
[05:30:10.000] 笑笑一瞬でどこかに消えた笑質あ優勝笑
[05:30:15.760] ポって投げたえマジADじゃんマジで笑笑
[05:30:20.520] えちょ引くんだけど検証早すぎ笑引くよ
[05:30:24.638] マジで俺自分の
[05:30:26.240] さえだってだっての上をくマジックもう1
[05:30:30.040] 回見ていいもう1回見てもらって
[05:30:31.550] [音楽]
[05:30:33.200] いいあるじゃんノノあるじゃんうるせえな
[05:30:38.080] あじゃうるせえいいだろうが行けるよあ
[05:30:40.400] もうどっか行っちゃったももうどっか行っ
[05:30:43.400] ちゃったもうどっか行っちゃったの動画で
[05:30:45.798] 一瞬で笑笑でもあるぞでもあるぞっ
[05:30:51.400] てるあるよなて横に置いてない笑笑左
[05:30:56.440] ちょっと手前とりあえずノが見つかるまで
[05:30:59.638] 待っておきます笑でもヘラあるのよね昨ね
[05:31:04.440] クマ
[05:31:05.680] プレてテーブルボまなんだよえこんな中と
[05:31:12.040] か見えちゃったのか
[05:31:15.750] [音楽]
[05:31:18.680] ないや入れてないなこんなとこに
[05:31:28.200] なADHDなんだろうな俺り1個しか買わ
[05:31:32.718] ない
[05:31:33.840] からゴと間違えてまとめた
[05:31:41.280] でもさその後もノリがどのい打てたから
[05:31:43.680] まだ映る
[05:31:45.840] はずえだってない
[05:31:53.080] よだってないじゃ
[05:32:06.200] ないのり流れのように投げたところにすら
[05:32:10.440] ないえない
[05:32:19.360] よえ怖いなもう確かに乗りカメラ映してた
[05:32:25.080] かもどうして
[05:32:38.320] もっと再生してみてまヘラはあったんだよ
[05:32:42.520] どこら辺で
[05:32:43.920] 映パズルの下とかも
[05:32:47.798] ないこれが本当のノリスクノリターンだ
[05:32:51.160] から帰ってこないよ
[05:33:10.480] ちゃまくのりをこの後も映してたらしい
[05:33:18.360] よ昨日0時頃栃木県在住橋本連26歳会社
[05:33:23.718] 員パズルを作成する直前にノとヘをなくし
[05:33:27.280] た疑いがかけられて
[05:33:30.320] ますなんでノだけなくなん
[05:33:35.160] のなんでノだけなくなんのあった
[05:33:42.958] よなんでのりだけなくなん
[05:33:49.240] のヘラ
[05:33:54.440] だけヘラだけあったよ
[05:34:08.600] くなく床調べてみ
[05:34:35.200] たええ
[05:34:39.280] ノりだけないんですよ
[05:34:42.558] ねノりだけないんだよ
[05:34:44.820] [音楽]
[05:34:46.360] ねヘラあるんだよねノりまた映してたって
[05:34:49.638] いうしちょっと上の方にあったりしないだ
[05:34:57.200] ねどみなどうしよう
[05:35:03.680] これどどうする
[05:35:07.920] 大丈夫だよえもうちょっと引くわ自分に
[05:35:11.120] 自分にどん引きだわえまずさまず
[05:35:16.958] さってめまずさこれさぶち上げていいの
[05:35:20.558] ここにだけどな
[05:35:38.160] あれかな乾燥剤みたいなものと思って捨て
[05:35:41.000] たのかな捨てたとしてもゴミ箱に入ってる
[05:35:44.440] はずだけど入ってないんだよ
[05:35:47.320] パズルじゃねえ
[05:35:49.120] けでもゴミ肌してない
[05:35:51.920] からドラ俺は
[05:35:57.558] パもこの時点でもうねえんだよない
[05:36:01.878] ねお部屋映してごらん自分のポケット系は
[05:36:06.080] 調べた調べた
[05:36:25.200] もう
[05:36:29.680] だろていく余裕ヘラもちゃまくから見て左
[05:36:34.840] に投げたのに椅子の後ろ下にあったから
[05:36:38.200] もうピース
[05:36:42.920] [音楽]
[05:36:48.280] でっちゃおっかなと思ってさ左上もう多分
[05:36:52.760] 出てこない
[05:36:54.280] だろう
[05:36:56.200] えいカード
[05:37:01.120] さ形
[05:37:12.400] なん
[05:37:13.840] か違うんだだ違うんだ労力
[05:37:18.280] があれもう出ないのかなじゃねえ
[05:37:22.830] [音楽]
[05:37:26.400] かもうないだろう
[05:37:34.320] ね動画があるのに検証できないのって
[05:37:37.798] すごいね
[05:37:42.040] 笑入れるにしてるも投げ
[05:37:49.440] たヘラ発見ていうか昨日からさな
[05:37:56.360] ていや
[05:38:22.280] ヘの近くにもないみたいだし
[05:38:38.958] ポケットの中とかだったり
[05:38:48.478] ない椅子の下
[05:38:54.840] は
[05:38:57.680] あテンションがち下がりしてる
[05:39:12.680] ガ笑笑テレビない
[05:39:15.600] [音楽]
[05:39:30.160] のコンビニの食べた袋の中とかもない
[05:39:39.718] ひどいことになってき
[05:39:45.040] たお店に売ってると思うしどうしようも
[05:39:48.400] なかったらそれで
[05:39:59.320] も最悪Amazonで買うのも200円と
[05:40:03.000] かで買えるはず
[05:40:16.040] ピースなくすんじゃなくてノりなくすの
[05:40:18.360] ほんま笑う笑笑なんでなななんいや
[05:40:23.120] な
[05:40:28.958] ない
[05:40:34.878] えええ
[05:40:38.638] だってないじゃんない意味がわかんなく
[05:40:42.600] ないない意味が分かんなくないす
[05:40:46.638] かそんで乗り勝って終わった時に見つかる
[05:40:50.040] って知ってるからあの瞬間コメラ誰も
[05:40:53.120] 気づかなかったぐらい
[05:40:55.958] 早業えない意味がわかんない
[05:40:59.878] よどうすんだじゃあ
[05:41:03.280] これもう寝たいよ俺もう
[05:41:13.320] ただ乗り単品で買うと余るんよ
[05:41:34.558] ねうん
[05:41:52.718] 俺の買い物と乗り見つけるのどっちがはか
[05:41:55.638] 勝負な買い物行く時に車の鍵とかカとか
[05:41:59.558] 一緒に置いてない
[05:42:08.240] 額縁の下とかだったら面倒だな
[05:43:02.558] ヘが床にあったのも気に
[05:43:04.920] なる椅子のクッションの下に潜り込んだり
[05:43:08.280] してませ
[05:43:32.558] んラスハゲの修正パッチがある話題を
[05:43:36.000] しようと思ったけけどそれどころではなさ
[05:43:38.798] そうだな探してると見つからないんよねね
[05:43:42.840] こっちから見て右に置いたのに下にあった
[05:43:45.160] から
[05:44:17.638] 歩いたのかなヘラとのり
[05:44:50.920] 乗り換えに行っ
[05:45:02.000] たコンビニには売ってなさそう
[05:46:02.440] 隙間に落ちてるとか
[05:46:30.958] ただいま箱に入れておかなかったの
[05:46:49.360] 箱には何もなかっ
[05:46:53.280] た箱はピース入れとして使ってましたね
[05:46:57.110] [音楽]
[05:47:04.798] ありゃないです
[05:47:09.120] さよならもう
[05:47:11.000] やめよもう配信やめます
[05:47:15.240] 私一旦眠っ
[05:47:23.840] てちょっと
[05:47:26.000] ねじ信じられない自分
[05:47:30.040] が本当にADHDなんかな俺
[05:47:33.958] ってなくす普通しかものりだけ刷あんの
[05:47:40.360] よノリ
[05:47:43.958] だけななくさなくない予想してなかったわ
[05:47:48.240] なくさなくないゴミしてない限りどこかに
[05:47:50.478] あるま鉄やだから
[05:47:56.320] 仕方ないえこれどうすんのよ
[05:48:01.160] これ危なかったね
[05:48:11.680] その額も裏表
[05:48:14.520] 逆しばらくちっにするしかないか
[05:48:19.040] な乗りなしでも光沢なくなるだけで
[05:48:22.760] しっかりとまれていたらよほどのことが
[05:48:25.160] ない限り崩れないよ左のモニターのとこ
[05:48:28.240] へいたように見えたけどヘラは床にあった
[05:48:31.120] よねその作業場所から右手に取って左手側
[05:48:34.760] こっちのカメラ側に動かしたけどなんかに
[05:48:37.798] 入れたっ
[05:48:39.680] ぽい肉まんの菓と一緒に捨ててないよね
[05:49:13.878] どう
[05:49:15.160] だない
[05:49:18.478] ねない
[05:49:21.040] ない
[05:49:22.798] ごくり
[05:49:34.280] ない配信終らせてで確認
[05:49:38.080] するもう
[05:49:41.920] いいとりあえず1回寝るもう寝み
[05:49:45.558] わ頭働かねえし1回寝る
[05:49:49.478] わおつでしたはいすいませんありがとうご
[05:49:52.400] ましたもう最悪だよなんできりしたら簡単
[05:49:57.798] に見つかるかもしれないお疲れおつにゃん
[05:50:01.600] お疲れ様でしたお疲れ様でした左手側に
[05:50:05.760] 動かしたのだは確認できたけども絶対捨て
[05:50:10.120] てないよだってこの部屋から出てない
[05:50:12.200] もんお疲れ様よお疲れ様でした眠って起き
[05:50:16.840] てから考えようもう自分マジでちょっと
[05:50:19.600] 病気疑う病気疑うよマジで引くわ寝て起き
[05:50:25.200] たらあるよおやすみなさいませすいません
[05:50:27.718] ありございましたまた
[05:50:33.040] な初めてのパズルだし
[05:50:37.958] 関係なくないそれどんなことで出てきそう
[05:50:40.400] ね関係ないよね別にゆっくり休めこれこれ
[05:50:44.440] なくすなくさないわ初めてと
[05:50:48.558] か
[05:50:50.520] 何何やってん
[05:50:55.760] のれん
[05:50:58.500] [音楽]
[05:51:01.040] てどしたこいつで
[05:51:06.718] 味がわからんなん
[05:51:09.680] 卒だ間違てジャンプし
[05:51:18.000] ゲ
[05:51:31.798] おおようなってんだこの世界
[05:51:37.360] ンデさん
[05:51:40.280] 笑笑
[05:51:41.878] のんにしん
[05:51:46.160] 笑笑まず
[05:51:49.958] ましょう
[05:51:51.558] 28万
