[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[03:44:35.800] 状況あデート
[03:44:38.520] 行こう
[03:44:41.680] あすべんにゃこっち
[03:44:45.640] これあれだスキートスケートお疲れもじ
[03:44:49.479] ちゃん助けてくれよあポワポワモードだ
[03:44:52.760] よかっ
[03:44:54.680] た帰ってきたんだ時を戻したんだ俺
[03:45:00.159] は帰ってきたん
[03:45:04.980] [音楽]
[03:45:06.720] だポアポアモードです俺のこと好き好きモ
[03:45:12.040] たと
[03:45:13.960] なんか最初のところまで進めたんだけど
[03:45:17.159] 爆弾が爆発しまくってこの子に嫌われて
[03:45:19.279] リセットしましたリセットして2年生の
[03:45:21.920] 中盤まで戻ってきた2時間ぐらい今日やっ
[03:45:24.880] たことパーになったじゃ行こう行こうでも
[03:45:28.199] これさんじちゃんの放送毎回見てる
[03:45:31.920] よさんコメントしないで泳がせとくのが
[03:45:35.840] 面白いってことだなうん空気は綺麗だよし
[03:45:39.680] 行こうもうポンポン行かせてもらうわここ
[03:45:42.239] 悪いけどああ可愛いキにる思変な
[03:45:49.439] 帽もうこれ選択肢も知ってるそうだね肢も
[03:45:53.319] 知って
[03:45:55.680] ますもう悪いけど飛ばしてくよもうあと
[03:45:58.680] 10分で今日おしま寝るからな今日はすぐ
[03:46:00.720] あのさんぽさん泳がせないで
[03:46:04.640] 笑えっとね体力上げときたいなでも部活も
[03:46:09.239] やっときたい
[03:46:11.650] [音楽]
[03:46:13.920] な師と雑学は遊ぶと増えるんだよだから
[03:46:20.680] 爆弾なんでそんな抱えたんいやもうほっ
[03:46:22.760] たら勝ちにしてたんだよ爆弾爆発しても
[03:46:24.439] いいやと思ってどうせ意味ねえだべと思っ
[03:46:26.479] たらめちゃくちゃ結構ダメージ食らってて
[03:46:28.760] やばかった
[03:46:30.800] ねもう光もう無視したいけどなこ一緒にえ
[03:46:35.279] これフェイトさんこれどうすればいい一緒
[03:46:37.199] に帰るべきいやいいよね無視して帰って
[03:46:39.520] どっちのがいいんだろうさじおやぽんさん
[03:46:42.520] おやすみあおやすみおちゃありがとう
[03:46:47.439] やべえ
[03:46:49.279] 体調133113狙ってなければただよね
[03:46:56.319] 気持ち良さそうに寝てたな頑張りすぎだぜ
[03:47:00.279] 今度私の場所開けとけよなんそれなんで俺
[03:47:03.920] お前に褒めらんなきゃいけねんだ俺お前
[03:47:05.520] 興味ねえも光興味ないって1の時はなんか
[03:47:10.359] さ無視してたら無視してたらダメだみたい
[03:47:12.199] なことあったじゃんそれもめどくせえんだ
[03:47:13.680] よな難しいよね
[03:47:22.319] やっぱデートの選択肢大事だなそれ外し
[03:47:25.479] まくってたもんねこの辺ねまなからそれも
[03:47:28.600] 含め
[03:47:31.920] てうん早く爆弾抱えるとかじゃなかったっ
[03:47:35.199] け無視してるとねえねどのスケートえっと
[03:47:42.960] ねどれだこれこれもさわかんねえんだよな
[03:47:47.560] まこれでいいんじゃないそっかまこんまあ
[03:47:50.560] こんなもんまあこんなもんて何なんだよ
[03:47:53.720] 今度は
[03:47:55.630] [音楽]
[03:47:58.560] あのフェイトさん無視したらその子だけ心
[03:48:02.359] 度上がるから爆弾すぐわかるなるほどね
[03:48:05.880] なるほど
[03:48:07.050] [音楽]
[03:48:08.880] ね赤点だけ回避しろよ
[03:48:11.720] よしまま赤点ではないだろこれうん
[03:48:17.120] うテスト休みなんだ
[03:48:21.439] けど1回ちょっと
[03:48:24.520] これたみ君に電話しとこっかわかんねえ
[03:48:27.640] かんな
[03:48:30.920] はい当たりちょっとね評価教えてくんね
[03:48:35.560] そうかね
[03:48:37.120] えうんあねなんでだよお前言ってよ俺知ら
[03:48:43.279] ねえこれ
[03:48:47.120] 情報も聞いとこううんいいよポさん笑笑
[03:48:51.319] あねイトさんやっぱもう爆発するやん
[03:48:55.479] こんなあ知ってる知らない女の子のやつ
[03:48:59.560] 知っとこう赤いホ知
[03:49:03.239] てる爆弾いや爆弾まだ大丈夫まだ早い状態
[03:49:06.640] あるから大丈夫
[03:49:09.159] だまだ大丈夫なはずこれお前聞いたらどう
[03:49:12.239] なんのま
[03:49:14.880] けどさお前の情報教てくあ1間持つか持つ
[03:49:18.520] 持つ持つ持つ
[03:49:20.880] 絶対俺の可愛いたみ軍何言ってんだまあ
[03:49:25.800] いいけどさ引いてんじゃねえか
[03:49:28.199] え練習じぶねえこれマジ
[03:49:32.560] でねもうこれもう練習試合とかさ忘れ
[03:49:36.399] ちゃうこれまた忘れたらやり直しだからな
[03:49:40.000] これはごめん行くしかね
[03:49:47.120] ほらこれが見れるわけです
[03:49:50.120] よしてるよ絶対勝つから待ってろ
[03:49:55.030] [音楽]
[03:49:57.479] よさんさんよこれがあることによって爆弾
[03:50:01.279] がもっと危なくなるやばいあ
[03:50:05.319] コムドッさん右上見る癖つけないとやマジ
[03:50:08.840] でやばいマジで
[03:50:11.120] やばい勝て勝て勝て勝てる勝て
[03:50:15.120] いや負け
[03:50:16.760] た負けたかさ部活やってたのかだ部活を
[03:50:21.359] 部活も間違って首になっちゃって2年
[03:50:23.239] 頑張ったのにだ
[03:50:25.199] からが来
[03:50:27.279] たこれもだめかなまあの部活は続けよう
[03:50:31.920] 部活コマンド1回負けたくらい大丈夫
[03:50:33.560] でしょえっと電話できねえから部活行くだ
[03:50:37.000] 部活行ってと他のステータス上がんねんだ
[03:50:39.279] よなもう難しいなんだこの
[03:50:42.080] ゲームなんだよこのゲームよ悩ましいんだ
[03:50:45.800] よめちゃくちゃ
[03:50:49.239] あてんじゃないオッケーもう病あれだ
[03:50:55.479] あの
[03:50:57.640] 可愛いこの辺ごめんもう一瞬見てるから
[03:50:59.920] ちょっと飛ばすねごめんちょっとね部活な
[03:51:04.319] んだけどねもう運動これ以上上がっても
[03:51:06.600] しゃあねえんだよなもう雑学とか取れ
[03:51:08.760] 上がって
[03:51:09.600] ほしい容子下がるんだよ
[03:51:12.600] な難しいね
[03:51:15.479] やなんだ今年もクリスマスうるせえあ
[03:51:19.439] クリスマス行けるかなこれあ行けるね
[03:51:21.359] 行けるいけるよしよしよしお題は
[03:51:23.640] クリスマスはイベントありそうだよね容姿
[03:51:27.399] 100以下になったらクリスマス行けな
[03:51:29.040] そう
[03:51:33.120] うん光に電話しなきゃいけないしなうわ
[03:51:36.319] やることいっぱいだ
[03:51:39.040] な爆弾
[03:51:41.239] 会場電話待ってたんだよ
[03:51:44.960] どうしたのあれは爆弾はいやいやいやいや
[03:51:47.800] デートとかいいお前とデートなんかしてる
[03:51:49.680] 暇ないってえお前とデートしてる
[03:51:54.439] 今ないないないないけどないけどどう
[03:51:58.720] しよっか
[03:51:59.560] なえないってじとか行って終わりお前は
[03:52:03.359] ごめんねよしオッケーセーフよしえなんで
[03:52:06.239] 俺爆弾はこいつどうなっ
[03:52:09.000] たあこれ行けるか
[03:52:11.520] な入れるか
[03:52:15.680] メイ様の音結構ですはいギリギリ
[03:52:20.680] セーフ用紙が100以上分入れねん
[03:52:24.080] ねイトさん爆弾持ってる状態に誘えるあ
[03:52:29.760] そうなんだえ今ので爆弾解除され
[03:52:35.199] た
[03:52:38.279] 楽しい爆発した
[03:52:41.359] 持ていね
[03:52:44.640] 解除さ爆弾のなんかあれそんなことなく
[03:52:49.120] ない爆弾持ってる状態じゃなかったっ
[03:52:54.920] け違うんだっ
[03:52:57.150] [音楽]
[03:52:58.760] けトさん多分解除されてると思うけどつく
[03:53:03.680] と思う
[03:53:12.880] そううわらね
[03:53:17.239] これいらねえムドクスプスさん多分それは
[03:53:21.640] 1だけの流れかもえそれどれのこと言っ
[03:53:25.159] てるんそれってどれ俺俺が言った
[03:53:29.720] 方
[03:53:32.000] えー体調105全部100はやキープして
[03:53:35.800] きたいよねだ部活行くかもう部活行ってっ
[03:53:39.080] て容姿下がるから用し上げるレトさんには
[03:53:41.479] ギリギリだと爆弾つきっぱなし嘘でしょ
[03:53:44.439] プスさんとめも1のことあのうんえっとな
[03:53:49.239] んだろう
[03:53:50.560] な
[03:53:52.400] [音楽]
[03:53:55.239] 難しいこれね容姿も雑学も上がるからいい
[03:53:58.159] んだよ
[03:53:59.399] これえ1回確認するも1回1週間使いたく
[03:54:03.000] ねえけど
[03:54:06.760] さはい高きでなあ当たり今かねクススさん
[03:54:14.880] だと判定が変わってると爆弾消えてねこれ
[03:54:18.760] 爆弾どうやって消すのよこいつえこれじゃ
[03:54:21.439] どうやって爆弾消せばいいの
[03:54:24.140] [音楽]
[03:54:28.520] これフェイトさんデート行くのデートに
[03:54:31.760] 行くんだあいつ断ってきたかんなみゆ
[03:54:35.560] ちゃん誕生日よし部活行っとくかしょうが
[03:54:40.000] ねえ活で勝てないのも意味ねえもんな
[03:54:45.960] よしフェイトさん電話かけたから少しは
[03:54:49.520] 回復してるなるほどねえーめんどい
[03:54:54.239] なあこれはめどくさいです
[03:54:57.359] ね迎えに来てくれるとまそう結構このこの
[03:55:00.880] 状態だ結構好きえいさっきも見たけどな
[03:55:03.040] お前なムドクスクスさん1が電話で解除に
[03:55:06.359] 対して2は電話プラス何かかもですああ
[03:55:09.439] そういうことなんだ
[03:55:11.760] なよしうんうん
[03:55:14.950] [音楽]
[03:55:17.600] 改めてフェイトさんなるほど晴れ着のさあ
[03:55:23.560] うー戻し作業しんどああ間違っちゃった
[03:55:28.120] もういいやめずにもういやなもうごめん
[03:55:30.720] 連動しちゃっ
[03:55:32.760] たまいいやえこれレイトさんあいいいい
[03:55:37.279] いい別に大丈夫でしょどうにか大丈夫大
[03:55:40.479] 大丈夫
[03:55:41.640] はああもめんど
[03:55:45.760] くさいこれ引かないっていうが正解なの
[03:55:49.600] [音楽]
[03:55:52.399] かもう配信終了の時間が近づいてきてて
[03:55:55.359] 焦ってます俺
[03:55:56.740] [音楽]
[03:56:01.040] ま
[03:56:02.880] えありがとよしよしよしでもいいま
[03:56:06.279] とりあえずとりあえこれでオッケー
[03:56:07.319] とりあえずこれ
[03:56:08.439] オッケーはいはいはいはいはい部活します
[03:56:11.560] よとびしたワルあでも俺ももう終わりや
[03:56:16.359] ごめんなもう終わる
[03:56:18.860] [音楽]
[03:56:25.680] ぞ
[03:56:28.399] えまたこれあれ
[03:56:33.840] か頑張れ頑張れむい
[03:56:44.800] ごめんああもうダメじゃんかよなんだ
[03:56:50.720] [音楽]
[03:56:53.560] これわどう
[03:56:55.960] しよう寝とくごめんちょっと今日この辺に
[03:56:58.600] しとくわうわごめんなんか意味にら終わり
[03:57:00.960] 方でごめんまだ絶対続きやるまた絶対続き
[03:57:03.159] やるから
[03:57:04.760] なえ待ってセーブしていいこれちょっと
[03:57:07.680] 待って
[03:57:10.720] 部活何これ違う部活は
[03:57:15.239] カレンダー見
[03:57:16.600] て
[03:57:18.199] さんなんだもイドが止まら
[03:57:23.239] んおれ俺も今日寝るもうお疲れ
[03:57:32.920] ありがとうあありがとう初チャット
[03:57:36.399] ありがとうなんです
[03:57:39.880] がもありがとうございしわり
[03:57:44.800] セブさ作るべえよこれあ作れさん来たのに
[03:57:49.479] 作れねんかこれ笑笑セブ作れねえの2個こ
[03:57:53.880] さこのさ1周目の出た消す
[03:57:57.159] わ2個残しとこうセブざ言のためになよし
[03:58:03.479] 寝よ
[03:58:05.399] さんさん
[03:58:07.439] 笑笑ワルツくもありがとうなレドなレドと
[03:58:10.560] レドとあの皆さんざせもう寝ますごめん
[03:58:13.920] なさいもうねん
[03:58:17.680] さん橋どうも橋本と申しますおつおつおつ
