[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[03:14:52.239] ねちゃんも信してるからねそうそうそう
[03:14:56.520] ぜひねあのチェックしてね俺こないあれだ
[03:14:58.160] よちゃんが違うこぐちゃんがさあのなんか
[03:15:01.880] 夕方かななんかあのなんだんだんだん
[03:15:06.479] ちゃんからったて言ったからえ言ってない
[03:15:09.560] って言ってないくちゃんくちゃんく
[03:15:13.319] ちゃんしちゃんもでも配信してるからっ
[03:15:17.600] 夕にさかマネーの虎かなんかをさなんか
[03:15:20.960] YouTubeで流してたじゃん見てた
[03:15:23.040] ずっと俺見てたあれあれずっと見てた俺も
[03:15:25.319] 夢中になって見てた
[03:15:27.160] あか中学生社長みたいな
[03:15:30.800] やつあれ見て
[03:15:35.040] たなんとなく見てねコメントしようかなと
[03:15:37.560] 思ったんだけど普通に夢中になって
[03:15:40.439] 見えんだっけデートの予定も入れたので
[03:15:44.920] テレスましょう100切ってる容子が
[03:15:48.800] 100切って
[03:15:51.830] [音楽]
[03:16:00.720] ますいいねディスク5ですかついにししし
[03:16:05.960] さんイケメンじゃない場合断られます何が
[03:16:09.560] 何が何がやったもうディスク5だぜ
[03:16:13.840] ディスク5に来たよついに
[03:16:17.120] いやおれえなこのゲームわ2周目悩むぜ
[03:16:21.239] しししさん最後最後1周目1周目の最後だ
[03:16:25.080] ね多分もう3年生だしねポンさんうるさい
[03:16:28.239] なんでうるせえてんでうるせえんださん
[03:16:33.530] [音楽]
[03:16:36.239] 早もう3年生か早いねですあごめんね今出
[03:16:43.600] 中なのあそうなんだ要のある方はという
[03:16:47.279] 発信音の後にメッセージを入れてねあそあ
[03:16:51.279] 橋本ですそろそろ赤ちゃんの名前考えよう
[03:16:54.160] ねバイ
[03:16:56.479] バイこれリスで入れとかないとねこれは
[03:17:00.399] サオ寺おやぽんさんきペイトさんきえ
[03:17:04.600] しぐさん
[03:17:06.650] [笑い]
[03:17:08.920] きえ痛くも痒くもないねわたるんさんきし
[03:17:13.640] 痛もこれこの前私もれた
[03:17:18.600] ぐしぐしさんそれはやめてよそれはやめて
[03:17:22.640] くれるねそれはさ信じちゃうバカとかい
[03:17:27.479] そうじゃん信じちゃうバカとかいそう
[03:17:30.000] じゃんそれはやめよう
[03:17:33.279] よバカ
[03:17:36.199] 野郎ししさんじゃんそれふざけんな
[03:17:43.560] よバだからもう1回話ったや
[03:17:47.199] なん最コンさんもぎちゃん大丈夫話聞こう
[03:17:52.040] かわたるさん俺聞いてないんだけど本当に
[03:17:55.640] もう何を言ってんだ
[03:18:01.560] よもぎさんみんなも気をつけてさじおや
[03:18:06.880] ぽんさんLINEやっ
[03:18:08.720] てるさじおぽんさん君可愛いねしししさん
[03:18:14.000] 気を
[03:18:14.840] つつけるやだやだ本当
[03:18:18.199] に本当に嫌だ
[03:18:20.720] よ俺をじぽんさん赤ちゃんの名考えよ
[03:18:25.479] そろそろ考えよっかね何人生むかとかも
[03:18:27.920] 考えよっかそろそろ
[03:18:30.840] もいなんだっけどうすりゃいいんだ9月
[03:18:34.279] ってなんかあったっけあゴッドリラーやる
[03:18:38.160] んだ劇場版アニメあの子絶対好きだろうな
[03:18:41.640] 何これ新アトラクション落ちるこれは行く
[03:18:45.600] でしょこれはくポンさんまたすっぽん
[03:18:50.000] すっぽんなこれは行くでしょう新感覚
[03:18:53.399] トラクション
[03:18:54.920] おアトラクション落ちるこれ絶てく
[03:18:58.880] えうわもうなんか今日すげえ
[03:19:02.399] わもうそんな時間かブラさんお疲れお疲れ
[03:19:06.680] さんアトラクションストラクション
[03:19:08.560] ストラクション
[03:19:11.319] 7たよ
[03:19:13.359] よろしくレしたよよしん
[03:19:16.840] なんだ今の
[03:19:19.840] りお疲れ様です疲れあちゃさんもお疲れ
[03:19:25.040] ちゃんナイスレイドありがとう桃山さんも
[03:19:28.399] ありがとうこんばんは今日もやってますよ
[03:19:31.560] と今日もやっとりまんでとこれ行きたいわ
[03:19:35.040] 新アトラクション落ちる今10月あまだ
[03:19:37.920] だいぶ先だなさんさんちょっと遅いよ
[03:19:41.600] そろそろ赤ちゃんの名前考えよかって入れ
[03:19:44.760] てるとろで来てほしかったしししさん今日
[03:19:48.160] はめなクリップいっぱいあるからみんな見
[03:19:50.399] てね沙さん私は少し前からあそうですか
[03:19:56.040] そうですか何しよっか
[03:19:58.840] えー芸術80まであげちゃおっかなんか
[03:20:02.000] 全部80欲しいんだよ
[03:20:05.600] ねあ進化機あブレイトリン77さん
[03:20:11.439] 赤ちゃん作そろそろ赤ちゃんの名前考え
[03:20:14.560] とこうかなって名えましたあるか知らん
[03:20:18.600] けど
[03:20:19.600] [音楽]
[03:20:22.199] 親路相談でなんだこれはよこれも最高じゃ
[03:20:28.120] ねえか
[03:20:29.720] よぽさんでけ高校生の男の子のまで谷を
[03:20:35.960] 出すな教師がちゃさんこれも最高ぐしぐし
[03:20:43.880] さんてじゃ何これ
[03:20:47.319] 学進学しよっか一流は無理なん
[03:20:55.440] [笑い]
[03:21:08.920] でもう少し努力が必要マジか
[03:21:12.600] よマジかよもちあげなきゃだめか
[03:21:17.359] もぎさんこんな服切るのカーネル
[03:21:19.760] サンダースとかすお姉ちゃんくらいだ
[03:21:22.840] ぞ確かに飲食店の店員みたいな最さんて
[03:21:28.960] 叩いて笑ってるの草なんだっけ女心
[03:21:31.920] くすぐってみよっかなあああのおっぱい
[03:21:33.720] 触るつったらなんだかんだっ
[03:21:36.040] て神イベントだったねぐしぐしさん体調良
[03:21:40.040] すぎ
[03:21:41.319] だろ体調の良さしか取り合いがないサオ寺
[03:21:44.640] おぽんさん最高のさしか取がねえんだよな
[03:21:48.880] いやデートも行くとこなくなってきちゃっ
[03:21:50.880] たんだよ
[03:21:51.970] [音楽]
[03:21:54.880] な2時までな今日もなあいちゃいさん
[03:21:58.040] どんな感じえもうねこの日の本ひかり
[03:22:01.800] ちゃん俺の
[03:22:04.120] こと俺のことね俺のこと好きすぎてやばい
[03:22:08.720] ですこの子ちょっと俺のこと好きすぎて
[03:22:12.279] やばいあいちゃいさん笑笑見てれば分かる
[03:22:16.000] マジで
[03:22:17.880] もう本あ好きなんだ俺の
[03:22:21.640] ことたらしてるやし室内プール行こう
[03:22:27.199] と室内プールだもホイホイついてきますね
[03:22:32.120] 了
[03:22:35.080] 女心ちゃってるだって俺でも俺の口につい
[03:22:38.040] たあのハンバーガーのさソースをさ
[03:22:41.680] ケチャップをさ指でプって取ってさペロっ
[03:22:43.960] てなめちゃうもんこの子もうそはさキス
[03:22:47.319] じゃん最さん笑もうもうもう好きよ俺の
[03:22:52.399] ことこんなもんはあいちゃいさん笑笑俺
[03:22:56.560] 今日ね書さ3割ましなんででも付き合って
[03:22:59.399] ないなんておかしい逆になんかいやらしい
[03:23:01.520] よなここまでしといて付き合ってないって
[03:23:03.399] なんか逆にやらしい気がするなんか
[03:23:05.600] ちょっと
[03:23:07.319] なんかサオンさんハンバーガーポチポチ
[03:23:11.160] 食べてたんださん全員にやってるよ光ワ
[03:23:16.120] さん
[03:23:17.720] がっさん付き合ってないのに簡単になめる
[03:23:21.520] なんてその女やべえよそのコメントだけ
[03:23:24.520] 切り取ってみたらすごいすごいいけない
[03:23:27.199] ことな感じがしますねさ行きましょうかね
[03:23:30.720] 雨が降ってても室内プールだったら泳げる
[03:23:34.239] とさん嘘ついてる味してそうこ見てこの顔
[03:23:39.160] がさ顔がもうあいさん何想像し
[03:23:43.920] てる顔がもうさ顔がもうさんすっかりメス
[03:23:49.080] の顔してるの顔やてトさんあいちゃいコ
[03:23:52.960] ちゃんと同じようにね言ってたね付き合っ
[03:23:56.319] てもないのにぽさんもうやたやんうん君
[03:24:01.479] ちょっと早くついちゃってさ退屈してたん
[03:24:04.199] だごめんな遅くなっ
[03:24:06.479] たそんなことないよ私は来たかったから
[03:24:10.199] 早く来ただけあちゃさんちゃんさすがやな
[03:24:13.960] もう好きちゃんかよの遅刻が好きじゃん俺
[03:24:18.160] のことどうすんのじゃ行こう
[03:24:24.279] よ海じゃなくてもプールで泳げるってのは
[03:24:26.880] 嬉しいよねとそうだねさあ入ろう
[03:24:31.640] よさじおぽんさん海じゃなくても
[03:24:37.120] 笑笑
[03:24:38.640] げるにはられないなふいやお前もだろさん
[03:24:45.279] 夏じゃ
[03:24:46.840] 桃山さんさん十分大胆やで本当だ
[03:24:51.479] よそんなことないよ似合うよ嬉しいなあで
[03:24:57.120] も北たと見られたら恥ずかしくて死ん
[03:24:59.600] じゃうよいい景色だ
[03:25:02.279] なあいい
[03:25:07.439] 景色ぽんちゃんぽちゃんあれだよその
[03:25:11.920] コメントどやっオートモッドに弾かれてる
[03:25:15.000] よ
[03:25:17.720] 許可してあげよしょうがねえからさじお
[03:25:19.600] ぽんさんちゃまく金欲はみ出てるよじお
[03:25:23.399] ぽんさん切れそうフトさん
[03:25:26.410] [音楽]
[03:25:26.630] [笑い]
[03:25:29.080] 笑笑わるさんちょっと悩んだ寺ポンさん
[03:25:34.080] オートもめいいよ別にそんくらいあ
[03:25:37.399] アフター来ましたアフター延長ですあざ
[03:25:42.880] えはいよかったじゃ行こうよ行き
[03:25:50.160] ましょうコロさんこんばんはあコロさん
[03:25:53.640] こんばんは神ゲーをして
[03:25:57.160] ますうんじゃあ適当に買ってくるね取って
[03:26:02.520] くれる
[03:26:05.040] マクドナルドサオ寺おやポンさんエアコン
[03:26:08.680] ついてる今いつもよりついてるついてる
[03:26:11.720] ちょこ
[03:26:13.000] だけ喋ってると熱くなってきちゃうから
[03:26:15.319] デブは
[03:26:17.279] もう可愛いなんだこれポンさん笑笑5時間
[03:26:21.720] ぐらい眺めていいかとりあえず対面で桃山
[03:26:25.680] さんさん可愛いねめちゃくちゃ可愛いしょ
[03:26:27.920] 俺のこと好きだよなこれなそうだよ
[03:26:30.640] ね口のとにソースついてる
[03:26:33.800] よポンさん
[03:26:37.199] ああいちゃいさんそのバーガーってこう
[03:26:41.800] いう味のソースなんだ
[03:26:48.479] 私も次からそれにしよっかな
[03:26:52.239] さんすいさん
[03:26:54.399] やめろ
[03:26:57.279] さんキスじゃん
[03:27:00.520] これ桃山さんさん身になる用してこ
[03:27:08.439] 画ですねい
[03:27:12.560] ね最高
[03:27:16.560] なんでボは弾かないんだよあ
[03:27:20.239] オートわかんねそこら辺のもう気分じゃ
[03:27:23.479] ないのちゃいさんてみ
[03:27:27.330] [笑い]
[03:27:30.120] てまさかちょっと立てない今
[03:27:34.120] は今はちょっと立てない理由がありますさ
[03:27:38.560] どこ行こっかなさんまっすぐたってタワー
[03:27:42.040] 行こうかタワータワー行こうかな
[03:27:46.560] タワーうんオッケだよなあ了解タワー
[03:27:52.000] タワーがじおポンさん
[03:27:55.439] タワあいちゃいさんくっそ楽しそうにし
[03:28:02.239] よる
[03:28:05.960] えっとここんなもうさ学力上げるとかもう
[03:28:09.800] 正直どうでもええ興味ないんだよな学力と
[03:28:13.760] かただただ
[03:28:16.439] ただただあいつと一緒に入れれば
[03:28:20.359] いいあイベントあり
[03:28:23.040] ケリサポさんさて
[03:28:27.479] 帰ろうはい来ましたよとやあ光どうしたの
[03:28:32.479] 待っててよかった一緒に帰ろうよ
[03:28:35.810] [笑い]
[03:28:37.760] もうなんですかこの生物
[03:28:41.439] はよかった行ってみるもんだねいやいや
[03:28:45.040] いやもやけ何を今更神寄り道としかしろよ
