[00:01:15.960] ああああああああ映ってますか映ってる
[04:44:33.280] とか言ってくれればいつでも教える
[04:44:37.320] しうま笑笑分みの
[04:44:43.280] てるバカうめえ
[04:44:47.840] よも毎日食ってるやつがい
[04:44:56.700] [音楽]
[04:45:00.840] のく
[04:45:05.120] うまね
[04:45:11.520] 入って全部
[04:45:14.160] 肉牛鶏あ豚肉牛肉鶏もう全部肉の3
[04:45:21.400] 大全部全肉食ってる全
[04:45:27.080] 肉せ笑笑いいやんいやいやこれクソうめえ
[04:45:33.280] ぞハンバーグこれご飯
[04:45:36.718] さごご飯もしかしいやなんか引きだから牛
[04:45:41.360] も入ってるご飯ごめんねご飯汚したい人な
[04:45:44.480] んだ俺俺汚すの大好きなんだよねごめん
[04:45:47.280] ご飯汚したい人なのあのなんだっけ焼肉と
[04:45:51.760] か食ってる時でも1回ご飯にタレペロンっ
[04:45:54.400] てつけてから肉食べたいんだよね分かるか
[04:45:56.958] なご飯ご飯汚したい人間だからごめん
[04:46:00.080] ごめんそこだけはみんなごめんご飯汚すの
[04:46:03.400] 好きそれだよな1回ワンバするよなワンバ
[04:46:08.878] 笑わかるの草ンザ
[04:46:12.798] ライス共感の嵐大バウンド派バウンノと
[04:46:18.878] ちょっと食ったことね肉食いてんだよワニ
[04:46:21.280] とかワニとか食いたく
[04:46:23.400] ねワンパ絶対いるよ
[04:46:29.680] ねなんだったら焼肉のでご飯巻いて食べる
[04:46:34.760] したに肉でんで飯もうまいカエルとかあ
[04:46:39.600] カエル食ったことあるよ焼肉ワンバ派の方
[04:46:43.240] ね食べてる姿可愛いなやべえわワ食った
[04:46:48.240] ことあるよコラー原質の鶏肉
[04:46:51.680] 肉美味しいよいや料理おもろ料理バカ
[04:46:56.360] おもしれえ肉いく
[04:47:02.320] か楽しい
[04:47:04.600] でしょ楽しい
[04:47:07.200] ね途中ちょっとマジでもういいやと思った
[04:47:09.878] けど
[04:47:11.520] た楽しいよの上で流れるようなさすがや
[04:47:18.920] でが楽しそうで良かったいやいい
[04:47:23.480] ね普通にうまいわさんみたいになってたら
[04:47:27.160] 笑う楽しいなら才能あるぞ夏大丈夫だった
[04:47:31.958] ファイナルファンタジー14のコラボ
[04:47:34.040] カフェに行ったら肉めぐねなんかわかん
[04:47:37.520] ないこれめぐ大丈夫なのかな
[04:47:42.240] 大丈夫なんじゃないなんか変なことになっ
[04:47:43.798] てないからうまい
[04:47:48.878] から
[04:47:51.390] [音楽]
[04:48:04.080] グラグラ贅沢
[04:48:06.680] すぎる贅沢すぎるけど
[04:48:09.760] 熱いグラタンいいじゃんグラタンいいよね
[04:48:12.558] いい
[04:48:15.000] ぞあ邪魔く人気者でやだ喉乾いた喉乾いた
[04:48:27.320] 笑笑たまんねえな
[04:48:38.040] おいちゃま物だとでのびのびコメントすれ
[04:48:42.200] ばいい神社エールだろうが神社エール
[04:48:45.840] だろう
[04:48:48.160] がちゃまく人気者だとどこで伸び何言って
[04:48:51.520] んだよ何言ってんだのびのびコメントして
[04:48:54.040] くれ
[04:48:55.200] よ神社エールだろうがお前ら
[04:48:59.200] ジエの
[04:49:03.160] だんクソうめ
[04:49:06.400] やちょっとラベル剥がせよおめえらラベル
[04:49:10.040] 剥がしてろよ
[04:49:11.760] 別厳しいからな
[04:49:15.480] だ世の中の文句言ってる男子高校にも意見
[04:49:19.638] 満してやろうぜ
[04:49:21.798] ああキャップは別で捨てなきゃだめだ
[04:49:26.798] よいや最高だな最高だと思いません
[04:49:32.558] かこれはいいね自分で作ったからこそある
[04:49:37.240] な感動ジャエルってなんであんなに
[04:49:39.718] おいしいの生姜みたいな味だよねうめえよ
[04:49:44.320] ななんか生姜みたいな
[04:49:47.600] これなんか生姜みたいな味し
[04:49:54.000] なんか
[04:49:57.680] うまいこののたもう
[04:50:05.080] あみまでもいいとんだろ
[04:50:08.120] ないとんだろなエミにはもったい
[04:50:13.760] ねえ待ってごめんだけどちゃまゲームこの
[04:50:18.558] 後衝撃の一言なんとこの後衝撃の一言笑笑
[04:50:23.878] 壊れるかお腹いっぱいになってきちゃった
[04:50:27.000] 腹いっぱい笑笑しょうが
[04:50:31.558] ないる笑笑笑笑
[04:50:35.600] 笑笑おいしそう笑笑あ笑笑
[04:50:42.000] 笑笑笑いやでもでもさすがにこれは食食う
[04:50:45.040] よさすがに食わなあかんやろそれ
[04:50:48.830] [音楽]
[04:50:52.680] は食う食う
[04:50:54.638] 食うお肉これ
[04:50:56.840] 何個100とかだよ多分400買った
[04:51:04.000] から初めてのでこんなたくさん作すごい
[04:51:07.160] でしょすいやろお腹すいたら食べこれ
[04:51:11.400] ソースもったいねえほぼほぼ捨てることに
[04:51:13.080] なっちゃうなすごいね料理って作ってい
[04:51:15.480] たらお腹いっぱいになるから400なんか
[04:51:18.878] 草おい嘘だろ食ではないな笑400は多う
[04:51:24.520] なるほど200でも全然うまいソースが
[04:51:27.718] すごい煮込みにしちゃったからさ余りそう
[04:51:35.480] うんめちゃくちゃうまいねあパンとかいい
[04:51:40.160] ね
[04:51:41.160] もう
[04:51:50.080] [音楽]
[04:51:54.480] のれえこいつ
[04:51:56.920] に足なんか長くて何
[04:52:01.520] なん足なんか長くても何もだ
[04:52:08.790] [音楽]
[04:52:10.878] ズ持っていたらうまい66え何何何本当に
[04:52:16.878] 何の
[04:52:18.280] 笑んごめんわかんない何
[04:52:21.080] のあフォロワーすげえ増えるわフォロワー
[04:52:25.040] があ咀嚼
[04:52:27.280] ねねあ咀嚼
[04:52:30.360] ね飲みもんだもん喉乾いたし喉乾いたしの
[04:52:36.080] 変換失敗しちゃっ
[04:52:38.480] たあ咀嚼ね
[04:52:44.160] あとゆっくり
[04:52:45.160] 食べよあとゆっっくり食べ
[04:52:48.240] ない料理配信すごいね100人も見てんだ
[04:52:51.760] いいよ
[04:52:53.840] 笑笑足さんとなんだまなくてで喉よう
[04:53:00.360] ハンバーグに限るよなるでもってサダし
[04:53:05.920] てる人気でごめんね今人気でごめんね今
[04:53:13.000] いけね人間本じゃねえ別
[04:53:15.040] に汗かくどだってどうこれあれだろ夜配信
[04:53:21.718] すんじゃんどうせどせ19とかだろこいつ
[04:53:25.480] らデブが料理してるとこばっか見やがって
[04:53:27.920] おめえらに言ってんだよあ普段の配信こね
[04:53:30.878] くせ
[04:53:33.840] になこいつらな普段の愛人でちょっと
[04:53:38.600] 変わったことやってるばか
[04:53:42.000] って言うから人来ないんだけどねこういう
[04:53:44.040] こと言わなきゃいいんねこういうこと言わ
[04:53:45.680] なきゃいい言っちゃうんですねにも
[04:53:48.638] ハンバーグ
[04:53:51.160] をごめんよ
[04:53:53.638] 笑見たいもしか見ないで
[04:54:02.160] 笑笑
[04:54:06.840] でんまた夜なまた青
[04:54:12.000] な来いよ今日夜配信するから
[04:54:15.798] 笑笑何やろっかな今日くま時間的にビデオ
[04:54:20.480] で見てるんじゃええこれ
[04:54:22.920] さこれ食えん
[04:54:25.320] の当たり前だろちょっと寝やろ収式の後の
[04:54:30.360] 男子高校生やん嘘冗談ダさんダさん冗談だ
[04:54:35.200] よ冗談食えるよ食えるよまた夜うなあこれ
[04:54:39.760] 食えるのこれ
[04:54:40.320] [音楽]
[04:54:41.718] これ包んで
[04:54:43.200] るで包んでみようぜ
[04:54:51.490] [音楽]
[04:55:16.798] 笑笑
[04:55:17.910] [音楽]
[04:55:20.200] ハーモニー
[04:55:21.840] うめえこの葉っぱうまいねあ食ったこと
[04:55:25.280] なかった
[04:55:32.680] けどたださこお腹空いてたらもっとうまい
[04:55:36.680] ぜうんだけど腹の無理やり
[04:55:40.320] 押し込むようなもんじゃないな入ってるの
[04:55:41.840] がいや別食うけどね全然食えるんだけどね
[04:55:44.280] いやいや食えるよ食うしうん入ってるの
[04:55:47.120] それでもうまいしうん別にね同じもの
[04:55:54.240] ですりすぎるのさ
[04:56:03.400] 経験少し置いとくくらい大丈夫だね笑笑
[04:56:08.200] おいしくがついてる姿でおしさ語るんだよ
[04:56:11.878] お昼ご飯食べてから料理配信したの苦し
[04:56:15.240] そう笑笑苦しいね分かるよ
[04:56:20.200] 笑笑限界超えてそう笑そういえばさん聞き
[04:56:25.520] たいことがマイクってカメラのだけ使って
[04:56:28.440] ます食べ放題の跡みたいな顔になってる
[04:56:31.878] 笑笑おいおい大食選手権の選手っぽい顔に
[04:56:35.440] なってるつまみ食いしてる間にお腹膨れ
[04:56:38.000] ちゃうのよねあるある笑あ人はこなして用
[04:56:41.400] の強制できるようになればやね苦しくなっ
[04:56:44.080] てる笑笑フードファイターの最後の顔なん
[04:56:47.080] よ気がついたらフーファイトになってた
[04:56:49.920] ハンバーグ打ってでよかったかもね笑こち
[04:56:53.040] にジャンプするといいらしいよなんで
[04:56:55.160] こんなあれたの配信に関西のいい女が
[04:56:58.280] そんな集まってるねん僕に感謝生きのに
[04:57:01.360] 感謝に感謝たがましましたか笑笑やるせね
[04:57:06.440] 笑笑やるんかい笑笑いに落とし込むの
[04:57:14.650] [音楽]
[04:57:37.400] ここは行くでしょこく
[04:57:40.878] 笑ナレーター邪魔残りサラダのみ食べ
[04:57:44.558] きれるの
[04:57:45.558] か音それはかっただよ冷蔵庫入れと器に
[04:57:51.440] ついたさ米粒残すやつマジうぜえから
[04:57:53.840] あいつハンバーグもまだちょっと残ってる
[04:57:57.360] 食頑張れここくでしょ草食べすぎからの
[04:58:03.120] ここここは行くでしょここはっていうか
[04:58:05.440] 全部行けやだな
[04:58:10.638] 部残すやと仲良くなれないおいしそうだ
[04:58:16.120] なじまく本当に焼けの
[04:58:20.680] だす鼻水めっちゃ出るなんか泣きながら
[04:58:23.280] 食ってるみたいじゃ
[04:58:24.840] ない泣きながら泣きながら食ってるみたい
[04:58:28.040] じゃない笑笑
[04:58:31.680] 笑笑おい誰かレビチャンピオンの実況やっ
[04:58:35.520] てくれよ笑可愛い笑笑温かいからね普通に
[04:58:40.958] なってない笑笑ママに怒られた後かな
[04:58:45.240] おいしくておいしくて震えるうめえよ
[04:58:47.878] うめえよられて焼け女子うんここ
[04:58:56.520] 苦しいっとられた後にソト出される
[04:58:59.878] ハンバーグやっと食えたねの
[04:59:13.638] 体明日でもいいんじゃない
[04:59:17.840] のうんうん
[04:59:22.120] うんうんうんうんうんてんなの
[04:59:29.120] 笑笑笑笑
[04:59:32.798] 笑笑
[04:59:34.320] うん笑笑ごちそうさでした食なのにこのさ
[04:59:39.440] なんとか完食したいらしいハンバーグと
[04:59:42.840] 会話しない
[04:59:51.200] で絶対に出さないで私たちに聞こえない
[04:59:55.638] からあれプの上は残ってないのハンバーグ
[05:00:00.240] の
[05:00:04.040] 声横からのの泣きそうになってる人や笑笑
[05:00:11.040] 最後の一口じゃけ
[05:00:15.120] の
[05:00:19.030] [音楽]
[05:00:21.600] ハンバーグないでね
[05:00:27.320] うん最後までうまそうごちでした完全に
[05:00:32.120] スードファイターやご様ハンバーグ結
[05:00:35.958] もたれするよねごちそう様でした
[05:00:40.638] 食おいしかった
[05:00:44.000] のいや
[05:00:48.360] すごいすごいわできるもんだ
[05:00:55.200] なり
[05:00:59.120] ありがとうできるもんだ
[05:01:01.680] なできるもんだ
[05:01:04.360] な
[05:01:08.920] ありがとうおこの配5時間やってんの5
[05:01:13.240] 時間仕事じゃん
[05:01:18.120] パチパチパチ仕事じゃねえか5
[05:01:21.240] 時間にすい
[05:01:23.840] ういやしかった
[05:01:26.638] ねおいしかっためちゃくちゃ
[05:01:31.718] 食事あの料理配信して料理配信してお
[05:01:35.920] めでとうございますお疲れ様でしたって
[05:01:38.120] いうコメントがれあんま見たことない
[05:01:41.280] あんまり見たことないねおめでとうござい
[05:01:43.958] ますてのがおかしく
[05:01:46.000] ない何おめでとう
[05:01:49.558] て何おめでとうて
[05:01:54.320] ありがとう料理
[05:02:01.760] 配信全ての料理配信におめでとう
[05:02:06.840] うまかったの
[05:02:10.360] これ今からこれ全部片付けるん
[05:02:13.240] やろめちゃ出
[05:02:16.200] たこれ洗うのしんどい
[05:02:19.558] よみにすげえ
[05:02:22.280] もみすげえもんみ
[05:02:25.040] に溝にすげえ
[05:02:28.400] もんすげえ溝だもん
[05:02:31.600] これ溝がすごい
[05:02:42.420] [音楽]
[05:02:48.878] ありがとあでもこれすげえ落ちる
[05:02:51.310] [音楽]
[05:02:55.878] わすげえ落ちるこのフライパンええ
[05:03:00.718] やん
[05:03:03.000] よいしょよしすげえ落ちるめちゃくちゃ
[05:03:10.000] けどいやおいしかったおいしかっ
[05:03:14.320] ためちゃくちゃ美味しかった料理味しな
[05:03:17.080] めちゃくちゃれわめちゃくちゃ
[05:03:22.200] れでも料理配信って多分さみ見る人見る時
