[00:00:44.559] おはようおはようはいさ
[04:30:10.199] るってことはあのねね遊びしてるんだよ
[04:30:12.920] 多分はい仕事サボってるってことじゃない
[04:30:15.880] のいや普通にだからスケジュール組んでる
[04:30:18.640] から別に大丈夫なんだよそれはこのなんか
[04:30:21.960] 1月のスケジュールを決めるわけこのスケ
[04:30:24.199] ルってとこでえっとね下にね上旬
[04:30:27.960] 中旬下旬ってあるでしょそれが1月の上旬
[04:30:31.279] 中旬下旬でま3つ10日間分の
[04:30:36.279] スケジュールを組むのよだ教育とお金とあ
[04:30:39.840] バイトとま休ませる
[04:30:44.040] ひ36か中旬下旬好きがないねみんな同じ
[04:30:48.479] ネタするんじゃないけどそれみんな同じ
[04:30:51.040] ネタ言う
[04:30:53.439] それ笑笑お父さんで優しいのねねこの
[04:30:57.199] お父さんで優しいのでて言うのむかつくん
[04:30:59.279] だ
[04:30:59.600] [音楽]
[04:31:01.040] けど
[04:31:02.430] [音楽]
[04:31:05.640] 笑笑序盤中盤
[04:31:08.319] 終盤好きがないよね
[04:31:13.080] これどうすっか
[04:31:15.199] ないや教育行きてえけど金ねえ
[04:31:19.100] [音楽]
[04:31:29.560] ぞえこれどうするもう教育とかガムで1
[04:31:33.319] 年間金全部稼ぐもう最それでもいい
[04:31:37.720] よも疲労とかもう体ぶっ壊しても関係ねえ
[04:31:42.439] 地獄の金儲け
[04:31:46.880] いやちょっと教育
[04:31:49.520] 無理1日で10ドル取られんだよはないの
[04:31:53.000] かあどうなんだろわかんない0になった
[04:31:55.239] ことねえ
[04:31:59.640] わでもねこれ木こりとかねこの稼ぎがいい
[04:32:02.760] これ日18$日15$なんだけど矢印
[04:32:06.640] バイトうんだからバイトやるとモラル
[04:32:09.040] 下がるんバイトじゃね休憩やるとモラル
[04:32:11.319] 下がるんだ
[04:32:12.920] ねこれもだとあの気品も下がっちゃうし
[04:32:17.279] 気品なんか今21だからね終わってるよ
[04:32:21.359] 200あったんだと
[04:32:23.920] 最初すげえむずくねこの
[04:32:28.880] ゲーム根性めちゃくちゃあるから根性が
[04:32:31.680] 減って
[04:32:32.720] もモラル58でしょ
[04:32:38.630] [音楽]
[04:32:46.960] こうかな稼ぎなんねんだよなこれじゃ
[04:32:52.359] な失敗し
[04:32:54.200] [音楽]
[04:32:55.880] そうオいいねあいいよいいねもう気品が
[04:33:02.439] もう15まで下がっちゃったやべ
[04:33:05.000] おお人のいる方へ倒れて怪人が出たの失敗
[04:33:08.840] するよな
[04:33:13.000] えま105ドルいいんじゃない稼お休みか
[04:33:17.240] 暇になっちゃう
[04:33:20.359] ね52ドルで全回復ああモラルが
[04:33:24.561] 減るモラルが減るとこいつ不良になっ
[04:33:27.199] ちゃうんだよ14歳になっちゃったやべえ
[04:33:29.799] あら楽になったわ
[04:33:33.520] あらお座りしちゃっ
[04:33:36.400] た親父って呼ばれるのか可愛くなって
[04:33:39.840] ほしいこの子にはもうやだきとかやらせ
[04:33:42.680] たくないでも金がね稼げねえんだよこんな
[04:33:46.920] んじゃ
[04:33:50.000] 正直日記8$じゃよ稼げねえ
[04:33:53.400] だろ砂糖とを間違えて使っちゃったそうな
[04:33:57.279] んだよ
[04:33:58.920] な
[04:34:00.590] [音楽]
[04:34:05.639] ええ金はあるんだよね
[04:34:10.710] [音楽]
[04:34:14.561] てか力上がったら選べる仕事も増えるのか
[04:34:17.359] ないやそれはないな別
[04:34:20.719] に気品根性もある
[04:34:26.920] しなかなかねどれかを上げるとのかうん
[04:34:31.959] どれかを上げるとどれかが下がるからなだ
[04:34:35.400] 今低いからてスケルないとなのかなうん
[04:34:41.879] どんなイベントがあるとかわかんねえか
[04:34:43.520] 初見だから1周目はだからちょっと自由に
[04:34:46.600] やらせてもらうわ
[04:34:51.400] お武者修行行ってもな可愛いよね武者修行
[04:34:56.480] 行っても殺されて終わるもん
[04:34:59.550] [音楽]
[04:35:03.160] な今いい感じに疲労がねえから
[04:35:06.520] [音楽]
[04:35:10.240] さ者医者医者がままだあ酒屋があるじゃん
[04:35:14.799] 酒屋増えてんじゃんえ酒屋行こうよ酒屋で
[04:35:18.680] ちょっと働いたらちょっとさセクシーに
[04:35:20.840] なるんじゃね
[04:35:23.160] なあなるほど年が上がったからあれだ年齢
[04:35:26.760] がちょっと上がったから酒行けるように
[04:35:28.240] なったんだべ
[04:35:30.439] はいクソドレ女にすん
[04:35:33.279] べえありえそうねえ14歳成人
[04:35:38.639] か成人なのかどうかわかんないけど
[04:35:44.160] [音楽]
[04:35:46.480] やっぱ疲労が0だとすげえすげえあれだね
[04:35:49.561] 上がる
[04:35:51.799] ねやめておき
[04:35:54.199] ます酒屋のよ名物娘なろうよ
[04:36:00.080] はいレベル4に上がった
[04:36:03.840] ねなんだか疲れちゃっ
[04:36:07.119] てなんだか疲れちゃって
[04:36:13.000] なんだこれ
[04:36:18.520] な笑笑なんだこ
[04:36:23.639] ああまあまあでもこんなもんだよなこんな
[04:36:27.520] もんだよなやめておき
[04:36:30.439] ます
[04:36:33.520] ええ
[04:36:35.039] おおすごいやつだようお前がバイトか
[04:36:38.279] しっかり働けヘマやらかしたら金を払うの
[04:36:40.320] をやらんぞはい来る日も来るも日も酒屋で
[04:36:43.879] おいおい色気が上がるじゃないかはいこれ
[04:36:45.639] しかやりませんくり返しちゃ何やってんだ
[04:36:49.320] よ何やってん
[04:36:53.160] だ何やってんだよお前はさて飲み屋かのみ
[04:36:59.879] でしょ俺スケベになってきたなちょっと
[04:37:01.520] ずつこの女逆の酒を出しっぱなし
[04:37:07.920] にうわ60円じゃ全然疲労が高いからかな
[04:37:13.000] だと思うよえだと思うだと思うやっぱ疲労
[04:37:16.799] が高いからだと思うただこれ疲労下げんの
[04:37:19.320] いくらかかると思ってんの
[04:37:23.000] ようわもうこれじゃダメなんだっ
[04:37:28.799] て疲労下げらんねえよこれモラルが下んだ
[04:37:33.199] よそうすっ
[04:37:36.799] と金かけれ
[04:37:39.480] ば下がるんだけど
[04:37:42.630] [音楽]
[04:37:44.520] ちょ街の評判ねいやモラル下げるとこいつ
[04:37:47.561] 不良になっちゃうんだよ不良になるとあの
[04:37:50.760] バイト雇ってくんねえのあ今この町で大い
[04:37:54.000] ちゃんを知らない潜りだよ
[04:37:56.480] なえ体の丈夫な子ちょっと可愛気がないで
[04:38:01.160] こんな可愛いのに可愛そうなんだよすげえ
[04:38:04.799] 悩むんだよだから
[04:38:06.561] これ
[04:38:09.639] え8月じゃお前夏じゃねえかもう衣がしよ
[04:38:15.520] 夏服
[04:38:17.400] や
[04:38:20.039] おお
[04:38:22.320] うええやんええやんええやんええ肌色が
[04:38:27.680] 多くてええやんコ14歳です最高セクシー
[04:38:35.160] セクシーそる
[04:38:38.920] ぜそるぜ
[04:38:41.700] [音楽]
[04:38:44.000] マレ
[04:38:45.760] えとぬいぐるみだなやっぱぬいぐるみなん
[04:38:49.160] だよないやもうこうねこういうのでさ気品
[04:38:52.119] とかね疲労も下がるし無理やり上げること
[04:38:55.480] できんだけど高すぎて買えねんだよこんな
[04:38:57.840] の力20上がるしさこういうの全然いいん
[04:39:01.359] だよこういうのでもだやっぱぬいぐるみ
[04:39:03.359] 安くてモラル10上がってが30回復する
[04:39:07.199] からこれが一番コスパいいんだよ
[04:39:10.359] な買っちゃうと今度なお金がなくて教育
[04:39:13.400] できなくなっちゃうしなようできてんのよ
[04:39:16.160] これようできてあちらが立てばこちらが
[04:39:18.799] 立たつだよよできてんだよで1番金稼げる
[04:39:24.119] きこりとかやってるとどんどん女の子
[04:39:25.561] らしくなくなっちゃうしさ用できてんのよ
[04:39:29.279] これ疲労それでも32あるから
[04:39:32.400] ねだ1回もうモラル犠牲にしてモラル犠牲
[04:39:36.680] にして町に遊び行かせて1回ここでゼロに
[04:39:40.798] する体力を32$で使うそれで
[04:39:44.520] え疲労が回復する1ドルにつきリアルに
[04:39:48.120] 沿ってるのかなうんで教育というかまお金
[04:39:52.040] 稼ぎだよねもう酒屋さやだよねもう
[04:39:55.520] ちょっとあんまりちょっとさすがに
[04:39:56.638] ちょっときこりといやあれはいいやい気品
[04:40:00.040] がどんどん下がるな気品が15しかねえ
[04:40:02.798] もんな私もこのゲームしてた笑あ本当街に
[04:40:07.760] でも行こうかな
[04:40:11.560] いやモラルがどんどん下がってく
[04:40:13.680] なだいぶ楽になった
[04:40:17.440] わさで
[04:40:19.638] な
[04:40:21.380] [音楽]
[04:40:22.798] はいいいねま色気ちょっと欲しいなでもな
[04:40:27.280] 色気な品どんどん下がってく
[04:40:30.170] [音楽]
[04:40:31.560] わやっとでも色気パラメーターいじれる
[04:40:34.280] ようになったわおおいいねなかなか役に
[04:40:37.638] 立つバイトだった
[04:40:39.840] な全部成功しても100もらえんだぜ
[04:40:43.638] お
[04:40:45.520] まずしか
[04:40:47.240] ないもう
[04:40:50.560] りいやでもさこれさバイトがうまくいか
[04:40:54.200] ないのこれなんでなの
[04:40:58.120] よおう色気出てきたよちょっとずつ気品は
[04:41:02.680] ゼですもうクソですクソビッチ
[04:41:05.160] こいつクソビッチになっちゃた品ゼロ色気
[04:41:08.760] しかねえバカです力
[04:41:12.360] ただのピッチじゃねえ
[04:41:15.798] かもう王様おっ様んとこいけねし
[04:41:25.560] なヒ
[04:41:27.920] 3636ねいや気品0はまずい
[04:41:33.810] [音楽]
[04:41:36.878] でしょいやもうモラルが減るんだよな
[04:41:42.718] いや体力ねえしなこれどうすんだ
[04:41:48.320] 難しいもうごめんもう1回きこりやきこり
[04:41:51.840] 1ヶ月きこりここがっつり稼ぐわ1ヶ月
[04:41:56.240] きこり終わり1ヶ月きこりさせてくれはい
[04:41:59.520] 山にこってきてくれ金がねもう元から気品
[04:42:03.120] ねえからいいやいくらいくらあれして
[04:42:05.760] も根性と体力が上がるだけじゃん
[04:42:11.718] 斧が壊れちゃったま気品はな正直いくらで
[04:42:15.520] もあげれるからなお腹痛くなってきちゃっ
[04:42:18.160] たなんだえなんかお腹痛くないなんかあれ
[04:42:22.080] 上がらん
[04:42:25.520] のを斧で傷つけったあれ記録気力えきこり
[04:42:31.120] は何体力俺今俺も思った集合場所を間違え
[04:42:35.120] てえいや上がるでしょさすがに
[04:42:41.520] の方へ倒れて怪我人が出たのあれれ見えて
[04:42:45.400] ないだけだと思うよ多分上がってると思う
[04:42:48.160] よ壊れちゃっ
[04:42:49.830] [音楽]
[04:42:51.360] た
[04:42:54.638] ええ
[04:42:58.630] [音楽]
[04:43:00.440] はいこいつきこりめちゃくちゃすげえ
[04:43:04.120] すげえ大成功するじゃねえか目を傷だらけ
[04:43:07.320] にいや480だったえ30
[04:43:12.600] 目を斧で傷つけちゃっ
[04:43:16.638] た90$失敗しても90°だから
[04:43:20.820] [音楽]
[04:43:23.560] なあほら溜まってるめちゃくちゃ溜まって
[04:43:26.600] 88だくそ溜まってる
[04:43:29.000] わめちゃくちゃ溜まってる上がってるか
[04:43:32.920] さすがになきこりで疲労たまんねえやつ
[04:43:35.560] なんていねえだろ
[04:43:41.718] 3パラメータしか見えないのか笑
[04:43:44.920] うどうしよう
[04:43:49.240] これちょっと行儀が悪い
[04:43:52.638] 子お行儀悪い子になってんじゃねえか
[04:44:02.600] よ
[04:44:05.798] いやあ本当はここ鎧とか買って外生きてん
[04:44:09.040] だけどな
[04:44:12.280] 疲労が回復
[04:44:14.120] でどうすりゃいいんだ
[04:44:17.380] [音楽]
[04:44:20.920] よいやだこんなん買ってらんないぜ
[04:44:24.040] 150円すんだぞこれあれてかピザ食った
[04:44:26.878] のか今日あそうまだいっぱい残ってるから
[04:44:29.240] 俺ボテラジピザ食いながら出ようと思っ
[04:44:32.040] てボテラジピザ食いながら出ようと思っ
[04:44:34.638] てっからさちょっと1回6時で切るわ1
[04:44:37.080] 時間前に7時からだけど6時で切る
[04:44:43.080] ちしときなねちそうチするから
[04:44:48.760] ちゃんどうすればいいんだ
[04:44:51.540] [拍手]
[04:44:55.280] トイレどうすればいいか考えでどうしよ
[04:45:00.760] これトイレ
[04:45:06.630] [音楽]
[04:45:17.680] いつもこの人ちょぼちょぼなんか食ってる
