[00:00:22.800] ぐーぐい。お疲れ。
[02:27:59.720] に全部ないってこと?
[02:28:05.000] ま、あ、もうニューゲームってやるしか
[02:28:06.880] ないのか。
[02:28:09.479] うわあ、これどうしようかな。
[02:28:13.000] だから2周目もさ、や、[鼻息]
[02:28:16.399] まあでもとりあえず、とりあえず、
[02:28:17.760] とりあえずこのゲーム配信でやるのは、ま
[02:28:20.120] 、ここまでかな。ここまでかな?って感じ
[02:28:24.000] です。ここまでかなって感じです。
[02:28:34.040] ああ、あの、そう見るとでもこの
[02:28:41.040] お回りさんのこに初心者みたいな人がいます。
[02:28:45.359] この子のさ、見たいよね。いや、これは売れるわ。ごめん。この後タイマ人、あの、美からもらったお金でタイマ人のあの衣装買って
[02:28:56.399] 1人で楽しむわ。
[02:28:58.279] でも
[02:28:58.920] この子の見たいな。
[02:29:01.000] 怒った。よし、もし誰かし
[02:29:04.080] この子の見たいけどな。でもさすがにまた
[02:29:06.640] 1週間ぐらいかかっちゃうのは
[02:29:08.120] 配信してくれ。
[02:29:09.800] そうだね。配信でだからまたとりあえず連続でやるんじゃなくてまたちょっとやろうかけじゃなくね。
[02:29:20.359] いいよね。
[02:29:22.800] だめ。
[02:29:23.160] ちょっと1個見たいのがあってさ、
[02:29:25.040] 1個見たいのがあってうん。
[02:29:27.240] なんかさ、あの2周目、2
[02:29:29.080] 周目ですかみたいな。
[02:29:31.638] [笑い]
[02:29:31.800] だいぶだいぶためるぞ、それ。
[02:29:35.920] だいぶためるぞ。それなんか、あの、あなたってもしかして
[02:29:42.319] 2周目ですか?みたいなこと言われる
[02:29:44.680] 最初気になるじゃん。それ、それどうなると、そう、それやるとどうなるのかだけ見てみたい。
[02:29:56.920] そこだけちょっと見させて。あなたに
[02:30:01.920] いっぱいありますね。
[02:30:03.733] [笑い]
[02:30:04.439] 売る前だったから。え、あれ?こんなあれなったっけ?
[02:30:08.760] ダニーガーデンへようこそ。
[02:30:10.240] あれ?こんなだった。
[02:30:11.760] うわ。はあ。
[02:30:13.960] あれ?なんか
[02:30:15.120] あれ聞かれないね。1
[02:30:16.319] 周へ。ああ。
[02:30:20.000] ねえ。
[02:30:20.600] あ、あ、あ。
[02:30:21.160] 正直に答えてください。
[02:30:22.760] 私とこのお店で会うのって今日が初めてですか?
[02:30:28.560] 分からないけど背中に見覚えがある。
[02:30:31.680] おかしいですね。
[02:30:32.760] あ、そうなんだ。
[02:30:33.840] 私も同じです。なぜか初めてじゃない気がするんです。
[02:30:37.680] なるほどね。こんなこと言うとおかしい子かなって思われちゃうかもしれませんけど。
[02:30:42.319] この子可愛いな。
[02:30:43.359] 私あなたとずっとお話ししたかった。
[02:30:48.040] なんかいいじゃん。これはあれですね。あのこの制作人分かってるね。
[02:30:49.584] [笑い]
[02:30:58.640] こんなこと言われたら男もう
[02:31:01.399] ずっとずっとずっとお話した。
[02:31:03.840] はあ。だから選ばれなかったからね。
[02:31:05.960] を感じる。
[02:31:06.720] お前は何回かつまみ食いしてたけどな。でき
[02:31:08.840] なかった。だから今予約お話できる。
[02:31:13.040] これだからこれ多分あれだよね。
[02:31:14.640] 私本当に嬉しいです。
[02:31:16.880] 全部の女の子にこの会話が用意されてるってことだよね。うわ。
[02:31:21.319] って思っちゃってるんですけど、これってどういうことなんでしょうね。
[02:31:26.279] うまいなあ。
[02:31:28.040] だめだ。自分でも意味が分かりません。
[02:31:31.120] あ、気づき。[音楽]
[02:31:31.880] やっぱり忘れてください。[笑い]
[02:31:34.160] りさんがお勧めしてくれた異世界転生物のアニメを見すぎちゃった影響だと。
[02:31:39.399] うまいな、これ。
[02:31:41.399] はい。バカな話はここまで。今までのことは全部忘れてください。
[02:31:46.479] んなの?もう[笑い]
[02:31:49.000] 前回だめ
[02:31:50.840] 2回。
[02:31:52.240] うお、
[02:31:53.880] すごいね。
[02:31:54.520] どうですか皆さん?
[02:31:55.680] どうですか皆さん?はい、出ました。どうですか皆さん?今日のこの開分どうですか皆さん?見てってください。前回ダメかにも
[02:32:03.920] 2回目だ。行かんぜ。
[02:32:06.040] ああ、
[02:32:06.439] 行くんだけどね。
[02:32:07.439] 行かんずじゃなくて行くんだけど。何言ってるの?そんなわけないでしょ。
[02:32:11.960] 可愛いな、この子。
[02:32:13.319] 別に嫌いとも言ってないか。
[02:32:17.240] ま、そんな感じですかね。そんな感じですかね。ありがとうござした。ありがとうございました。ああ、溺れた。いや、まだまだこのゲーム
[02:32:25.520] ごちそうさでした。
[02:32:26.680] まだまだこのゲーム遊べるぞ、俺。ま、でもちょっととりあえずね、とりあえず配信でやるのは一旦ここまで。
[02:32:33.359] 第1シーズン、あの、第
[02:32:35.520] 1
[02:32:35.680] シーズンここまでということで、ま、まだ他にもやらなきゃいけないゲームがたくさんあるのでね、やらなきゃいけないてゲームはたくのさありますので。
[02:32:44.960] おつちゃま。
[02:32:45.720] お疲れ。お疲れ。ありがとうね。いや、おもれたね。良かったわ。てかやっぱいいわ、このゲームな。いいよね、このゲームね。
[02:32:53.160] おお。
[02:32:54.240] お疲れちゃん。お疲れちゃん。お疲れちゃん。楽しかった。
[02:32:57.279] ま、また明日から。
[02:32:58.000] お疲様でした。
[02:32:59.120] お疲れちゃん。なちゃんもありがとね。
[02:33:01.560] ま、また明日からレトロゲームに戻りますわ。また明日からレトロゲームあの、やってきますわ。で、今週末、あの、何回も言いますけど、あ、太長さんもありがとうね。大さんもありがとう。何回も言いますけど、今週末は、え、こちらのゲーム、あの、なんつうんですか?あの、とても
[02:33:16.000] Twitch
[02:33:16.319] じゃ配信できないんですけども、あの、
[02:33:18.120] Discord
[02:33:18.680] の、え、なんだっけ?え、サブスク限定サーバーにて、あの、こちらのあの狂った果実というこの、あの、
[02:33:25.880] それはあかんね。笑とんでもないゲーム、あの、これ配信でやりますので。
[02:33:29.840] 笑笑
[02:33:30.319] 配信でやりますのでよろしくお願いします。はい。あの本当にあのこれねエッチなゲームではないです。いや、エッチなゲームではあるんだけどエッチなゲームがかむぐらいとんでもないとんでもないサイコパスゲームなので、ちょっとこれ楽しみにしてください。ね
[02:33:42.880] 草
[02:33:43.439] やりますんでよろしく皆さん。だから、あの見たい方はサブスクさしていただいて下んですけどすいません。下ゲんですけど
[02:33:50.200] 強く持たないといけない。
[02:33:51.439] サブスクをしていただいた上で僕の
[02:33:53.960] Discord
[02:33:54.359] サーバーに入ってもらい入ってもらいしかもその上であのサブスクしてる情報を
[02:34:01.319] Twitchにあじゃないの
[02:34:03.359] Disccordcord
[02:34:03.680] に読み込ませなきゃいけないんであのなんだ連携を教えてくださいね。アカウント連携をしていただいた上でご参加していただけるといいかなと思います。そんな感じでありがとうございました。
[02:34:12.399] くっそ楽しみ
[02:34:13.720] ちゃ魔ゲームでした。おおりがとなもりありがとうな。ということでありがとうございました。
[02:34:20.479] サブスクしといてな。サブスクしといてな。よろしく。サブスクしてないと入れないからね。サブスクしてないと本当になんかあのした。
[02:34:27.479] ありがとうした。ありがとうございました。お疲れさんでした。少年もお疲れちゃん。ありがとうね。ミちゃんもお疲れ。
[02:34:32.319] 方はディスコに書いてあるので見ろよ。
[02:34:34.439] 見ろよ。
[02:34:35.520] 見とけよ。あと俺の俺のディスコの参加の仕方わかんねえってやつがいるからさ。ディスコの
[02:34:39.960] URL一旦貼るわ。ここに。ディスコの
[02:34:43.279] URL
[02:34:43.680] 貼るわ、一旦。ここにどうやってんだっけな。
[02:34:46.696] [笑い]
[02:34:48.279] エロ画像、エロ画像デスコordになっちまったよ。おい、とんでもない量のエロ画像がエロ画像デスコordになっちまったよ。
[02:34:53.247] [笑い]
[02:35:03.200] 笑笑。
[02:35:04.279] これどうやってやるんだっけ?ま、いいや、わかんない。
[02:35:06.240] おス共有ディスコ。
[02:35:07.680] お菓す共ディスコ。是ひ皆さん、あの、
[02:35:08.967] [笑い]
[02:35:11.640] disccord
[02:35:11.960] 入っていてください。はい。あの、入り方
[02:35:13.520] は、あの、俺のバナーのDisccord
[02:35:16.000] のとこのバナーをタッチすれば飛べますん
[02:35:18.000] で、よろしくお願いします。今週の土日で
[02:35:20.240] あの、さっきのゲームやろうと思いますん
[02:35:21.439] でよろしくね。これからちょくちょく、
[02:35:22.760] あの、サブスク限定配信やろうかなと思っ
[02:35:24.399] てますんでよろしくお願いします。はい、
[02:35:26.319] ということで終わりです。今日おしまい。
[02:35:28.479] もう寝ます。もう寝るよ。明日も仕事だ
[02:35:30.960] からもう寝るよ。
[02:35:33.520] レートしよっかな。レードでもしとくか、
[02:35:36.359] 今日は。今日はレードしよっかな。ね、
[02:35:39.960] 今日はレードしとこうかな。今日はレイド
[02:35:42.720] しとこうかな。
[02:35:45.080] 今日はレイドを、レイドをしとこうかな
[02:35:51.920] と思いながら。
[02:35:55.760] えー、
[02:35:58.960] どうせし
[02:36:00.319] えっと
[02:36:02.800] 今日はレイドがございません。ありがとう
[02:36:05.520] ござました。
[02:36:08.520] いつものあり
[02:36:09.800] いつもの
[02:36:12.800] おやすみ
[02:36:13.399] おやすみありがとうねん。お疲れちゃん。いや、おもれった。つものごとく。面白いね。
[02:36:19.000] 知ってたら
[02:36:21.359] 知ってた。知ってた。
[02:36:23.200] ピ証拠ね。
[02:36:24.319] よいしょ。
[02:36:25.920] こういうゲームわからなかったのですがとても。
[02:36:28.520] いや、面白かったね。ありがとうせさん。お疲れちゃん。ま、またレトロゲームに戻ります。ま、レトロゲームに戻ります。
[02:36:39.399] やっぱりエロは正義よな。
[02:36:41.520] エロは正義よ。
[02:36:44.200] エロは正義なんよ。
[02:36:48.560] エロはなんよ。ほんまによ
[02:36:51.803] [笑い]
[02:37:02.319] さ。人間のメスで抜くか。
