[00:00:50.559] うしゃっす。
[03:30:10.319] 店長かっこいいね。あそこどこあるの?うわ、クそだ。あ、どうあるね。
[03:30:32.520] くっそ助かる。
[03:30:34.239] 助かんねえよ。あいつ一番ゴミだからな。
[03:30:43.560] ごめん。ちょ、回復するわ。ごめん、
[03:30:44.680] ごめん、ごめん。ちょっとごめん、ごめん
[03:30:46.479] 、ごめん。もうここ1つのダンジョンの
[03:30:48.359] 時期1000円使う
[03:30:50.439] で気持ちで行く。
[03:31:02.880] うわ、もうだるいな。何なんだよ。
[03:31:12.760] 危ないよ。頭挟むよ。
[03:31:18.239] またこんな意地悪しなくてもいいじゃない
[03:31:21.160] のよ。
[03:31:23.760] 雲のくせに人間吹き飛ばすな。
[03:31:29.160] よし。
[03:31:32.199] どうするこれ?ちょっと待って。これどうする?どで行く?木を取ってきたいけど。木取り行きたいけど。これ
[03:31:42.040] 渡るの怖ええ。
[03:31:43.359] 渡るの怖ええよな。金に物言いわせてこれで倒しちゃうか。金に物言わせてこれで倒しちゃう。
[03:31:54.439] ちょっと待って。
[03:31:55.560] ちょっと待ってだよな。
[03:32:00.040] もう1回行けるともわかんねえし。
[03:32:02.000] もう行くか。こんだけ金あったら行けるよね。場
[03:32:04.080] で殴れ。
[03:32:04.960] そうだな。
[03:32:06.239] お金があるわよ。食い泣き選択を。
[03:32:09.120] これはこれで行こう。うわ、しかも待ってみんな。ここ地面
[03:32:13.520] 1
[03:32:13.680] 個しかない。これ。こいつ地面食い尽くされたら終わりだ。
[03:32:25.960] うわ、あの地面の穴に落ちても終わりだ
[03:32:27.439] からね、俺。
[03:32:33.399] しかもなんかこの白い玉ずっと吐いてるし
[03:32:35.640] 。こいつ
[03:32:43.600] もお上は食われてもいい。上はもう捨て
[03:32:46.600] てる。
[03:33:04.080] 待って。
[03:33:13.560] あ、
[03:33:15.239] あ、あ。ビグサッド。ビグサッド。
[03:33:18.520] ビグサッド。くう。笑笑ありやね。
[03:33:29.439] 俺なっ草。俺なっ草。俺なっ草といや、行くしかねえな。いや、行くしかない。行くしかない。行くしかない。行くしかない。
[03:33:52.560] おもろくなってきましたな。
[03:34:10.640] これ無理だよ。
[03:34:13.920] いや、これ無理ちゃう?無理ちゃう?これ
[03:34:16.479] 。
[03:34:24.760] ダウンしたボクサーが冷静に整えようとしてる感じ助かる。
[03:34:31.680] やべえだろ、ここ。ここやべえだろ。
[03:34:47.800] BGMはここ1番好き。
[03:34:50.439] いや、ここめっちゃ熱いよね。この
[03:34:51.760] BGM。
[03:35:03.000] 5
[03:35:03.199] 秒で笑える。クリップダブル。
[03:35:05.160] うしゃむにてこれ忘れオフうす
[03:35:30.600] うわ、うわ、うわ、最悪。
[03:35:48.120] う
[03:35:50.680] 。
[03:36:18.399] 고
[03:36:41.720] 待って、待って、待って、待って。
[03:36:42.920] 押し付け、押し付け。
[03:37:30.760] あ
[03:37:31.399] バー
[03:37:38.000] あ、
[03:37:43.120] ビグサッド、ビグサッド、ビグサッド。あ
[03:37:46.399] 、終わった。ブレジュムプル
[03:37:58.399] 11ジャムブ11ジャムブ11
[03:38:01.800] ジャムちっちゃくなっちゃったと
[03:38:11.239] 墓
[03:38:38.800] か可愛い。
[03:38:44.080] ちゃま早くこのゲームクリアして早く別のゲームしてえな。フなのに即死
[03:39:07.680] 要素とかきつい。
[03:39:13.560] りとでも今
[03:39:16.640] ところでこれ実ですか?よく狙って落ちをダブルシスムスックスに低汗れオフさす
[03:39:37.439] 綺麗な顔してるだろ?明
[03:39:39.359] た、エブアコンやぞ。あ、はい。
[03:39:51.840] ポケモンしない。え、心折れた。笑。これ
[03:39:56.399] はエブアコンの顔してる。最悪の気持ちで
[03:39:59.439] エブアコンへかわいそう。笑笑。あ、お
[03:40:03.600] 疲れ。笑えよ。は、お疲れ様でした。
[03:40:08.399] お休みや冗談冗談冗談冗談冗談
[03:40:16.239] ミステア430ジャムにミステア430
[03:40:19.920] ジャムにいい夢見れた
[03:40:23.399] おやすみ
[03:40:25.760] くそったかと思った
[03:40:28.680] お
[03:40:30.319] クソが
[03:40:35.199] お疲れみやみ
[03:40:43.080] クソがあったか。あったかなってるわな。カゼットもなんかカゼットもあったかくなってます。ああ、マジか。
[03:40:54.359] あれかわいそうだったな。
[03:40:56.800] まジかよ。また最初から
[03:41:03.279] イついた中の王子。
[03:41:05.319] クソが。
[03:41:06.720] クソがし。これはし暗殺したいですわ。
[03:41:17.040] 金索はどる
[03:41:18.760] また
[03:41:19.399] も寝す。イアムジェフ
[03:41:21.239] 1コ案
[03:41:23.239] また金索しなきゃいけないの俺。くそ。勘弁してくださいよ。
[03:41:35.399] まジか?おら、ヒッヒっふ。これ朝までにクリア行けるんか?
[03:41:47.720] ま、今日はもう終わり。明日はもう朝早いからもう寝るわ。マジかよ。行けそうだったな。行けそう感あったよね。
[03:42:06.000] いや、いや、でもやっぱ金だね。やっぱ金てたな。
[03:42:11.760] やっぱ金貯めて。やっぱ金貯めていかな。あかん。やっぱ金貯めていかな。うん。やっぱ金なんよ。やっぱりお金なんよ、やっぱり。いや、見えてたなあ。
[03:42:28.520] このゲームのワンパンは極悪。
[03:42:31.840] 見えてたよな。
[03:42:34.680] 金がないんだよね。にゃんにょ。
[03:42:37.800] にゃんにょ。まあ、ちょっとそういう感じす。クリアできませんでした。いや、もうちょっと次こそ絶対
[03:42:47.399] 100%次絶対100%
[03:42:49.840] 何?何でもかんでもな何でもかんでもクリアします。本当によろしくお願いします。
[03:42:53.920] 本当にもう次はもう次は
[03:42:58.080] フロッピーディスク用意し、
[03:43:00.920] フロッピーディスクを用意し、新10倍
[03:43:03.760] カートリッチを使いましてクリアしていき
[03:43:06.239] たいと思います。もうこれはもうずルじゃ
[03:43:08.439] ないやろ。これはええやろ。
[03:43:10.399] 何でもかんでもな
[03:43:11.840] んでもかんでもなんでかんでやっていきます。よろし。
[03:43:15.399] うす最終回
[03:43:17.239] 41万5000gジg用意し。
[03:43:21.520] もう勘弁してよ。めっちゃむずいやん。でもおもろいね。でもおもろいな。でもおもろいしね。ブム良すぎたな。ブム良すぎたね。てんてんててんてレんてんてレンてレてん。
[03:43:39.399] え、てんてんてんてんてんてんてんてんてんてんてんてんてんてんてかっこよすぎるでしょ。最後の
[03:43:47.239] BGM
[03:43:47.680] なんだんだかっこいいんだ。めちゃめちゃかっこいいな。
[03:43:49.920] ぐーぐムめっちゃかった。
[03:43:52.399] イアムジェフ1ジャム。アムジェフ1
[03:43:54.600] ジャム。
[03:43:55.000] ありゃいいね。サントラ出てないのかな?
[03:43:57.520] カンコン健康。カン
[03:43:58.720] コけコ健康。
[03:44:00.159] マジかけわ。
[03:44:01.800] はい神。
[03:44:02.279] はい。神。マジかっこよかった。
[03:44:04.960] ま、ということでありがとうございました。
[03:44:08.120] 今日はここまでにさせていただければなと思います。悔しい。いい。最高の気分で。最高の気分でよ。エバコン行けると思ったのに頭の片隅に
[03:44:20.560] 楽しみなね。
[03:44:21.439] ありがとう。ありがとう。でも頭の片隅にずっと頭の片みにあるんだろうな。てんてんてんてレんてレてレてて。今度こそありがとう。
[03:44:33.840] 笑笑。
[03:44:34.960] 今度こそクリアします。
[03:44:36.520] 今度こそつでした。な
[03:44:39.359] んだっけ?トゥルトゥルトゥルりってなんだっけ?なんだっけ?もう覚えてねえや。
[03:44:46.000] 台所の汚れくらい小びりついてそう。
[03:44:48.600] こびりついてるな。やなちゃんもお疲れちゃん。ありがとうね。ありがとう。ありがとう。りクさんもお疲れ様。時あの方よぎったな。
[03:44:55.800] ありがと。いやあ、おもろかった。ちょ、レードしよう。今日はお晴のがやってるじゃん。晴のちんとこ行くか。
[03:45:05.080] じゃあのちのとこによし
[03:45:09.760] 逃げちゃダめだの言葉とその曲れ楽しんで
[03:45:14.279] ありがとうだからちょっと俺あの配信ないわ。明日月曜休んだから明日さ、あの泊まりなんだよ。泊まりだからさ、ま、普通にホテルから配信するかもしんないけどホテルから配信するかないかな。わかんないけど。
[03:45:28.239] しゃいいね。
[03:45:29.840] うん。コタプリン今来たけどもう終わりや。もう終わり。
[03:45:33.880] おちゃま、ありがとうね。ありがとうね。コタプリも来てくれてありがとう。ごめん。すぐ終わっちゃって申し訳ない。え、レドします。
[03:45:43.279] ファミリーによろしく。
[03:45:45.040] お、ありがとうな。ありがとう。ありがとう。今日はじゃあ晴れサに晴れにレドするわ。
[03:45:52.600] おつやど
[03:45:53.520] おつやね。ありがとうみんな。お疲れ様。ありがとね。また絶対クリアしような。絶対うスクリアしような。いやでも行ける。
[03:46:01.600] レド
[03:46:02.159] いける。
[03:46:02.920] 俺は行けると思った。か、めっちゃ面白い。ウシャス。シャスめっちゃおもろいな。久しぶりのレイド、あの、レトロゲー枠がこれでよかった。マジで面白い。
[03:46:13.920] ぶっちゃけ行ける。
[03:46:14.920] ぶっちゃけ行けますよね。ここまで来ればセーブもしちゃえばこっちのもんよ。頑張れ。
[03:46:20.920] 当たりやね。
[03:46:21.760] 当たり当たり当たり。
[03:46:23.399] ひりつくね。
[03:46:24.319] りつくよ。さんもありがとう。
[03:46:26.199] クソマップに負けるな。
[03:46:27.479] 負けない。負けない。負げない。負けない。負けない。自信があるから。
[03:46:31.560] ということで、お疲れちゃん。またね。
[03:46:33.040] 絶望の中でも笑顔。これは妖の証。
[03:46:36.000] そうです。そうなんです。そうな。おつやになっていないという最高なゲーム。ということでね、ということで今日は晴れサにレドするんでまたな。お疲れさん。おやすみ。明日はちょっと配信ないかも。お疲れちゃん。またね。あ、おもれやった。
[03:46:56.319] チまさんが諦めないと決めた時のゴブリンたちの顔。
[03:47:00.319] だ、誰がゴブリンやねん。何?誰がゴブリンやねん?おい、
[03:47:05.760] 次の配信では感想頼むな。
[03:47:08.600] 感想するよ。そらそうよ。乾燥しますよ。
[03:47:11.640] 笑笑
[03:47:12.560] 誰がゴブリンや?
[03:47:13.800] 俺たち
[03:47:16.120] リスナーのこと言ってんだ。これゴブリンたちいいな。うちの配信のリスナーのことゴブリンっていうか
[03:47:27.399] あれ?待って待って。
[03:47:30.279] お、ハレサ終わりそう感じ。
[03:47:33.159] ありがとう。下島村エルフさんからレールで来てくださった。
[03:47:36.120] あ、じゃなくて、じゃなくてかよかった。びっくりした。島村エルフさんから来たことで僕も行きます。レド重なります。
