[00:00:36.879] バンはどうした
[07:33:16.920] ま、ここはまあいいわな。ここは
[07:33:18.520] とりあえずいいわ。
[07:33:34.000] 腹筋崩壊イベント来た。こ
[07:33:36.600] ラディウスにムスックスネメシスに
[07:33:40.080] 取ってくれたんだ。
[07:33:40.878] ラディウスダブルや。
[07:33:41.920] やったねん。そうや。やったねん。これ
[07:34:03.398] もうますぎないか
[07:34:18.920] 粉ぷンぷン
[07:34:29.000] これ取らなあかんね。
[07:34:29.920] おやすみ粉な。ぷんぷン。
[07:34:31.600] おお。あ。
[07:34:34.200] なんだっけ?朝のイ先生だっけ?よくわかってないけど。朝のイニお先生。イニおによ。
[07:34:47.240] イニお。
[07:34:48.120] イおか。イニお。
[07:34:57.080] 村か朝の光の中で。それの光の中で。
[07:35:01.440] 朝の光の中でって何なんだよ。の中で
[07:35:15.878] 山波は燃えてんだぞ。元ネタ知らず。
[07:35:19.440] ああ。あ、え、山波屋燃えてる。違うでしょ。
[07:35:25.200] 白い光の中に山波は燃えてはるかな空の果てまでも君は飛び出す
[07:35:41.798] だったグサット
[07:35:43.600] 限りなく青い空に心わせ自由をかける
[07:35:54.638] 通りを振り返えることもせず。あ、むいちゃんこんばんは。
[07:36:02.680] 雪をつばに込めて希望の風に乗り
[07:36:12.280] この広いを大空にお大空に
[07:36:21.600] ん
[07:36:24.520] ん。このツルハなんか無駄な気がするな。
[07:36:27.440] ああ、だからこのツルハだから無駄なん
[07:36:29.680] じゃん、絶対。
[07:36:32.440] なあ。え、このツ橋何掘ればいいの?どこ
[07:36:36.840] 掘ればいいの?これここ。いや、もったい
[07:36:40.120] ないでしょ。絶対。これどっか使い道ある
[07:36:41.680] でしょ。絶対。
[07:36:47.240] いや、わからん。わからん。
[07:37:16.440] え、おい、お前さ、おい、もう、もうやめ
[07:37:22.040] 、今日。やめ、ここまで。はい、もう今日
[07:37:24.798] ここまでね、もう終わり。終わり。いや、
[07:37:27.440] 俺今クリアできると思ったんだけど。
[07:37:34.520] はい、終わりじゃあ終わり。い
[07:37:35.760] や、なんかでも惜しかった。
[07:37:38.360] ちょっと待って、ちょっと待って、ちょっと待って。もう
[07:37:40.878] 1
[07:37:40.958] 回もいや、もう、もうだってさ、行けましたやん。
[07:38:00.200] 延長、
[07:38:01.160] 円延長。白い光の中に山波は燃えて。これ男のパートどういうんだっけ?男のパートあるよな。なんかめっちゃ歌いづらいやつ。
[07:38:17.840] 好き
[07:38:18.680] だ。
[07:38:19.040] めっちゃ歌いづらいやつなんだっけ?どういうんだっけ?よ、
[07:38:22.920] 覚えてない。
[07:38:24.040] チャ歌配信しながらクソゲーして。今は別れの時男パート歌えます。笑
[07:38:30.638] うるさいかな?俺今うるさい。大丈夫だよ。大丈夫大丈夫。こんくらい平気へ。今は今彼の時みたいなやつだね。こんな感じのやつだよな。
[07:38:48.040] なんかめっちゃ歌えづらいやつ。今別れの時飛びたとびたと信じた。はむずむ若いよね。
[07:39:03.440] そうそうそう。なんかめっちゃ歌えづらいんだよな。お前死ねやさっきから。あ、ごめんなさい。死んでました。ミラだから。
[07:39:12.160] ミラだからゴムだから
[07:39:14.040] 2。
[07:39:21.638] それ知ってるんや。
[07:39:23.360] ごめん。それしか知らない。ごめん。それしか知らない。
[07:39:29.240] 死なないね。邪魔だから。
[07:39:32.160] ゴムだから。もう明日ジム行くんだから。これもう寝るよ。
[07:39:47.798] ジム行く。ジム行く。
[07:39:59.360] 今日行ってきたよ。
[07:40:01.240] 明日も行くよ。
[07:40:02.318] いいね。
[07:40:05.280] 邪魔だ。でも自毎日行ってもしょうがねえぞ。
[07:40:11.600] 毎日行けばいいってもんでもねえんだな。
[07:40:25.160] チョコ材若い力
[07:40:28.638] 。はむ若い
[07:40:31.718] から信じてみたいなあの無理やり入れて
[07:40:35.200] くるところね。
[07:40:38.000] から力信じたいみたいな。
[07:40:40.760] あの、無理やり入れてくるところ。笑。
[07:40:44.160] 無理やりね、ねじ込んでくるところね。なんかここのさ、ピッケルだけ俺なんか納得いかねえんだよな。もったいなくね、これ。こんなとこ掘るのに使って。
[07:41:00.520] てね、行きたい時に行くのがいい。オと一緒。
[07:41:03.958] オ、オ、オナなんだろう。
[07:41:10.080] 知らない言葉
[07:41:25.558] 鞭いね。
[07:41:29.200] むくでしょ。よいしょ。え。
[07:41:50.318] 名誉って意味だよな。
[07:41:52.558] ああ、オーナーね。メタルオブオーナーね。うわ。
[07:42:10.080] あれ?
[07:42:16.798] あ、1個あるわ。あ、あった、あった、
[07:42:18.520] あった、あった。あ、いいんだよね。あれ
[07:42:20.080] 使っていいんだよね?
[07:42:23.318] あれ1個使っていいんだよな?
[07:42:27.520] いや、オッケー。オッケー。これゴール
[07:42:28.440] できるわ。行ける?いける、いける。
[07:42:34.240] ちょ、安全にちょっとあいつが通りすぎん
[07:42:35.958] の待つわ。
[07:42:45.958] お前だから怖いって。それ怖いって。それ
[07:42:54.920] 危い。危い。
[07:42:59.440] 今危なかった。
[07:43:03.680] 危な。笑。
[07:43:04.760] 今危なかったね。背中かすった。で、
[07:43:11.040] アブヒラル
[07:43:14.080] 油紐。
[07:43:25.840] お腹空いた?
[07:43:27.520] いや、俺あのご飯食べたよ。ご飯食べたよ。あのカップヌードル。
[07:43:33.280] とやむくん初めて食べた。あんま美味しくなかった。
[07:43:38.840] 嘘つき
[07:43:40.200] あんま美味しくなかった。何が嘘つきって何が
[07:43:43.760] 2
[07:43:43.920] マスは専用なんだな。もう何も食べないって言ってたのに気が
[07:43:49.440] お腹空いちゃったんだもん。しょうがないじゃん。いいじゃん。別にそんくらい食べたって。え、なちゃんもやっぱ無理だったあれ。
[07:44:03.680] いやー。えー。嘘吐く。くっそ。何?
[07:44:15.478] 食いたい時に食える生活ができる。
[07:44:19.080] のはそんなんでいいんだよ。行けるんや。茶ま可愛い。ま、
[07:44:23.360] え、じゃなくないですか、それ?い、
[07:44:27.760] 嘘。あ、嘘つくか。ごめん。嘘履くじゃなくて嘘つくか。
[07:44:30.318] じゃ、開分だわ。ごめんなさい。あの、僕
[07:44:32.798] 嘘、嘘つです。
[07:44:34.760] あ、ごめんなさい。あの、すいません。あの、ばば、あのね、ド素人が疑ってすいませんでした。行けましたとさ。もうさすがにもう終わりにするからね。さすがにもうしっかり決めてお。見事でしょ
[07:44:51.638] でしょ。じゃ、ちょっと朝チャップしようぜ。いや、もう
[07:44:54.760] 1
[07:44:54.878] 回。もうちょっと今日見ないでいいや。見ないで。こ見たらまた始まっちゃうから。
[07:44:59.200] 今日ここまでしとくわ。今日ここまで。いやあ、よかった。おもらったな。
[07:45:03.920] 止まらんねん。
[07:45:05.080] 止まらんねんになっちゃうから。
[07:45:06.718] え、
[07:45:07.558] いや、もう終わりだよ。明日ジム行くから。もう、もうだって俺今日
[07:45:11.478] 11時で終わるつもりだったのに、もう
[07:45:14.240] 2
[07:45:14.398] 時になっちまったじゃねえか。なってはないけど。ということでね、ありがとうございました。ありがとうございました。あざました。エルギーザね、めっちゃおもれえやん。めっちゃおもれえやん、エルギーザ
[07:45:26.478] 楽しかったよ。
[07:45:27.478] おもろい。ありがと。
[07:45:29.160] 時間ける。
[07:45:30.120] 何が8
[07:45:31.120] 時間行かなくていい。もうそのなんか長時間配信がみたいな。もう良くないからそんなのは。長時間配信なんてね、あのそんな別じゃないです。あの、いいんです。やりたい時にやりたいだけやればいいんです。ということでありがとうございました。ありがとうございました。レートするかな?
[07:45:50.600] 46人も見てるのに
[07:45:53.160] いいんだよ、別にそれは。それは別にいいんだよ。次も見てこいよ。
[07:45:56.360] この46
[07:45:56.878] 人は全員まだね。ありがとうね。さて、誰にレードしようかな。誰にレドしようかな。
[07:46:07.398] ならもう1回とむやむくん食え。
[07:46:09.478] やだよ。やだよ。あれマジ口くっさなるからな。あれ食ったら即歯磨きした方がいいぞ。あれくなるで。口ゲップがくっさい。く臭い。
[07:46:23.798] くっさ。
[07:46:25.240] クッサーで。クッサー。えっと、ヒッぺにレートすっか。じゃあヒッぺにヒッぺにレートすっか。
[07:46:40.160] あの運動会で同じチームだったからな。運動会にで同じチームだったから。
[07:46:44.558] サ来た。
[07:46:45.360] サトシにレートするわ。
[07:46:48.360] あの
[07:46:49.920] ヒッぺ
[07:46:51.440] 俺は会うの初めてだったんだけどもう
[07:46:55.200] めっちゃあの共通の話題があってなんか
[07:46:59.280] ひっぺがえ森って元気なのてなんか
[07:47:03.840] 唯一唯一の森が唯一のああ共通リスナー
[07:47:07.798] だったらしい。笑笑
[07:47:10.760] 共通リスナーだったらしい
[07:47:14.120] だ。あいつちょっと動画過ぎてっから1
[07:47:16.000] 回俺がお給吸えたんだよって言っといた。めっちゃ笑ったろ。そしたらそめっちゃ笑ったわ。
[07:47:22.318] ダブル
[07:47:24.080] あいつ1
[07:47:24.600] 回応急吸えてやったんだよ。調子乗ってるから。
[07:47:27.040] 笑笑
[07:47:29.680] したらもう笑さっていうことでじゃそんなヒに行くわ。今日は雑談してるみたいだからみんな寝ながら聞こうぜ。寝ながら聞こうぜ。ちゅうことでお疲れ様でした。また明日も配信します。
[07:47:43.240] ということで、お疲れちゃん。またね。楽しかったです。
[07:47:48.398] ありがとう。せさんもありがとうね。
[07:47:50.240] おつね。
[07:47:51.000] おつね。うんちゃんもありがとう。
[07:47:56.520] 荒らした。
[07:47:57.360] 荒らした。いもこもお疲れ。
[07:48:01.478] おつちゃまチパチ
[07:48:03.798] みーちゃんもお疲れね。ありがとう。ペッテリもお疲れ。ありがと
[07:48:06.160] な。
[07:48:09.240] エメラをらせたしい時間は今日は終わりだ。オの光が夢をつぐなバカは
[07:48:23.360] さあもう寝るぞ。
[07:48:25.080] よいしょ
[07:48:25.718] よつのファイナルファンタジーの最終回
[07:48:28.680] 1がなぜか非公開になってた。
[07:48:31.160] 村フりフり村フり村
[07:48:35.160] ファイナルファンタジー何10?
[07:48:36.398] ファイナルファンタジー10
[07:48:39.080] て10ての
[07:48:40.318] 非公になった本当に
[07:48:44.680] FF
[07:48:46.478] それやってねもんな嘘なってた
[07:48:51.718] 後でチェックします
[07:48:55.478] はいはい後でチェックします
[07:48:59.878] ガードマ
[07:49:06.440] ていうかいたんかい?森ゆたんか?ま、いるわ。
[07:49:12.440] ファイナルファンタジーそれ以外やってない。矢印
[07:49:15.478] 9。
[07:49:15.958] ああ、そんなのもあったな。
