[00:01:26.840] エた。
[04:55:27.760] 笑笑
[04:55:30.638] いやあ、ちょっと見て欲しいんですけど、今から出すのは
[04:55:36.000] 800円だからね。今から出すのは
[04:55:38.718] 800円の
[04:55:40.920] 800円の商品だからね。で、なんかし
[04:55:43.280] ないけど2個しかなかった。
[04:55:47.430] [笑い]
[04:55:49.440] ドラゴンクエスト福引場スペシャル
[04:55:52.920] F賞キーホルダー。これはひどい。きつい
[04:55:58.200] 。これはきついよ。行きますよ。見ていき
[04:56:01.718] ますよ。外装はしっかりしてた。
[04:56:04.040] で、かぶってた。
[04:56:04.840] いやいや、外装、外装ペラよ。封筒よ。
[04:56:09.040] 封筒の
[04:56:11.600] はい、こちらです。はい、
[04:56:14.940] [笑い]
[04:56:16.520] 800円。こちら800
[04:56:18.320] 円となっております。後ろは携帯クリーナーです。これどこにつけんねん、これ。おい、どこにつけるんだよ、これ。金玉みたいな。お前どこにつけるんだ、これ?おい、
[04:56:31.480] ピアスにべ。
[04:56:33.280] [笑い]
[04:56:35.520] けるか、じゃあ耳に。耳につけべえか、じゃあ。でか、今日これ
[04:56:44.414] [笑い]
[04:56:48.798] ダブル減価20円の封筒。
[04:56:51.360] これひどない?もう
[04:56:56.080] 1個、もう1
[04:56:56.920] 個俺開けてもないからね。これを見て楽胆して開けてない。こっち開けてないからね。
[04:57:02.718] 合法なの?えぐ。ひでな。
[04:57:04.680] あ、開けて。ひどいよね、これ。デコ君、こんばんは。あ、開けあ、開けてないからさ。何の種が出るかな?何の種が出るんかな?なんだよ。これ何の種?これもない。
[04:57:19.130] [笑い]
[04:57:24.680] わかんないんだけど。これ何の種?これ何?素早さ。素早さの種かな?これ素さ。
[04:57:29.610] [音楽]
[04:57:30.480] 不思議な種。
[04:57:31.638] 不思、不思議な不思議な木のみか。不思議な木の実
[04:57:36.814] [笑い]
[04:57:38.520] なあ。
[04:57:38.878] 平蔵庫の底にあるやつやん
[04:57:40.680] なあ。なあ。おい、お前らに相談があるんだけど。お前ら相談がある。これ
[04:57:44.958] 1600円で買わねえかなあ。これ
[04:57:48.638] 1600円で買わねえか。
[04:57:52.040] 1500円でしてやってもいい。
[04:57:54.480] 1500円でしてやってもいいな。
[04:57:57.000] これでどうだい?
[04:58:00.320] これ1500円で買わねえかの種
[04:58:06.000] ひどいよ。ひどすぎるよ。
[04:58:09.718] ガモきとらウの方がマし。
[04:58:12.440] ひど、ひどすぎるよ。これだって物はいいからって言えないじゃん。これアムウェイだったらな。アムウェイあいつらさ、物はいいからって言うじゃん。これ物も良くないもんだって。物も良くないもん。
[04:58:22.012] [笑い]
[04:58:24.360] こんなお前見てくれよ。これひどすぎるよ。これもう戒しめやな。今戒しめっつうことで
[04:58:34.680] 散悪し
[04:58:36.558] 戒しめということでここにここにつけとく。マイクに忘れるな。
[04:58:41.400] 諦めた。
[04:58:42.600] 忘れるな。この失敗を忘れるな。で、そうで俺ね、もう
[04:58:50.600] 1
[04:58:50.718] 個タンブラー当たってたんだよ。タンブラーあったじゃん、これ。
[04:58:53.878] もう1個タンブラ当たってて。もう1個。
[04:58:57.520] これもさ、じっくり初めて見たけど。これ
[04:58:59.520] ひどいな。
[04:59:03.680] これさ、
[04:59:05.718] なんだか分かる俺。ローズバトラー。
[04:59:07.958] 俺ローズバトラーめっちゃ好きなのね。
[04:59:09.958] ローズバトラー柄なんだけど見えんて。
[04:59:13.102] [笑い]見えないよ。え、
[04:59:16.320] 見えないよ、これ。
[04:59:19.240] す、す、[笑い]
[04:59:25.400] これはひどいって。
[04:59:27.360] 800円。
[04:59:30.280] え、皆さんに、え、皆さんにですね、え、皆さんに相談があります。え、これ
[04:59:35.480] ダイソに売ってそう。ただのプラスチックよくごサイン出したな、
[04:59:41.040] これ。えっとね。はい。これ、あ、
[04:59:43.638] 4000円で売るけど、どう?みんなこれ
[04:59:45.120] 4000円?4000円で売るよ。
[04:59:46.400] これみんな4000円で買わねえか?
[04:59:49.120] 850ではい。これ4000円ね。
[04:59:50.958] 4000
[04:59:51.240] 円で売るよ、これ。お前らになんならもう
[04:59:53.480] 1個つけてもいい。なんなら
[04:59:56.400] メルカリなら燃えるよ。
[04:59:57.760] はい。はい。これ
[04:59:59.400] 4800円。4800円って買わね。これ
[05:00:02.040] の働いてる店に持ってくれば
[05:00:04.080] 1.5円でしてくれますよ。すご。
[05:00:05.502] [笑い]
[05:00:07.558] あ、これこれ4800円だけどどう?
[05:00:10.400] 444パチ
[05:00:11.718] ちゃだりえ。4
[05:00:12.638] パチ。4パチマン。4パチマンでどうこれ
[05:00:14.320] 4
[05:00:14.480] パチでいる?お前らドラクエ好きでしょ?
[05:00:17.760] チまさんのサイン付きだったらな。全ハンマークラ
[05:00:17.948] [音楽]
[05:00:20.566] [笑い]
[05:00:22.280] 全然サイン書くよ。
[05:00:24.480] 48[音楽]
[05:00:25.200] 円の
[05:00:25.520] なんならこの白いとこにお前メッセージ書いてあってもいいよ。
[05:00:28.320] きネさんぐにゃーきネさんぐにゃーきネさんぐにゃ。
[05:00:31.558] これグにゃーすぎるでしょ。これで
[05:00:35.160] 5000円だぜお前らこれで
[05:00:37.638] 5
[05:00:38.120] まだね、まだいいよ。これは文句言ってますけど。
[05:00:41.040] まあ、言うてDシではないな。F賞だよね
[05:00:44.760] 、これ。
[05:00:47.120] いやあ。
[05:00:49.878] うん。ま、これもいいですわ。もうこれも
[05:00:51.718] まあまあいいですよ。まあ、許しますわ。
[05:00:54.480] これ、
[05:00:57.040] これはいで目だわ。これは800円で売っ
[05:01:00.480] ちゃいけないって。ガラ系全盛紀でも
[05:01:03.320] 800円じゃ売れないでしょ、これ。
[05:01:05.108] [笑い]
[05:01:05.638] ガラ系全盛紀でもこれ800円で売れない
[05:01:08.080] だろ。
[05:01:10.040] 種て。
[05:01:11.878] タンブラーもがっかり具合すごい。ガラ系らただでくれたやつ。あの種キーホルダーに注意書きが入ってるんだけど用途以外のご使用は絶対におやめください。
[05:01:16.898] [笑い]
[05:01:31.280] ないて。もうこれガラ系誰が使ってよ。
[05:01:33.760] これ用途通りに使うやつおるんか?今用途通りに使うやついるか?
[05:01:37.204] [笑い]
[05:01:41.440] お湯が無ざわ
[05:01:43.920] だってさ、このボールチェーンが以外にないコンビニとかで飲み物に本書そうなクオリティ用途外の使いは
[05:01:52.924] [音楽]
[05:01:54.840] 例えばまだこのボールチェーンがゴムとかだったらスマホの端っこにつけてスマホの端っこにつけ
[05:02:02.798] で、こビヨンってやって、あの、スマホの
[05:02:05.320] 画面全体吹けますわ。これじゃ伸びない
[05:02:07.920] もん。画面の下半分ぐらいしか吹けない
[05:02:10.240] ねん、これ。画面の下半分ぐらいしか
[05:02:18.480] めっちゃ綺麗になるな。あ、でも
[05:02:20.958] めちゃめちゃ綺麗になるな。物はいいから
[05:02:23.798] 。みんな物はいい。みんなどうこれ買うか
[05:02:26.958] ?俺からサインつけるよ。
[05:02:31.718] っていう話でした。っていう話でした。
[05:02:33.534] [笑い]
[05:02:37.680] ただでも困る。
[05:02:39.430] [笑い]
[05:02:42.080] いやあ、俺すごかったんですわ。だから
[05:02:45.958] フェイスび物はいってアムウェイみたいですね。
[05:02:49.254] [笑い]
[05:02:50.718] 物いいだろうが。
[05:02:51.558] でも800は取らない。
[05:02:53.840] [笑い]
[05:02:56.958] これはね。ラバーキーホルダーのがいいだろうよ。
[05:03:03.798] なんか悲しくなっちゃったな。じゃ、これ
[05:03:06.920] ね、よくよく考えたらこれ1番くじじゃ
[05:03:09.240] ないね。福引き所だよ。だ、福引き所
[05:03:13.400] ドラクエはドラクエ単体でやるんだよね。
[05:03:15.878] これ1番くじじゃないんだよ。机にが勝手
[05:03:20.600] にやってるのよ。1番くじと同じ方法で。
[05:03:23.000] この福引きスペシャルってドラクエ出る
[05:03:26.160] たびにやるんだけど、今回一旦ひどいね。
[05:03:31.840] 福引き所スペシャルひどいなあ。まあやりますか。じゃあまあでもこのゲーム好きだし。ドラクエ好きだし。お
[05:03:44.760] ドラクエ好きだし。
[05:03:45.638] なんと珍しい。このようなところに旅の方とは目は衰えておりますが分かりますぞ。どうやらさぞのある方のようですよ。
[05:03:59.200] 話忘れた。
[05:04:01.304] [笑い]
[05:04:02.160] このような荒れ果てた地に一体何の御用でいらしたの?
[05:04:06.200] クレマンなんだっけ?
[05:04:10.680] なんと
[05:04:11.320] あ、新しいワールド来たとこだ。新しいワールド界をの姿に
[05:04:17.798] なんか像になってんだみんなが
[05:04:22.040] 誠に残念ですが元に戻った時もはや手遅れでありましょう。
[05:04:31.080] ご覧[音楽]の通り、この町の人間は全て
[05:04:35.200] 意と貸してしまっております。それも昨日
[05:04:39.160] や今日のことではありません。
[05:04:43.040] せっかくですからお話ししましょう。この
[05:04:47.520] 恐ろしい呪いが振りかかったのは今から
[05:04:51.480] 何十年も前のことでした。話が入ってこ
[05:04:54.320] ねえ[音楽]よ。
[05:04:58.878] 50
[05:04:59.280] 年前のその日、この町では雨の儀式が取り行われ。
[05:05:04.920] これなんか覚えてるな。これはなんか覚えてるわ。あの変なやつがボスだよな。
[05:05:08.920] この時は雨が降ることがほとんどありません。町は常に水不足に悩まされ、人々は日々の食べ物にも困るような貧しい暮らしをしておりました。
[05:05:25.280] ゆに人々は水様をその日も恵の雨を求めて
[05:05:29.076] [笑い]
[05:05:33.280] 祈りを捧げていたのです。
[05:05:37.600] 人々の願いはある意味では通じました。そう、確かに雨は降ったのです。
[05:05:47.120] しかしその雨
[05:05:50.920] は決して恵の雨などではありませんでした
[05:05:54.840] 。
[05:05:57.160] 一体なぜ貧しく
[05:06:00.240] 暮らして人々がそのようなけねばなら
[05:06:04.840] 貧しくもけ投げにドラクエを応援してい
[05:06:07.360] た俺がなんでこんな目に会わなきゃいけん
[05:06:09.920] だよ。それは今でも分かりません。
[05:06:12.718] 驚くほど静かに。そしてあまりにも残酷。
[05:06:14.272] [笑い]
[05:06:17.760] あまりにも残酷だった。
[05:06:19.280] 町の人々は呪いの雨によってあっという間に石と貸してしまった。
[05:06:25.600] 俺の俺の金もゴミと貸したけどな。
[05:06:28.280] ただ1人
[05:06:29.000] 俺の金も
[05:06:29.958] 食料の買い出しのため町を離れていた男。
[05:06:31.300] [音楽]
[05:06:33.958] それがお前なのか。
[05:06:35.280] この私クレマンを覗いて
[05:06:39.000] クレマン族か。ほんの少し前まで共に泣き
[05:06:42.160] 、共に笑い合っていた大切なものが物と
[05:06:47.798] なりñosんでいる。その冷たい体に
[05:06:52.638] 触れる度に私の心は小さくしぼんでいく
[05:06:58.160] ようでした。
[05:07:00.360] 火になるのを逃れたとて嵐のように襲ってきた孤独は呪い以外の何者でもなかったのです。
[05:07:09.760] なんかドラクエ6
[05:07:10.680] にもこんな村あったよな。みんなが凍っちゃったやつ。
[05:07:13.718] 人々の呪いを解く方法を見つけるため放浪の旅に出ました。
[05:07:20.558] 長い旅になることは覚悟していましたが、それはそ
[05:07:25.680] あ、
[05:07:26.718] 天使の涙飛躍を手に
[05:07:30.160] 私が町へと戻ってきたのは
[05:07:33.040] この方向機触るだけで飛ばされちゃうの後のことでした。
[05:07:46.558] 意となった人々は長い年月を経てあちこちが響れすっかりわせてしまっていました。
