[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[06:23:50.080] 、鍋っていうかなんか鉄板、丸い鉄板に
[06:23:52.040] 真ん中にチーズドバーってなっててさ、
[06:23:54.680] 周りになんか揚げ物唐揚げとか唐揚げとか
[06:23:57.638] アーダのカートいっぱい並んでるやつこう
[06:24:00.638] チーズつけて食うみたいな。
[06:24:02.240] 隣のさ、女の子
[06:24:04.080] 2
[06:24:04.200] 人組めっちゃ若い。多分高校生かな?写真撮って唐揚ゲ
[06:24:08.680] 2
[06:24:08.878] 個食ってそのまま出てったからね。あれもドもいてええみたいな。ええ、それだけみたいな。
[06:24:17.280] ええ、
[06:24:19.120] めっちゃでっかい。めっちゃでっかい。
[06:24:20.920] これもらえるやん。
[06:24:22.840] いや、マジで俺ら、えももったいなみたいな。
[06:24:26.760] だ、そんなんで5000
[06:24:27.558] 円ぐらいすんだぜ。そんなんで
[06:24:29.520] 5000円ぐらいすんだぜ。
[06:24:31.080] ただでさえ持ったくりみたいなさ、値段なの。
[06:24:33.680] びっくり
[06:24:34.520] びっくりだよ。写真だけ撮って。写真だけなんかこうやって
[06:24:40.040] 2
[06:24:40.200] 人でなんかこんな感じでこんな感じで撮ってこんな感じ取ってあもう行こっかつね。な
[06:24:45.086] [笑い]
[06:24:45.360] んでそんな金持ってんやろな。
[06:24:47.440] なあね。げたちが美いしくいたの考えればお手付きの料理が食べれますね。
[06:24:55.566] [笑い]
[06:24:57.080] なあ、もらいたかったけど。うん。
[06:24:59.878] 全然食べれるけど。全然食えるけど。そんなの
[06:25:05.320] ありがてえ。
[06:25:09.000] もったいねえよな。で、外のさ、なんかその竹下通りみたいなとこのさ、ゴミ箱にはさ、もうスタバのフラペチーノみたいのが人全然口つけてねえでさ、捨てられてあったりとかすんのよ。あの街すごいぜ。
[06:25:26.400] に売ればお金回収でき
[06:25:28.040] 10
[06:25:28.200] 円パ1口だけかじった10
[06:25:29.840] 円とかがなんかそのお店のなんか階段の横のとこにポンって置いてあるんだよ。あいつらマジですげえぞ。マジで写真撮るだめだけに生きてんのかよ。ま、太っちゃうからね。しょうがないね。まもったいないと思うわ。
[06:26:01.066] [音楽]
[06:26:09.558] なんか俺別に写真撮らないからあんまな。
[06:26:12.600] 飯食う時とかもあんま写真撮らねえんだよ
[06:26:14.558] な。
[06:26:18.478] ラーメンとか言って絶対写真撮るやついる
[06:26:20.280] けど。
[06:26:20.558] あ、気持ちは分かるけど、あんま取らないね。そう、取ってる間にも麺は少しずつ伸びていってるからな。
[06:26:36.080] 食事制限してる人みたいに食べるものは取ってる。
[06:26:39.558] ああ、まあまあそういうのもあるよね。あの人に見せるとかじゃなくて自分の管理のためにってのはあるかもな。俺そんなことしてないけど。
[06:26:50.240] もう出てきたら速攻食うのが一番うまいね。それが一番うまいタイミングなんだよ。出てきた瞬間が一番うまいんだから。
[06:27:03.638] 食べ物が毎秒劣化してるから写真なんて。
[06:27:06.680] そう。そう、そう、そう、そう、そうそうそう。もうピザなんか写真撮ってる間にも少しずつチーズが硬くなっていってるんだよ。
[06:27:21.558] 俺なんか仕事終わりに仕事終わりにもう
[06:27:24.520] あまり最近最近はそんなことしてないけど
[06:27:26.718] あの今日もマック買って帰ろうつってさ、
[06:27:29.040] もうマック買って帰るじゃん。もう車の中
[06:27:31.680] でさ、もうポテトなくなるからな。家つい
[06:27:33.638] たらあ、もうポテトねえや。あれポテトは
[06:27:36.280] 頼んだよな。
[06:27:44.400] ちょっとだけのつもりが
[06:27:57.320] なんかテイクアウトはもうね、長距離
[06:27:59.520] テイクアウト俺は無理だよ。あ、仲間にし
[06:28:03.200] とくか。
[06:28:10.440] やっぱこんくらい普通は仲間なるんだって
[06:28:12.360] 。前回なんかおかしかったっけ?一時期
[06:28:24.400] 食べながらで事故らんの?
[06:28:26.240] え、全然事故んないよな。ポテト食いながら運転なんか余裕じゃない?これデブだからかな?デブの必須スキル。ポテト食いながら運転
[06:28:33.684] [笑い]
[06:28:40.232] [音楽]
[06:28:41.240] あかんで。笑。
[06:28:43.558] え、ダメなの?え、法律でアウトかな?じゃあ冗談。じゃあ冗談です。そんなことしたことない。え、でもなんか食べながら運転帰宅を焦りすぎて事故る。
[06:28:56.608] [笑い]
[06:28:56.958] 逆にな、逆にな。あ、早く帰らないとポテトが硬くなっちゃう。
[06:29:10.080] 一時期なんかあの会社の帰り道にあるさ、
[06:29:14.360] あのなんか唐揚げ屋さんがあったんだよ。
[06:29:18.680] もう潰れちゃったけど。なんか唐揚げ屋
[06:29:21.120] さん一時期めっちゃできたじゃん。なんか
[06:29:23.320] どの唐揚げ屋さんにも緊張受賞って書いて
[06:29:25.600] あるで。お馴染み。どの唐揚げ屋さんも
[06:29:28.558] 緊証受賞してるだ。お馴染みの唐揚げ屋
[06:29:31.280] さんできたじゃん。いろんなとこにできた
[06:29:33.120] じゃない。そこのさ、唐揚げ弁当をさ、
[06:29:37.200] あの、唐揚げ弁当っていうか、唐揚げをさ
[06:29:38.798] 、ご飯は自分で炊いて唐揚げをさ、持ち、
[06:29:41.958] あの、買って帰んのはまってたんだけどさ
[06:29:43.478] 、
[06:29:45.320] その唐揚げ屋さんがさ、なんかそのすげえ
[06:29:47.680] のよ。トレーに、トレーにさ、あの、あい
[06:29:50.680] っていうの頼んでたんだけど、塩唐揚げと
[06:29:52.558] 醤油の唐揚げをもうさ、いっぱい入れて
[06:29:55.680] くれて、で、蓋がないのね。蓋がなくて、
[06:29:58.718] あの、あのプラスチックのトレをその
[06:30:01.558] まんま袋に入れてくれんのよ。
[06:30:03.320] 蓋しないで。だからもう帰りの車中、もう車中がもう唐揚げの匂いで充してさ、腹すぎ腹減りすぎて死ぬかと思ったわ。あれあれが幸せでな。
[06:30:16.798] 電車だとテロじゃん。
[06:30:17.920] うん。ま、電車とかだとテロだろうね。車中もう全部唐揚げの匂いになってもうたまんねえでよ。でもさすがに唐揚げを手掴かで食いながら運転するのはさすがに俺の倫理感が。そこはちょっとまだなんか両親が残ってたわ。
[06:30:35.400] うめえんだよな。あの唐揚げ屋の唐揚げってあげ立てよ。でっかくてな。でっかくてな。
[06:30:44.040] 1000円ぐらいハンドル
[06:30:45.360] ギトギトハンドルになっちまうからさすがにちょっとま、我慢しようと思って。え、これだったら俺さ、ワンチャン勝てると思うんだよな。ワンチャン勝てると思うんだよな。
[06:31:12.840] うわ、しかもこのタイミングで神
[06:31:15.958] レザーハンドルならちょうど油分補給できるじゃん。艶が出てくる。磨いたみたくなる。一跡
[06:31:19.400] [笑い]
[06:31:26.760] 2丁や。
[06:31:33.154] [音楽]
[06:31:49.080] いや、これ行っちゃいますか?
[06:31:52.080] やっちゃいますか?
[06:31:59.240] 世界中の花といら売って金にしよう。売っ
[06:32:01.520] て金にしよう。
[06:32:29.320] ま、ちょっとあの、生き返らするのは禁止
[06:32:31.200] だけども、これはもったいないから
[06:32:33.600] これ売ってお金になるんで、これは拾って
[06:32:35.200] いく。使わないけどね。使わないけどね。
[06:32:48.240] チーメ来い。全然チーメタがマジで全然
[06:32:51.600] 拾えねえ。
[06:32:53.680] 早くサンダーバード欲しいのにな。
[06:33:12.200] 呪いの言葉怖。
[06:33:22.240] えー。あ[叫び声]、怖い怖い怖い怖い
[06:33:24.558] 怖い怖い怖い。何?メガザルとかやめて。
[06:33:27.878] え、怖。メガンテかと思った。[笑い]
[06:33:34.240] え、そんなん雑魚敵がやっていいことちゃうで。
[06:33:38.120] 怖いて。女手にそらめし。
[06:33:40.398] 本当だよ。ガンテに見えてマジビったよ。ガンテに見えてガチビリした。今よし。ここは勝てるんちゃうか。
[06:34:12.840] レヌール城。
[06:34:13.840] レヌール城な。ま、これは勝てるでしょ。さすがに。強えな。
[06:34:30.008] [笑い]
[06:34:31.440] 強えな。おい、
[06:34:37.558] 半分持ってくんかい?
[06:34:53.558] 半分持ってかれた
[06:34:56.320] もいや、持ってかれるなあ。
[06:34:59.280] いや、お前白かけ。お前バカ。お前回復しろよ、バカ。大丈夫か?ああ、危ねえ。うお。笑笑。
[06:35:07.342] [叫び声]
[06:35:16.440] 食い縛った。マジでやめて。
[06:35:30.600] 本当にやだ。
[06:35:35.040] ノイキャンでしう聞こえてない?
[06:35:36.878] 違う。今今わざとわざとこうやってたの。ああって新たな双報をマスターした俺は今。
[06:35:43.368] [笑い]
[06:35:48.558] 笑笑いダブル
[06:35:53.040] トムモレロみてえだろ。
[06:35:55.158] [笑い]
[06:35:55.680] スイッチング
[06:35:56.240] ギターのあのスイッチング双方みたいな。ま、みんなには伝わらないか。みんなには伝わらないでしょうね。うわ、コイルフ来た。え、何?コーラ。え、いらねえよ。コー羅。何?何?甲羅返しって。
[06:36:10.222] [音楽]
[06:36:12.638] ここフやべえ。
[06:36:15.040] え、マジで?モームスめっちゃ強いじゃん。
[06:36:24.080] 来た、来た。
[06:36:26.878] よっしゃ。いい感じや。いい感じやの。
[06:36:31.478] これでええんや。これでこれでええんや。
[06:36:44.284] [音楽]
[06:36:46.120] 怒りの扉ね。あと怒りの扉ね。ま、
[06:36:50.680] ちょっと今日はこの辺にしとこっかな。
[06:36:52.520] 怒り次回怒りの扉リベンジ編ということで
[06:36:55.160] 。
[06:36:58.040] ただこのメンバーで行くのかこのメンバー
[06:37:01.360] で行くのかなんですよ。問題は
[06:37:04.760] なんか配合しちゃおっかな。
[06:37:09.840] なんか配合しちゃおうかなという気持ちも
[06:37:12.000] あります。ま、見に行くだけ見に行って
[06:37:14.200] みようか。
[06:37:23.520] もう人育成したいとこやな。
[06:37:25.600] そうやね。ちょっとこのメンバーだってまだこいつだって
[06:37:28.878] 1台目だからね。まだ1
[06:37:30.160] 回しかみんな配合してないんだからと考えると前回めちゃくちゃ配合してたよな。あ、ユニコーンとか行けますやん。なんかとんでもねえもん。生まれないから。とんでもねえもん。見るだけ見ていくか。
[06:37:53.000] バトルレックス化けモすぎた。
[06:37:55.638] あいつやばかったよな。悪魔の騎士方がないんだ。あ、ていうか悪魔の騎士も俺もらってないんだけど。うわ、地獄の門番。うわ、ガーって何?ガっさ、あのあれだよね。
[06:38:16.840] なんかあの鉄アレーみたいな持ってるやつ
[06:38:18.878] やな。あの鉄アレーじゃねえな。何だっけ
[06:38:20.638] ?あの
[06:38:23.440] あれ持ってるやつだよな。
[06:38:25.958] あのモーニングスター
[06:38:31.878] や地獄の
[06:38:37.240] ガンダムハンマーみたいなの。
[06:38:38.920] そうそうそうそうそうそう。
