[00:00:50.800] ひ茶まどびっくり。[音楽]
[11:02:09.680] だったんかね。ヤッホーヤッホーヤッホー。
[11:02:15.880] 結局あれも取ってねえしかな。ヤッホー。てて
[11:02:31.096] [泣き声]
[11:02:35.480] うした。風に強い風に注意。はいはいはい。
[11:02:43.916] こっちなんか怪しいんちゃうの?ここなんかあるんちゃうの?ええ、あれ?あれ?なんかどっかになかったっけ?あのボム兵ボム兵どっかにいなかったっけ?
[11:02:50.748] [笑い]
[11:03:01.916] いや、ダめやん。
[11:03:05.160] ちょ、違うコースやろっかな。なんか味変してえな。
[11:03:11.880] 味変したい。もうこのコースしんどい。このコース難しくてしんどい。
[11:03:20.160] ちょっと味変で違うコースやんのいいよね。
[11:03:22.596] 木変わった。コ、こんばんは。木変わったけどどうですか?
[11:03:26.276] 誕生日おめでとう。
[11:03:27.520] ありがとう。ありがとう。まだ誕生日じゃないんだけどでもありがとう。ヤッホー。ヤッホー。
[11:03:34.480] あ、コタプリもありがとうね。あれ、あのメッセージ、
[11:03:37.880] メッセージくれてありがとうね。
[11:03:39.720] ヤッホー。ヤッホー。
[11:03:46.560] これ、あの、これになったからみんなのメッセージが、みんなのメッセージがこの、この本になりましたから、
[11:03:53.916] くらい寝ずに考えて書いて、
[11:03:55.480] お前、お前でも1行だったな。お前
[11:03:57.560] [笑い]
[11:03:58.360] 1
[11:03:58.596] 行だったけどな。まあ、業じゃないからな。対風。
[11:04:03.960] 笑笑。
[11:04:09.640] でもお前あれだな。あの、あのさ、なんだっけ?俺がさ、あのエルギーザやってる時にさ、なんかこのコメント裏であの書いてたくせにさ、なんか俺の誕生日プレゼント手紙でも書こうかなって言って、俺がそのコメントに対してにゃもう手紙なんかうん。手紙の価値は
[11:04:11.968] [笑い]
[11:04:32.840] 0とかて言ってる。言ってる。
[11:04:36.320] クリップがあってよ。これもらってめっちゃ喜んでたのになんか空気最悪になったで。
[11:04:38.824] [笑い]
[11:04:46.520] 本当やで。
[11:04:50.200] 冗談だからね。手紙が
[11:04:51.840] 1番嬉しいまであんだから結局結局手紙が
[11:04:56.240] 1
[11:04:56.360] 番嬉しいまであるんだから。あのさ、なんかさ、どこにいるんだっけな。
[11:05:05.080] さっきさ、ピンク色のさ、ボム兵どっかいたよね。ヤッホー。
[11:05:24.116] あ、た、今。今た。あそこ、あの、あの変なとあんなとこにいるんかい、あいつ。ヤッホー。
[11:05:35.436] ヤッホーヤッホーヤッホ。
[11:05:39.000] 結構こっからが少年場だな。
[11:05:42.080] 折り返し。ヤッホー。ヤッホー。
[11:05:46.960] でも70まで来たからな。ヤッホー。
[11:05:50.116] せ年場。
[11:05:51.320] 青年場よ。こっからエビ。
[11:05:53.800] エビコー。
[11:05:59.840] うわー。ヤッホー。ヤッホー。ヤッホー。
[11:06:14.360] ここにいるよね。ああ、た、いたたた。ねえ、なんでそんな中途半端なとこにいるんだ、あいつは。
[11:06:21.004] [笑い]
[11:06:28.480] ヤッホヤッホーヤッホーヤッホー
[11:06:37.640] ヤッホーヤッホーヤッホーヤッホーヤッホーヤッホーヤッホーヤッホ
[11:06:57.680] あいつやだ。イルミナティイルミナティ。
[11:07:00.200] あいつやだな。こいつやだね。ちっちゃなイルミナティホヤッホー。ホイ
[11:07:19.960] ポイ。
[11:07:25.520] よしよし。よし、来た。よし、来た。よし、来た。よし、来た。よし、来た。やっと開いたぜ。ここ。オ、
[11:07:43.560] ほいんだら、ほんだらスター
[11:07:46.276] 1個取れるねん、これで。
[11:07:51.160] どこだっけ?も、
[11:08:02.720] ここちょっとしんどいけど、この高い高いマウンテンクリアしちゃおう。もう俺ここあんまやりたくない。ここきついけど。ここ頑張ってクリアしちゃおう。ヤッホ。
[11:08:14.680] あれ多分大砲で取ると思うんだよね。あの星、右にあったやつ。
[11:08:19.680] ヤッホーヤッホーヤッホーヤッホーあんまねえ
[11:08:43.140] [笑い]
[11:08:48.240] カメラゴミやね。カメラアングルがすごいね、これ。
[11:08:51.000] [笑い]
[11:08:55.480] 笑笑。
[11:08:56.360] カメラが仮面中入ってる。シン、
[11:08:58.520] 田中シングルだよ、これ。
[11:09:02.240] カメラがすごい。カメラがすごい。よしこ。よし、行こう。
[11:09:14.160] あの、これ思ったんすけど、これ1発で
[11:09:16.200] 打ち抜けなきゃダメってこと。1発でこれ
[11:09:18.756] 打ち抜かなきゃ死ぬってことだよな。
[11:09:22.320] こんくらいかな。わかんねえ。
[11:09:29.840] ちょっと横軸が
[11:09:34.680] 待って、ちょっと待って。予測しないと。
[11:09:39.596] ソップの名シーンみたいだね。
[11:09:41.480] 何それ?何それ?そうなの?わかんない。
[11:09:45.160] 試されるエム力。
[11:09:46.840] こんくらいか。上が。いや、上すぎる気もするけど。ここ
[11:09:54.596] 全然足んねえじゃねえかよ。全然上だったわ。
[11:09:55.192] [笑い]
[11:10:00.880] まあまだ。
[11:10:02.436] 全然上でした。もっと低いね、今のは。レッツゴー。
[11:10:07.040] あとマウンテンスライダーではないよな。あれマウンテンスライダーってどこのこと言ってんすか?何?
[11:10:10.256] [笑い]
[11:10:15.916] 危ね。
[11:10:18.200] 気づいてしまった。
[11:10:20.080] マウンテンライダーって何なの結局?ヤッホー。
[11:10:23.756] ま、もうでももう取れるとこから取ってこう。もう考えるの無駄だから。考え、考え
[11:10:30.880] マウンテンのスライダーよ。
[11:10:33.040] どこにあんねん?マウンテンスライダー。
[11:10:41.116] レッツゴー。ヤッホー。
[11:10:46.116] それはマウンテンにいるでしょう。
[11:10:47.916] ええ。
[11:10:49.040] ヤッホー。
[11:10:52.360] ヤッホー。ヤッホー。ヤッホー。ヤッホー。
[11:11:01.916] ヤッホー。
[11:11:03.240] マウンテン。
[11:11:03.916] マウンテン、マウンテんててんてんレッツゴー。
[11:11:07.000] 何それ?何それ?何それ?俺知らないんだけど。何それ?
[11:11:07.900] [笑い]
[11:11:13.080] 何それ?何これ?ヤッホー。
[11:11:22.436] オリラジ。オリエンタルラジオの店舗。オリエンタルラジオ。
[11:11:27.040] え、オリエンタルラジオってそんなテン?
[11:11:30.680] え、何それ?マウンテン。マウン。
[11:11:33.640] あ、あ、ああ、ブ勇でんな。そういうことね。あ、そういうことね。なんでわかんのお前らすごいな。なんでわかんの。
[11:11:43.916] 全然わかんないんだけど。え、なんでわかんのそれ?な
[11:11:49.040] んでわからないの?キモの説明間違えた。すご
[11:11:51.784] [笑い]
[11:11:54.200] ど
[11:11:56.916] 逆になんでわからないの?
[11:11:58.320] わかんねえよ、そんな。
[11:12:03.436] ひもきもきももきもきもぬ
[11:12:08.040] 間違えた間違えた。笑
[11:12:13.880] マウンテンマウンなコメントだった。
[11:12:16.080] マウンてんてんててんてんます。行きます。見とけよ。
[11:12:24.596] 見とけよ。1発で決めるぜ。
[11:12:32.116] ちょっと上も。もうね、もうね、もうね、
[11:12:38.436] こんくらい行っちゃっていい。うん。どう
[11:12:41.116] だ?ダめです。もっと[笑い]上だ。
[11:12:43.916] もっと上。行く。もっと上です。もっと上
[11:12:49.400] 。
[11:12:52.596] もっと上。
[11:12:55.040] はい、1発。
[11:12:56.160] はい。はい、1発。
[11:13:00.400] はい、1発。
[11:13:02.720] 届きたいという気持ちが足らないね。
[11:13:04.960] 気持ちの問題なんだ。ヤッホーヤッホーヤッホー。
[11:13:11.960] 甘えてる。
[11:13:13.596] うわー。
[11:13:18.640] マンミーや。や、
[11:13:20.480] もうここやだ。
[11:13:22.360] もう疲れた。
[11:13:25.960] もう12時過ぎてますやん。
[11:13:28.160] 後半だいぶ失速気味だね。
[11:13:30.320] 本当だね。
[11:13:30.720] 残キ大丈夫?そう。
[11:13:32.160] いや、もう残期別にこれゼロになってもそんなにね、そんなきつくないんだよ。別に
[11:13:36.596] 結局セーブしてるから
[11:13:39.916] だいぶ失息速息速気味だね。
[11:13:46.240] でもどうなんだろう。ペース的にはまだまだ全然遅れてないと思うよ。
[11:13:52.560] 俺の最初のペースから比べたらあれだけど目標は
[11:13:55.360] 1時間5
[11:13:56.116] 枚だからね。はゲームを応援ありがとう。
[11:13:59.360] 1時間5枚だからね。ってことはだ
[11:14:03.520] 70枚集めるのに
[11:14:07.640] 8時間違う。
[11:14:10.680] じゃあだいぶ進んでるね。
[11:14:12.160] そうだよ。16
[11:14:12.800] 時間ぐらいかかっててもいいわけだから。まだ
[11:14:15.480] 11時間5時間ぐらい巻いてんだよ。
[11:14:24.960] もっともっともっともっともうこんくらいちょっといいね。こんくらいちょっといい。ただ横軸をまず合わせなきゃいけない。く、
[11:14:35.320] 行く行く行く行く行く行くって。茶まけはすぐ行くってねぬね。いいねん。茶まげはすぐ行くで。
[11:14:47.640] あ、ちゃげすぐ行くで。ちゃげちゃ負げく。横軸が揃わん。これ全然微調整効かないから。
[11:14:59.916] みこすりハり
[11:15:01.436] こねこね。
[11:15:03.480] これ横軸が横軸が揃わない。
[11:15:06.320] [笑い]
[11:15:08.720] 小刻みに動かさないで。
[11:15:11.116] え、一気に止めるってこと?いや、これだってさ。
[11:15:16.520] よ
[11:15:17.596] だってさ、揃わないんだもん。しょうがないじゃん。
[11:15:27.800] チマゲームって電子タバコ?
[11:15:29.436] チャマゲーム?うん。紙タバコ。あ、コ吸ってるやつはもう何弱もだと思って。嘘です。冗談。あ、待って待って。そ、ああ、バカ。
[11:15:42.116] マジでそれ。
[11:15:44.360] マジでそれじゃない。
[11:15:45.276] マジでそれじゃない。嘘だ。
[11:15:47.596] 本返せ。
[11:15:49.552] [笑い]
[11:15:49.680] C者吸ってる人はタマ吸ってる。
[11:15:54.800] うん。なんかCBD
[11:15:56.080] とかっていう単語聞いて興奮してそう。ヤッホー
[11:15:59.376] [笑い]
[11:16:07.840] シバターおすめ。くどな
[11:16:10.240] んだそれ?そんなのあるの?
[11:16:12.360] もうええて。DVD
[11:16:13.840] はぶプ。もういい加減クリアさせてくださいね。もういい加減クリアさせてくださいよ。あ、えんちゃう。
[11:16:41.320] タイマ吸ってる人はお酒よりいいって言ってた。
[11:16:45.560] 急に急に微調整効くようになってた。
[11:16:48.880] れん。まだ紙吸ってんのか?これいいぞ。ブド
[11:16:53.276] 誰だよ。もっと上。もうこんくらい。もうこんくらい行っていい。あ、もう、もう。
[11:17:01.600] [笑い]
[11:17:08.320] 行きすぎた。
[11:17:10.840] 行きすぎ。
[11:17:13.400] 行きすぎです。これは
[11:17:15.640] もう少した。行きすぎ。
[11:17:17.956] 行きすぎ。行きすぎ。
