[00:00:15.960] こんぽ
[04:54:36.958] レンたちはハディートと共に砂漠を救った
[04:54:38.840] 英雄として手厚く持てなされた。そしてヨ
[04:54:41.958] があっけた。
[04:54:53.680] ああ。
[04:55:02.234] [音楽]
[04:55:03.480] ああ。
[04:55:05.600] な。そ、ま、まだまだ城を直すとこまで
[04:55:08.840] やるんだ、これ。
[04:55:11.558] え、それはどうとティラノスタが魔王像が
[04:55:13.360] 崩壊するとともに伊豆子へ去って言った
[04:55:14.920] らしい。あれはもしかする[音楽]と大地
[04:55:16.320] の精霊が我々に使わせて救いなのかもしれ
[04:55:18.360] ないな。まあいい。え、村のだ。村の
[04:55:21.160] 貯蔵庫[音楽]にある宝を好きなだけ持っ
[04:55:22.638] ていくという。俺からの度に役立ててくる
[04:55:24.558] 。お前たちのはあ、これでとりあえずここ
[04:55:27.680] は終わりなのか。
[04:55:31.708] [音楽]
[04:55:35.558] うん。村の貯蔵庫ってどこ?さっきんところ。ここか?ここが貯蔵庫か。貯蔵庫にある宝を隙だけ持ってけったけどさ。これだけかよ。あ、小さなす。これだけじゃな。結構頑張ったで俺。
[04:55:54.634] [音楽]
[04:56:10.840] ルーンスタッフ。ルーンスタッフ。
[04:56:17.120] あ、え、ルーンスタッフ攻撃力落ちるわ。
[04:56:20.520] めちゃ強いんじゃん。じゃあこれ
[04:56:30.798] よし、とりあえずここは終わりかな、これ
[04:56:32.760] で。
[04:56:36.760] ちょっと女王様の話聞きたいけどな。あ、た。ちょ、話聞いてくるか。
[04:56:44.414] [音楽]
[04:56:49.160] まあ、
[04:56:50.680] あなた方では言葉で言い尽くせぬほどお世話になってしまいましたね。国を代表して心感謝します。つきましたらこの俺は必ずさせていただきますわ。それから連様なかったに私から
[04:56:59.480] 1つお願いございます。この時、あの時
[04:57:01.638] 魔王像から外した闇のルビーの人あなた方
[04:57:03.638] お持ちですよね。そのルビーはこれからも
[04:57:05.440] あなた方が持っていてください。もう1つ
[04:57:06.798] は私が管理つの闇のは決して合わさっては
[04:57:09.320] ならない。そんな予感がするんです。
[04:57:10.400] なるほどね。なるほね。分かった。
[04:57:17.820] [音楽]
[04:57:20.520] こういたら帰りますかね。
[04:57:23.480] はい。
[04:57:30.360] あ、お前。
[04:57:31.200] うん。
[04:57:33.120] そういえば霊がまだちゃったな。連れてきてくれてありがとうよ。ところで勝手を言っては悪いがわしはこの世界に残ることでした。お前どっかで見たことあるな。それでキーファか。キーファみていなこと言ってるぞこいつ。あ、お金と手紙なほね。
[04:57:36.814] [音楽]
[04:57:59.520] この時代に残るっていうやつはさ、やっぱりさ、みんな自分勝ってやな。ていていい。
[04:58:13.760] あ、まだなんかあるぞ。
[04:58:15.480] た、
[04:58:15.958] まだなんかあるぞ。
[04:58:17.798] は、
[04:58:18.958] めっちゃめっちゃ魔物増えてるけど。あ、な、なんかあるってかい。
[04:58:27.320] よ。はあ。せア。じゃあ戻りますかね。石板揃ってないけど大丈夫?そう。次行く場所ないけど。
[04:59:01.558] どこだったっけ?え、
[04:59:12.240] あれどこだったっけな?
[04:59:14.760] ここか
[04:59:28.878] ガモ。
[04:59:30.680] はい。
[04:59:40.480] あれ?なんでここにあるの?これは
[04:59:44.600] ガモ
[04:59:48.920] ペンキがハげかけている。あ、なるほどね。なるほどね。
[05:00:01.120] え、これ何?あ、渡すってことは手渡しすればいいのか?あれ?
[05:00:12.120] え?
[05:00:13.798] 何これ?渡せないじゃん。
[05:00:15.000] ガモ。
[05:00:18.240] これか?え、なんだよ、これ。
[05:00:26.120] え
[05:00:28.600] え、どうやって渡すの?これ渡せないんだけど。お前
[05:00:32.000] え、
[05:00:34.558] ガモ。
[05:00:35.718] え、渡せないんだけど。
[05:00:39.080] え、
[05:00:41.480] ガモ
[05:00:42.320] なんやねん。それどういうこと?
[05:00:46.840] おお。
[05:00:48.320] あ、こいつかい。そうか。他の場所でもっとすげえものを見つけたからここへ戻ってこないのか。なんだよ。俺、俺でよく金なんて水くせえな。先生は今までありがとうだってよ。じゃあ俺はもうこは反くてもいいってわけだ。寂しいな。ありがとな。どっかで先生にやったら頑張るよって伝えてくれ。
[05:00:59.868] [音楽]
[05:01:14.480] うーん。
[05:01:17.120] まあ、こういうところに何かあるん
[05:01:18.760] でしょう。こういうとこにどうせ石板が
[05:01:23.520] あったりするんじゃないんですか?
[05:01:33.718] ないの?
[05:01:35.840] ないの?それ不安になるからやめてくれ。
[05:01:38.320] 俺次の石板ねえんだけど。
[05:01:42.840] ま、もうええて。もうここはええて。現代にもいるやん。魔物。
[05:01:49.798] それ炎よ。
[05:01:57.520] たあた
[05:02:07.480] たあ
[05:02:11.638] 楽勝。
[05:02:17.840] えー、石板ないのかよ。
[05:02:19.638] 大丈夫か?
[05:02:42.638] すな
[05:02:47.480] ねえ。
[05:02:49.908] [音楽]
[05:02:58.320] おお。
[05:03:02.240] あー、じゃあ今日はこの辺にしとこうかな。今日はこの辺にしとこかね。
[05:03:13.480] う
[05:03:14.400] ね。
[05:03:15.878] 次回、えー、次回はですね、新たな砂漠の、
[05:03:22.080] 砂漠の町からということで、これ現代の砂漠の町からスタートということで、そこまで行くか。そこまで行こう。そこまで行ったろ。
[05:03:43.718] それい。うん。
[05:03:52.718] これで5
[05:03:53.520] もらえるんだもんな。あ、踊りコマスター。踊りコマスター。お踊りコマスターしたけど覚えねえじゃねえかよ。いや、覚えへんのかい。
[05:04:05.920] 覚えへんのかい?なんやねん。覚えなかったわ。
[05:04:17.360] ここ最近年度末の作業でほとんどロム。
[05:04:22.840] 全然全然ロムロム別に申し訳ないことなんもない。大丈夫だよ。全然ロムっていいよ。
[05:04:30.958] ま、作業配信作業作業あれにでもしてくれればなと思いますけど。ここなんだ?ここなんだ?
[05:04:32.090] [音楽]
[05:04:47.320] おい、なんだよここ。おい、なんだよ。もう終わるのに。なんか見つけちゃったんだか。何これ?え?うわ、普通に石板落ちてる。
[05:04:57.840] おい、おい、普通に石板落ちてんじゃねえかよ。何?普通に石板あったよ。え、なんか船な何なの?
[05:05:11.200] ガボ、ガボガボ。
[05:05:15.718] 何これ?船みたいのがなんか氷付けになってんのか。なんだよ。
[05:05:23.520] そのうち乗れそう。
[05:05:24.878] その多分な。うん。
[05:05:26.320] 多分そうだろうね。そのうちあれがなんかあれなんだろうな。あれがあれであれなんだろうな。
[05:05:35.958] ねえ、
[05:05:38.000] どっから入れんのこれ?
[05:05:55.080] 強い。
[05:05:57.760] どんなもん?あ、こっからだ。あ、燃えよ
[05:06:08.376] [笑い]
[05:06:13.440] や。
[05:06:20.280] どんなもん?
[05:06:22.958] オ、よいしょ。砂漠の城に行きまして終わりにしますか。あ
[05:06:37.360] や、
[05:06:40.400] やっぱりそうだ。そのみ、その顔一切の通りお待ちしておりました。我は砂漠のたびお待ちしておりました。
[05:06:46.240] とも早く女王様にお知らせしなくちゃ。
[05:06:50.558] あ、ちょっとだけそのままでいや、
[05:06:52.040] イベント始まっちゃった。イベント結構な
[05:06:53.680] イベントが始まってしまった。
[05:06:57.502] [音楽]
[05:06:58.558] え
[05:07:02.200] 、
[05:07:02.440] あの
[05:07:04.040] はるか時を超えていつかあなたが訪れる
[05:07:07.120] その時よ。我ら砂漠の首を長くしてお待ち
[05:07:09.878] しお待ち申しておりました。
[05:07:13.680] ど邪魔きゆ。
[05:07:15.040] おニコお疲れちゃん。お疲れ。うわお。イベント始まっちゃったよ。改めてようこそ砂漠へお戻りくださいました。
[05:07:22.920] はい。
[05:07:26.320] いつかその皆様が訪れた時には熱く持てなせとはるか昔ハディをよりあ、王様になったんや。王様になったんだ。
[05:07:35.878] パーディとは
[05:07:39.718] あの
[05:07:41.638] 皆に挨拶申し上げたいと女王様がなんだよ。なんだこの砂漠へようこそいらっしゃいました。救い主様のためが皆様にけ受けた音は言葉では言い尽くせません。
[05:07:42.698] [音楽]
[05:07:58.360] あの、
[05:07:59.040] お静かに砂漠の平和と、え、砂漠ものと幸せな暮らしは全て皆様のお力によるもの。仙代の女王、仙代の王と全て砂漠の王に変わって、え、王女ネフティスが、え、お礼を申し上げますとのことです。うん。
[05:08:21.558] コメント欄はセルフ静かに。
[05:08:23.962] [笑い]
[05:08:26.240] よし。
[05:08:26.878] いや、もうだな、イベントが始まっちゃいましたよと。
[05:08:29.280] 高王神ダブル
[05:08:33.638] 方ネフティスネフティスのなんちゃらネフティスのなんちゃらっていうトラップカートなかった?わかんないけどなんか遊戯王っぽい名前してるよ。おい、イベント投げえって。
[05:08:47.120] あの
[05:08:57.400] 失礼
[05:08:58.600] 夜も引っ張れ。
[05:09:02.958] 魔王によって断絶されていた世界はあなた方のおかげで少しずつ元の姿を取りつあるでしょう。しかし奪われた世界時間はあまりにもえなくカス存在したの世界の繋がりまえたまです。
[05:09:14.240] 我らの砂漠の国はその繋がりをと思った
[05:09:16.000] ために各国との協力関係を無でいきたいと
[05:09:17.958] 思っています。そこのでメ様こちらの、え
[05:09:20.200] 、症状を、え、グランエス道にお渡しして
[05:09:23.160] いただきたいのですと。
[05:09:25.958] ほーん。分かった。明日な。明日ってか次
[05:09:29.160] の配信でな、忘れてなけれやるわ。次の
[05:09:33.360] 配信の時に忘れてなければやるわ。
[05:09:37.638] はい、分かりましたよ。
[05:09:43.958] オよし。ということで終わりにするよん。ひ
[05:09:55.320] セーブどうこだ?いや、この辺もちゃんとあのうん。次回ちょっとちゃんと探索します。探索するんだが。もう
[05:10:09.480] 1時9分になってしまったの。おええ。
[05:10:14.400] なんだよ、このず産な管理は。ここねえのかよ。セーブする場所。
[05:10:30.040] ど、おつぽよ。
[05:10:31.718] おつぽよ。おつぽよ。もう俺はもう終わり寝る。
[05:10:42.360] ププププセーブあるかな?ここはあるぜ。よかった。ほよし。終わりぞ。終わりにしたぞ。ちゅうことでちゅうことでありがとうした。ありがとう。やした。
[05:11:06.404] [音楽]
[05:11:07.480] 荒した。荒らした。荒らした。荒らした。
[05:11:10.280] 遅くまであんとな。
[05:11:11.520] いやいや、ありがとな、みんなもな。よし、今週はガ売り目にやっていくぞ。今週はガ売り目にやっていく。おつちゃま
[05:11:19.504] [音楽]
[05:11:24.280] やぜ。
[05:11:26.480] はい。ありござした。ということでな。ということでな。
[05:11:36.798] 誰にレドしよっかな。誰にレドしよっかな。たまピにレドすっか。たまには。たまにはたまピにドラクエ
