[00:00:01.280] つけましたよ、もう。
[06:06:28.360] ああ、そうだ。こいつ殺すねん。お疲れちゃんつって殺すねんな。俺多分殺されるだろうな。普通一発で。
[06:06:34.718] うん。そこはやるかな。
[06:06:39.320] 殺すだろうな。
[06:06:41.280] うん。
[06:06:41.958] あれだって俺のために先に行ってくれっていうやつだったから。
[06:06:46.400] あ、
[06:06:46.600] うい。
[06:06:47.638] じんちゃんが俺をに任せて先に行けって言いました。シャムゲーはミ捨てるね。ミスてるっていうか先に行けって言ってんだから任せるよな。
[06:06:54.520] で、俺と一緒なんだ、その思考は。
[06:06:56.280] だ、だってあれはだってこ、あれはちょっと人としてどうかと思うけど、
[06:07:00.520] 俺は信じてるから。じんちゃんのこと
[06:07:02.878] 先に行けって言ってたら
[06:07:05.040] 思考は一緒だって。
[06:07:07.000] そうかな。
[06:07:08.320] 一緒一緒一緒。
[06:07:09.200] もらって嬉しいものは
[06:07:11.400] もらって嬉しいものはお金
[06:07:13.520] 僕はみんなのコメントです。はい。
[06:07:15.520] う、
[06:07:16.478] 全然違う。こいつは
[06:07:18.160] 結婚したいわ。さっき答えたグータラジオ定期開催しますか?うん。
[06:07:25.878] まあ定期はないんじゃない?
[06:07:28.000] 定期ではないけどでも
[06:07:30.080] 次あるよな。全然
[06:07:31.878] うん。あるね。
[06:07:32.958] 全然あると思います。
[06:07:34.280] うん。うん。
[06:07:34.600] いつやるとかは知らんけど。
[06:07:36.320] うん。俺も知らない。そこは
[06:07:37.760] 知らな。はい。
[06:07:39.320] どういう時に年取ったなと感じますか?
[06:07:43.520] あ、むずいね、これ。
[06:07:44.478] 俺どういう時にあま物多い時音からやろ。
[06:07:50.958] なんでちゃんまうんうん
[06:07:53.280] ま俺もあれかなんか言葉が出んのよねてね。やっぱ
[06:07:59.440] 出ないや
[06:08:00.160] しょっちゅあれあれあれあれあれあれと一緒年取ったとかのじゃないかもしれねえな。なんか脳のなんか
[06:08:09.440] やばいかもしれんな。うん。
[06:08:10.920] 脳のあれかもしれない。
[06:08:11.958] うん。え、自分の長所は?
[06:08:15.280] 自分の長所。
[06:08:16.680] 長所な。
[06:08:18.798] 長所。
[06:08:20.320] うん。
[06:08:21.520] ああ、
[06:08:23.200] でも俺人と仲良くなんのは得意かもな。好きじゃないだけで。
[06:08:29.080] そ、すっげえなんか真反対にいない?それ
[06:08:31.798] 好きじゃないけど別にでも仲良くしろって言わ
[06:08:37.680] なるほど。
[06:08:38.360] 情は
[06:08:40.000] これは怒らない。
[06:08:41.600] ああ。
[06:08:42.040] あ、確かに怒ったことない。怒んないよね。
[06:08:44.878] 怒んない。
[06:08:45.320] どうしなのかわかんないけど。単は
[06:08:48.160] 怒らない。
[06:08:51.920] あ、確かにそれ言えてみようかもな
[06:08:54.000] でしょ。
[06:08:55.638] 俺はもう飽きしき飽きっぽい。
[06:08:59.520] 急に全てがどうでも良くなっちゃう。
[06:09:03.920] 朝起きて1番にすることは?
[06:09:07.200] 朝起きて1番にする?顔を笑う。
[06:09:09.440] ああ。ま、顔を笑うもそうだな。
[06:09:11.320] あ、でもトイレ行くかもな。効率いいやん、その方が。トイレ行って手洗い、洗ってそのまま顔洗えるやん。
[06:09:21.320] ああ、
[06:09:21.680] だって顔洗ってトイレ行ったらまた手洗うぜ。
[06:09:25.080] そうだね。
[06:09:25.478] 人生RTA中だから俺。はい。
[06:09:28.320] 初恋いの思い出は?
[06:09:30.958] 初恋いの思い出は佐藤さんに振られたこと。
[06:09:34.680] 誰やねん?佐藤さん。
[06:09:37.080] そ、いつ、いつの話する?
[06:09:39.200] 小学校
[06:09:42.760] 23年ぐらい。
[06:09:44.040] ええ、好きだったね。佐藤さん
[06:09:46.000] 好きだった。
[06:09:46.680] 可愛かった。
[06:09:48.760] かった。
[06:09:49.360] 何告白したんだ?
[06:09:52.878] 多分してるね。
[06:09:54.040] 振られたんだ。
[06:09:55.478] うん。振られた
[06:09:56.120] な。な、なんで振られたな?なんて言われて?
[06:09:59.478] いや、お、なんか嫌いみたいな感じ。嫌いとは言われなかった。そう。
[06:10:06.478] 嫌いはきついな。
[06:10:08.000] 嫌いではなかったけど。うん。じゃ、無理ですみたいな。
[06:10:12.840] で、同じだよ。
[06:10:16.320] 同じだよ。俺は幼稚園、これ配信で話してるけど、幼稚園の時に好きな子がさ
[06:10:22.320] うん。
[06:10:23.600] で、ただたん、あの、ぐ、ぐ、あ、いや、言葉、あのバレンタインの時にその子からチョコもらえたのよ。
[06:10:32.920] すごいやん。両やん。
[06:10:35.320] めっちゃ嬉しいのに
[06:10:37.240] うん。
[06:10:37.840] みんなの前でチョコもらって恥ずかしくてもらえなんか馬鹿にされると思って
[06:10:42.600] いらねえよとかつってその女の子泣かした。
[06:10:46.718] うわ、
[06:10:48.280] あるあるじゃん。
[06:10:49.280] もうこれほんま思い出したら死にたくなるから本当にすいませんでした。大好きです。大好きでした。
[06:10:56.718] よがってるやつだ。
[06:10:57.920] いや、ほんまゴミやで。
[06:11:00.240] 好きな異性のタイプは?
[06:11:01.920] 好きな異性のタイプはーな異性のタイプなあ。まない。やまない。やまないことかな?
[06:11:17.558] やまない。
[06:11:19.958] いや、いのだぶうち読めなんすね。
[06:11:21.798] おあ、いいよ。じゃ、カメラに向かって大好きだよって言って。
[06:11:27.000] 大好きだよ。
[06:11:30.400] いいじゃない。苦手な異性のタイプは
[06:11:34.798] 苦手な異性のタイプ。
[06:11:40.958] いや、どこでってことでしょ?
[06:11:44.558] うーんと彼氏に影響されてなんか聞く音楽とか変わる人聞く音楽が変わったり端に乗り始めたりタバコ吸い始めたりする人。
[06:11:58.760] タバコ吸ってる女が女の人がダメって言ってるか彼氏に影響して
[06:12:03.360] 悪くなっちゃう人
[06:12:06.718] はいはいはいはい
[06:12:07.718] 彼氏の影響で湘南の風聞く人
[06:12:13.400] タオルバーシみたいなね
[06:12:14.680] そう自分を持ってて欲しいのよあ
[06:12:17.958] あ俺もそれは思った
[06:12:19.280] 自分を持っててほしい全部彼氏がこうだからとかはもうやめなやめなて思う
[06:12:26.600] うん
[06:12:27.080] うじちゃんの
[06:12:28.080] 俺もそれ一緒だわ。自分持ってない人って言う。
[06:12:30.638] そう。自分持ってないのは嫌だよな。
[06:12:32.878] うん。
[06:12:35.440] 好きな同性のタイプはじんちゃん。じんちゃん。
[06:12:39.478] え、どういうこと?
[06:12:40.280] 好きな同性のタイプ。あ、こいついいわって思う友達みたいな。
[06:12:45.360] こいついわとで、
[06:12:50.080] え、別に乗り合う人
[06:12:52.160] だ。ここやんな。
[06:12:54.040] うん。
[06:12:56.120] どうも。はい。苦手な同性のタイプは
[06:12:59.000] 今絶対言わせたよ。
[06:13:00.600] いやいや。
[06:13:01.920] あ、苦手な同性のタイプ。
[06:13:04.920] 苦手な同性のタイプ。
[06:13:06.160] ああ、なんだお前。苦手な同性のタイプ。
[06:13:12.280] あの妙に頭いいやつ。
[06:13:16.320] それ嫉妬じゃなくて。
[06:13:18.280] 嫉妬じゃなくてなんかい。
[06:13:22.360] ああ、いいやいや、分かった。あ、分かった。うわ、分かるわ。
[06:13:29.280] あの、そのほ、あの、これなんかさ、これ、あの、結局はそれお前が得したいだけやんの感じで。
[06:13:42.600] そう、そう、そう、そう、そう、そう、そう、そう、そう、そう。妙に頭いいやつ。
[06:13:47.120] 妙に。あの、もうやめようか。
[06:13:51.320] えっと、
[06:13:52.760] え、恋人にするなら年上、年下、同年。俺別にないな。なんか好きになった人が好きな人だからね。
[06:13:59.000] ま、それはそうだな。
[06:14:00.718] 好きになったら年上も年下もないわ。ただ年上に行かれるのは好き。ちゃんは
[06:14:08.958] 俺た年上。
[06:14:10.360] ああ、まあまあ嫁さんがそうだもんな。
[06:14:12.718] うん。
[06:14:13.440] 理想のデートプラン。理想のデートプラン。
[06:14:17.440] 理想のデートプラン。ああ。
[06:14:19.958] あ、あ、すごい簡単に言っていい?
[06:14:25.320] うん。もういいよ。いいよ、いいよ。
[06:14:26.600] な、なるべく歩かないやつ。
[06:14:31.400] そうな、そうな。間違そうかもな。
[06:14:34.320] 理想のデートブラン。
[06:14:35.798] どんなデートでも付き合うけど旅行先でハードオフとかに行っても怒んないでし
[06:14:45.160] 理想のプロポーズは別になんでのプロポーズのプロポーズ
[06:14:52.600] ジちゃんはどどうどうした
[06:14:55.440] んだ俺はプロポーズっていうプロポーズは結婚式でしたか
[06:15:01.400] えでも結婚しようってまず一番最初どっかでやっぱりなるわ
[06:15:05.440] え、だから子供できたからね。
[06:15:07.120] ああ、そっか。
[06:15:08.440] うん。
[06:15:10.760] あ、そっか。
[06:15:12.120] そう、そう、そう。のプロポーズつかないね。別に
[06:15:18.878] 何なんだろうね。ちょうどつかないけど。でもなんか俺はなんかよくあるやん。あの、
[06:15:25.200] あのディズニーランドで片こんなとかはい。あんなもないわ。
[06:15:32.360] フラッシュモブとかやらないの?
[06:15:34.478] フラッシュモブって何?
[06:15:36.520] え、なんかこう何も知らない人たち
[06:15:40.320] ああ、だからあの仕込みな、あの、なんかあの高級レストランとかで
[06:15:47.040] なんかちょっとみんなに協力してもらってやるようなや。やるかあんな。そう。
[06:15:51.360] あれ、あんたさ、いや、ま、あれやるのって、ま、その、もう勝ち確というか、もう、もうそんなん別に断れる確率ゼやんみたいな感じでやるんからできるんだろう。
[06:16:03.760] まあ、まあ、まあ、まあ、まあ、
[06:16:05.000] でも、あれでこ、あれでさ、断れない人の方がかわいそうじゃない?別にそんなつもりないんだけどでも断れねえ、断れないよな、あんなことされたら。
[06:16:14.920] だからそういう空気感も作ってるんでしょ、多分。わざと。
[06:16:18.280] そう。
[06:16:18.360] でもそれでじゃあそれそれで丸め込んで結婚して本当に幸せか?
[06:16:23.200] それは知らない。
[06:16:24.958] こんなんやじゃない。
