[00:00:29.560] ああ
[06:52:32.878] まあ、でも本当にね、あの、マジで想像を絶するめんどくさなんだよ。
[06:52:39.798] 配信のたびに回線を作り直す。
[06:52:43.000] ハード持ってない人はソフトも持ってないから結局。
[06:52:46.478] 結局そうね。ハード持ってない人だから来たらもうインストール配信かな。よなインストール配信。あれもでもあれ結構いいんだよ。ニコニコとかやってくからさ。
[06:53:00.878] ああってんね。
[06:53:03.120] つまみ食いできるから。
[06:53:04.398] インストール配信憧れる。
[06:53:06.080] 憧れるんだよ。本当だね。
[06:53:09.000] レッドフリムやってるし。うん。全然
[06:53:13.840] だから例えばやっぱ配信でゲームやる時はさ、あ、このゲームまあクリアまでやるなっていうゲームやっぱ選べ。そうできるかできない。
[06:53:22.920] でもあなたレトフりあるからできるわよね。大抵のソフトさせる場所が配信はさ、なんか別クリアまでやんなくていいよ。ちょっと
[06:53:32.240] ちょっとかじれる的なやつで。
[06:53:33.878] それで普段触れないゲーム。
[06:53:35.360] はいはいはい。
[06:53:38.718] なるほどね。最低のソフトさせる場所があ
[06:53:41.558] るっていうかこメ側はね、あのカセット
[06:53:44.000] じゃなくてディスクプレステとかセガサン
[06:53:47.000] とかえCDえCDロムロムとかCDゲーム
[06:53:53.478] が全部できるなしかなんか噂ではPCXと
[06:53:57.160] かその辺もなんか対応するかもしれない
[06:53:59.760] みたいな。
[06:54:00.840] それでこのゲームおもろいなってのも発見できるもんな。あ、
[06:54:07.360] それに4万3000
[06:54:08.280] 円ぐらい払ってたわけですわ。コントローラー合わせたら
[06:54:10.638] 5
[06:54:10.798] 万ぐらいだな。コントローラーも買ったんだ。コントローラー別に。
[06:54:13.840] なるほど。おディスク用なんだ。くロムロムの互感。そう。
[06:54:17.798] CDロムロム。
[06:54:20.040] PCエンジン。CD
[06:54:21.160] ロムロム言いたくなる。
[06:54:23.478] PCエンジンCDロム。
[06:54:25.478] 笑笑。
[06:54:26.320] CDロム。CDロムじゃないからね。CD
[06:54:29.360] ロム。
[06:54:29.718] ロムロムなんだ。ロムロム
[06:54:32.360] CDロムの上にあの2
[06:54:35.320] ちっちゃい2
[06:54:35.718] がついてねてロム可愛いよな。
[06:54:38.000] ロムロム
[06:54:38.798] ロムロム可愛いよね。
[06:54:43.280] わかる。
[06:54:46.600] ジロム
[06:54:47.638] いいたなる
[06:54:52.398] ジラブラ
[06:54:59.600] うん。
[06:55:01.080] 聞こえた?今みんなの声が聞こえた。
[06:55:06.320] 笑笑。
[06:55:07.600] トイレ行くんかい?何やれ?
[06:55:09.680] 笑笑。
[06:55:10.280] トイレ行く。
[06:55:10.920] 笑笑。
[06:55:11.718] トイレ行かれたわ。あ、トイレ行っちゃった。トイレに
[06:55:18.718] 聞こえたんだとしたら空耳だよ。
[06:55:21.398] いや、もうね、とりあえずバゴンが倒したんで、とりあえず今日はもうね、モンハンはいいわ。
[06:55:27.718] モンハンはいいんだけど。モンハンはいいんだけど、じゃあ何するっていう話だっんだけどな。で、コーレスした方が良いのか迷ったわ。
[06:55:39.040] 別にもう終わりでもいいんだけどね。別にいいんだけど。
[06:55:45.160] 早く寝なくていいの?映画なんでしょ?
[06:55:47.798] 時間とか何も決まってないからね。時間とか決まってないから。
[06:55:59.398] もうこの画面だよ、今日は。いや、モンハンおもろかったな。モハおもろかったよ。おもれてた。
[06:56:13.638] 雰囲気が良かった。
[06:56:15.440] 良かったね。まったりしてて。俺はもうこれ終わった後にさ、
[06:56:21.200] マシュマロ送っとく。
[06:56:23.558] めようと
[06:56:25.240] もうあの終わった後にこのみんなには見えないと思うんだけどそのパソコンを戻すのが死ぬほどめんどくせえなと思って死ぬほどめんどくせえよ
[06:56:39.320] 絶対
[06:56:41.958] 笑笑
[06:56:46.398] パないからなカメラ
[06:56:48.840] まそうだね
[06:56:49.798] キャプチャーボード
[06:56:52.478] ううん。
[06:56:53.638] キーボードマイク全部や。さ、そ買った。ま、いいよ。うん。い。
[06:57:05.798] あ、こっち戻って。
[06:57:07.240] あそこ買ったんでしょ、新しいの。
[06:57:09.360] 買った。前のやつは?前のやつはぶしてあれしたね。
[06:57:17.878] グラボとかは
[06:57:19.638] 2つ。
[06:57:21.680] お腹出てるぞ。
[06:57:23.040] 電源も立つ。本当お腹出てる。別にいいけど何か
[06:57:32.798] 笑笑可愛い。
[06:57:37.478] 別にいいけど。
[06:57:41.920] お腹冷えちゃうでしょ。
[06:57:43.760] あ、てことね。
[06:57:44.398] こういう意味だ。うん。グラボ以外はあるんだ。ゴ。うん。もうそもないね。で、あ、
[06:57:55.520] バれちゃうと思って。
[06:57:58.440] あ、その作ってくれた。へえ。で、こっち自作してもらった。
[06:58:18.120] いい音するね。あ、またね、あの、
[06:58:26.398] 俺のが高いよ、ことか。なんだよ。
[06:58:40.040] いざメ
[06:58:43.638] 違うよ。今俺が俺が待ちだったから。
[06:58:46.718] あ、そういうこと。何のゲームこれ?無理。
[06:59:04.440] こ
[06:59:06.520] 何のゲームだ、これは?
[06:59:08.558] イちゃいちゃ
[06:59:10.160] ひどい配信だな。
[06:59:11.600] 何の配信だ、これ?
[06:59:12.760] ひどい配信。ひどい配信です。ひどいね。マイク、マイク、マイクだけそっち持ってて俺らの音声を聞かせやるか。あ、
[06:59:26.920] そんな伸びんの?
[06:59:27.878] だってパソコンそこにあんだから。ある。あ、けど窓。
[06:59:32.840] ま、ま、窓、窓から
[06:59:35.240] 窓閉めちゃう。閉めなくていいでしょ。聞こえてんのか知らねえけど。寒、寒い。
[06:59:53.718] よいしょ。よいしょ。タバコを吸ってる音声をおきください。
[07:00:06.320] 新鮮でいいね。いね。
[07:00:15.718] え、待って。
[07:00:29.000] 今から
[07:00:37.478] もうもう何回もいい。もうない。
[07:00:45.080] すんだ。
[07:00:52.760] いや、本当に
[07:00:55.878] え、やて
[07:01:07.718] に集中モード入る。
[07:01:20.760] 弱いです。こ、こ、まして、あの、俺のとこはなんかみんな死です。
[07:01:45.520] いや、ま、今の配信俺らがやってる方が違う。うん。そう。そういうこと。やばい。やるな。
[07:02:16.840] 違うね。違う。ちょっと違う。違う。ちょっと違った。絶
[07:02:30.000] あ、ゲームやってる。
[07:02:30.798] ゲームやって。
[07:02:32.478] ライブは。
[07:02:33.638] そう。ライブはライブなんですけど。
[07:02:36.680] 音案がだってライブはライブ。ライブはライブで。ライブ。
[07:02:41.000] あ、ライブ。俺のライブはライブ。
[07:02:47.558] 最後のライブはライブライブでしょ?ライブはライブ。ライブはライブ。引っ張られてる。うん。引っ張られてる。
[07:03:09.680] もう1
[07:03:11.638] 大体俺1回ちゃうちゃうからい
[07:03:34.878] 何なんだ?え、
[07:03:38.040] うん。て言われるよね。生まれる言われるでもなくはないけど。
[07:03:59.160] いやなあこるけどです。
[07:04:16.600] ああ、ある。俺見て。
[07:04:31.440] いや、いな。でもやったよつって。
[07:04:48.878] ああ、そっちで、こっちでね、グラウザでもう終わってくてもいいんだけど、これロない。
[07:05:18.440] になくてです。
[07:05:30.120] がです。
[07:05:40.320] 今度はなんかよのお
[07:05:46.760] 6800ぐらい
[07:05:48.798] ええよとか卵を使えて今入ってこれが高い
[07:05:56.160] ちゃんとなんかフィギュアでもチェンソマもチェトマの頭
[07:06:05.360] 僕も5000円ぐらいかないね。できる
[07:06:17.958] 1番いいか。
[07:06:31.240] し
[07:07:04.558] ね
[07:07:09.440] 。
[07:07:13.958] あま
[07:07:15.558] せ
[07:07:21.240] んだろな。
[07:07:23.600] 今度じゃない。
[07:07:26.360] はい。まあ、ちょっと懐かしさだけで先行してやってしまったのがありますわな。間違ってありがとう。どういいたしましてね。
[07:07:56.360] Ja
[07:08:21.320] ジいな。
[07:08:36.440] 何のだこれ?言われてます。
[07:08:54.798] 回
[07:09:03.718] 疲れてますやん。うまう
[07:09:07.718] 。
[07:09:09.718] ま、上がる
[07:09:22.000] なんかこっちのCMは楽器だよね。ん、
[07:09:25.920] ポッキーのCMはさ、
[07:09:27.680] ガッキーが一番良くない?
[07:09:28.958] ポッキーはガッキー?
[07:09:30.200] うん。
[07:09:32.798] とってもいいじゃんってやつねねんねんねんねんねん。ちょ、
[07:09:40.558] 全力です。
[07:09:48.878] とってもいい感
[07:09:56.000] 笑笑
[07:09:59.120] え全力やってるんだわかんないも何それぜし
[07:10:10.200] ええつでしたっ
[07:10:11.840] け、もういくつでしたっけて?
[07:10:17.680] 4、
[07:10:18.080] え、43、あ、42、42
[07:10:21.280] 今年3
[07:10:22.878] ね。43
[07:10:23.638] の年の人と一緒。早生まれだから。
[07:10:27.240] あ。
[07:10:27.718] うん。
[07:10:29.680] おっさんやなあ。
[07:10:36.200] 2人にいるからね。
[07:10:41.240] 大先輩
[07:10:43.958] 43の全力ポッキーダンス。
[07:10:57.200] 可愛い。
[07:10:58.760] おいってありがとう。これもお父さんやってます。
[07:11:14.878] 子供のがちゃんと育ってんだよね。なんで
[07:11:21.600] 反面投資
[07:11:22.558] だよね。やっぱね、俺もそう思うわ。
[07:11:24.718] になりたくねえと思ってんじゃない。反面教示てそういうことでしょ。
[07:11:30.440] うん。
[07:11:31.240] そうこと。
[07:11:31.638] 奥さんよっぽどしっかりしてんだろうな。
[07:11:34.520] そりはそう。それはマジでそう。
[07:11:42.000] ね。ありがとうって言っとけや。
[07:11:47.840] なんだ誰?
[07:11:48.840] ごめのめさんいつもありがとう。昨日はもう
[07:11:58.398] 24日結婚記念日。
[07:12:01.398] おお。16
[07:12:02.558] 連目。
[07:12:03.320] すごい。
[07:12:04.958] 昨いかなもう。
[07:12:07.440] これからもよろしく。
[07:12:15.478] 16年だよ。16年パチパチ。
[07:12:20.558] 16
[07:12:21.080] 年ってすごない?結婚して
[07:12:23.200] 16年
[07:12:23.718] いい話になった。
[07:12:31.920] 16
[07:12:33.680] 長いね。
[07:12:41.040] でも高校だもんな。上がここ
[07:12:49.080] 1年。
[07:12:49.760] ここ1年生
[07:12:50.680] こないだ合格して。
[07:12:52.240] そう。
[07:12:53.120] でも大学受験のこと考えてるんでしょ?
[07:12:56.718] うん。
[07:12:58.040] で、で、なんでそんなどういうこと?
[07:13:01.040] わかんない。どうい?
[07:13:05.120] やっぱ親の教え方がうまいだって知らないじゃん。俺の親の姿を多分
[07:13:16.320] 俺がね。
[07:13:17.240] いやいや、まあまあまあいい知らないけど。
[07:13:21.718] 確かに
[07:13:23.718] まあまあまあ確かに言われてるけど俺か。
[07:13:35.120] お父さんところ知らない。そうね。お父さんしてるとこ知らないよね。
[07:13:48.160] めちゃくちゃいいお父さんしてるのかも。
[07:13:51.120] してるのかも。してるんです。
[07:13:53.878] 多分
[07:13:59.080] 実際パしてそうではあるけどもしてると思う。多分教育の仕方じゃね。
[07:14:10.000] パパのゲームしたい人生だった。
[07:14:13.440] パパのゲームしたい。どういうこと?パ
[07:14:18.558] パパと。
[07:14:19.638] あ、パパ。あ、ゲームやってたよ。やってたよ。
[07:14:22.638] 違、8がでしょ。
[07:14:25.680] ああ、大丈夫。なんか
[07:14:32.200] 気い使ってますよ。なんかこれ触れていいのかな?
[07:14:35.638] パチのパの話っていいのかな?俺たんもだって言ってる。笑。
[07:14:41.878] 笑。
[07:14:42.798] 急にびっくりした。
[07:14:45.398] 俺も知らんけど。いいよ。笑笑
[07:14:47.440] 俺も知らんけど。なんかなんとなく
[07:14:49.638] 笑笑
[07:14:50.200] 色々あったんだろうなみたいなわかる
[07:14:51.920] よ。笑笑一般ごめんね。
[07:14:55.440] あ、一般のね。
[07:14:56.600] で、俺もパとゲームしたかったかも。俺も
