[00:00:17.800] 来た。
[03:49:58.680] うん。全然吐き出す挙動もないね。待って。
[03:50:03.000] 今針金で
[03:50:05.199] 落ち着きますわ。
[03:50:11.760] なんかプチプチ押せてるような気がすんだ
[03:50:14.439] けど。違うのか。
[03:50:22.239] だめだ。
[03:50:25.199] え、どうすんのこれ?
[03:50:32.040] え、どうす?どう、どうすんのこれ?
[03:50:35.069] [笑い]
[03:50:36.120] いや、ちょっともう何これ?
[03:50:49.800] ええ、ちょ、どうすればいい?みんな、
[03:50:52.120] これ一旦電源落とし
[03:50:54.760] てみる。アプリ落として電源の電源は切ってます。
[03:50:58.640] あ、電源切らなきゃダメなの?これ電源切らないと強制排出しない?電源切らないと強制排出しない?
[03:51:10.760] 1回アプル落とすか。
[03:51:13.840] 切った方がいいと思う。
[03:51:16.880] 切った方がいい。
[03:51:17.720] で切ってさ、どうやって排出するのだって切ったらさ、
[03:51:23.479] 切ってみるのもあり。
[03:51:24.800] 切ったらさ、
[03:51:26.640] ポリ目がいいっすか?もう
[03:51:28.880] 1回つける。
[03:51:30.760] あ、ば、頑張れたらこんばんは。バルちゃんこんばんは。あのさ、普通に不具合良くてディスク履かなくなったんだけど。ディスク履かないんですけど。
[03:51:38.604] [笑い]
[03:51:43.920] 笑笑食われた。
[03:51:46.159] ゲーム食われたまんま出てこないんだけど
[03:51:48.319] 。ちょ待って。おいおい、勘弁してよ。
[03:51:51.520] それ5万ぐらいしたねんど。これ
[03:51:54.960] は
[03:52:04.159] いさすがに
[03:52:09.760] さすがに
[03:52:12.720] ダめだよ。
[03:52:13.239] こんばんは。
[03:52:14.520] の方で取り出しの操作した方がいいって情報見ましたね。
[03:52:18.640] いや、あのね、それやったんだよね。ゲームロさん、こんばやったんだけどなんか出ないのよ。
[03:52:23.199] あとはパソコン再起動してからやり直し。
[03:52:26.080] もうじゃあ配信切るしかないやん、それ。じゃあもう配信キル以外ないやん。
[03:52:29.040] [笑い]
[03:52:34.120] 笑笑。
[03:52:41.279] インスコはできてんだよ。
[03:52:42.600] インスコは結構できてんだけどディスク履き出さんくなっちゃった。急に。なんなお前。え、ちょ、頼む頼む。来い。
[03:52:51.520] 本体の電源を1
[03:52:52.760] 度オフにしてから再起動する。再起動後すぐに。イジェクトボタンを何度か押してみる。パソ。もう読むの疲れた。
[03:53:03.359] え、ちょっとマジで終わったんだけど。え、何これ?ちょ待って。マジで吐き出さないこいつ。
[03:53:07.031] [笑い]
[03:53:09.640] ちょっともうなんなのこれ。え、マジ最悪なんだけど。
[03:53:16.720] 笑笑。
[03:53:20.600] 物理ボタンないの大変。
[03:53:23.520] いや、あるんだけど。
[03:53:24.439] ダりんちゃどうすんの?
[03:53:27.840] え、マジで?どうすんの?これ。おい、これはないだろう。
[03:53:37.880] ちょっと強制イジェクトってどうやってやるのよな、それ。あ、俺やることあ。
[03:53:46.399] いや、ちょっと待って。ま、冗談ならんて。そんな
[03:53:52.319] ガチでだるいやん。
[03:54:09.800] いや、
[03:54:19.239] ちょっと待って。
[03:54:20.720] ちょっとこっちて
[03:54:28.560] 結構ある不具合なの?
[03:54:31.159] わかんない。
[03:54:35.040] 本体から音みたいなのしてる。
[03:54:46.920] どっかの配信で[音楽]やり方コメント
[03:54:49.080] あったけど、まさかここで排出不荷になる
[03:54:52.000] とは思わんので覚えなかった。
[03:55:00.960] いや、起動するとさ、
[03:55:04.159] 全然中であの読み込んでる音すんだよ。
[03:55:07.239] だ、ドライブ回ってるし。吐き出しだけ死ね。
[03:55:16.720] 認識走してるんや。
[03:55:18.560] うん。出てきた。
[03:55:36.000] 何でで出たわ出てきた?
[03:55:42.840] おお。
[03:55:44.279] おお。ゲームもできる感じなん?
[03:55:48.439] 急に。笑。出た。よかった。
[03:55:51.560] いや、出たけど。
[03:55:52.600] きりでした。
[03:55:53.319] いや、出たけどさ、じゃあこれで良かったですね。いや、出たけど。出たけど。ああ。ああ。良かったね。にはならないでしょ。
[03:55:57.987] [笑い]
[03:56:06.760] 安定してくれ。次からが不安すぎる。ダブル。次も食われる。ちょっと
[03:56:14.239] サポートセンターに問い合わせたいレベル。怖いね。
[03:56:17.680] ちょっとちょっと違うゲームや。ちょっと怖いけどさ。怖いけどさ。
[03:56:23.120] 今度からアプリ落とさなきゃオけ。
[03:56:28.600] え、ちょこちょ
[03:56:30.720] パニックちゃんで試。
[03:56:32.279] パニックちゃんはもいいよ。
[03:56:34.239] 食われてもいいやつ行くべ。
[03:56:35.800] いや、食われてもいいゲームは別に最悪いいんだけどさ、これコールポリメガがそしたら終わっちゃうじゃん。他のディスク入れらんねえんだから。
[03:56:43.920] でもアプリが勝手に落ちちゃうの。ではパニックちゃん専用機。
[03:56:50.880] パニックちゃん専用機。パニックちゃん専用機
[03:56:51.698] [笑い]
[03:56:55.439] 5万するんだけど。笑笑。贅沢。
[03:57:04.600] あ、なんか
[03:57:05.040] がパニックちゃん。
[03:57:06.040] 本ん当?俺がパニックちゃんになっちゃうよ。お前俺がパニックちゃんだよ。え、なんか今読み込みエンジンを初期化。うわ、アプリ落ちたよ。アプリ落ちたよ。もうこれあかんやろ。こんなんじゃ。
[03:57:21.829] [叫び声]
[03:57:26.439] てだわ。
[03:57:27.640] あ、ごめん。ナチュラルに今ナチュラルにあが出た。今
[03:57:35.159] 怖物売るってレベルじゃねえぞ。
[03:57:37.279] いや、これちょっとさあ、ひどいなあ。ゲームできんのはいいんだけどさ。
[03:57:44.840] アプリ弱すぎる。
[03:57:46.239] アプリが弱すぎる。マジで。
[03:57:50.239] まあ、もうすぐアプであるみたいだしね。茶まどびっくり。
[03:57:54.439] アプである。
[03:57:55.800] それはちょっとね、世間は許してくれらせんよ。
[03:57:58.920] アプである。
[03:57:59.760] ちょっとね、世間は許してくれらせんよ。
[03:58:04.520] これじゃちょっとプリメ可愛いな。画面画像が可愛い。ちょっとこれ一旦インストールしますわ。ごめんね。ちょっとまた時間かかるけど。ちょ、ここだけラストにしよう。これインストールしてかいい。
[03:58:24.000] インストールして時間かかるな、これ。
[03:58:27.840] 色々インストール。こんばんは。
[03:58:30.520] こちゃん。こんばんは。いや、もう今日寝ようねって話して、もう寝ようとして
[03:58:34.560] 20
[03:58:34.840] 分ぐらい前に寝ようとし、今日ここまでってやったんだけど、そしたらなんかディスク履かなくなって急にクソ焦ってぶっ壊れたんじゃねえかと思って、今やっとディスクいて、ちょ、怖いからもう
[03:58:44.600] 1
[03:58:44.720] 本ちょっと試しにインソールしようってなったところ。でもこれ超時間かかるな。
[03:58:48.290] [音楽]
[03:58:53.439] もう2
[03:58:53.920] 次コースじゃねえかよ。今日もよ。だんだんだんだん配信のなんか
[03:58:57.800] なお月果
[03:58:59.040] 月果は起動できねえしな。ちょっとこれアプリ頼むよ。マジポリメガさんよ。こんな高けえ金みんな払ってんだからお前こんなこんなんで。はい。じゃあもう
[03:59:11.640] 起動できないとか悲し
[03:59:13.159] そうなんだよ。月が起動しないってやばいよね。
[03:59:16.199] また2時が定時に
[03:59:17.760] 本当だよ。もう、もう2時が定あかんて体
[03:59:20.720] ぶっ壊れるから本当に2時がね、あの毎日
[03:59:24.439] 2時まで配信するとね、もうね、手の手の
[03:59:26.960] ね、なんか皮がボロボロになってくのよ。
[03:59:29.000] 最近手の皮がボロボロなのはそれマジで
[03:59:32.520] 睡眠とね、あの潤いがなくなって手の先が
[03:59:35.399] ボロボロになってくんだよ、俺まずいよ。
[03:59:37.880] もう手の先の皮がボロボロになってきてる
[03:59:39.920] 。あの頃と一緒。
[03:59:41.760] わかる。睡眠大
[03:59:43.319] マジでね。
[03:59:43.960] かなんかなんか電気電気か電気の調子悪マジ大事だよ。
[03:59:45.275] [音楽]
[03:59:51.199] 怖。
[03:59:52.800] 霊勝ちょっとごめん。これちょっといや、これしかも待ってる間にさああ、キャンセルしちゃった。もういいや。取り出せればもういいや。今日終わりにしよう。取り出しをしてました私取り出しをしましたよ。
[04:00:07.199] 笑笑終わ。
[04:00:11.880] ねえ、これなんで
[04:00:14.319] なんで出ないの?これもうぶっ壊れましたやん。またディスク出ないよ。え、何これ?マジで?え、壊れましたや。専
[04:00:28.000] 容機5
[04:00:28.880] 万チまだリえん。チまだリえん。チまだリえん。ここから
[04:00:33.359] 30分。
[04:00:35.720] え、ちょっと待って。
[04:00:43.640] いや、出ない。
[04:00:46.159] うわ、ちょっとこれ、え、俺のだけなん
[04:00:48.800] から怖いんだけど。うわあ。なんだこれ?
[04:00:54.319] 俺のこいつだけ壊れてんの?
[04:01:00.239] いや、これがさ、ソフト的な不具合だっ
[04:01:02.319] たらいいよ。
[04:01:03.479] アプデだったら俺の本体がぶっ壊れてたらシれにならんぞ。これ出ないなあ。
[04:01:20.199] 他にもって米国さん言ってたね。
[04:01:23.920] それがちゃんとさ、アプデとかで治るんかな?初期不良です。すいません。
[04:01:29.159] だよね。
[04:01:30.159] いや、マジでこいや、こんなんチャれならないでしょ。
[04:01:35.680] お、
