[00:00:07.919] そ
[03:21:53.479] 好きじゃないけど嫌いでもないので一
[03:21:56.120] 番好きな飲み物ってむずくね
[03:22:01.279] 生ペプシー言うで最近飲んでねえけど最近水とコーヒーしか飲んでないもん
[03:22:08.359] 水とコーシーしか飲るわ
[03:22:10.279] コーしか飲んでない香
[03:22:18.040] レペプうまいよな
[03:22:19.520] 生ペプうめえ
[03:22:23.319] 生ペプペめっちゃうまいよね。
[03:22:28.000] あのなんてのもうめっちゃあの炭酸めっちゃ強いじゃん。あれそれ
[03:22:33.840] あれがいいんだよ。
[03:22:37.199] もう喉もうぶっちぎれるんじゃねえかなぐらい。
[03:22:39.800] コーラよりペプシの方が好きた。たまに飲む。
[03:22:46.239] たまに飲む赤いコーラがめっちゃうまく感じる時あるんだよな。や
[03:22:53.880] てや。
[03:22:55.359] 前はさ、
[03:22:56.399] 行け。
[03:22:58.160] 前はね、俺もう舞い上がれ
[03:23:02.600] 1日に水、
[03:23:05.560] 1日に水とお茶
[03:23:07.680] 1mmも飲まないで1
[03:23:09.640] 日に摂取する液飲み物が全て生ペシだった。飲、今はただの
[03:23:16.760] 生ペポシ1日で1L以上飲んでたもん。
[03:23:21.399] そりゃ太るって。
[03:23:23.960] そりゃ太るよ。
[03:23:24.640] だって体の水分が全部生ペプしからしか作られないんだから生きてたな。
[03:23:30.960] そりそりゃ太るって。いくらいくいくらあの楽勝
[03:23:36.359] 0カロリーだからとはいえ
[03:23:39.239] それは太るわ。
[03:23:39.840] いい感じね。
[03:23:41.680] もう今水かコーヒーか
[03:23:43.920] 生。そうよ。そうよ。体の中身ペプシだったよ。今ほとんど飲んでないな。
[03:23:53.000] よく糖尿ならんかったな。
[03:23:55.399] ま、言うてもだってあれ
[03:23:57.479] ね0ロでも0
[03:23:59.880] カロリーでもあれかでもあれってさと砂糖じゃないからな。
[03:24:04.680] 今はの炭酸水が多いな。
[03:24:07.120] あ、炭酸水もい。
[03:24:08.080] 検査してないだけ。
[03:24:09.720] 検査しているだけ終わってるのかもしれない。いや、でも会社の健康診断はセーフ。
[03:24:14.279] 会社の健康診断。
[03:24:15.680] ていうかここきつい。MPが全然ねえぞ。
[03:24:24.840] 頑張るわよ。
[03:24:27.560] 頑張れ。
[03:24:30.279] 行くぞ。え、
[03:24:37.080] ベホマスライム大好き。
[03:24:38.960] なんでな
[03:24:41.520] んでなんで本まづらいの
[03:24:47.319] 舞い上がれ
[03:24:49.120] だけ飲んでると飽きたりしないの?
[03:24:51.479] しないんだよ。
[03:24:53.359] もうね、
[03:24:54.720] 飽きるとか飽きないとかそういうんで飲んでないからもうなんかもう喉だけで言ってるから俺は
[03:25:02.720] 味とかじゃないねんな。
[03:25:03.760] もうあれ喉しで言ってるから
[03:25:08.239] 気に入って飲み続けて言うとちょっとその味に飽きるんですよね。
[03:25:12.960] それで別の飲み物に
[03:25:14.359] 味で楽しんでるとなそうなるよな。
[03:25:18.720] 定食って飽きるとかあるんか?それと同じ。それこそ炭酸水でええやん。
[03:25:24.120] そう。いやでもなんかでもなんか炭酸水だと
[03:25:27.279] 味じゃない。喉腰しなんだ。
[03:25:29.040] そうなんだよ。でも炭酸水だと満足できないっていう。
[03:25:37.120] でも一時期飲みすぎて
[03:25:39.120] 味か
[03:25:40.160] なんかあのね、一時期のアジで飲みすぎてあのなんかもう苦く感じる時あったね。もうあの人工完味料が苦
[03:25:49.520] く感じる
[03:25:50.279] そうだな。苦
[03:25:51.439] 学感じる時あったね。なんかもうあんま美味しくねえなって感じる飽たとかじゃなくてもう体がもうなんか拒絶してた。
[03:26:02.600] そり太るわな。そんなことやったら
[03:26:07.960] ベロおかしなってる。
[03:26:09.040] ベロおかしくなってる。もう人工完料で
[03:26:15.760] 炭酸ラルウーター飲むなら炭酸入りがいいなっていう。
[03:26:20.800] ありがとう。
[03:26:22.680] まあね。でも炭酸だって僕も飲めねえからな。
[03:26:28.439] ふ。
[03:26:29.920] それ、
[03:26:31.560] それ、ここ。あ、もう
[03:26:34.960] 1
[03:26:35.080] 時過ぎたから、もうマジ、もう次セーブ地点あったら終わるからな。な
[03:26:42.279] んでペコバラー誰あれも
[03:26:46.040] ここまうわ、やべ、やべ、やべ、やべ、やべ。
[03:26:48.399] ガ
[03:26:51.080] ありがとう。
[03:26:51.479] ナイス。
[03:26:58.880] 強いって。なんか敵あっちゃ
[03:27:03.880] 回復するわ。
[03:27:06.680] ありがとな。
[03:27:07.399] 敵強くないか。
[03:27:11.800] おい、ラゴンヌえぐつえてのよな。
[03:27:16.439] 何それ?
[03:27:19.640] やべえ。やべ、やべ。何これ?めっちゃ敵強いんだけど。
[03:27:25.279] あ、
[03:27:26.080] はあ。や、うわ、
[03:27:32.199] 頑張って。
[03:27:33.880] 芸人みたいな名前しやがって。
[03:27:36.960] ラゴンヌ
[03:27:38.160] ステイク。
[03:27:41.040] 敵強すぎ。
[03:27:44.960] いや、強い強い。
[03:27:48.640] レモンとかもある。
[03:27:50.040] へえ。
[03:27:53.279] やべえ。普通に負けるわ。気をつけて
[03:27:56.279] みんな。普通に負けそうだ。みんなすごい。
[03:28:06.080] いやいやいやいやいやいやいやいや。講手共にやん。
[03:28:11.359] 行くわよ。
[03:28:12.479] 種共になんですけど。
[03:28:13.600] ポケモン。
[03:28:15.840] おお。強え。
[03:28:17.479] 大丈夫。
[03:28:18.680] いいね。アイラ。アイラいいね。
[03:28:23.600] まだぜ。まりちゃんやんないでよ。ねえ、なんでそんなこと?おい、これアミラクリム
[03:28:44.439] 強ない。
[03:28:51.399] やは舞い上がれ。
[03:28:56.040] いや、強いよ。
[03:28:59.439] 全然その辺のボス、ボス的より強かったよ。強いて。
[03:29:04.680] ボス戦並に強いやんけ。
[03:29:06.279] 本当だよ。
[03:29:08.880] ちょ、
[03:29:09.199] 全滅あったな。
[03:29:10.120] ちょ、全滅あったよ、今。危ねえ。魔法の生とか使っちゃおうぜ。
[03:29:19.439] え、
[03:29:30.479] もう敵多いな。う
[03:29:33.880] わ、かっこいい。
[03:29:37.680] はあ。丸げよ。
[03:29:41.640] うえー。
[03:29:43.520] おりゃ。
[03:29:45.720] はあ。
[03:29:50.120] バニマ
[03:29:51.960] やっぱMPに物言わせていくしかねえな。
[03:29:56.920] 朝原証さん
[03:30:08.800] あかん。
[03:30:10.680] あかん。あかんかね、これ。
[03:30:12.279] これあかんか?復活の杖だってさ。何?復活の杖。いいね。強いね。
[03:30:25.880] はい。
[03:30:27.880] いや、もうここ無傷で抜けれねえよ、絶対。けそう。あ、だめだ。
[03:30:42.160] おりゃまたみんな
[03:30:51.199] hikのあれは買う麦茶は?
[03:30:54.439] Hikak
[03:30:54.680] キの麦茶なんか出すらしいじゃん。
[03:31:08.800] あんな引っ張ってな。麦茶麦茶けた。
[03:31:17.359] いやもすげえよな。なんかhik
[03:31:18.880] キってまジ頭いいよな。なんかさ、有名になってさ、なんかいろんな
[03:31:25.239] YouTuber
[03:31:25.720] とかのもの商品出したりするけどさ。
[03:31:29.920] や、
[03:31:30.439] あのカップ麺と麦茶ってすごない?
[03:31:34.040] どんな問題?
[03:31:36.199] 永遠に売れ続けるもんな。だって
[03:31:39.000] 麦茶安そうだから展開するなら安牌だな。
[03:31:42.399] いや、永遠に売れ続けるじゃん、あんなもん。なんか一家性のブームじゃないじゃん。もう世界制服しに来てるぜ。あれ?世界制服しに来てますやんも。
[03:31:59.960] すごいよな。だって麻人永遠に入り続けるわけでしょ、あれ。すげえよな、マジで。ということで、今日ここまでにしましょうかね。今日はここまでにしようか。ああ、そんだ、遊んだ。
[03:32:13.479] そのうちにも出すぞ。
[03:32:15.479] 未だに右の乳首だけなんか異様に痒い時あんねんな。なんやねんこれ。病気か。
[03:32:20.640] 乳首が痒いねんな。右。お疲れちゃん。ありがとうね。
[03:32:27.080] ってことでありました。今週あの先ほど申した通りドラゴンクエストセ
[03:32:34.199] ドラゴンクエストセブ今週中にクリア目指して頑張りますんで。え、ということでおそらく多分メイビーわかんないけど明日もできたらやりたいなと思います。明日、ま、多分明日短いと思うけどな。まあでもちょっと短くてもようかなと思います。多分かんないなかったらごめんなさい。とことではい。じゃあレートしよっかな。
[03:32:55.279] じゃ、レイドしよっかな。お、
[03:32:57.600] お、いいもこもお疲れちゃん。いもこもお疲れちゃん。
[03:33:00.760] お疲れちゃん。
[03:33:02.080] お疲れ。無理せずな。
[03:33:03.239] あ、ことな。あがとな。お疲れ。お疲れ。ペロンもお疲れ。
[03:33:06.319] お疲れちゃん。せいさんもお疲れちゃん。くもありがとね。
[03:33:10.439] ミッシャもありがとう。お疲れちゃん。プロバブリー。オッケー。バブリー。オッケー。バブリー。うんと、じゃあ今日はおやすみ。ありがとうね。
[03:33:22.080] 月曜からっつり行きましたけどもどか配信
[03:33:24.560] お疲れ様でした。
[03:33:25.640] 土か配信めちゃんもお疲れちゃんありがとうございます。
[03:33:29.040] おやすみ。
[03:33:29.680] おやすみ。おやすみ。ありがとう。あ、おしっこして寝よ。えー、今日はあ、ニコニでもレドすっか。久々にけとかファミコン版。うわあ、すごいな。
[03:33:44.399] いいね。たに久々にレドしようぜ。なんか久々に見るな。
[03:33:50.880] ニコのこの配信。わあ、すごいなあて言ってた。
[03:33:55.800] MDXさんもお疲れちゃん。
[03:33:57.319] お疲れちゃん。おつぽよ。おつぽよ。エさんもお疲れちゃん。
[03:34:02.120] 演技さんも最後にパフパフ。なんやねん。お疲れちゃん。じゃあ今日は
[03:34:08.880] おやすみ。
[03:34:09.640] ランティも。お疲れちゃん。ありがとうね。じゃ今日はニコにレードして終わるわ。
[03:34:13.319] えていい。
[03:34:14.160] ほなほな。マジで俺多分
[03:34:18.160] Bカップぐらいあるもんな。
[03:34:22.640] いや、マジでおっぱいなくなりてえ。
[03:34:25.279] おっぱいなくなりてえ。はい、ありました
[03:34:28.760] 。ほんじゃまたね。お疲れちゃん。バイ
[03:34:31.120] バイ。また明日。または明後日です。
[03:34:33.800] ありがした。
[03:34:37.840] よし。
[03:34:42.160] よいしょ。
[03:34:56.600] そんなん聞きたい。何し
[03:35:08.800] やで今日あったかすぎるやろ。いきなり春の
[03:35:14.199] もういいらんな。もうタオルゲットでいいな。
[03:35:18.279] を共に感じるカロンが就職なんて冗談さ。
[03:35:23.520] なんかゲームの先に夜明けが見えたよ。
[03:35:31.920] お休み
[03:35:34.080] を超えたまだいや
