[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[05:58:06.958] こいつ俺のことめっちゃ好きやったんや。ならねえか。
[05:58:09.400] うほ。
[05:58:12.520] 竜の女王ね。
[05:58:14.440] 竜の女王ばあちゃん
[05:58:16.520] だと。そうだね。ヒーバーちゃんだな。
[05:58:20.040] 実は僕たち
[05:58:20.878] ばちゃん
[05:58:21.760] ハーゴンの思いを見ばあちゃん。
[05:58:24.638] ハーゴンは龍の女王様がこの世を去ってしまったことに絶望していました。
[05:58:30.638] ひさんが感じていた大きな闇の力はそんなハーゴンの心に入り込んだみたいです。
[05:58:36.638] 大きな闇の力の正体は
[05:58:38.240] 闇と1
[05:58:38.638] つになったハーゴンは女王様が残した卵を持ち出していました。
[05:58:45.878] その卵が
[05:58:48.120] そうな風だった
[05:58:53.920] 多分。
[05:58:57.718] そうか。だから我が早祖父は聖なる龍の血闘だったにもかわらず闇に
[05:59:07.600] このドラゴンクエスト。
[05:59:10.320] ええ、本当かよ。
[05:59:14.360] てガ行った。ありがとう。
[05:59:18.478] お前たちはわしに真の竜の力を取り戻し、
[05:59:23.478] そして真実を教えてくれた。
[05:59:29.120] より感謝する。
[05:59:34.600] あまりお前たちをここにとめておいては
[05:59:38.200] 人間たちに怒られてしまうだ。
[05:59:41.718] 今お前たちの顔を見たくて仕方ないはずだ。やつやで。こいつ
[05:59:46.680] 行ってやるといい。
[05:59:51.638] うーん。なるほどね。ルビスんとこ行こっか。
[06:00:00.040] でもなんかこんなめっちゃいい感じにさ、竜王のひ子が力取り戻して聖なる龍になれるようになってもキャラバンハートの世界ではやっぱロトが転びてるんだよな。そこが本当
[06:00:12.478] 12
[06:00:12.798] 位になんのかな。どうなんだろうね。シャバ気になってないから。
[06:00:19.920] 特に興味ないけどやっぱこの声。
[06:00:22.520] いや、大塚放中やで。
[06:00:25.000] の墓へ墓参りしとく。
[06:00:26.878] 大塚放中やで。
[06:00:28.798] 大塚フォーチン。え、妖精の城行っとく。違う。どこだっけ?あのルビスがいるとこって。ルビスの
[06:00:39.558] 大塚フォーチン
[06:00:40.798] つみ注意もこの人。
[06:00:42.638] え、わかんない。鶴るみ注意って何な?
[06:00:44.840] さんいい人ならスまいのBGM。
[06:00:46.878] 本当本当に[笑い]
[06:00:49.120] BGM
[06:00:49.558] が不穏すぎる。あとルビスもさ、引っ越してくれ。
[06:00:55.680] この階段だるいね。この階段だるいから
[06:00:59.638] なんやろな。
[06:01:02.200] あら、趣味。も趣味は悪いな。うん。趣味は悪いわ。
[06:01:08.080] 原作もめっちゃ階段下るやつだっけ?
[06:01:11.280] あ、そうなんだっけ?いや、覚えてねえな。
[06:01:28.000] 建物やダンジョンの移動の長さ辛いゲームやったよな。
[06:01:45.718] 皆さんが恐ろしい闇の世界から
[06:01:49.200] そんでつ
[06:01:50.120] 約束通り戻ってきてくれた。
[06:01:52.600] もうならんで
[06:01:54.958] 心より嬉しく思います。
[06:01:59.440] ルビス様とあの大きな鳥さんが私たちを助けてくれたおかげです。
[06:02:04.600] ルビ様が使わしてくれたんですか?
[06:02:07.878] あのものはこの世界ではラーミアと呼ばれています。
[06:02:13.160] またの名をね、
[06:02:15.680] この世界では
[06:02:16.718] レティスなんて呼ばれた。
[06:02:17.718] ラミアは異なる時空次元世界を生きする。
[06:02:23.000] だから姿が違うの説明がいつまでもされないんだよな。
[06:02:27.760] 世界の安定を保つ存在なのです。
[06:02:34.520] 私は確かにラーミアに祈りを捧げました。大いなる闇に飲まれつあったこの世界の
[06:02:44.600] 本当だよね。連れてったわけでもよかったよね。最後勇者ね。
[06:02:47.000] 守ってほしいと
[06:02:49.120] こんなことできんだったらさ。ですが、
[06:02:51.000] きっと
[06:02:53.240] ラーミアがあなた方を助けてくれたのは
[06:02:58.478] 闇に負けぬ強い意志を感じたからでしょう
[06:03:01.920] 。
[06:03:04.878] 皆さんの心の中に輝く
[06:03:09.120] 強い光が
[06:03:12.000] ラーミアを導いたのです。
[06:03:16.280] 私たちの光り。さあ、おきなさい。ロトの
[06:03:23.798] 勇者たちを。
[06:03:27.240] あなた方の人生という旅は
[06:03:32.080] まだまだこれからです。
[06:03:39.718] 神はハープ
[06:03:42.558] ホーリー友。ふ。あ、ラーミアの羽とルビスの羽だったのかな?なんか色、色
[06:03:59.478] 2
[06:03:59.638] 種類あったけど。きっと寿司ですよ。特に炙りサーモン
[06:04:03.840] なんだ?ど、どういうこと?
[06:04:07.200] そうだね。そうなん、そうなん。
[06:04:09.718] ああね。
[06:04:10.958] そうだよね。だ、色この演すごかったね。
[06:04:13.478] いや、演出えぐかった。めっちゃ暑かったわ。なんかわあって言っててじっくり見れてなかったから後で見よう。わあ、すごいって言ってて、じっくり見れてないからなんか。いや、すごかった。演出。え、これで終わりか?これで終わりなのか?
[06:04:20.876] [笑い]
[06:04:32.680] 手より裏の方が演出凝ってた。
[06:04:35.000] いや、まあでもそうだよね。やっぱ最後だもんね。
[06:04:38.840] 特にBGM
[06:04:39.798] が噛み出したね。けるとは思わな。い
[06:04:43.600] や、本当だね。なんかでもさ、ボス戦の
[06:04:46.280] BGM
[06:04:46.760] とかずっと使ってたじゃん。なんかエ押してんなって思ったんだけど、まさかラスボスのあれまでやってくると思わなかったね。エクリアしようね。エ、クリアしなきゃ。
[06:04:58.210] [笑い]
[06:05:01.878] それな。
[06:05:05.320] え、もうこれ終わりかな?もうこれ終わりかな?あとなんかいるかな?なんか話変わりそうなやつ。
[06:05:17.520] 話なんかイベントアでいいんじゃない?多分何かあったっけ?
[06:05:21.920] 追加はなんかあったかな?なんかあったかな?ワンチャン追加されてるかな?ワンチャンここ追加されてねえかな?はい。されてませんと。はい。もうくのお墓はそれはそれ。はい。もうくんは何もないと。じゃあもういいや。終わり。
[06:05:45.040] 笑笑。もくないか。
[06:05:46.200] 墓があ、
[06:05:48.200] なんかお墓があるぐらいのもう、もうくのなんてもう全然もうちょっともう闇もく
[06:05:49.958] [笑い]
[06:05:55.200] もう闇もくん来ると思ったんだけどな。いやあ、良かったなあ。
[06:06:08.280] ま、よ、めっちゃ良かったけど、よく言え
[06:06:10.718] ば、ま、その、あの闇の正体は教えて
[06:06:14.958] 欲しかった。闇の意思みたいな。
[06:06:17.920] まあゼルファだろうな。名言はされてない
[06:06:22.200] けど。10中ハック2でしょ。ニズの手口
[06:06:25.638] だもんね。だってその闇落ちさせるみたい
[06:06:27.840] な人間を。声もだし。そう、声もうだしさ
[06:06:31.878] な。はドラゴンクエスト12。
[06:06:34.200] そればっか言ってんの。シードルさん、さっきから。そうなん?ドラクエ
[06:06:37.240] 12
[06:06:37.600] って本当にその話なの?まだ名言されてないからね。そうですか。妖精の女王とか話変わってねえかな。
[06:07:00.698] [音楽]
[06:07:14.280] いやあ、そんだね、このゲーム。印
[06:07:16.520] し闇の石とかで闇の石が取り着いたのがゾーマやらハーゴンやらなのかな。
[06:07:21.840] うん。
[06:07:23.600] ゾーマはさ、クエスト
[06:07:25.558] 12の新のラスボスはガエスターク
[06:07:29.478] ゾーマはさ、でも発症がわからないじゃんね。ゾーマって発症がわかんないよね。どういうで生まれたのか。いやか軽
[06:07:42.520] そうね。ゾの衣使うんよな。
[06:07:45.798] そう、そうなんだよ。そうなんだよ。そうだからそこ一緒なんだよね。
[06:07:49.520] で、しかもさ、闇の衣話した時に、またしてもって言ってたんだよ。やっぱスよな。ゾ像ゾ馬ではないよね。ただ最後の
[06:07:59.040] BGM
[06:07:59.558] が勇者あ、でもゾゼルファと戦う時も勇者の調整になってたもんね。自系列で言ったらニズが
[06:08:07.200] 1番最初だからな。
[06:08:07.958] ニも流れたね。
[06:08:09.160] そうなんだよね。いや、水だね。名言はされてないけど多分あえてしてねえんだろうな。
[06:08:18.798] なんかそのドラクエ
[06:08:21.200] 11やって。あ、そうだよ。ドラクエ
[06:08:23.878] 11
[06:08:24.360] やってねえ人がいたらさ、もうネタバレになるやん。ドラクエ
[06:08:27.558] 11
[06:08:27.878] って水ルファ最初正体明かされないからさ。
[06:08:30.638] あ、確かに
[06:08:32.320] これだけやった人からしたら多分水ルファだも
[06:08:36.920] 11
[06:08:37.440] やった人は分かるじゃん。だそういうことなんだろうな。
[06:08:40.798] 11やった人は分かるけどわな
[06:08:44.558] 言いたいけど言えないよね。だってそしたら
[06:08:46.520] 11[音楽]
[06:08:46.920] めっちゃ重んなくなるもんね。
[06:08:51.520] ホリージなんすよ。これが
[06:08:53.760] 8
[06:08:54.000] やってないやつもいるからね。
[06:08:57.080] え、誰かな?あ、なんかほら増えてんじゃん。
[06:09:01.000] 笑笑ダブル
[06:09:03.760] 若き勇者だこらは妖精族を救い、人魚族を救い、そしてついに世界を救った。
[06:09:13.040] 勇者なコらが旅立った時、その幼さから
[06:09:16.558] 妖精族でさえも彼らの勝利を信じて信じ
[06:09:20.320] きれなかった。ただししかし彼らは
[06:09:24.000] いかなる時も優しさとひ向きさを忘れず
[06:09:27.120] それが驚くほどの成長を遂げた。
[06:09:30.600] 勇者な子たちは見事様を目覚めさせルビス様のか護の元の絵闇のえーを打ち果たした
[06:09:35.280] [音楽]
[06:09:43.240] ゾ魔はオルテガの生き分かれた兄弟で下の世界を闇に覆う代わりに上の世界をに包まれるのを引き換えた
[06:09:51.080] オルテガはそれをよく思わなく旅だった
[06:09:51.654] [音楽]
[06:09:54.000] そんなのはないわそれはないそれはないわ
[06:09:57.638] その真層はドラゴンクエストで
[06:10:00.600] えー、世界の近衡が滅びへと傾いたからか
[06:10:04.360] 、それも私たちの祈りが問えたのか。純白
[06:10:07.400] の翼勇者の元へと前寄り共に戦った。
[06:10:12.080] 私たち妖精族は未来英語を称えよう。闇に
[06:10:14.440] 飲まれる。最後までて勇者たちを。そして
[06:10:16.558] 共に戦った白銀純白の翼を。
[06:10:32.320] ま、こんなもんかな。こんなもんかな。
[06:10:39.600] ゾマは公式設定で闇の世界を支配し光を打ち消す存在。つまり闇の力の頂点く。
[06:10:47.600] そう。あいつはだからもうさ、元々人間とかそういう話じゃないよね。本当に闇の世界の住人ってことなのね。
[06:10:59.080] ほね。
[06:11:00.000] うん。なほね。
[06:11:22.478] いやあ、良かったなあ。
[06:11:25.680] 結構マルチバースで戻ってきてくれたゾ
[06:11:30.600] そうかもね。
[06:11:34.360] ゾーマを反対からんだら果たせたのか。
[06:11:38.000] 笑笑。
[06:11:38.400] 嘘だろ。俺があの時嘘ついちまったからあいつ闇に落ちたんか。使命は果たせましたよ。そなた子を持って私は誇らしい。誠によくやった。
[06:11:51.522] [音楽]
[06:12:03.360] お前こそ新しい時代のロト[音楽]の勇者
[06:12:06.680] の1人だ。
[06:12:10.558] 世界を救ったお前こそローレシアを滑る王
[06:12:14.680] にふさわしい息子よ。今こそ[音楽]お前
[06:12:19.360] に大いを譲ろう。引き受けてくれるか?
[06:12:24.680] できろ。
[06:12:28.360] うん。
[06:12:30.040] 決してくれた。皆のものも聞いたが、ローレシアの新たな王の誕生だ。新しいローレシアを万歳。
[06:12:49.600] お前のロトの筋やのに何もらせん。
[06:12:52.478] 連王早く寝たいからって
[06:12:59.680] 1発で承諾しないで。
[06:13:02.320] いやいえって言って無駄バンバブバンバポつうことでね。つ
[06:13:16.040] ありがとう。パチパチパチ。[音楽]
[06:13:18.280] あれ?BGM変わってね。8
[06:13:20.080] BGMあれ?BGM
[06:13:22.040] これだったっけ?あれ?
[06:13:25.360] BGMがドラゴンクエストになってね。
[06:13:28.400] おお。ラストはこっちで攻めるんだ。
[06:13:30.798] 確かに[音楽]
[06:13:31.840] だって俺絶対あのBGM
[06:13:33.400] 流れたら歌ってたもん。
[06:13:35.718] 2
[06:13:35.920] 次回でて歌ってたとこだもん。ピンと来た。すぐ
[06:13:43.400] このグラフィックもなかった。[音楽]
