[00:00:32.680] わこつ
[02:46:52.200] そう、そう、そう。あの、だからあのネットニュースなんか見てたら
[02:46:54.920] 1発でバレるやつだから。
[02:46:56.520] もう俺もうめっちゃしんどくてさ。それ俺会社で仕事してるふりしながらさ、あのあのゲームカタトログウでよ
[02:47:07.319] やん。
[02:47:07.880] ゲームカタトログウキ読んで、あ、このこのゲームやろうとかっていうのが大醐ミだったのにもう今できなくなっちまったんだ。だからもうスカイシいつの名前はあの藤原也がずっとあの
[02:47:21.359] CMやってるやつな。
[02:47:24.680] 159
[02:47:27.399] いや、もういかにサボるかってのも仕事のうちやからな。監視社会やで。わあ、スカイシー。これちょっとさ、連れて行きたいね。連れて行きたいけど死んだらめっちゃ悲しいから。死んだらめっちゃ悲しいからどうしよう。迷う。
[02:47:42.439] たピエローカード
[02:47:45.080] 死んだらめっちゃ悲しくない?ムすぐ帰ってくるんか?
[02:47:48.800] 何?何?何?どういうこと?どういうこと?だから
[02:47:52.680] DM
[02:47:53.040] すぐ帰ってくるって何が?何が?あ、昼間にあ、もうパソコン月にいじれないから。そう。あの、スマホ、スマホをいじってる。あの、見積もり作るふりして。
[02:47:57.291] [笑い]
[02:48:07.160] 見積もり作るふりして、このこれで計算機やってるふりしてすってブって
[02:48:12.359] Twitter
[02:48:12.680] 見てる。えっと、どうすっかな?スカイシーでもちょっと預けよっか。さすがに
[02:48:14.976] [笑い]
[02:48:24.439] 全部バレるの?
[02:48:26.080] いや、ま、実際見ることができるだけで実際全部見ることはまあいやどうな。見ることはできるよ。全部見ることはできる。
[02:48:34.840] ただそこまでじゃそのするかだよね。その監視する人が
[02:48:42.600] ログたどれば見れる。
[02:48:43.760] うん。ログればね。やろうと思えばできるってだけ。ま、実際監視するためのシステムではないからね。監視にも使えてしまうけども、え、本当はその情報漏洩とかした時にどのルートを辿どって漏洩かとか
[02:49:00.120] うん。だからそういうのだから、ま、そう
[02:49:03.479] いうの目的で導入されてるからね。
[02:49:06.720] スカイシーね。結ですよね。スカイシー。
[02:49:09.800] 今どの、どの会社もやっぱ導入して
[02:49:12.600] るっていうよね。
[02:49:16.920] うわ、どうしようこれ。ちょっと次の
[02:49:18.359] ダンジョンてかもう1時。あ、もう1時だ
[02:49:20.239] 。やめよう。[笑い]
[02:49:22.399] あ、1時だ。やめよ。今日ここまでにしい
[02:49:25.120] よ。次のダンジョンは次のダンジョンは
[02:49:30.359] 思い出の扉アンド、え、戸惑いの扉で
[02:49:33.920] ございます。ということで
[02:49:37.000] 今日この辺にしとこうかな。今日この辺に
[02:49:39.200] しとこうか。
[02:49:43.160] セーブってどうやってやんの?作戦ボケの
[02:49:46.520] 賞。はい。
[02:49:49.960] オケ。
[02:49:51.560] オケ。これオートセーブじゃねえからな。オートセーブじゃねえから。マジで気をつけない。
[02:49:58.760] ゆりセーブやな。
[02:49:59.800] ゆとりセーブんでゆとりセーブって何がゆりやね。いいや、オードセーブじゃないから、これ間違って消したら終わりだよ。終わり。おしまい。今日はここまで。今日はここまでです。明日も配信します。
[02:50:12.160] 令和システム。
[02:50:13.279] 何が令和システム?なんで令和システムって?今日はここまでです。ありがとうございます。いいすね。
[02:50:21.000] ポリメがいいね。やっぱ安定して動くから。
[02:50:24.359] お、やるよ。だ、出しょ。土曜日もやるよ。日曜日もやるよ。うん。何言ってんの?
[02:50:28.920] 延長ありがとな。
[02:50:30.319] 延長。延長ってか、ま、ま、別に
[02:50:32.439] 1時までやる。
[02:50:33.120] やったぜ。
[02:50:34.800] いや、ちょっと待ってくださいよね。あの、やりたいゲーム、ちょっと俺がちょっとインストールしてきたゲーム、ちょっと見てほしい。やりたいゲームが多すぎる。えー、リンダキューブ完全版。ま、これは別にやんないけど。ポリスノーツもう一度やりたえ。ポリスノーツもう一度やりたい。
[02:50:50.000] プリンセスメーカーもやりたい。
[02:50:51.319] 月の野想曲行けた。
[02:50:52.960] いや、あのね、これがね、もうやっぱり問題になってますよ。なんかコナミのスーファミ、あ、スーファミじゃない、コナミのプレステのゲームが全然動かねえって言われてんだよね。あの悪魔城とだけらこれコナミでしょ。コナミのプレステであとグラディウスガイデンも動かないし、なんか五衛モンとかもなんかコナミのディスクだけ動かないらしい。プレステの問題になっててで、めっちゃ報告ってるから多分次のアプデで
[02:51:14.920] 解消されんじゃないかなとは言われてパニックちゃん結局インストールしたわ。
[02:51:19.688] [笑い]
[02:51:19.880] 結局インストールしました。あの
[02:51:21.239] 後パディックちゃん。うん。気にな
[02:51:24.239] るっちゃ気になるんだけどちょっと導入が
[02:51:25.960] きついからな。あとこれね、アフター
[02:51:28.880] ハルマゲドンガイデンね。ちょっとこれ
[02:51:31.080] ちょっとさ、ちょっとオープニングあの
[02:51:34.040] ちょっとオープニングだけ見ようぜ。これ
[02:51:36.120] やりたいの。ちょっとやりたいんですよ。
[02:51:38.080] これやりたい。ちょっと見てオープニング
[02:51:41.880] というかま、ちょっと見ますか。
[02:51:45.600] かっこいいた。これ
[02:51:50.080] アフターハルマゲドン外伝ドンの続編ね。
[02:51:58.000] これも大変だったで。人類が最も恐れる
[02:52:01.840] もの、それは死である。
[02:52:10.279] 死の恐怖に狩られ強力な武器を求め続けた人類の歴史は核兵器によって終わりの時を迎えた。
[02:52:20.160] から物騒やな。
[02:52:24.239] しかしそれを待っていたかのように動き始めたいくつもの影があった。核の炎に包まれた。
[02:52:44.185] [笑い]
[02:52:44.479] 銀河万言うのやめて。
[02:52:46.520] え、銀河万丈ぽく
[02:52:51.920] 人類がも漏らした弾末の叫びに呼びお子様ま大な能力超能力を持つ魔物たちは後輩した地上をまた琢し新たなる種族となとなった。
[02:52:55.319] [音楽]
[02:53:10.319] そしてわずかに生き残った人類に与えられ
[02:53:13.640] た新たなる役割とは[音楽]
[02:53:19.080] 魔族の家畜となることであった。自分たち
[02:53:21.800] が動物に対して行ったことを体験する番が
[02:53:24.600] 回ってきたのである。おもろ。このゲーム
[02:53:27.840] ね、なんか人間牧場みたいなのがあって、
[02:53:32.080] もちろん主人公がね、あのモンスターなん
[02:53:34.439] だけど、人間牧場みたいなとこに人間を
[02:53:37.600] 勝って、その人間を食って強くなるらしい
[02:53:40.399] 。どんなゲームだよ。[笑い]
[02:53:43.720] その人間を食うことで進化するんだって。
[02:53:47.064] [音楽]
[02:53:48.279] どんな
[02:53:50.160] クソかっけえや、曲が。曲がクソかっけえ
[02:53:53.600] 。ロゴもクソかっけえし。音でか。飛んで
[02:53:58.160] どういう生活してたらそんな発動行くんや。
[02:54:01.475] [音楽]
[02:54:03.160] かっこよくない。ぐっこい。
[02:54:12.200] 楽しいわ。こい。
[02:54:15.800] 楽しみやね。これ楽しみですな。[音楽]
[02:54:23.960] 魔獣商電クリプス。
[02:54:27.399] これやりたいっすな。これやりたいっすな
[02:54:29.760] 。
[02:54:31.319] あの戦闘BGM聞起。
[02:54:39.640] かっこいい
[02:54:42.359] かっこいい。BGMが
[02:54:45.520] BGMめっちゃかっこいいんすよ。
[02:54:51.359] セガ
[02:54:52.720] そうセガ。ま、てか、てか、ま、メガCD
[02:54:55.960] だからね。ブ
[02:54:56.600] よし、近藤工事。
[02:54:58.279] ブグム、よし、近藤工事じゃない。これボス戦の
[02:55:01.200] BGM聞いてほしい。ボス戦の
[02:55:03.640] BGM
[02:55:04.239] やばいからね。聞いて。かっこよ。かっこいい。
[02:55:15.080] これはブグムよき良きすぎないか?強い。
[02:55:25.880] かっこいい。ま、こんなね、やりますんで。このスクショよ。このスクショよ。はい。ということで、ま、これもそのうちやりますんで。
[02:55:44.000] いや、ポリメが良きやな。ポリメが良きや
[02:55:46.760] ね。最高やね。
[02:55:50.479] ということで、あ、間違えちゃった。何?
[02:55:52.800] ここじゃない。
[02:55:55.319] ということで、え、ありがとうございまし
[02:55:56.640] た。ありがとました。今日はここまでにし
[02:55:58.000] ます。ということでね、皆さんも是非、
[02:56:00.960] えー、良きレトロゲームライフを[笑い]
[02:56:04.680] うん。ま、ということではい、ありがとう
[02:56:05.720] ございました。ちょっと今日はレード
[02:56:06.560] しよう。今日はレードしちゃおうかな。
[02:56:08.800] 今日はレードしちゃおうかな。
[02:56:12.319] いっぱい、いっぱい俺もレードもらっちゃったんで。
[02:56:14.760] ありがとな。おやすみ。
[02:56:16.040] うん。ありがとうね。おやすみ。ありがとね。
[02:56:17.840] おつんまげ。
[02:56:18.680] おつおつ。おつおつ。おつおつ。今日はビドをしたいと思います。えー、今日はレドをしたいと。おちゃ不思議な踊り。
[02:56:35.720] おすちゃまありがとうね。
[02:56:38.040] じゃあ今日は
[02:56:47.200] お疲れ様。
[02:56:49.080] お疲れ。お疲れ。あ、じゃあちょうどいいや。ちくちゃんにレドするわ。ちくちゃんにレドするね。
[02:56:58.120] あの、こないだのさ、こな間だのさ、あの
[02:57:02.359] 、なんだっけ?ワンワンバトルの、あの、
[02:57:04.880] チャンディのワンワンバトルで1回戦で俺
[02:57:07.520] と戦った子、ち肉ちゃん、ちょうど
[02:57:10.239] ドラクエやってるみたいだし。ちょうど
[02:57:12.319] ドラクエやってるみたいだし。ドラクエ
[02:57:14.200] 行きますわ。ちにクちゃんにレドしよう。
[02:57:16.960] つことで皆さん是非フォローアンド
[02:57:20.640] コメントの方よろしく。貴様らの好きな
[02:57:23.560] オナゴなので。貴様らの好きなオナゴだ
[02:57:25.640] からな。
[02:57:26.479] ということで行きますんではい。ありがとうござました。ありがとうござました。ということでまたね。おやすみなさい。バイバイ。グッバイ。あ、さなら。明日も配信します。
[02:57:38.239] ありがとやん。した。
[02:57:39.560] ありがした。え、これ配信終わんねえよな。あら、このチャンネルはフォロワー限定もしくサブスクライバー限定チャットの可能性があります。んなことないやろも。全員フォローすればええねん。
