[00:00:15.360] ひひひちゃまうすんの
[04:26:10.680] 何がだゲーム側で用意されてるこれ機能なんやからえずるくないやろこれこそれでなんか俺がずるい裏技とか使ってたらずるよそれはでもね側がどうぞこの機能お使いくださいって言ってんだ
[04:26:26.439] はい、行きます。もう、もうええねん。パッと倒して寝る。お、パッと倒して寝なあかんね。
[04:26:33.080] ああ、こいつバカだ。
[04:26:34.000] 何がバカやね。これほら。さあ、行きます。誰?
[04:26:40.319] 像から見事に国運を払いのけるとは。知恵も勇気も人間にしては上だ。
[04:26:50.080] だがこの戻したくも
[04:26:53.520] このヘルクラウダー様を倒さねばならん。おいしそうな名前。ヘルクラウダー。クラムチャウダー的な
[04:27:01.040] のを見せてみろ。かかってこい。人間ども。
[04:27:09.319] なんか強そう。デブの思考。え、なんでクラムチャウダーみたいなさ。行きますぜ。
[04:27:18.359] え、本日最後でございますよ、これ。本日最後でございます。絶対息吐くでしょ。お前はの優しい。
[04:27:28.119] 絶対息吐くでしょ。えー。あ、マジャスティスあるやん。へえ、本当に覚えたんだ。
[04:27:40.680] 行き読み。
[04:27:42.560] 行きは吐き読みだよ。行きはき読み。おいおい捨て。
[04:27:49.955] [笑い]
[04:27:50.399] そう思うよね。何?マジャスティスって
[04:27:53.199] 思うよね。マジャスティスってなんか
[04:27:56.199] ストーリーで覚えたん?覚えたんよ。
[04:28:00.435] [笑い]意外と低空飛行。ほんまや。意外
[04:28:04.800] と低いな。
[04:28:08.040] 一応ジバリーナ貼っとく。しかも毒になん
[04:28:10.920] ねんだこいつ。自バリナ貼るわ
[04:28:14.600] 。
[04:28:20.760] ああ、強いね。
[04:28:27.880] 負けるわけねえだろ。
[04:28:30.159] もうレベルめっちゃ上がってんね。飛行タイプに地面技
[04:28:32.530] [音楽]
[04:28:35.880] 損ぐらい飛行タイプに地面技かにこれ冬持ちか。
[04:28:42.239] お任せ
[04:28:44.800] そ。ショコショコショコショコわお
[04:28:48.479] 。待って。強ない。
[04:28:52.439] え、しかもマリベルが今おい、マリベルに
[04:28:55.040] おい、マリベル魔法封じられたんだけど、
[04:28:57.159] ただの可愛い女の子になっちゃったんです
[04:28:58.960] けど。おい、大丈夫
[04:29:02.399] ?それはそれでよし。それはそれでよし。
[04:29:06.920] ただの可愛い女の子でもよし。それで十分
[04:29:11.399] 可愛い女の子[笑い]にしてやろうね。
[04:29:13.520] それで十分そうなんだよな。それで十分なんだよな。ただの気の強い可愛い女の子になっちゃった。あ、真っ暗だ。
[04:29:24.399] はい。336。
[04:29:26.760] ああ。倍イキルと使えないんだ。しんど。これちょっとハやりますわ。発電。ち
[04:29:35.411] [音楽]
[04:29:37.119] はあ。行くぞ。
[04:29:40.319] 強いよ。
[04:29:42.616] [笑い]マジで何もできねえ。マジで何も
[04:29:45.880] できなくなっちゃった。おいおい。
[04:29:52.000] ちょっとこれ勘弁してくださいよ。
[04:30:02.159] お山内
[04:30:04.720] 構いたち山内
[04:30:07.560] 一旦貯めるか。
[04:30:12.640] で、もう1回戦いのが
[04:30:14.800] え、
[04:30:19.680] はまけな。
[04:30:22.880] どっちもなんだけどな。どっちもなんですがね。
[04:30:24.536] [笑い]
[04:30:33.800] で、キラポンってさ、悪い効果守るって言ってるけど守るだけで回復ではないよ。
[04:30:46.359] そやね。
[04:30:47.119] そうだよね。そうなんよね。
[04:30:50.439] 帽子やね。
[04:30:52.199] 帽子だもんね。回復じゃないもんね。いや、魔トンはうざいわ。ここで魔ホトン打ってくんのは。
[04:30:59.907] [音楽]
[04:31:03.560] え、何それ?え、何それ?だるい。だる。それはちょっとだるいよ。
[04:31:14.040] ドルモは
[04:31:21.239] ちょっと待って。
[04:31:24.319] え、どうしようかな。いや、ま、でもこうやろな。いや、ここで全体技撃てねえのしんどいな。早くマリベルがさ、はい。もう何もでき何もできへん。
[04:31:35.933] [笑い]
[04:31:38.479] 何もできへん。何もできへん。
[04:31:52.159] ゴーストバスターズだ。どういこと?あ、ごめん。マジでない。どういこと?マジでどういうこと?ゴーストバス
[04:31:54.928] [笑い]
[04:32:03.520] マジでドラゴン呼びかな?ドラゴン呼びでもやってみるか。
[04:32:14.279] ドラゴン呼び。ベー。
[04:32:16.439] おい、当たり。
[04:32:18.439] あ、ベークラウドがあのあれっぽいってことね。あ、なもいつ持ちじゃねえかよ。全体攻撃ってないもんね。岩石落としか。
[04:32:37.080] はい。よしよしよし。
[04:32:43.720] やっと呪文使えるようになった。で、
[04:32:45.880] ありがとうございます。
[04:32:48.638] [笑い]
[04:32:51.680] 言語化ありがとうございます。
[04:32:53.199] ご覧。あれ?
[04:32:55.880] ありがとな。
[04:32:58.399] ダブル
[04:33:01.840] やばい。もうMPねえ。
[04:33:07.680] ガボ
[04:33:14.160] や
[04:33:20.039] サクっと倒そう。
[04:33:28.439] これが強すぎるんだよね。うん。これがちょっと強すぎるんですよね。
[04:33:39.359] これ何が1番効くんかな?いまい。
[04:33:42.920] あ、やっぱ普通の呪文はあんまりあれなん
[04:33:45.480] だな。じゃあだからもうメラゾーマ
[04:33:48.480] メラや。あえてなんだっ
[04:33:52.240] け?ああさ技が魔法が聞きにやすくなる技
[04:33:59.879] やっぱ手数よな。
[04:34:02.840] ま、1回メラゾーマでな。
[04:34:05.879] ベラゾーマ
[04:34:09.080] いいよ。
[04:34:17.320] 意外とアイラさんあんまやることないっすよね。あんまやることないんです。名乗っとく。
[04:34:26.480] 受けて立つ。
[04:34:27.959] かっこいいじゃん。いいね。よかった。はい。
[04:34:31.680] おい、魔法トンやめてくれ。渡辺魔ホトンやめて。
[04:34:40.840] はあ。あ、
[04:34:49.480] 行くわよ。
[04:34:54.000] ああ、山びの意味なし。
[04:34:55.639] 全部のセリフ可愛いな。
[04:34:58.000] 好き。俺が守る。
[04:35:00.639] マリベルは俺が守る。そう決めたんです。
[04:35:03.320] ぐーぐパチパチパチパチ。
[04:35:11.080] 結局もう2時半じゃねかよ。
[04:35:13.359] パチパチ。むしろ守られたい。ミン
[04:35:16.670] [笑い]
[04:35:18.119] は一体私が油断していたのか。いや、そんなはずはない。
[04:35:26.680] パルニクラッ。パルクラップ。
[04:35:30.639] やったぜ。
[04:35:32.119] 力を
[04:35:33.119] パチパチまイケメン
[04:35:36.439] チまイケメンイケメン
[04:35:39.840] パルにゃクラップルにゃクラップ
[04:35:43.320] フォロー返しとこうしようか
[04:35:51.879] ねえ。
[04:35:53.879] はいはいはい。また魔物がいたのね。大丈夫だった。
[04:35:57.561] とりあえず神の地も持ってきたわ。それ
[04:35:59.480] じゃあ谷に戻りましょう。谷に戻るとこ
[04:36:03.439] までやるか。谷に戻るとこまでやろうじゃ
[04:36:06.199] ね。あ、あ、え、[叫び声]マリメル
[04:36:09.760] ちゃん一緒のこと言ってますから。はい。
[04:36:11.719] これ両思いです。ヘルクラウダーだか
[04:36:15.240] チャウダーだかは石疎通してんじゃ。
[04:36:19.000] やっぱりラブラブなんよ。やっぱり
[04:36:22.279] マリベルたんとラブラブなんよ。同じこと
[04:36:25.439] 言ってますやん。同じこと言ってますやん
[04:36:28.039] 。ヘルクラウダーだかクラムチャウダーか
[04:36:29.719] 知らないけどね。誰だ?デブの考えとか
[04:36:33.279] 言ったやつ。おいおい[笑い]
[04:36:35.639] 。俺のことを言うのはいいけど。お前
[04:36:37.480] マリベルのことデブったら本当に本当に
[04:36:39.561] 許さないから。パルにゃ笑
[04:36:42.920] 本当に本当に本当に許さないからね。
[04:36:46.959] やっぱ石疎通してるんすな。愛で
[04:36:49.639] 繋がってるんすな、やっぱり。
[04:36:53.039] あ、おい、これガキ。
[04:36:54.920] ああ、
[04:36:56.400] だからこの前のはもう失敗だったからもう
[04:36:57.879] 1回やるんだよ。
[04:36:58.600] あ、
[04:36:59.000] もうちょどうする?
[04:37:01.160] 決まってんだろ?フィリアを屋根に乗せて僕もうしないよ。
[04:37:05.400] [笑い]
[04:37:07.320] なんでだよ。あ、分かった。お前フィリアのこと好きになっちゃったんだろ。ふーん。男の友情より羽なし女の方がいいのか。なんとでもいいなよ。もう僕はもうフィリアをいじめるのは嫌だ。お前なんかでも俺あれやで。
[04:37:20.480] こいつあのなんかあれかもしんないけどでも過去は変えられないからね。うん。こいつもうなんか成人になったみたいなこと言ってますけど、あなたもさっき一緒にだっていじめてたという。それは忘れないでください。うん。あの、今もう、あの、手のひくるってなってるけどそんな世の中うまくないですから。これ、あの、別にこれで良かったね。じゃないですからね。今までいじめてたことには変わりがないということを、あの、ちゃんとこ今日はもう覚えて帰ってくださいね。
[04:37:50.400] いつまで行ってんだよ。バカ。もうお前なんか相手にしないからな。
[04:37:52.879] 悪魔悪魔。
[04:37:57.920] 1度くしゃくしにした。神。あのよく
[04:38:00.422] [笑い]
[04:38:01.879] Twitterで流れてくる動画ね。
[04:38:04.439] あの黒人のお母さんが娘たちにさ、あのこの髪に悪口を言ってくださいて。バカ。
[04:38:10.600] 犬の犬の匂いとかもちょっと面白いんだ
[04:38:12.760] けど悪口おもろっと思ったんだけど犬の
[04:38:15.160] 匂いがするとかなんかそれでくしゃくしャ
[04:38:17.199] してだこの髪に謝ってって言ったら謝っ
[04:38:19.799] たらこう丸めた髪をこう戻すんだよ。この
[04:38:23.561] 髪は元通りになったつったら戻ってない。
[04:38:26.760] そうがいじめよっていう動画ね。[笑い]
[04:38:30.320] よく流れてくるわ。よく流れてくる。
