[00:00:11.559] Да
[06:21:21.600] 嘘でしょ?7つ目のバッチなの?これ
[06:21:26.200] 敵の動きもやらしいんだ。
[06:21:29.718] ちょうど当たるとこにおんねん。
[06:21:58.760] 避けんな。
[06:22:23.280] お、いいね。
[06:22:30.680] また多いな。またたくさんいますけど、
[06:22:34.760] 全部避けます。全部避けます。全部避け
[06:22:36.360] ます。全部避けます。おい、おい、おい、
[06:22:40.200] おい。バカ、バカか。何匹配置し
[06:22:49.240] ちょっと敵多すぎるって。
[06:22:59.360] よしよし。このタンク系の敵はマジでやだ
[06:23:02.200] 。きつい。重たい。空飛んでるやつは代謝
[06:23:05.240] 強ない。
[06:23:12.200] ナイス、ナイス、ナイス、ナイス、ナイス、ナイス。逃げよ、逃げよ、逃げ。お前、もうほんまにいい加減にしがるから。
[06:23:20.080] もうやなんて言ってんじゃないすか。
[06:23:28.558] とりあえずたくさん置いとこうぜみたい考えてない。
[06:23:33.200] 本当に
[06:23:35.440] 何も別になんかそゲーム的に
[06:23:39.840] ただ足止めしようというだけの
[06:23:45.280] ただ時間稼ぎしようというコンタが
[06:23:48.280] 見えめえなんす。
[06:23:53.000] ためれ。
[06:23:57.440] 大ダメだし。うわあ。もしかしたらこのゲームっちゃ好きな人が見たらめっちゃイライラすんだろうな。このゲームっちゃ好きな人からしたら多分らすんだろうな。文句ばっか言がって。エンタメロ。その通り。
[06:24:23.638] でもやるねん。でもクリアしたいねん。
[06:24:27.400] 長く遊べることが正義な風潮があったけど。
[06:24:30.160] ま、昔のゲームは容量が少なくてな、長く遊ばせるためにはしょうがないねんな。よしよし。これ空飛んでる時は弱いからいい。もう良くないか。ラスボスで。
[06:25:06.280] 曲はいいよね。
[06:25:08.958] トゥルルルルルン
[06:25:17.840] トんてん。
[06:25:26.760] もう俺1回クリアしたらこのゲームはもう
[06:25:28.478] あれだからもう全部フロッピーディスクを
[06:25:30.958] ビニールにしまって全部綺麗にもう未開封
[06:25:34.478] みたいな状態にしてあのコレクション用の
[06:25:38.040] ボックスに入れて棚にしまい込むからな。
[06:25:41.120] もう1回遊べば十分やりませ
[06:25:45.360] 。
[06:25:45.600] は劣化しないように大切に持っていくだけ。
[06:25:48.718] 1回遊ぶんとかないとな。やっぱな。
[06:25:50.958] 来年復活配信
[06:25:53.798] 2度とやるか、こんなゲーム。
[06:25:58.958] ダブルディスクにだけ傷ついてね。
[06:26:03.120] あの、マーブロ見てみ。あのね、これが期的な方法が編み出されたのよ。
[06:26:09.000] 最初からコースとけばよかったんだけど、
[06:26:12.040] あのディスクにあのまた出なくなっちゃっ
[06:26:14.878] たのね。
[06:26:17.878] このテープを貼ってここ引っ張れるように
[06:26:20.638] する。いや、最初からこうしとけばよかっ
[06:26:23.840] た。そしたらここ傷つかなかったのにこれ
[06:26:27.160] を引っ張って抜けるようにする。笑笑
[06:26:31.120] これ的よ、これ。
[06:26:34.600] これ的でしたよ。本当にもう神。これ。
[06:26:37.600] これペロンがきす
[06:26:38.840] ぎた。これペロンがペロンがこれ思いついたんだけど。そう。ここポコつてこれをシュって引っ張ればこれ最初からやっとけばこの人今ボロボロだから。もうこれを最初から思いついてればいい。逃げる。いや、強よ。待って。
[06:27:06.840] お前何その強さ?待てや。なんやねんお前
[06:27:09.958] その強さ。化けもんや。123だ。なめん
[06:27:13.760] なよ。
[06:27:25.840] このタンク系とはもう俺戦わないからね。
[06:27:28.240] やだもう。
[06:27:34.840] さあ逃げよ。さあ逃げ逃げ逃げよ。
[06:27:49.520] もう寄ってくんな。
[06:27:55.878] で、待ちしてるやん。
[06:27:57.520] もう
[06:28:00.240] 俺のこと好きなんか?
[06:28:01.520] 俺のこと好きやろ。お前なあ。俺のこと好きやろ。
[06:28:20.320] でも好きなの?
[06:28:23.478] 絶対好きやん、俺のこと。
[06:28:36.200] いや、でもこれラスダンなんちゃう?これ
[06:28:38.638] 違うかな?鬼下だよ、本当に。
[06:28:51.760] ラスダんじゃねえのかな?違うのかな?で
[06:28:54.920] もうでも好きなんだよ。文句言ってもやめ
[06:28:59.320] ないんだよ。
[06:29:00.478] だからよしよしぞいいぞいいぞいいぞ。え、何やだ近やろな、俺に。
[06:29:18.440] いい聞かせタイム。
[06:29:23.320] そりいい引かせるやろ。お前俺9
[06:29:24.878] 万したやぞ。このゲームい引かせながらやるしかねえや。
[06:29:39.520] 1番
[06:29:41.440] 逆にね。いや、逆にそうよ。
[06:29:43.400] 9
[06:29:43.718] 万パワーで繋いで繋いでるとこあるからね。
[06:29:46.200] 5000
[06:29:46.478] 円だったらああ、やのやめたって違うゲームやす。これ
[06:29:53.400] 1
[06:29:53.600] 番高いゲームかもな。俺が持ってるゲームの中で。あ、でもどうかな。
[06:29:59.240] 1番高いゲーム9万。これかな?買った時
[06:30:02.958] の値段じゃなくて、今値段が上がっちゃっ
[06:30:04.680] て高くなってるゲームはあるだろうけど。
[06:30:08.958] 購入金額は1番でかいかも。これが
[06:30:18.680] ま、これTwitchの収益貯めて買った
[06:30:21.000] んで皆さんのおかげなんですけど皆さんの
[06:30:23.040] 9万です。これは皆さんの9万円で買い
[06:30:26.360] ました。これありがとうございます。
[06:30:32.400] ハードじゃないのが恐ろしい。
[06:30:34.040] そう、ハードじゃないんですよね。ハーブがないんですよ。高いの。
[06:30:42.760] これがやりたくてしゃあなかったんやもんな。
[06:30:46.878] そう。これがあんなに夢見てやりたくてやりたくてしょうがなかったゲームだよ、これが。
[06:31:00.280] こんなにもうスナッチャー出て
[06:31:01.680] くるってことはもうあ、待ってなんかぽく
[06:31:03.638] ない?ぽくない?いや、これラストっちゃ
[06:31:05.600] ?1回セーブさせて。いや、ラストなん
[06:31:08.840] じゃない?これ
[06:31:10.920] ただ確かにディスク3めっちゃ短いよね。
[06:31:13.080] そう考えると。でもこれでラストだったら
[06:31:15.638] ディスク3めっちゃむずあれだよな。でも
[06:31:18.958] ラストっぽかったよね。なんか今なんか
[06:31:20.200] シャッター
[06:31:22.920] ラストなんちゃう?これ来るんちゃう?来
[06:31:24.878] たんちゃう?
[06:31:26.958] もうこのゲームやんなくてええんちゃう?
[06:31:29.840] あんなにあんなに好きだったのにこの
[06:31:32.360] ゲームもうやんなくてええんちゃうとか
[06:31:34.440] 言って。
[06:31:38.160] いやあ、憧が憧れてるぐらいがちょうど
[06:31:41.360] いいのかもしんねえな。憧れ
[06:31:45.200] 。え、何?何?開かないんですけど。
[06:31:49.040] で、え、何ね?なんで開かないの?これはやだ、やだ、やだ。だるい、だるい、だるい、だるい。何これ?なんで開かないの?は、道間違えたかもな。
[06:32:03.760] え、道間違えた。え、ないよ。ここ以外道ね。もうやめてよ。
[06:32:11.360] もう何?
[06:32:17.798] 神
[06:32:18.440] えクソイライラした。今なんかなんやねん。
[06:32:30.040] 笑笑。
[06:32:34.638] 何?何?何?何?何?何?何?今の俺にそのギャグはお前だいぶバカにしてるな。おい、ただよかった。なんか進みそう。
[06:32:47.080] 笑笑。
[06:32:49.718] どうやらこの時が奴らの本拠地らしいな。なっちゃの秘密基地か。ジミーは無事なんだろうか。
[06:32:57.440] こっから先は今までに行かないで。
[06:32:59.878] そろそろ本越しを入れていかねば。覚悟は
[06:33:02.040] いいか?ジャンカーさんよ。ああ、
[06:33:04.360] ランダム。お互いヒーローってからじゃ
[06:33:06.600] ないかな。腹は決まったようになっちゃう
[06:33:09.320] わけ。例によって先に行かせてもらうぜ。
[06:33:11.520] どうも後から行くのは小に合わねえ。なん
[06:33:13.160] だそれ?それに別行動の方が動きやすい
[06:33:15.320] からな。ランダムだ。生き残った方が使命
[06:33:17.878] を果たす。いいな。分かった。死ぬなよ、
[06:33:21.600] ランダム。ああ、お前こそな。
[06:33:30.958] やった。なんで開かなかったの?さっきぽいセリフ
[06:33:33.600] なんかこれごめん。もう、もうワン、もうワンセーブします。なんかラストっぽいよね。もうこれラストなんじゃん。
[06:33:49.080] こラストじゃないの?どうなんでしょうか?あのなんだ?あのスナッチの本編の方からしたら確かにここはラストだよね。多分ここでラストだと思うんだよね。ま、この遊園地は出てこなかったけど、あの
[06:34:03.240] グランドフィナーレ
[06:34:04.440] エリアマットナーが多分この後出てくんじゃないの?あの長々喋りおじさん。
[06:34:18.798] あのね、最終賞、第3章でさ、
[06:34:21.440] めちゃめちゃ喋ずっと30分ぐらい喋る
[06:34:23.878] エリアマットな何
[06:34:26.760] ?
[06:34:29.160] 何?あ、また出る。またダンジョンだよ。
[06:34:35.558] もういいよ。もうこっからラスダンかよ。
[06:34:42.120] 長そう。笑笑。
[06:34:45.760] マジでいいって。もうマジでいいって。
[06:34:50.280] まだ弁ド。
[06:34:52.280] マジでいいって。もう
[06:35:00.878] メタルギアっぽい。
[06:35:03.120] 確かにちょっとメタルっぽいな。
[06:35:56.240] 多分多分なんだけど
[06:36:00.000] おそらく
[06:36:01.718] ここ多分めここがもしラスダだとしたらね
[06:36:05.398] 多分めちゃくちゃ長いんだここ
[06:36:10.920] ディスク3でしょ。でもディスク3入った
[06:36:13.040] のってついさっきじゃん。でも多分
[06:36:15.040] ストーリー的にもうこれラストだと思うん
[06:36:16.920] だよ。ディスク3すぎるなと思ったら
[06:36:20.760] やっぱここバカ長くしてんだろうな。多分
[06:36:22.760] 。え、これ生きてんとこ。もう死んでる
[06:36:24.360] やろこれ。
[06:36:27.718] 雑魚がめちゃワそう。
[06:36:31.638] 雑魚がめちゃめちゃワンサいる。上にいる。上にダンジョンもバカ長いと。いや、でも
[06:36:49.920] 邪魔だりえん。
[06:37:08.638] うわ、なんかまた何何何なんか
[06:37:12.558] 強そうなの。
[06:37:24.760] いや、またこれ弾が足りるかわかんないよ
[06:37:26.958] 、これ。
[06:37:41.840] 戻れるの?
[06:37:42.760] いや、戻れないんじゃない?いや、だから戻るにはまたさっきあそこ、あそこ戻ってく。ミラー、もう
