[00:00:31.199] おしゃ、毒。
[03:17:41.720] な。配線とかも大変だし調子悪いと映ら
[03:17:45.920] なかったりするね。しかもロード投げえし
[03:17:49.120] な。共もに全部買うと20
[03:17:51.840] 万超えるから平気平気ポリメガデラックスバンドル
[03:17:55.760] 14万笑
[03:17:58.560] あの全部モジュールついてるやつなのカセットも全部やつね。
[03:18:03.800] それは無理だ。
[03:18:05.399] こんなんはさすがに
[03:18:06.359] 完売しとる。
[03:18:07.359] そう。もうずっと完売状態なの売れないん。あの買えないんだよね。普通になんかオとかがあるな。茶まびっくり。
[03:18:16.520] Yとかでその中なんつうのそのな中古と
[03:18:20.080] いうかなんていうの転売もう30万とかし
[03:18:22.319] てるからね。やべえよな。互換期だよね。
[03:18:28.479] だったら俺もっとやりたいゲームいっぱい
[03:18:30.600] あるしたいと思う。俺は俺もテ売すれ
[03:18:35.359] ば良かったな。やんそれ。お金は増やせる
[03:18:38.120] けど本体は増やせないからね。
[03:18:44.880] いやあ、でもな、今買っとかない。買うなら今なんだよ。絶対今買っとかないと。そうなんだよな。
[03:18:52.880] ああ。ああ。どうする?
[03:18:58.880] 完売ってもう新しく発売しない?
[03:19:01.160] いや、するだろうけど、どうせまた値段上がるだろうね。反動体で。
[03:19:03.560] どうせ買ってさ、いらなかったら売ればいいじゃん。
[03:19:08.800] いや、買ったら買ったでいるのよ。分かってんだよ。
[03:19:13.120] いや、みんなだったらどっちがいいと思う
[03:19:16.120] ?みんなだったらあの4万のゲームをあの
[03:19:21.399] ま、みんなレトルゲーム好きじゃないから
[03:19:22.840] わかんねえか。
[03:19:25.160] なんかもう普段は絶対買えないよ。
[03:19:26.840] 普段は絶対4
[03:19:27.760] 万もする。なんかドカンとさ、もうめっちゃレアなゲーム、ゲームソフト買うか、ポリメが買うかどっちだと思う?みんなは迷うなあ。
[03:19:42.680] ポリやね。
[03:19:44.239] ああ、ま、そうか。
[03:19:49.040] マげワYのバイクマフラー交換したら最低
[03:19:52.399] 15万飛ぶで。ポリかね。
[03:20:00.720] やっぱりか。でも確かよなよなインストール配信とかしたいもんな。あれ憧れんだよな。ニコとかさ、イノス君とかやってるんだよ。金持ちのさ、ポリメが持ってる配信者やってんだよ。
[03:20:17.520] たら所有感とか満足感爆上げやで。笑笑わかる。
[03:20:22.439] あれ憧れるんだよな。
[03:20:24.439] ど終わらねえよ。インストール
[03:20:28.600] 多分俺もやろうと思ったらとんでもない時間かかるよ。こんだけあるから。あれ憧れない。
[03:20:33.760] たくさんソフト持ってるしな。すわかんない。
[03:20:51.560] メリットはかなりある方じゃない?
[03:20:53.399] いや、あるよ。ある、ある、ある。めっちゃある。めっちゃあると思う。俺特に俺なんかは配信でやるからさ。あるね。でもさ、
[03:21:02.640] 小どうだった?
[03:21:03.920] でもさ、消なんかでもちょっとだけしたよ。ちょっとだけした。あのさ、
[03:21:10.800] ボーナスぶっ込め。
[03:21:12.880] どど購入配信まだですか?
[03:21:17.319] ちょっとさ、URL
[03:21:18.040] 貼ってくんない?いや、買わないけど。配信中には買わないけど
[03:21:22.520] UR貼ってくんない?
[03:21:23.640] 配信する度に500円ずつ積み立てるか。
[03:21:28.000] いや、そん、そんなことやってたらもう違うな。もうね、買えなくなると思う。もう売り切れになっ、まだ、まだ買える。ちなみにまだ買えるかな?もう売り切れ。もう予約できない。予約できねえんかな。
[03:21:41.640] ワールドエクスプレスのハワールドゲームエクスプレスっていうとこまで自分で行くわ。ごめん。人に任せちゃった。ごめんね。
[03:21:47.920] 即血したプレステ5
[03:21:49.279] は誇りかぶってるのにね。今でしょ。ちな第
[03:21:52.920] 1は終わって第2
[03:21:54.120] 発送ってさっき聞いたよ。
[03:21:56.000] 嘘マジで
[03:21:56.680] 人前でお尻を出したらbanされる。
[03:21:59.479] もう第2発想なんだ。
[03:22:00.880] URL省略。
[03:22:02.319] あ、ありがとう。なんでニコたそれってん?今
[03:22:07.239] 本でも6月に来るって。
[03:22:09.960] あ、そうなんだ。
[03:22:15.000] あれでもポリメガのあれないね。
[03:22:25.080] URL省略。
[03:22:28.560] あ、これだ。あ、本当だ。もう2次出荷分
[03:22:31.960] だ。
[03:22:34.920] しかもこれコントローラーも買わなきゃ
[03:22:36.359] いけないんでしょ。コントローラーも。
[03:22:44.960] 43すか?
[03:22:49.239] 米メ印30%
[03:22:51.000] オッフのポリーメガコントローラー破壊しました。
[03:22:53.880] そうだね。え、ちなみに普通には変えるの?普通には変えるのか?普通には変えるのか?コントローラー売ってんの?
[03:23:00.960] モジュール買ったらコントローラーはついてくるよ。
[03:23:05.160] だってこんなモジュール1個2万するです
[03:23:08.680] やん。
[03:23:10.920] モジュール1個2万しますやん。
[03:23:16.359] こんなんだもうさ、揃えるなんて言い始め
[03:23:18.880] たらもう地獄やで。いの道や。
[03:23:22.120] こんなん揃えるとしたらいの道やぜ。
[03:23:26.319] ポリメがこの本体ではこのCDディスク
[03:23:29.080] ゲームしかできないのよ。
[03:23:30.680] でもこのモジュールっていうのを買えばカセットを刺すところがこう付け替えれるのよ。
[03:23:35.720] ども呼びで買っとくか。
[03:23:38.800] なんだこの金持ちが。あれだよな。猫たって金持ちだよね。絶対なんか株主で生活してるよね。なんなんし金持ちはもう金持ちはもうし嫌い。金持ちは
[03:23:56.160] 投資してるもんね。
[03:23:57.520] うん。
[03:23:58.479] 俺らみたいな貧乏人にはさ、ちょっと住む世界が違うよ。
[03:24:02.439] ファイヤーマン
[03:24:04.760] ファイアしてんの?ファイアまでもぶっちゃけ、ま、ぶっちゃけこれはな、ぶっちゃけこれはさ、あれなんだよな。あのレトロ、レトロフリークで十分なんだよな。
[03:24:25.279] 年収400万を1
[03:24:27.199] 日で稼ぐ人もいますからね。ど、プレステ
[03:24:31.760] 2とから
[03:24:32.920] 何?プレス2
[03:24:46.680] 3度対応したらいいね。
[03:25:10.319] いやあ、
[03:25:12.319] 買うか。
[03:25:18.160] こ、あの、ちょっとこっちで
[03:25:37.239] 行く
[03:25:38.560] スマホ変えた
[03:25:40.920] えないよ。変えてない。変えてない。
[03:25:58.199] いやあ。
[03:26:02.199] うん。ちょっとうーん。ちょっとまあでも
[03:26:04.800] そうだよな。
[03:26:08.000] まあでもそうだよな。あった方がいいやな
[03:26:10.439] 。
[03:26:13.880] これさ、コントローラーってこれでしか使えないのかな?コントローラーってこれでしか使えないのかな?
[03:26:19.640] 周りに買った人いるのかな?
[03:26:23.199] え?どうな?高き買った?高買ったの?
[03:26:40.160] ポリメガのコントローラー売り切れてるよ
[03:26:42.239] 、これ。コントローラー売り切れてたら
[03:26:43.920] ダめやん。
[03:27:06.560] コンドでポリメが持ってるやつ見たらカ揚げするわ。
[03:27:11.080] 街でこ街で持ち歩いてるやつなんか。
[03:27:13.680] ポリメガりする。
[03:27:16.080] ポリメガ狩り。あ、でも普通に売ってるな。
[03:27:20.439] Amazon
[03:27:20.760] でもホリメガのコントローラーは
[03:27:23.080] Amazonで買えるんだ。ああ、
[03:27:29.439] Amazon
[03:27:29.760] で買えるね。なんかさ、コントローラーも高くなったよな。
[03:27:34.600] 俺らも子供の頃なんかさ、あのゲームキューブのコントローラーがさ、
[03:27:39.399] 2500円とかあったね。今普通に
[03:27:41.000] 7000
[03:27:41.279] 円とかするもんな。コントローラーで
[03:27:48.680] 高い。
[03:27:49.840] けえよな、マジで。やっぱこっちだよな。買うならな。
[03:28:02.560] いや、なんかね、すごい
[03:28:05.880] 迷ってて
[03:28:08.319] 本当に。いや、この値段出すんだったら
[03:28:10.479] このゲームも欲しいなってもうあるのよ。
[03:28:13.000] すっごい悩んでんだよね、今。本当に
[03:28:16.439] すっげえ悩んでて本当にどっちどっちかて
[03:28:20.800] 思ってんだよね。
[03:28:29.720] いや、でもポリメガだよね。
[03:28:31.080] いやあ、で、ボリメガか。プレステ
[03:28:36.319] 1セカサターンmegメガCDネオジオ
[03:28:38.800] CDPCエンジンCD
[03:28:41.720] ど、もしかしてどっちも買うといいんじゃない?
[03:28:44.680] ま、そりそうなんだけどさ。
[03:28:47.199] そりそうなんだけどさ、
[03:28:53.199] お金がね、無人にあれば買うさ、俺だって
[03:28:57.560] やっぱさ、そのなんつうの、今まあだから
[03:28:59.880] 自分の中で、ま、これは使ってもいいお金
[03:29:02.520] ってのがあるのよ。これは使っても別に
[03:29:05.120] いいお金っていうの。それだとね、どっち
[03:29:07.199] かしか買えないんですよね。
[03:29:10.600] ま、どっちも買っちゃえばそう、もうそれ
[03:29:13.520] 、それだめ。もうそれ、それもあかんねん
[03:29:15.199] 。それやっちゃうともう俺止まんなくなっ
[03:29:17.160] ちゃうから。なるほど。もう買うんだっ
[03:29:18.920] たらどっちか。
[03:29:28.880] まあでも配信のこと考えたら氷メ方だな。
[03:29:41.080] あ、もういいや。とりあえず配信ちょっと
[03:29:42.439] もうちょっと1人で考えさせて。
[03:29:45.760] あ、ごめん。ちょ、1
[03:29:46.399] 人で考えさせてくれ。ちょっとだめだ。ああ。うい。お疲れ。なんだんニコに煽られてんだけど。ニコ中に煽られてるわ。ま、いいわ。ちょっと考えます。はい。ました。はい。お疲れさん。今日はレかよ。
