[00:00:15.719] ポコっす。
[03:24:57.279] お疲。
[03:24:59.640] はい。おちゃん不思の石板なんちゃら手に
[03:25:03.439] 入れた。
[03:25:06.960] やった。これにここは元通りおらたち
[03:25:09.960] スライムの住み方。
[03:25:14.000] え?
[03:25:26.840] あら。
[03:25:28.680] アグレッシブ。
[03:25:34.560] これで次のあれかな?次の石板もらえんのか?でもさ、ここさ、まだいっぱいあんねん。いっぱいあんのよ、これ。これを全部回らなきゃいけないのちょっとしんどいぞ
[03:25:48.600] ねえ。
[03:26:04.040] うん。してきたかな?
[03:26:12.640] はい。
[03:26:17.040] お、
[03:26:18.199] そうだよ。
[03:26:19.760] 何を調査できるというので興奮してしまっ
[03:26:22.120] て
[03:26:23.840] ハーメリア地下にある私の倉庫当はいはい
[03:26:27.199] はい
[03:26:32.760] えっとまたあれだよねあの地下倉庫って
[03:26:34.720] さっきのとこだよな
[03:26:47.439] 何ここちゃうんかい?お、お前は痛くないんかい
[03:27:23.640] イエー。結構でかい石板だから。これで揃うんじゃねえか。
[03:27:30.239] ねえ。
[03:27:30.720] さ波の剣の町でメイドに人形のああ、せや。
[03:27:43.040] メザれで。あ、
[03:27:44.040] 虫けのライトの
[03:27:45.960] あれだ。あのなんだっけ?あれト空飛ぶ絨毯か。
[03:27:53.920] あれ?
[03:27:55.399] あれ?あれ?空飛ぶ絨毯がどうのこうのでアーダコーダ
[03:28:01.239] あれな?
[03:28:02.399] あれ?あれつよ。
[03:28:06.479] 何これ?めっちゃ強ない?
[03:28:09.239] さ波並の剣。
[03:28:28.120] オッケーかね?とりあえずオッケーかね。
[03:28:35.920] ほんだら目行ってみる。そう、人魚の月を見せろみたいなこと言われてたんだよな。
[03:28:52.040] どれどれ
[03:28:53.160] ねえ。
[03:28:54.560] あんな重型あったんじゃコラを攻める。攻めるに攻められないわね。て人魚の付き渡してどっかでもらわなかった。もろたねん。もろたねん。
[03:29:04.800] あ、何これ?もしかして順番
[03:29:08.640] もしかしてなんか順番これあれなのかな?決まってないのかな?ま、ここに来た時点で人形の月をもらってる可能性もあるってこと。なんかそんな会話仲間会話の準備のされ方だったよね、今な。はい。
[03:29:23.920] はい。
[03:29:25.080] 持ってきたいよ。
[03:29:26.840] え、どれ?え、どれ?え、人形の月てどれ
[03:29:29.399] ?自分で渡さなきゃいけないんかい?
[03:29:34.600] どれだ?
[03:29:41.560] あれ?人魚の月なんか持ってなくない?
[03:29:43.880] あれ装備品
[03:29:45.640] なのか?
[03:29:47.840] あった。品かい。
[03:29:50.800] なくした。装備品だったわ。これは月です
[03:29:55.040] ね。間違いませんわ。本来何度も見たんだ
[03:29:57.080] もの。ああ、なんて美しいんでしょう。夢
[03:29:59.040] みたいだわ。本物の人間の月に会える
[03:30:01.160] なんて。これほどの宝を手に入れる冒険者
[03:30:03.800] なら魔法の銃は譲ってもいいでしょう。
[03:30:05.520] 亡くなったニコル様の父上様も皆様におり
[03:30:08.520] できるなら納得していただけるでしょう。
[03:30:10.399] 魔法の絨毯は私のニコル様の父上しか知ら
[03:30:12.640] ない場所に捕あります。おしめしますんで
[03:30:14.760] まずは教会の乗で来てください。あ、
[03:30:16.160] ごめんなさい。それいつもの癖早くになっ
[03:30:17.840] てしまいましたが、あのもうオッケー。
[03:30:25.800] いや、もうパッてくれよ。パッと。もうパッとくれよ。なんか北の洞窟に住む、え、モンスターを倒してくださいってやめてね。え、教会の裏って言ったけどクソ表にいるけどな、こいつ。
[03:30:38.720] うん。
[03:30:41.120] あ、何?裏を探すの?ああ、そういうこと。地下倉庫。ああ。
[03:30:56.199] どうも。もうすっとくれ。すっと。
[03:31:11.359] はい。
[03:31:12.080] え、魔法の絨毯の宝箱の中にます。はい。はい。はい。あり。あざす。
[03:31:22.000] あ、バレてますやん。
[03:31:24.760] てことだ。こんな場所があったとは今の今まで気づきもしなかった。
[03:31:33.520] にニコロ様、どうしてここが?
[03:31:39.680] やや、あなた方は
[03:31:42.120] ややん。パパ。
[03:31:46.600] なんであの冒険者たちが魔法の絨毯を持っている?
[03:31:51.199] 取り上げたのに。
[03:31:56.239] 彼らが持っているのは本物の魔法の絨毯。ニコラ様のは偽物ですわ。私が訪物の絨毯を偽物とすり替えて本物をここに隠したのです。英雄を復活させる道のりは長く険しい。
[03:32:14.800] 危険な旅になるはずだからあなたを旅立たせないためにいたに
[03:32:23.279] あれが偽物だったとはな。それほどまでに父さんは僕を心配していたのか。いつも心は揺れていた。
[03:32:37.040] 英雄を探すたびに出るか、父との約束を
[03:32:40.680] 守り続けるか。結局どちらにも決められず
[03:32:46.319] じタを冒険者に譲りに思いを託すしか
[03:32:50.319] なかった。
[03:32:55.720] なら彼らにお任せしましょう。人魚の月を
[03:32:59.720] 手にするほどのこの優れた冒険者。
[03:33:03.880] めっちゃたまたまだってね。もらったの。
[03:33:06.640] そんな苦労して手に入れてないけどね。
[03:33:13.319] そうな。
[03:33:15.359] この方たちに全てを任せるとしよう。
[03:33:20.760] その魔法の絨毯を作ったのは僕のご先祖に
[03:33:24.720] あたる神の兵伝説の英雄の親友だったそう
[03:33:29.040] です。
[03:33:30.920] 先祖は魔法の絨毯を大切に守るように
[03:33:35.920] こんな言葉を残しました。我が魔法の絨毯
[03:33:39.920] は誠の冒険者だけを伝説の英雄の元へ導く
[03:33:45.439] と
[03:33:48.199] 魔法の絨毯はあなたたちにこそふさわしい
[03:33:52.920] 土存分
[03:33:55.040] に役立てて封印された伝説の英雄をこの
[03:34:00.080] ように復活させてください。
[03:34:02.479] そんな話だったっけ?伝説の英雄って誰だ?
[03:34:07.520] 僕を欺き続けてお前も辛い思いをしただろうに。長い間はすまなかったな。
[03:34:17.960] いえ、いいんです。もういいんです。
[03:34:24.840] やめたな、今。
[03:34:32.960] はい、来た。魔法の絨毯。魔法の絨毯と今まで行けなかった川の先などに飛んでいくことができます。ピールの道具にある大事なものから。はいはいはいはいはいはい。オッケー。わかりました。めた。
[03:34:45.199] こんちす。
[03:34:47.040] うーレドロドと俺らは魔法の絨毯に詳しいんだ。
[03:35:10.840] 言わないんかい?
[03:35:20.120] くる
[03:35:28.279] ドリフト聞きすぎやろ、これドリフトが
[03:35:30.760] 聞きすぎる
[03:35:32.199] ねえ。ドルフトが
[03:35:33.960] うにゃ。これ
[03:35:36.800] どうやって降りんねん、これ。
[03:35:40.199] 完成ドリフト。
[03:35:41.439] 完成ドリフトしてる。空な。
[03:35:42.880] 最新まで持ち込むつもりか。
[03:35:45.040] あ、しあ、なんか、あ、なんかおるやん。なんかおるや。
[03:35:53.279] え、土、土、土け。わかんない。わかんない。わかんない。
[03:35:59.040] 誰だ?誰?
[03:36:05.680] ドリフト
[03:36:06.439] 魔法の絨毯を持、
[03:36:08.080] あ、そうなの?レーサー
[03:36:10.479] そなたたちは神の兵のゆかりの
[03:36:13.800] ゆかり飲んでなくない?声小さい。声ちょっと
[03:36:18.120] 数えそうでな。
[03:36:19.120] ドリキぞ。
[03:36:20.279] ドリキ
[03:36:20.840] 私には分かる。
[03:36:22.239] ドリキンTV
[03:36:23.319] そなたたちがく正しい心の持ち主だと。
[03:36:27.520] お前誰やねん。
[03:36:28.880] 我が名はニコル
[03:36:31.279] 神と共にてさっきあいつじゃない?
[03:36:34.239] 運命を共にした神の兵である。
[03:36:37.120] ニコルってさっきのニコラか。さっきのはニコラだのニコルだの藤田。
[03:36:41.800] 私はそなたたちのような戦士をニ
[03:36:46.560] 永遠とも思える時のニコレ
[03:36:49.760] 待ち続けていた。
[03:36:52.520] 我が使命もようやく終わる。
[03:36:57.160] 今こそ伝えよう。神が私に託した言葉を。英雄メルビンは玉石に封じ
[03:37:08.199] ドリキはドキレビの時が
[03:37:12.760] ドリキミュージ
[03:37:14.279] 滅を満れば
[03:37:17.520] 運命によって定められた。
[03:37:19.640] あ、違う。それあれかの方か。
[03:37:21.479] 玉石を手に
[03:37:23.880] のドリキミュージックドリキ
[03:37:26.439] TVうえ
[03:37:30.319] 神が託された言葉は以上だそもう
[03:37:36.160] 1つな
[03:37:36.880] んやねんごめ話聞きなかった
[03:37:38.439] 私からそなたたちに頼みがある
[03:37:44.439] 何これ
[03:37:45.199] これは英雄メルビンの剣ビンて
[03:37:50.439] 神の
[03:37:51.640] 最強の剣士と歌われたやつにしか
[03:37:55.760] あ、ロのぽくね。ロトの剣っぽくない。ちょっと
[03:37:58.520] メルビンが復活したらこの件をあつに返してほしい。そして伝えてくれ。え、
[03:38:11.800] ロト時空ではなかろう。
[03:38:13.840] え、もしかしてこのじじがメルビ。
[03:38:18.120] え、そういうことですか?これ俺こ知らないんだけど。こじじかもしかしてメルビンってこんなじが仲間になるの?戦えねえだろとよ。
[03:38:28.920] まさか
[03:38:32.479] 世界の行末をお前に託す。次に会う時は神の隠のそばでと申しま。
[03:38:49.359] 最
[03:38:50.199] 定められた戦士。
[03:38:51.439] こんくらい貯めてたからね。全
[03:38:54.920] 託したぞ。
[03:38:55.760] 貯めたな。
[03:38:57.359] こんくらい貯めてたからね。こんくらい試した。全盛紀のレドルトの挨拶。熱を放つ玉。そういえばね、あんたのおじさんが変テコなを持ってたとかなかったっけ?なんだっけ?ホットストーンだかあったよ。ホットストーン。
[03:39:16.720] ホットストーンか言ってくれるとは思わんかった。
[03:39:20.120] いつ言うかそワそワしてて。ついうかそワそワしてて。ちょっと待って。もう長いから今日もう終わり。長い長ない。まだ終わらないの?レトロトの挨拶だろうが。
[03:39:40.640] 今から10分ぐらい前に俺があの
[03:39:43.680] こんにちすレトルトと
[03:39:46.920] まで言ったからさ。それ言ったらもうどこ
[03:39:49.279] かで必ず申しますて言わないと。そん今回
[03:39:52.399] もう全部全盛紀のレトロそそん貯めてたん
[03:39:54.439] でめっちゃ試た。
[03:40:00.800] どんどんこれどんどんイベントがあるね。
[03:40:03.120] どんどんイベントがある。ちょっと待って
[03:40:04.680] 。
[03:40:04.760] ちょっと今日ここまで分く次の配信しかった。
[03:40:09.319] 覚えてらんね。え、の始まりと終わりより貯めるらしい。
[03:40:16.800] 覚えてらんねえよ。次の配信まで次の配信まで覚えてられるか?お前らも俺が急に申しまて言った。いや、覚えてんないっすわ。さすがにな。
