[00:00:29.080] あ。
[04:14:23.720] あ、え、これ入れないんですけど。
[04:14:29.159] お店の穴に入れないんだけど。
[04:14:49.600] ああ、あれお店じゃないの?今のお店なん
[04:14:52.560] じゃないの?
[04:14:55.199] これはお店?お店じゃない。
[04:15:03.239] あ、クリアしちゃった。
[04:15:05.479] お、店入れねえ。マジで
[04:15:12.159] お店に行って教会アイテムを買わないと
[04:15:14.279] 正直もうね、全然無理よ、これ。
[04:15:20.399] これ先長すぎでしょ。
[04:15:25.119] 先長すぎ。では
[04:15:29.600] 、やっぱコなミやっぱさすがコナミ。曲が
[04:15:31.680] いいね。曲がすごくなんか
[04:15:35.239] すごいなんかいいね。
[04:15:36.960] で
[04:15:54.600] 穴に一思議な踊りタゴさ不思議な踊り
[04:15:58.159] 穴にわざと入ってくれ当たったらっぱ当
[04:16:03.199] だ。
[04:16:12.040] Ja.
[04:16:34.279] 絶対店だ。
[04:16:54.000] え、お店がない。
[04:17:08.199] あ、これ。あ、違う。
[04:17:10.080] え、店ってどこにあるの?なんかこの穴にやめよ。やめた。クソ無や。はい。てことでね、笑
[04:17:25.560] ありがとうございました。え、とりあえずこんな感じですかね。もう
[04:17:29.319] 4
[04:17:29.479] 時になるし、もう寝ようぜ。もう寝ようぜ。いや、ちょ、マジ次何やるかな?もう困ったな。
[04:17:38.399] ま、なんか考えます。はい。ということで
[04:17:41.680] 何をやってもあのごちゃごちゃ言わない
[04:17:43.880] ように
[04:17:45.680] 何をやってもごちゃごちゃ言わないにはい
[04:17:47.359] 。ありござました。はい。ということで
[04:17:49.080] ねえもう寝ますけども私はあのハねレドり
[04:17:54.399] ね。ハね。お疲れ様ね。ドんとドんと
[04:17:57.439] 頂上現象おやすみ。ね。お疲れさん配信も
[04:18:01.080] 。じゃあ今日はレードしよっかな。レード
[04:18:03.520] もらったんで。レードもらったんでレドし
[04:18:06.279] ちゃおうかな。でも喜ぶ。
[04:18:08.040] いや、ディープダンジョンはごめ送っておきます。お手好きの最
[04:18:12.199] え、何?DisccordcordのDM
[04:18:13.359] ありがとう。何の?何の
[04:18:14.159] DM?ありがとう。見とくわ。うん。え、何?
[04:18:20.199] Disccord何ですか?
[04:18:31.000] まだ送ってない。
[04:18:32.159] ああ、まだ送ってない。
[04:18:33.399] 今見よう。今見よう。
[04:18:34.640] いや、いや、いや、いや、まだ送ってない。まだ送ってないって。えっと、じゃあとりあえず、
[04:18:41.920] とりあえず送りますか。
[04:18:43.520] 何?何?何?何?なんなん?なんなの?
[04:18:47.520] 適当なのでよければ。
[04:18:49.119] え、何が?え、適当じゃやだ。いや、適当られるのかはわからんけど待機しちゃった。
[04:18:55.680] 適当でいいよ。適当でいいよとかいうのあれ。レード先探すか。
[04:19:04.239] さて、誰にレートしよっかな。
[04:19:18.000] これ。
[04:19:27.399] よっしゃ。今日は聞きねえにでもレドすっ
[04:19:30.640] かな。
[04:19:31.640] きねにでもレドするかな。よし。きネさんご機嫌。きねさんご機嫌。
[04:19:42.840] 聞きねにレドレートしよう。
[04:19:46.359] 吸いつかれろ。
[04:19:50.000] 言われたからな。もうチまくには私もう吸いつきたいって。
[04:19:55.000] 色はきウき。色は茎きウき。
[04:19:57.399] 吸いつきたいって言われたからな。
[04:20:00.600] せっかから辛だ。せっか辛。
[04:20:02.359] せっかから辛。ま、言われて嫌な気分はしないけど。
[04:20:08.520] 嬉しいくせにラでもない。
[04:20:10.760] マンでもない。うん。まざでもないけども。えー、ということで
[04:20:15.720] きついつき
[04:20:17.800] きついすなんですか?
[04:20:22.239] 笑笑。
[04:20:25.239] エロ海分や。エロ分。
[04:20:31.880] え、何これ?
[04:20:34.560] ちょっと待って。UKさんからUKさん
[04:20:37.720] からDM来たけど、ちょっと待って。これ
[04:20:40.439] 何?これ何のやつ?
[04:20:44.199] え、なんか見れないよ。ダウンロード。
[04:20:51.880] MP4なんだけど。MP4なんだけど。
[04:20:55.520] 何これ?え?
[04:20:58.239] あ、え、
[04:21:00.439] 何これ?え、何これ?ちょっと待って。ちょっとど、え、どうやって、え、どうやって映そうかな?ちょっと待ってね。
[04:21:08.960] いや、すごえ、ちょっと待って。えっと、動画、動画、え、違う。これじゃない。これじゃない。これじゃないよ。これじゃないよ。笑。
[04:21:19.640] これじゃないからね。したも。
[04:21:21.960] これじゃない。これじゃないからね。
[04:21:25.920] これじゃねえや。いいよ、これは。
[04:21:28.680] 笑笑。
[04:21:30.920] これはいいよ。
[04:21:32.119] 笑笑。
[04:21:33.520] これ
[04:21:34.319] 笑笑。
[04:21:35.119] これはいいよ。ちょ、ちょっと見とく。ちょっと見とく。ああ。ああ。うるさ。
[04:21:43.880] 笑笑。
[04:21:50.680] え、どれな?
[04:22:00.000] 笑笑。
[04:22:02.880] いや、もういいわ。ちょ待って。え、どれ、どこにダウンロードされたんだ、これ?ちょっと待ってね。ごめん。ちょっと待ってね。これどこにダウンロードされた?ああ、そっちにダウンロードされたんか。ちょっと待って。ダウンロード先が分かんなかった。
[04:22:14.720] ちょっと待って。えっと、えっと、え、ないんだけど。ないんだけど。あ、
[04:22:29.800] エロ出さないでね
[04:22:30.960] え。危ない。マジでね。マジでエロ出さない。あ、え、え、盾、縦方。
[04:22:39.640] マリオ6
[04:22:40.760] 縦方縦。え、何これ?ショート動画や。
[04:22:46.119] ショートや。ドパガキ大歓器。ドパガキ大歓機。ショアッツ
[04:22:54.720] 120
[04:22:55.359] 枚まとめたわ。別にを作っていきますね。ありがな。
[04:22:59.800] BGM何?
[04:23:00.920] ええ。
[04:23:02.279] 順の蝶
[04:23:03.760] 俺みんな分かる。わかんないかもしれんけど洞窟の
[04:23:06.359] BGM
[04:23:06.800] めっちゃ好きなんだよな。やっぱね、近藤さんのね曲はえぐいよ。あ、ちょっとみんなピンと来てないと思うけど。
[04:23:14.000] のや。
[04:23:14.760] あ、水中もいいね。トゥルルルんルんルんルン。
[04:23:22.319] ショート動画や。ルル
[04:23:27.199] 確かにいいよね。
[04:23:28.439] で、俺はあの洞窟のいいですよね。
[04:23:31.560] 洞窟のブみたいなドんドんドンみたいなあの曲好きなんだよな。
[04:23:40.760] え、いいね
[04:23:42.319] え。
[04:23:42.560] ちょっともうこんなもん無限に作ってほしいんだけど。え、これアップロードしていい?
[04:23:46.960] すごい。
[04:23:48.640] アップロードしていい?え、こんなもん無限に作ってほしいんだけど。
[04:23:52.720] マリオ以外でもおすすめあったら送っていただけるとい
[04:23:56.560] え。ちょっとこんなんチマゲーム有名になっちゃうよ。
[04:24:01.560] のっちゃんいいチマゲマジか。
[04:24:05.119] ムが有名になっちゃうよ、こんなの。めっちゃええやん。
[04:24:20.119] 面白いの知られちゃうよ。何?
[04:24:22.359] ええ、
[04:24:23.720] 順の
[04:24:25.159] 俺みんな分かる?わかんないかもしれけどスの
[04:24:27.800] BGMめっちゃ好きなんだよな。
[04:24:29.000] 最初のもいいね。やっぱ近藤さんのね曲はえぐいよ。あ、ちょっとみんなピンと来てないと思うけど。
[04:24:35.000] 水中のやつ好。
[04:24:36.159] あ、水中もいいね。ル。
[04:24:38.439] あ、いいね。
[04:24:39.159] あの、ちょっと、あの、ちょっと是非、是非ちょっとこれたいいっすねえ。これめっちゃええや。
[04:24:51.080] 最初だ。PV
[04:24:51.760] が途中までしかできてなくって。
[04:24:53.720] あ、あの、全然、あの、ちょっと送っていただければ僕、あの、本当アップロードさせていただきますんで、ちょっとこれバズったらさ、ちょっとなあ、夢になれるかもしんねんな。
[04:25:07.199] 笑笑。
[04:25:08.080] ちょっとなんか俺の面白いみんなちょっとくださいね。あのてかあれだってだから俺のさーにさ、あの素材アップロード場所作ったやん。それでそこにさ、そこにさ、あれだってそこにどんどんあの、俺の俺の面白いさ、好きなさ、あの、あの、あのクリップとかどんどん貼ってよ。クリップとか貼ってほしい。
[04:25:31.359] あった。
[04:25:32.600] クリップとか貼ってほしい。いや、実はね
[04:25:34.199] 、これ言うけど、実は言うけど、あの、
[04:25:38.920] あのね、俺の切り抜きっていうか、あれを
[04:25:42.040] ね、あの、
[04:25:44.080] 森ユダいるじゃん。あいつ、俺の熱意とさ
[04:25:46.920] 、あの、ま、動画編集スキルちょっと
[04:25:50.239] 頑張ったじゃん。お前やって言ったん、え
[04:25:53.640] 、僕なんかでいいんですか?やりますって
[04:25:55.760] 言って全然やねえから、もういいわ。
[04:25:58.399] やりがやりがい
[04:26:00.600] 。全然ああねえから。
[04:26:03.000] 口だけであいつだからそっ俺だいつの熱意をそっちに持ってきたかったのにだいつはもうな
[04:26:15.279] あももうあれだからツイートだけだからいやでもそんなことないけどねもすごいんだけどあいつもすごいあいつも動けばすごいんだけど動かねえからなまということでま、あの誰が誰が作ってもアップロードできるしな俺のチャンネルだしやあいいねショート動
[04:26:31.920] がいいですね。なんかま、ま、え、マジ?ゆけにきありがとうね。
[04:26:37.800] 彼には夢小説しかない。
[04:26:39.640] 夢小説はマジで勘弁してよ。マジで勘弁してよ。もう
[04:26:45.760] いろんな切り抜き作者集めて戦わせようぜ。
[04:26:48.640] いや、本当だよ。切り抜きあのショート動画バトルさせたい。ショート動画バトル。ショート動画バトルしよう。じゃあみんなで俺すんの俺だけなんだけど。俺のショート動画が増えて。
[04:27:01.119] いや、ありがとう。ゆけさん。マジか。
[04:27:03.520] でもバトル。
[04:27:04.359] いやい、あいつしか参加しねえだろ、多分。え、ちょっと俺のあのさ、あのクリップとか貼ってほしい。俺の
[04:27:13.439] Discord
[04:27:13.880] サーバーのあの、あれに。あの、是非ちょっとお願いしますわ。ということで、ということでもう
