[00:00:36.399] ひ下
[05:52:28.200] ちょっと時間的にこれラストで行きますわ
[05:52:30.200] 。
[05:52:35.798] これすごいね。これすごい。会、
[05:52:40.760] これすごい。すごさが分かるかい?うん。もうすごいんだよ。でもこのゲーム。このゲームすごいんだよ。本当によくできてんのよ。
[05:53:02.958] はええかんで、それ。いやーん。それはあかん。それはあかんで。それはあかんわ。うん。
[05:53:25.798] むずそう。
[05:53:27.160] バカむじい。マジであのなんかもうむずいとかそういうなんかうわ、難しいなあとかそういうレベルではない。なんか負けた、クリアされた方が死ぬぐらいのなんかそんくらいのなんか意思を感じる。クリアされたら俺は死ぬんだっていうような。
[05:53:51.760] うん。早すぎるよ。だってそれすごいじゃん。だって早いよ、今の。やべ、まだる。まだる。もうちょ、まだ
[05:54:01.638] 挑戦場みたいな難易度してますよね。本当。
[05:54:04.920] これはね、家族人取られてんかと思うもん。このゲーム作ったやつ。お前が作ったゲームもしクリアされたら家族の命はないと思えって言われてんのかなと思うわ。そんくらいむずい。
[05:54:26.478] なんてことするんだ。こ、これスタッフ禁してるだろ。絶対スタッフ禁して絶対脅してるよ。これ泣きながら作ったんだろうな。スタッフもな。俺こんな難しいゲーム作りたくねえよ。
[05:54:53.638] どっかに助けてってちょっとでかい。どっかにどっかに助けてって書いてある。それを探すのもまたありかもしれない。このなんか飛んでくるさ。このさ、一見無動作に飛んでくる。
[05:55:17.360] このこの隕石も実はなんかモールス信号みたいな感じでなんか
[05:55:23.080] SOSトン2になってねえか。トン2
[05:55:26.840] さすが
[05:55:29.400] 笑笑ん。
[05:55:40.680] いや、もうさ、これね、マジで敵が爆発するとそれ爆風で見えなんねん。
[05:55:54.840] カプコンの陰謀編だ。
[05:55:58.200] カプコンの陰謀なの?これこナミなんですけど。うん。
[05:56:07.680] 怒られるよ。8
[05:56:10.160] 許せねえよ。カプコン普通に間違えちゃった。帰る。
[05:56:16.760] 2度と間違えんじゃねえぞ。コなミな。
[05:56:20.520] うん。
[05:56:33.080] いや、ここうくなったと思わん。ここうまくなったと思わん。うん。
[05:56:39.080] ほ不ラブ
[05:56:44.958] 少ない知識で少ない知識でなんか俺昨日聞いたコメントを教えようとしているな
[05:56:51.760] んだっていいんだよ。面白ければ笑笑
[05:56:57.160] そう。コナミック警クラブね。
[05:56:58.520] そうかの有名な分かってきたじゃん。やっと分かってきた。うん。
[05:57:05.798] そう。コナミ系クラブだよ。この俺の大好きな
[05:57:08.958] BGMはマジでいいよな、これ。本当に
[05:57:11.200] 本当にいいと思う。
[05:57:14.000] これがアイか危ね。
[05:57:18.360] BGM本当いい?
[05:57:19.680] いや、マジでいい。マジでBGM
[05:57:20.958] かっこいい。この
[05:57:24.360] BGM
[05:57:24.798] がまたさ、燃えさせてくれるのよ、俺のことを。
[05:57:31.798] うん。正味グラディンスはこのBGMが
[05:57:34.638] なかったらやってらんないから。
[05:57:44.400] ええ、見えないよ。
[05:57:48.280] やなのです。
[05:57:52.400] やめてくださいよ。あ、やべ。スピード
[05:57:55.840] 取りすぎた。
[05:58:07.080] やべ、スピード取りすぎてるよ、これ。
[05:58:12.680] いや、もうこれミサイルないのは無理だ。
[05:58:14.320] もうぶっちゃけ。
[05:58:16.558] あ、ちょっとほんま、もうこれブザビート
[05:58:18.320] ね、これ。もうこれマジ出すね、これ。
[05:58:19.558] もうこれマジ出すと。本気で。あ、
[05:58:20.920] ちょっと待って。耳外れた。ちょっと待っ
[05:58:21.958] て。ちょっとちょっとちょっとちょっと
[05:58:24.240] ちょ。
[05:58:31.558] ちょっと待って。耳外れたよ。じゃ、ちょ
[05:58:36.400] 、泣きの、泣きのラスト1回でいいか?
[05:58:38.280] 泣きのラスト1回やらせてもらっていいか
[05:58:39.718] ?ラストワコンティニュー1回ごめん。1
[05:58:41.798] 回死なせてじゃ死なせてじゃビート
[05:58:47.558] でハデはおもろいブザビで
[05:58:52.638] よしラスト行くわ。今日7時までだからな
[05:58:54.958] 。ラスト行くわ。いやあ。また頼むぞ。
[05:59:02.320] 見せてくれ。
[05:59:11.558] くじですね。わかりました。バリ本気でやらせてくれ。
[05:59:30.400] う
[05:59:52.440] 。
[06:00:08.718] うん
[06:00:20.840] 。
[06:00:50.760] ああ、同じ死に方まだある。
[06:01:01.240] え、笑笑。
[06:01:06.240] あそこ引っかかるんだよ。あの出っ張りすっげえ引っかかるんだよ。あの出っ張り考えたやつマジ性確って。
[06:01:28.080] 出っ張りいらないわ。
[06:01:35.840] 出っ張り邪魔だよね、あれ。マジでいいとこに当たるんですわ、出っ張りが。
[06:01:51.958] すいません。今日はここまでということでよろしいでしょうか?今日はここまでということで
[06:02:00.000] パチパチパチ。
[06:02:02.520] こんな6時間もやったのに。お疲れ様。
[06:02:06.400] 6
[06:02:06.718] 時間もやったのに覚えて。
[06:02:09.080] グラディウスやるの?
[06:02:10.200] いや、覚えとけ。絶対俺は帰ってくるぞ。
[06:02:12.680] ぜ、ちょ、
[06:02:14.240] ナイファイです。本当難しい。
[06:02:16.440] あの、あ、コンティできなかった。
[06:02:20.200] ク
[06:02:21.120] まあ、いいや。もう終わりにしよう。や、無か。いや、でもさ、これさ、もしね、次やるとしたらあのさ、ボスのさ、ボスのなんか能力吸い取れるって書いてあったじゃん。それやんなきゃ無理だと思うんだよね。
[06:02:40.600] ボスを倒した時に内部に入ってってなんか
[06:02:42.920] そん中でなんか装備を奪えるらしいんだよ
[06:02:45.440] 。え、それが俺1回も成功してなくて、
[06:02:49.200] それやったら変わるんじゃねえんかな
[06:02:52.920] と思いますけどね。ピッコル大魔法みたい
[06:02:55.840] な。ああ、おもろかった。いや、でも
[06:02:58.840] おもろいね。やっぱグラデウスめっちゃ
[06:03:01.440] おもろいわ。めっちゃなんか今関西弁なっ
[06:03:04.120] た。おもろいわ。めっちゃおもろいわ。
[06:03:06.280] はい。
[06:03:13.798] あすな関西弁
[06:03:16.240] めっちゃおもろいわ。いや、おもれった。いや、いいゲームですね。いいゲームですね。やっぱりグラディウスよな。やっぱりやっぱこのやっぱかっこいいっすわ。グラディウスのこの世界観が過去いいで。はい。こで、ことでね、今日はここまでにしますわ。ありがとござました。
[06:03:39.320] 明日ちょっと俺さ、じんちゃんとさ、幕張
[06:03:41.920] 行かなきゃいけねえからさ。朝、朝俺多分
[06:03:43.840] 5時起きとかだから。今日夜なしね。いや
[06:03:46.878] 、本当は土曜日の夜だったらやりてんだ
[06:03:48.798] けどさ。やりてえんだけどさすがに明日5
[06:03:51.160] 時だからもう配信できねえわ。バカ早え。
[06:03:52.958] 6時のテンション乗ってくるのだ。もう
[06:03:55.798] じんちゃんがもうモンハンガチ勢すぎてさ
[06:03:58.080] 。ま、ということなんですいません。いや
[06:04:01.400] もおもろかったね。これちょっとまたやら
[06:04:03.320] せて。またやらせて。ま、次はまた
[06:04:05.558] ちょっとジョゼットにあ、でもどうしよう
[06:04:06.798] かな。
[06:04:07.360] 明日もし早く帰ってきて夜ってなったらや拾ってもらうんだけど。拾ってもらうんだけど、近くの駅まで行くんよ。近くの駅まで行くんよ。さすがにさ、こっち来てもらってからまた戻るようになっちゃうからさ。つうことで、つうことでありがとうございました。またやりますわ。またやりますわ。うん。おもれえ。やっぱ久々にやるとおもれえな。久々にやるとおもれえわ。えー、
[06:04:33.040] お疲れ様でした。
[06:04:34.718] お疲れちゃん。お疲れちゃん。
[06:04:37.120] ありがとうござい。おつ。おつ。
[06:04:39.120] お疲れ様でした。あらした。
[06:04:44.240] たっつんが配信やってんな。
[06:04:45.798] お疲れ様でした。
[06:04:47.240] お疲れさん。ありがとうね、みんな。ありがとう。ありがとう。ちょっとまたまたちょっと必ずリベンジします。これ本当に覚えておけよ。俺はでかくなって帰ってくる。俺はでかくなって帰ってくるからな。ああ、面白かった。ちょ、タに冷蔵しよっかな。タツに冷しようかな。
[06:05:03.400] ありがとな。おつおつ。
[06:05:04.878] おつおつ。ありがとね。
[06:05:05.920] ごめんね。途中ぐらい溜まっててまたな。
[06:05:10.200] 2
[06:05:10.400] 時間ぐらいもうもうや
[06:05:12.718] 毎日気をつけてね。
[06:05:14.000] これがグラデウスやねんな。これがグラディュースやねん。つうことでにレートしますわ。はい。あ、明日。明日気をつけてね。ありがとう。明日もし誰か誰か行く人いないの?
[06:05:26.160] いや、おもれえわ。でもただみんな
[06:05:28.840] お前お前らこれとんでもねえゲームだと思うだろ。とんでもねえゲームだと思うだろ。
[06:05:34.160] これなんとですね、この
[06:05:37.280] MSX
[06:05:38.000] にはね、あのグラディウスシリーズがあとね、
[06:05:41.400] 4
[06:05:41.638] 作あります。あの兵山の一角ね、こんなの兵山の一角だからね。
[06:05:49.000] 兵山の一角だからね。申し訳ないけど
[06:05:52.600] すご
[06:05:54.440] 兵山の一角なんだよ。
[06:05:55.558] やつは四天皇で最弱。
[06:05:57.040] 視天皇にも入ってないんだよ。だってだって他に他にまだ
[06:06:01.120] 4ついるんだから。
[06:06:03.080] 4
[06:06:03.280] ついるんだから。これまだ視点のに入ってない。ゆっくり
[06:06:09.400] つうことでね。ありがとうございました。まあ連続あのまこういう風にたまにやるわ。
[06:06:14.878] やっぱり高いの?
[06:06:16.280] ま、そこそこいい値段するね。そこそこいい値段する。ま、ちょっとずつ買ってたからね。
[06:06:21.000] ついてるよね。
[06:06:21.798] ま、そうだね。そうだね。
[06:06:25.440] そうなんだ。
[06:06:27.558] じゃ、ということで、え、待って。レドだっちゃうんだっけ?脱つに冷蔵し終わるわ。
[06:06:44.840] まあ、自分全部人にあげちゃったけど。
[06:06:47.080] もったいねえ。俺がもらったのに。
[06:06:49.840] あんな感じで。お疲れさん。まだね。まだね。ちょっと次の配信は月曜かな。月曜かようかどっちか。はい。
[06:06:54.920] ということでありました。お疲れさん。バイバイ。
[06:06:56.920] もらってやったのにな。笑。
[06:07:09.478] 月曜日休み。
[06:07:14.920] うん。全然仕事。
[06:07:16.878] 全然仕事だよ。
[06:07:18.958] 全然仕事ですけど。
[06:07:22.440] 楽しい時間は今日は終わりだ。レオンの光
[06:07:27.200] が夢をつぐ
