[00:00:11.719] ちゃまドペペペちゃまドペペペちゃまドペ
[04:20:11.560] いいね最終ハートがいっぱいになるんだっ
[04:20:13.760] たらちょっとド出てもあなた落ち着いて
[04:20:17.080] ください何を言うか落ち着いてる
[04:20:20.000] ぞわしのどこが落ち着いていないだって
[04:20:23.239] ほら貧乏
[04:20:24.720] ゆりちょっとだめ俺も100%で迎えたい
[04:20:27.319] からこれ全部吸ってやる全部吸ってやる俺
[04:20:30.680] が全部吸って
[04:20:32.159] やるじっはりねいいねのぶもなかなか
[04:20:36.239] ハート出す
[04:20:39.279] ねもうすぐ来るんだなラブラブ
[04:20:43.399] すぎるいい夫婦だな嫁に行ってしまうのか
[04:20:47.279] お前どこに水上げてた今
[04:20:49.239] お母さん理想の
[04:20:54.319] 婦そういう年なんだなめちゃめちゃハート
[04:20:57.760] 出るじゃんあよし来した夜夜来るぞいいね
[04:21:02.000] いい日だなこういうなんかピースフルなの
[04:21:06.640] いいよね
[04:21:16.720] いいねといとい1回いいなちゃまの1日
[04:21:19.920] プレイし
[04:21:21.479] たいドロばっか出るけどねエネルギー
[04:21:25.279] タンク3つ持ってこないと朝一打ち込ま
[04:21:28.359] ないと笑笑朝一打ち込まないと多分話に
[04:21:32.600] なんないよ
[04:21:38.119] 多分夜はこうやって帰ってきてよし配信
[04:21:41.000] するぞつって
[04:21:43.040] え同20
[04:21:45.399] 以下みたい
[04:21:48.359] なある
[04:21:50.520] ぞ
[04:21:52.040] 笑笑でも面白いクリップが取れたからいっ
[04:21:55.119] かルみたい
[04:21:58.279] なある
[04:22:02.680] ぞ
[04:22:04.600] 笑笑欲しいなそれ家出たとこでながら
[04:22:08.080] スマホで
[04:22:09.239] っクソでかどあ来たあてふむなかなかいい
[04:22:14.720] つ確かにわしの若い頃にいるなどでちゃう
[04:22:18.479] バカど
[04:22:20.479] でる弓が掘れるのも待っま無理はない
[04:22:25.040] なかなか気に入ったぞ早いなお話してます
[04:22:30.319] ねいいぞピースフルだぞ今ピースだよ今俺
[04:22:36.520] たちあなたももう夜遅いし本題2でもえ
[04:22:40.840] なんで一緒にご飯食べないの本題は彼が
[04:22:43.239] 話すんだまだ挨拶してないじゃんでも上杉
[04:22:46.040] ちゃん緊張しちゃっ
[04:22:47.560] て上杉さんはお前は黙ってってなさいは
[04:22:53.720] はい俺は男と男の立ち合いなん
[04:22:58.720] だ娘をやれるかは見極めないでけばやっぱ
[04:23:02.800] 朝一でハートやると全然ちげえなマジで
[04:23:06.600] そりゃそうねえ朝一にハやるあ来た
[04:23:12.720] 今日は大事な話をしに参りまし
[04:23:16.199] たうむ何の話だね自分はまだまだ小さい
[04:23:21.159] 人間
[04:23:23.479] ですふんそれ
[04:23:26.279] でいや本題はこれではなくて大丈夫大丈夫
[04:23:30.159] でその本題というのはえっとあのですね
[04:23:33.960] 緊張するだろうないいから早く言いため
[04:23:36.040] 大丈夫俺がここのドは全部俺が吸って
[04:23:39.920] やる
[04:23:41.439] 任せろで上月君君はどうしたいいんだはい
[04:23:47.119] あゆみさんと結婚させて
[04:23:50.199] くださいきっと必ず幸せにし
[04:23:54.359] ますお父さんお父さんわあ吸いきれない
[04:23:59.920] そんな
[04:24:00.760] に上杉君娘をよろしく頼む最高神神
[04:24:08.319] うわとんでもねえ
[04:24:12.560] を見つけたなけん太良かったわねうから娘
[04:24:15.680] だがよろしく頼みますはいきっと幸せにし
[04:24:18.720] ますお父さんお母さんパチパチパチパチあ
[04:24:23.159] 泣いてるありがとうちょっとえ俺この
[04:24:26.359] ゲームでうると来ると思わなかっ
[04:24:28.680] た幸せになやろ
[04:24:32.000] なよかったねここに仲間に入れてもらえ
[04:24:35.319] ないとか君えぐくないもうると来た笑ここ
[04:24:39.560] にここに仲間に入れてくれねあ来
[04:24:45.439] たやった
[04:24:48.720] 素晴らしい来
[04:24:50.800] た素晴らしい
[04:24:54.960] です最後の最後でパパこれはいいパチパチ
[04:24:59.800] パチパチこれはいいねとか君いるしガンバ
[04:25:03.920] さん
[04:25:05.040] パチパチこういう風
[04:25:07.279] にあ1番いい1日を経験するとこれが出る
[04:25:11.199] のよパパパチパチパチらしかった良かった
[04:25:15.359] なよいゲームですないやいいこれおもろい
[04:25:18.439] よねこれがえこれ
[04:25:22.239] が
[04:25:26.640] パパパこのゲームが3000本しか売れ
[04:25:29.399] ない日本終わってませんかまずこのゲーム
[04:25:32.600] がさた3000本しか売れない日本終わっ
[04:25:35.159] てません普通に幸せ足りてませんよね多分
[04:25:39.560] 本
[04:25:40.720] にかった
[04:25:44.680] 素晴らしいやっぱ朝一感ぶっこまねえと
[04:25:48.399] だめだ
[04:25:50.239] わ朝一感ぶっこまねえとだめマジ
[04:25:54.680] でやよかったいいやいいよかった
[04:26:01.920] ねやよかったジで良かったマジでいい話
[04:26:05.359] だっ
[04:26:06.760] たちょっとるっときたもん本にね
[04:26:12.439] もちょっとやった
[04:26:14.119] けどいい話だったなエアとアウン思い出し
[04:26:17.600] たあエドアとアあの結婚のとこ
[04:26:23.319] なえちょっともうだってなんか流れてたよ
[04:26:27.640] ねあの愛のテーマラ
[04:26:43.159] ほらオープニング画面がこれになり
[04:26:45.399] ますつうことでちょっと今日はここまでに
[04:26:47.840] しようかなここまでにしようかなあ
[04:26:51.080] サウンドボリュームとかあるん
[04:26:53.680] だスクリーンあこれさスクリーンYいいね
[04:26:59.800] 下に
[04:27:02.399] 下ろすこんなゲームですわかりましたか
[04:27:06.040] こんなゲームです分かりましたおもろい
[04:27:08.520] だろこれこれおもろいよねこれまたやり
[04:27:11.520] ますんで
[04:27:13.080] いやいい
[04:27:14.159] ゲームいいゲームでしたこれ日本で
[04:27:18.000] 3000本しか売れてないんだよ3000
[04:27:20.560] 本しか出回ってないのに中古で2000円
[04:27:23.119] だった普通もっとめちゃめちゃ高いはずな
[04:27:26.560] のにえなんかねこれねなんでなんだろうな
[04:27:31.199] なんかね何か鉄を誓い合い勝ちおった勝つ
[04:27:35.840] とんや
[04:27:37.199] それなんや
[04:27:39.239] それを
[04:27:41.119] 勝ち
[04:27:43.920] ずっといやすごすぎるだろとか鉄をで海文
[04:27:49.159] 作るやついねえ
[04:27:50.680] だろ素晴らしいゲームでし
[04:27:53.159] た幸福操作感でもね最近じわじわと値段
[04:27:58.279] 上がってきてますとかやってたかなあの
[04:28:00.920] じわじわと値段上がってきてます
[04:28:04.680] 最近裏が裏ジケもいいしね裏ジケもいいよ
[04:28:09.680] ねこれ
[04:28:13.199] いやいいゲームだこれ楽しみだ続きやん
[04:28:16.560] のおもろいだろこれおもろいしょこれあの
[04:28:21.520] ここ説明書もさこんなんなってさこの10
[04:28:25.439] 人全部乗ってるんだよおもろいよね
[04:28:28.479] これめっちゃおもろいぜマジでこれいい
[04:28:31.479] ゲームだと思うわ今日何人行った今日何人
[04:28:35.640] 行ったっけちょっと待って見てみるか
[04:28:37.399] プレステ2も最近数減ってるからプレステ
[04:28:39.920] 2も最近動くやつ高いもんね
[04:28:42.600] 動くプレステ2普通に1万ぐらいするしね
[04:28:46.040] 高いよねマジでちょっとそれだけ見よっか
[04:28:48.439] 最後え次ちょっとどこ行くかちょっと見
[04:28:51.159] たいな裏そうなんだそうこれの俺のあのW
[04:28:55.239] チマゲームWのトップページのあのバナー
[04:28:58.399] はこのこれUKさんが作ってくれた俺俺
[04:29:01.279] バージョンのこのジャケットのあれなんだ
[04:29:03.800] よ
[04:29:09.000] なチャマゲームWね
[04:29:12.720] URL省略あのポリゴンやねあれすごいよ
[04:29:16.840] ね今日で33人33人がオンラインなだけ
[04:29:21.239] で多分実際にやったのは10人ぐらいじゃ
[04:29:23.359] ない多分10人ぐらいだと思う実際にあの
[04:29:25.760] プレイしたのは起こしただけだからこれえ
[04:29:29.080] ちょっと
[04:29:33.720] さ多分これ100人プレイしなくても多分
[04:29:37.239] ねあのエンディングは行くのよ
[04:29:42.800] は行くのよエンディングはあトップペじゃ
[04:29:45.319] なかったこれURL
[04:29:47.560] 省略エンディングは行くんだけど
[04:29:50.680] エンディングは行くんだけど多分そのどこ
[04:29:54.159] までやるか本当自分次第だよこれめっちゃ
[04:29:56.520] 気になるもんボブ
[04:29:58.520] つみボブボブつみってどこにいるのこれ
[04:30:03.159] やりてんだけどこれボブ絶対おもろいやん
[04:30:06.600] 全部やってほしいやってもいいよなマジで
[04:30:12.279] かとプレイしたら楽しいゲームやがいまい
[04:30:15.880] 地名度が低いやつは多分今やね
[04:30:20.840] びっくり次誰から行くやる時これ私も
[04:30:24.279] 欲しいもんこれ今のうち買っといたかいよ
[04:30:26.880] 3000本しかない
[04:30:29.800] からす俺ひちゃん行こうかなと思ってんだ
[04:30:32.800] よなひちゃんにいい感ぶっこんで幸せに
[04:30:37.760] 終わる幸せに終わりたいひちゃん
[04:30:42.319] まいいやちょっとまたやりましょうか次ね
[04:30:44.920] いやれたいいゲームだ作り込みすごいこれ
[04:30:48.359] すごいよねだ全部が全部だからからまり
[04:30:51.319] あってこのオープニング画面いいねいい1
[04:30:56.319] 日だったこれ良かったなまそんな感じで
[04:30:59.439] またやりましょうあざますいいゲーム
[04:31:03.920] だこプレステ2はさプレステ2はこういう
[04:31:07.760] 謎ゲーが今正直こんなゲーム作れない
[04:31:11.239] じゃん売れない
[04:31:13.359] の考えずに作ったんだろうね
[04:31:18.920] パパパパパパパパパパお金のこと全く考え
[04:31:21.119] ずに作ったんだろうなこんなの幸せ100
[04:31:24.600] 人丸ボタン
[04:31:26.000] 次第いいのよねマジで
[04:31:29.840] おもろい幸福作ヒューマンスクランブル
[04:31:33.399] いいですねこれマジでいいゲームだ面白い
[04:31:36.840] 感じでまたちょっと続きやりますわこんな
[04:31:38.760] 感じで今日はちょっと気分がいいから
[04:31:44.000] 誰かやってますかね幸福作感やってるやつ
[04:31:46.720] いねえ
[04:31:47.520] の幸福作感お疲れ様でしたお疲れさん
[04:31:51.199] ありがとうねハートたくさん出てるハート
[04:31:53.479] たくさん出てます今ハートたくさん出て
[04:31:55.840] ますお疲れさんありがとうねまたみんな
[04:31:58.279] ちょっとこれ続きやるから見に来
[04:32:03.439] て誰か配信やってますか
[04:32:06.319] ねえガンバルタロはもう終わるそろそろ
[04:32:12.119] おつおつみチーコ何そみ
[04:32:15.359] チーコみチーコておれ感覚があったから
[04:32:20.319] さお疲れお疲れおつおつんまげ
[04:32:30.600] ありがとうお
[04:32:32.399] 手まお
[04:32:34.319] 手ま全然知らねああお手まてあのそういう
[04:32:39.080] ことね
[04:32:42.080] 頑張る太郎に行く
[04:32:45.399] か俺は頑張る太郎なんちゃらかんちゃら
[04:32:50.960] なんお疲れ様でした疲れちゃありがとね
[04:32:55.080] こんな感じでじゃ今日はちゃ終わるだろ
[04:33:01.319] パズルゲームじゃないのにコメントして
[04:33:03.720] 珍しいなと思っ
[04:33:05.799] たありがとうまたねお疲れね
[04:33:12.039] お疲れ様でしたなほらなありがとなお疲れ
[04:33:14.920] またねまた続きやりますはいおく
[04:33:29.080] なさいあるちゃもう多分終わるよね
[04:33:33.119] もういやおれやっぱプレ2のこういうわけ
[04:33:36.639] わかんねえゲームはいいよねおつね
