[00:00:00.199] ちゃまぷんちゃにめ
[05:12:12.200] ?むずい。無理、むずい。むずむむずい
[05:12:14.920] むずい。むずいむず。え、てて。あれ?
[05:12:18.718] 違う。
[05:12:23.080] てんてんてんてんてんてんてんてんてんててててんてんてん
[05:12:24.080] なんだよ。間違ってねえだろ
[05:12:27.840] 。オケ
[05:12:31.798] 。あともうちょっと。あともうちょっとで
[05:12:34.840] 気力が1アップする
[05:12:42.040] 。いいですな。あ、これ気力の絶対これ
[05:12:48.000] でしょ。
[05:12:50.000] 絶対これでしょ
[05:12:54.240] 。ん、若干取れてる。いや、これだよな、
[05:12:58.000] 多分な。あ、違うか。なんか違ったな
[05:13:05.840] 。うん。若干ずれてるな。この先でしょ
[05:13:10.520] 、これ
[05:13:15.040] 。あ、ちげ。ああ、多分なんか見たこと
[05:13:18.120] ねえのあるんだ
[05:13:19.600] 。ま、いっか1
[05:13:24.160] 回1回回こみるか
[05:13:29.240] 。いや、なんかあったね、ここ1番最初
[05:13:32.400] なんか懐かしいな、ここ
[05:13:34.958] 。ここへ懐かしいね、ここね
[05:13:38.638] 。だいぶ無惨なことになってるけど、
[05:13:58.040] ここなんだ
[05:14:01.718] ?ああ
[05:14:03.840] 。ああ
[05:14:07.680] 。別にいらないか、これは
[05:14:20.400] 。あ、やるやん。あ、こんなとこにあるん
[05:14:23.958] だ。
[05:14:38.360] うん。いいね
[05:14:40.600] 。あと1個。あと1個です。あと1個やっ
[05:14:45.280] たら息のターンに戻ろうかな
[05:14:56.240] 。あれ?何もないな
[05:14:59.480] 。何もないね。ここか。ああ、多分ここの
[05:15:05.200] ここなんだろうな。ここやってからなん
[05:15:07.440] だろうな。ま、1回行ってみっか。
[05:15:42.200] この辺なんか全然探索しないもんな。ああ、もうこいるなあ。
[05:16:03.520] 行く。邪魔だから引いちゃうよ。
[05:16:26.558] おら、おら、おら。邪魔だよ。
[05:16:28.160] やべ、めっちゃ気使うね、これ。めっちゃ気力使う。もうちょっと相手だるわ。誰?誰?ごめん。おい、
[05:16:40.840] ちょっと相手すんのはだる。多分あそこだな。あそこにあるね。多分ね。敵多いな。こう見るとね、めっちゃいるよ。
[05:17:01.480] こちらの精鋭をけ。ちゃん、これが気力の回復えぐいから。いや、下手くそ。もうやってんだよ。
[05:17:33.120] 待て。ちょっと
[05:17:35.798] バカど。
[05:17:40.240] この辺の敵はちょっと強えな。
[05:17:44.120] おめ。うぜえぞ。さっきから
[05:17:54.160] それ。うわ。
[05:17:57.638] 強いじゃん。敵なんか。
[05:18:00.520] 敵なんか強くね?
[05:18:06.320] あんなお前ちょっと強えじゃねえかよ。
[05:18:13.330] [拍手]
[05:18:21.920] うぜえ。
[05:18:30.280] あ、ダメージめっちゃ食らっちったじゃねえか。たまにミスるんよな。一気打ちも慣れてきたと思ったけど。
[05:19:12.400] あ、蒙古の拠点じゃねえの、ここ。あ、蒙古の拠点じゃないんだ。むずむず。
[05:19:13.680] トントントン
[05:19:21.600] てんてんてんてんてんてんてんいやむず
[05:19:23.200] むずむずむずむずむずこれ難しいです
[05:19:26.638] よ。三角か最後間違えた
[05:19:31.680] 。
[05:19:35.920] おいしょ。よしよしよしよし。いいね
[05:19:40.360] 。これはいいですよ。ぐーぐブー。
[05:19:48.958] お、うん。あざす。これはいいですね。気力が上がるのは
[05:19:49.958] 1
[05:19:54.200] 番いいんだが。ああ、もう4
[05:19:55.360] 時半か早えな。
[05:20:09.040] 何やってんだ
[05:20:27.520] ?よし。
[05:20:34.520] したら変えるか。行くか。こっち
[05:20:46.718] 。それかえっと誰だっけ
[05:20:52.520] ?それ
[05:20:56.000] かうーん。行くかだよな
[05:21:00.240] 。これかこっち行くかだよな
[05:21:04.240] 。どっち行こっかな
[05:21:08.440] 。うん。ちょっと石川行こうかな。近いし
[05:21:13.040] 。今日石川やるか
[05:21:18.558] 。割とありだよね。
[05:21:43.350] [音楽]
[05:21:45.040] これ渡れない?これ少し疲れたか。
[05:21:58.958] あ、意外と深いか、これ
[05:22:15.840] 。何?ここ何?何こ
[05:22:21.120] ?お、なんだこれ?
[05:22:25.878] え、何これ?え、何もねえの?こんな何か
[05:22:30.160] ありなのに
[05:22:36.718] 。いや、もういいや。ちょっと相手にして
[05:22:39.320] たらもうちょっと終わんね。
[05:23:08.160] お
[05:23:12.920] 、あれは何だ
[05:23:18.280] 蒙古の小税皆殺しだ。犯人は丸焼けだ。ヒアを使ったな。
[05:23:26.480] うん。石川か。
[05:23:30.520] 背をられておる。今日疲れたのか。
[05:24:10.320] 何調べる
[05:24:12.200] ?あ
[05:24:15.080] 、いや、2車ってどれ?これ。蒙この2車
[05:24:21.480] を調べる。これしかないねえ
[05:24:26.280] 。なん、どれ調べりゃいいの
[05:24:33.040] ?これ結構苦手なんだよな、俺。この
[05:24:36.878] ゲームのこのさ、何々を調べろみたいなさ
[05:24:39.440] 、どれよ
[05:24:46.320] 。何も調べらんなくねえか
[05:24:56.718] 。ん、何
[05:25:00.440] ?どれを調べるか出してや。
[05:25:17.200] え、何もないやん
[05:25:20.400] 。もうちょっと離れるとこっち行けって
[05:25:23.120] 言われるし。あ、なかった
[05:25:25.920] 。いや、ないね
[05:25:31.040] 。2車を調べろって。これ車ってこれこな
[05:25:36.040] の陛下犯人をもだそらく集団それ
[05:25:37.290] [拍手]
[05:25:40.280] 先生ならば話は別だが
[05:25:43.400] ああ誰
[05:25:45.760] ごをいたしました
[05:25:47.400] 松誰だよ俺に忍びよるのは進めんぞ
[05:25:51.798] ま
[05:25:52.240] ここの蒙こを殺したもののお仲間かとその方は侍で年置いた
[05:25:57.920] 石川先生やないか
[05:25:59.558] 石川先生だどこにおる
[05:26:02.600] 確か1日か2日で我が家に戻るはずです。
[05:26:07.120] そなたの家に
[05:26:09.040] 飯もありますので何の御用か存じませんが火球のご様子でした。えの足取りがつめたのか。家はどこだ?
[05:26:24.120] この近く。時に吹くのでまず私の罠を調べそれからお連れします。
[05:26:31.240] よし共に行こう。
[05:26:33.080] 名はなんと松と申します。
[05:26:41.480] 育あば浮きよさ。ちょっと眠たくなってきた感じもしますけど、まだやります。やりたいの。
[05:26:52.958] 先生から何か聞いたのか?
[05:26:55.000] いいえ、何も無口なお方なので。
[05:26:59.000] 相変わらずか。
[05:27:00.680] ゴーゴー。
[05:27:03.638] まさかお侍いにお会いできるなんて。
[05:27:06.320] 戦は思わぬ縁を生むな。
[05:27:08.558] これを気に是非ともお伺いしたいことが
[05:27:11.958] 申しろ。
[05:27:13.760] 人の生しにを左右できるお力を得られて
[05:27:21.280] なんか離れすぎじゃなか。
[05:27:23.000] まさかお侍いにお会いできるなんて。
[05:27:26.400] 戦は思わぬ縁を生むな。
[05:27:27.878] これを気に是非ともお伺いしたいことが
[05:27:31.280] 申しろ。
[05:27:33.080] 人の生しにを左右できるお力を得られてどのようなご気分?
[05:27:39.000] え、しに左右思い責跡が伴。
[05:27:43.638] が伴う貴かにお楽しみでは?
[05:27:45.920] お、何言ってんのお前?
[05:27:47.000] 俺が化け物ならばな。
[05:27:49.200] それは意外なお答えでした。
[05:27:50.880] [音楽]
[05:27:52.080] お前俺が化け物って聞いてんのかよ。
[05:27:53.638] 私の罠です。すぐに調べろ。
[05:27:56.080] 先生が立ってしまう。
[05:27:59.400] ああ、だ。仕掛け直します。
[05:28:02.878] そなた狩をしてはどうだ?
[05:28:04.520] あ、狩だなんて私にはとても。
[05:28:08.360] では餌を変えてみろ。
[05:28:10.480] そのつもりはありません。
[05:28:12.240] 餌は何だ?獲物をその気にさせるだけ。
[05:28:16.120] それは愉快。男でも剣気か。
[05:28:21.480] 次を見に行きましょう。
[05:28:27.160] 北の暮らしは辛そうだな。
[05:28:29.400] どこも同じ。私は南から逃れてきました。
[05:28:33.200] 連れは
[05:28:35.958] 父も母も幼い頃に以来1
[05:28:37.120] 人で生きています。あなたは立派な大生まれでしょう。
[05:28:41.160] 志村殿の追いだ。
[05:28:42.798] シ村?まさかあなたが噂のクロードでも物の毛のごき背の竹だったはず。
[05:28:55.280] うまく化けられてる。
[05:28:56.200] そういう話もあるが物の挙は人に化けて里に降りるとも聞くぞ。
[05:29:00.558] そんなものがいるわけないじゃないですか。でしょ。それに男前は人と決まってます。
[05:29:08.718] なるほどな。うまく化けられたようだ。
[05:29:21.040] あん。
[05:29:22.120] 獲物が取られる。追い払ってください。
[05:29:24.558] 早く任せろ。
[05:29:25.600] お、任せろ、任せろ、任せろ。いいよ。
[05:29:27.878] 植えておるな。いいよ。
[05:29:30.600] お主。あ、敵じゃないんか。
[05:29:33.558] どうか見逃してください。人の獲物だろ。
[05:29:36.080] お許しよう。じくてついもう何日も木の川しか食っとら。
[05:29:41.600] え、
[05:29:43.520] 持っていけ。なんで
[05:29:45.400] ありがとうございます。勝手に
[05:29:47.200] 逃したのですか?獲物まで
[05:29:49.050] [音楽]
[05:29:50.440] 植えた島民だ。敵ではない。
[05:29:52.440] 噂とは別人のようです。
[05:29:54.958] 全てが誠ではないぞ。時に空があれる。罠は残りくいくつだ?
[05:30:01.600] あと1
[05:30:02.000] つでも少し遠くに。え、俺に馬いねえんだけど。
[05:30:14.400] あ、ちょ手ばかりで失礼でしょうが。クロードと呼ばれるお気持ちは?
[05:30:30.000] うーん。ま、自ら決めた道だからな。は、自ら決めた道だ。
[05:30:34.000] 迷いや悔はありますか?
[05:30:36.480] 無論だ。だが猛を打つためならば受け入れよう。
[05:30:37.500] [音楽]
[05:30:46.520] 先生が立つ前にそなたの家へ急ぐぞ。最後の罠はもう少し先にあります。
[05:31:03.520] あれです。
[05:31:05.080] 何か取れてるかも。
[05:31:09.320] ん、取れてへんや。ああ、よかった。
[05:31:11.600] え、取れてる?取れたのだな。
[05:31:13.600] これで上地にせずに住みそうです。
[05:31:20.240] 何を見ておる?
[05:31:22.080] 本土。蒙古も戦もない。あそこなら行き直せる。
[05:31:30.160] 本土へを渡れたとしたら何をする?
[05:31:34.080] 京都で小さな宿を開きたい。
[05:31:37.958] ことでも習ってみな着物を着た人たちがとどなく泊まりに来てゲナンが金を巻き上げる。
[05:31:48.360] 京都が大騒みになるな。吹きそうだ。行こ。
[05:31:55.200] 先生がお待ちでしょうからね。
[05:32:13.600] ひどくいきました。どうか離れずに。
[05:32:16.760] それならば俺の後ろに乗ってはどうだ?
[05:32:19.680] 今なんと気にするな。急げ。
[05:32:21.680] [笑い]
[05:32:24.080] はず。なんかはずくない?今の。
[05:32:38.520] ああ、これ終わったら終わりにしとこうかな。ああ、もう外明るい。早えな。
[05:32:47.480] あれを何蒙が家の近くにぶっ殺したるわ。
[05:32:51.920] 下がれ。
[05:32:54.530] [音楽]
[05:33:15.080] え、なんで今のダめ?あ、
[05:33:23.120] バカ、バカ。
[05:33:23.920] あ、やってんだ、お前、この野郎。
[05:33:36.510] [音楽]
[05:33:42.200] 皆が噂したがるはずですね。
[05:33:44.320] 家はどこだ?この近くさ。
[05:33:54.180] [音楽]
[05:34:37.400] ここです。お入りください。
[05:34:47.040] お優しい方だと思いましたが、先の戦いではまるで
[05:34:51.680] 島のためなら鬼にもなろう。
[05:34:55.400] 私たちは辛い過去を背負い、心に闇を抱えています。そうでなければ生きられない。
