[00:00:14.599] どりゃ
[03:35:16.800] 頭には浮かんでんだよ笑笑笑笑
[03:35:22.560] 笑笑でき
[03:35:24.600] てる
[03:35:26.279] ルンパッパあちょっとルンパッパむいな
[03:35:30.000] ルンパッパってちょっとなんか使ったち
[03:35:34.160] えっとねえっとね表現するってなるとむず
[03:35:38.120] いブ
[03:35:40.520] かえどうやべえちょっと出てこないなル
[03:35:44.640] パパ分かるよなんとなくねなんとなく像が
[03:35:47.560] あるのよなんか像があるの頭に頭にね像が
[03:35:51.680] あるんだけどなんかそれをこう形に整えの
[03:35:54.560] がなんかべべべーみたいななんかなんか
[03:35:59.479] なんかそのなんかビヨンビヨンみたいな
[03:36:01.120] 感じのビヨンビヨン系ねビヨンビヨン系
[03:36:03.279] ちょっと聞いてごめんごめ聞かせて
[03:36:07.640] あこれだわそうだこれ1個また勉強ですね
[03:36:13.920] 近いこれビンビン
[03:36:16.880] ビオンビオン系ちょルンパッむずかったね
[03:36:19.359] カカカめちゃ悔しそう悔しいめっちゃ
[03:36:21.760] 悔しいのポケモンで嫌というほど聞くああ
[03:36:25.560] そうなん
[03:36:27.880] だ
[03:36:29.800] 悔しいなんかあのなんかねあの
[03:36:34.359] ねこれこれれこれれこれれミラーボの
[03:36:37.359] 手持ち5匹るパッパだから笑ノワール
[03:36:47.000] ヨノワールむいか
[03:36:50.880] もあごめんヨノワールちょや抜けてんな
[03:36:55.160] その辺でやべえ
[03:36:58.880] わ4R若い子たちの攻撃辛そうあのねそう
[03:37:03.840] ここの辺あのあのねそのカブトあのカブト
[03:37:08.640] は簡単だよあのたぞ今あのちゃうあのね
[03:37:12.880] このなんだっけダイヤモンドパールまでっ
[03:37:14.760] て言ったけどこのさ
[03:37:23.800] ただLはできますはき
[03:37:28.479] ます
[03:37:35.160] はは分かる
[03:37:38.160] ね聞きたいやわからね
[03:37:41.720] 正直ないたない
[03:37:45.800] スーリーでも出てこないじゃんこの辺の
[03:37:47.520] ポケモンて自分で捕まえなきゃ出てこない
[03:37:50.080] んだよだからね鳴き声が頭にインプットさ
[03:37:51.880] れて
[03:37:53.479] ないあわかるわこれ
[03:37:57.920] だめこれだわ聞いたことあっ
[03:38:01.199] た聞いたことあったおおおこれだわもう
[03:38:07.439] インプットされましたもうインプットされ
[03:38:09.720] た
[03:38:12.080] おあったわ
[03:38:15.840] このオがねオンがもうあった
[03:38:20.920] わ
[03:38:23.120] ロトムあもわかんない
[03:38:26.359] わロトなんかもう電気なんじゃない音
[03:38:28.960] なんかベレベレベレベレベレベレベレ
[03:38:31.040] みたいななんかこれも口口車難しいと思う
[03:38:34.000] ちょっと待っ
[03:38:34.920] てああこれだ
[03:38:38.160] わこれ口ちゃむいわルンパパなんか可愛い
[03:38:43.239] ペケペケペケペケペケペケみたいな
[03:38:47.199] いやちょっとむずいななんか難しいとこ
[03:38:49.399] 出してくるねみんななんか俺のなんか穴を
[03:38:52.359] つくようになってきた
[03:38:54.319] ね派みんなホテ
[03:38:58.760] ははいよろしく
[03:39:01.800] で笑笑難しい
[03:39:05.720] なあはいよろしくはいよろしく笑笑笑笑
[03:39:09.960] はかるけどね笑笑そりまち
[03:39:12.840] はなんでそうやっていやもうやめてよ
[03:39:17.479] いじめないでよもうそりまちでもうやめて
[03:39:21.720] やめて北斗は北たはあたちあちちっちゃい
[03:39:25.840] ねうちの賢なんてもっとちっちゃいんだよ
[03:39:29.600] ねこれこれ北たらうさ泣き声笑笑あ全然
[03:39:35.199] 知らない誰ビクティニ行っ
[03:39:37.840] てお腹空い
[03:39:41.439] たこの辺も行けますよ多分俺
[03:39:46.279] ねやっぱねなんか頭残りやすいのってこの
[03:39:49.279] 辺なのよ
[03:39:51.080] けこれ残りやすいそんな量出してたら腹も
[03:39:55.439] 減るつい
[03:39:58.640] たポリゴンにポリゴン2は
[03:40:10.319] えポリゴン2ちょっとやばいちょっと出て
[03:40:14.479] こねえな
[03:40:16.319] いやこれ絶対悔しいこれ絶対悔しい聞い
[03:40:19.000] たら聞きたくないえポリゴン21じゃだめ
[03:40:23.040] 1だったらもうすぐ出るよなんかちょっと
[03:40:26.920] 難しい気がすんな2ってなんかちょっと
[03:40:30.199] なんかさスマートな音だよね
[03:40:33.920] なんか1回じワワワができるよっての
[03:40:36.920] みんなに知っててほしいちょっとワンが
[03:40:38.439] できるよってのを知って
[03:40:44.239] ほしいはできますはい1はできるんだよあ
[03:40:47.600] 分かった2思い出したはい完全に思い出し
[03:40:49.720] ましたはい残念僕の勝ちです思い出しまし
[03:40:52.080] た2思い出したポリゴン2思い出したよ
[03:40:54.720] よいよいよいよいちょ待ってちょっとちょ
[03:40:57.840] もう止まれ止ま止まってくれポリゴン2は
[03:41:02.479] ポリゴン2ってどこにいたっけこのこの
[03:41:04.439] 世代だよなポリゴン2はポリゴン2
[03:41:07.439] ねだ勝ち負けてはい神はい俺の勝ちはい俺
[03:41:11.279] の勝ちはい俺の勝ちポリゴンから始まって
[03:41:15.439] だおお笑笑思い出しましも抜けてそうキコ
[03:41:20.840] なんてめっちゃ簡単だろキコなんて
[03:41:25.159] ちょっともうこのさ鳴き声が短すぎて
[03:41:27.319] どんどんどんどん次のあれに行っ
[03:41:31.040] ちゃう
[03:41:32.720] キコキコキコキコねキコていった今キンい
[03:41:37.560] た
[03:41:39.080] キコキコキコはえっとね
[03:41:46.800] はい勝ちはいはいはい勝ちはい勝ちはい
[03:41:48.399] 勝ちはい
[03:41:52.560] 勝ち負けまし
[03:41:55.399] たもう雑談の曲やめて裏でずっとこの
[03:41:58.920] チャンネル流そうパピッピが1番可愛いな
[03:42:04.040] ピッピーピッピーねピッピは
[03:42:09.520] はいはいピッピはもうピッピですギエピー
[03:42:13.000] じゃないのピッピとピーピーとペラップは
[03:42:16.840] 自分で言ってるペラップもペラップって
[03:42:18.880] 言ってるから
[03:42:19.880] ねペラップの鳴き声もペラップペララ無理
[03:42:24.560] コドラコドラ行けるだろコドラ行けるだろ
[03:42:28.600] 別
[03:42:29.560] にコドラ
[03:42:33.199] ね
[03:42:34.880] ちょっとこ止まんねえんだよ
[03:42:38.439] コドラあコドラかむずとこ行ったらココ
[03:42:42.000] ドラじゃないんだ
[03:42:45.399] ドラでコドラは分かるよコドラ
[03:42:49.880] はコドラは分かるんすよコドラねむずい
[03:42:53.760] とこ行った
[03:42:56.520] などだどうどういう曲だっけって俺曲とし
[03:43:02.000] て捉えてるかもこれ
[03:43:04.120] 短い
[03:43:07.319] 笑笑ああちょっとわかんないいやこれ
[03:43:10.640] やべえちょっとわかんねえ
[03:43:13.359] なボスゴードは
[03:43:16.439] ロレこれこれはこれねうん
[03:43:25.520] コドラ
[03:43:27.560] ああうそうだこんな特徴的なのにこんな
[03:43:33.680] 特徴的なのに敗北だねこれは敗北です北味
[03:43:39.720] これは敗北のこれ悔しいな敗北したねこれ
[03:43:44.319] 悔しいねこんな特徴的なの言えないのは
[03:43:46.760] 敗北だわこれは
[03:43:51.199] ロこれは悔しいなわ行けたよこれ絶対行け
[03:43:57.000] た行けてた全然敗北の味おいしいいや
[03:44:02.080] 悔しい行けてたなあコタやっていい
[03:44:11.760] コタコータスほんま好き好きすぎる
[03:44:15.600] に過ぎお前はなんと戦ってるんだダブル
[03:44:20.600] マタドガス
[03:44:27.640] ダブルマタドガスね
[03:44:30.159] マタドガスマタドガス分かるよマタドガス
[03:44:33.319] も分かる
[03:44:35.279] よマタドガスはちょっと
[03:44:38.600] 待っこれさもも武蔵のマタドガス今降りと
[03:44:44.000] 顔したマドスって初代今おり今降りてきた
[03:44:48.319] ねマドガスはね
[03:44:50.600] まこれちょダリーなこのなんか
[03:44:56.920] もっとまどが
[03:45:01.880] するあれマチドガスってどこ
[03:45:08.159] だあれあいたマタドガスはガガン
[03:45:16.439] なんかもうなんか謎にクソめんだけど全然
[03:45:21.279] 開かなくなっしまった鳴き声が
[03:45:24.399] えゴガゴガおんだあだめだなんかもう
[03:45:28.319] なんかかつてないなんかこのこのなんだっ
[03:45:31.680] けこのあこれねうん俺の勝ちねあの勝つて
[03:45:38.199] ないこのチャンネルのなんか回線が重く
[03:45:41.600] なりすぎたでアクセス集中してる
[03:45:46.239] アセス集中してるなあかつてないだろうな
[03:45:49.600] このチャンネルがこんな
[03:45:53.560] にちかもう待って待ってもう2時半じゃ
[03:45:57.399] ねえか寝るぞ俺もうなんで俺2時半まで
[03:45:59.800] やってんだよこんな
[03:46:01.800] ことちょっとでもまあちょっとでも分かる
[03:46:05.239] ででもすごくないだそのいやなんかそのこ
[03:46:08.359] マタドガスとかこれやってて気持ちいいの
[03:46:11.399] がねまたのガスとかそういうのはなんか
[03:46:14.279] いいのよなんかそユレイドルとかさシビと
[03:46:17.600] か当てた時の爽快感半端ないからね言っ
[03:46:19.800] とく
[03:46:20.560] けどユレドルって言われてパーンはい
[03:46:23.720] わかりましたの時の切り悪いから3時まで
[03:46:26.840] やだよ寝るもう寝る寝るよもうだめだめ寝
[03:46:30.479] ますからね
[03:46:31.600] 私最後にもう1回ユレイドル聞いとく
[03:46:37.000] 今国今国ってなく
[03:46:41.159] ペレペレあの今国のBGMな分かるよあの
[03:46:43.960] ポケモンギアカードGB
[03:46:50.199] のあれも神玉だから
[03:46:56.359] なま出題がうまいわ
[03:47:00.239] あのいこは出題がうまいわユレドルって
[03:47:04.199] いうよく友達と鳴き声ものまねクイズし
[03:47:07.920] てる俺俺も無敵やんそんなになれるこドね
[03:47:13.199] 可愛い笑笑
[03:47:20.920] わうますぎるな俺笑笑いこと勝負して
[03:47:25.800] ほしいうまちょっとディスコ入ってきて
[03:47:27.640] やろうぜ今度じゃこんなポケモンおるんか
[03:47:30.279] じゃリスナーのすごいのよドル
[03:47:33.399] めちゃくちゃ卑猥に見えるあのリスナー
[03:47:36.520] 対抗でやるべリスナー対抗で笑
[03:47:40.040] なおめえらのおめえらのなんかそのじゃ
[03:47:43.720] おめえらの音声で俺が当てるおめえらの
[03:47:48.600] 音声で俺が当てるあうん対抗っ
[03:47:54.080] てるわワワ何これ交代
[03:47:58.120] で交代
[03:48:01.920] で
[03:48:05.399] ワようこんな俺だってこんなだって
[03:48:08.040] ユレイドルの泣き声って言われたって多分
[03:48:10.080] 生まれてからまだ5回ぐらいしか聞いた
[03:48:12.040] ことないよ出てくんだから邪魔ゲームすご
[03:48:15.040] いっすよこのもうそなんかもう幼少期に
[03:48:17.520] そこに容量をから出てきたよこれはルビ
[03:48:20.439] サファだねルビサファでストーリーで言っ
[03:48:23.640] たらもうでもやっぱダゴダゴが出すから
[03:48:26.720] 覚えてんだよなダゴが出すから覚えてる
[03:48:29.279] やっぱりチャンピオンのポケモンとか
[03:48:30.800] 覚えるよななんかなやっぱこの辺はねダゴ
[03:48:34.600] うんダゴがやっぱまそんな感じです寝ます
[03:48:39.120] わもううんこんな
[03:48:40.920] 感じごめんねなんか途中から全然ゲーム完
[03:48:43.800] てけなくなっちゃてね
[03:48:47.120] まあ感じでございます楽しかったす
[03:48:50.600] ありがとうございましたこれってまた
[03:48:53.080] ポケモンやるお疲れ様でしたやるとしても
[03:48:57.720] やっぱ人生プレーだね人生プレイだね
[03:49:01.319] やっぱつねありがとうねみなねうんルビ
[03:49:04.560] 人生プレイうんドラクエいや8だ
[03:49:08.560] なドラクエさドラクエ
[03:49:13.720] さ
[03:49:16.159] きつい7きついや8だな次の8かなえ7が
