[00:00:09.599] ググググググ
[04:32:45.560] 初期値高いしね78ちょこれ行こうなんか
[04:32:48.720] ハートフルなキャラだと思うわ違うかな
[04:32:52.820] [音楽]
[04:33:20.799] これやったんだ
[04:33:25.320] よキったまかちゃんすぎる
[04:33:34.879] だろいい顔してん
[04:33:39.039] なやべえよ何もねえよ俺
[04:33:46.439] おいしい煮物作り
[04:33:55.680] そううちの家族はちゃんとして
[04:33:58.760] ない母親として妻として家族にちゃんと
[04:34:03.160] 生活させないと何このゲーム笑こんばんは
[04:34:08.480] 49の女性工現場監督尊敬するわよし
[04:34:13.879] 頑張る
[04:34:15.760] ぞ49の女性現場監督やばい何このゲーム
[04:34:20.520] ねそれ一番1番難しいコメントだ
[04:34:25.400] わ何このゲームそうなんだそうだよなそう
[04:34:30.160] 思うよ
[04:34:32.600] な人間観察ゲームです
[04:34:42.561] よいっぱいハート出せ
[04:34:46.160] よ
[04:34:52.090] [音楽]
[04:34:55.959] モニタリングもしも次回以降やるならさ
[04:34:59.000] さん自体はハート出さないですがやっとい
[04:35:01.879] てそはかったはずですねサハはハート出さ
[04:35:05.480] ないん
[04:35:09.760] だご飯の時間
[04:35:12.600] 人間観察が一番面白いんだからそうねこれ
[04:35:17.039] はなんていうのかな俺は何もしてないのよ
[04:35:20.920] 何もしてなく
[04:35:22.920] てこの町にはね100人人が住んでるんだ
[04:35:26.680] けどこの人たちを幸せにするというゲーム
[04:35:30.480] なんすよこれほらなんかこうご飯食べるぞ
[04:35:33.119] わーいとかでハートが出るんだよねハート
[04:35:36.639] を
[04:35:37.520] こうハートをこうなんて言うのかなうまい
[04:35:41.959] ことみんなにぶ奪ったり奪わなかったりし
[04:35:45.600] てこううまいことみんなに分配するって
[04:35:49.520] いう説明がむず
[04:35:59.240] い母ちゃん手伝うよああ立悪いね2人で
[04:36:04.359] やれば早く終わるでしょ優しい息子じゃん
[04:36:07.320] いいじゃん
[04:36:13.920] 早く終わってよかったねさては女の仕事が
[04:36:17.320] 得意だねバカ今女の仕事じゃないだろ別に
[04:36:21.080] これ今だったら炎上するな今だったら炎上
[04:36:23.959] しますよ食器洗イコール女の仕事ってんな
[04:36:27.240] お前今はそんなことないよ笑笑今は男も
[04:36:30.920] やりますからね誰がやったっていいです
[04:36:32.920] からね食器洗なんて
[04:36:35.000] 笑笑リスクヘッジ炎上回避しました
[04:36:41.799] ない
[04:36:45.320] な女の
[04:36:50.080] 仕事食器洗いは女の
[04:36:57.639] 仕事エースも言ってるわ
[04:37:01.279] 笑笑エースも言って
[04:37:03.639] ます今は自動戦場着替やる女性の仕事だよ
[04:37:08.039] もっと炎上ごめんなさいうえなのでささん
[04:37:11.920] かエミリ
[04:37:12.879] のます
[04:37:15.400] シャンクスつけてて笑う
[04:37:21.400] 笑わわわあわあ男の仕事だ今度
[04:37:27.039] は女の仕事の次は男の仕事だ今度はすげえ
[04:37:31.520] ボンタン履いて工事現場行くんだすごい
[04:37:34.760] お母さんだ
[04:37:36.840] なすごいお母さんだ
[04:37:39.959] よかっけかっこいい
[04:37:43.920] ねうわお母さん働く
[04:37:48.680] なあプルプル
[04:37:52.080] プププああ賑やかになってきましたねこの
[04:37:55.160] 街も
[04:38:01.840] ね行き
[04:38:07.840] ましょう女の仕事男の仕事ないですから今
[04:38:11.080] はね誰がやってもいいんです
[04:38:26.080] から次は工事現場行くんだって働くね
[04:38:29.959] お母さん
[04:38:35.240] ね49だよ
[04:38:38.561] 今年じ
[04:38:42.639] あなんか飲んでるここあれババ君が働い
[04:38:45.561] てるとこだよ
[04:38:50.439] な
[04:38:54.400] おお行く
[04:38:56.680] ぞ
[04:38:59.799] い
[04:39:03.039] 1234
[04:39:07.320] 223さあ作業
[04:39:10.359] 開始カボか似合うななあ似合う
[04:39:16.290] [音楽]
[04:39:17.959] ね
[04:39:23.119] 集合ここの壁を壊すあ解体屋なの
[04:39:27.480] ね解体屋なんだおおおおなんだかすごい
[04:39:32.320] なんかすごいぞこいつなかなか
[04:39:36.039] ワイプの
[04:39:37.958] この素人は黙っとるみたいな顔するな
[04:39:40.920] こいつこ
[04:39:47.120] て解体の仕事って絶対大変だよ
[04:39:54.240] なすごいねお母さんこれでこの後夜ご飯作
[04:39:59.520] んでしょお家帰ってすごすぎ
[04:40:02.878] だろああだりよしここを崩すぞバカは疲れ
[04:40:09.000] ねえからいいよな危なそう危ないよねなん
[04:40:12.878] だばばこっち見やがっ
[04:40:15.718] てなんすか
[04:40:17.920] 監督仕事しの
[04:40:20.120] ボケすげえババ何しやがるすごいすごい
[04:40:24.958] すごいすごいぞ笑笑すいことになっ
[04:40:29.240] てる笑笑すごいことなってる母強し母は
[04:40:34.120] 強しねえはは強しだ
[04:40:37.160] わ現監督に笑笑すごいねでも家族がいる
[04:40:43.080] から大丈夫うわめっちゃいいお母さん
[04:40:44.878] じゃんめっちゃいいお母さんちゃんと
[04:40:47.280] ちゃんと
[04:40:48.320] ねめあえなんだあえ1人すごい速さで帰っ
[04:40:52.280] てった
[04:40:53.080] けどえ1人なんかすげえ速さで脱いで帰っ
[04:40:56.760] てったなんかあいつでいいの
[04:41:00.920] かお昼終了しました
[04:41:05.680] はえ普通に尊敬するわこいやあこすごすぎ
[04:41:09.638] マジで
[04:41:12.080] なあ子供さるのだけ早いやついるよな
[04:41:15.920] やめろそれ俺に
[04:41:17.600] 聞くその呪文は俺に聞くやめて
[04:41:22.280] くれあこ夕方
[04:41:26.280] ですあ来ましたバイト
[04:41:31.200] のおいばばあ結構ババ君にも厳しいタイプ
[04:41:34.440] ねはい監督でもババ君真面目だから今日も
[04:41:38.040] この家の体工事だ
[04:41:41.760] はいわかりましたいねえらい俺じゃ頑張っ
[04:41:45.360] て厳しいけど優しいんだよなあ監督あ給料
[04:41:49.240] の前がりキュルの前がりだな言ってたもん
[04:41:51.878] なあ後でいい
[04:41:55.320] ですなかなかいや貸してやってほしいな
[04:41:58.560] これババ君てのはめちゃめちゃ貧乏なんだ
[04:42:00.920] よなちゃま君の会社って飲み会とかないの
[04:42:05.240] うんとね年末とかはあるラストスパート
[04:42:10.400] 行くぞ
[04:42:12.360] 前は持ってやってみたいなんだけどねこの
[04:42:14.240] 中の前
[04:42:15.210] [音楽]
[04:42:18.360] は結構こいつハート出してくれていいな
[04:42:22.160] 諸星
[04:42:23.840] あこすごいよ広瀬監督がこっち見てるあ出
[04:42:27.680] た意味もなく人を褒める時間来たすごいよ
[04:42:32.680] 広瀬どうしたんですか
[04:42:34.560] 監督とにかくすごいのよそうか
[04:42:38.560] なああなんか褒めつかれた
[04:42:43.520] なんだそれ褒疲れたあ50貯まったいい感
[04:42:46.920] にするかいい感にしていいこれいい感に
[04:42:49.520] する次ハート出たらいい感にしようか監督
[04:42:53.638] に前がり頼む
[04:42:56.840] ぞお金前がりさせてくださいがしてるどう
[04:43:00.840] かお願いし
[04:43:02.360] ますば顔あげなクソかやあクソかけや明日
[04:43:07.560] 払ってやるからうわでかいでかい
[04:43:14.360] じゃあ明日も元気に来いよくそかっけ
[04:43:19.560] かっけすごい
[04:43:23.280] かっけ特大ハート笑かっこ
[04:43:27.600] いいこのハートを
[04:43:30.718] ねば頑張れよめっちゃいいじゃん
[04:43:35.080] あこ高校生で大変かもしれない
[04:43:39.000] がめっちゃいいじゃん家族は何より大だと
[04:43:42.718] この2人たまらんなはいわかりましたわ
[04:43:45.878] めっちゃいいこれねあの左のじゃ右の
[04:43:49.718] 100っていうメーターがこのあこの幸せ
[04:43:51.920] メーターでこっち側の20ってなってる
[04:43:54.840] 大きいタンクが俺俺なんてつうのかな
[04:43:57.040] オペレーターズタンクつってまちょま説明
[04:43:59.600] がちょっとめんどくせえ
[04:44:02.000] なよよいいいねあこめっちゃいいなあ一郎
[04:44:07.920] と猫あこの家の子供になればいいのに
[04:44:11.480] かっこいいしハート増えるしめっちゃ
[04:44:13.920] かっこいいわあこでこの後夜ご飯家帰って
[04:44:16.840] 夜ご飯だぞすごすぎるだろあああ原行くな
[04:44:23.360] 今めっちゃお母さん強いねこのお母さんね
[04:44:27.160] マジで
[04:44:41.638] すっげえないいキャラクターだ
[04:44:54.320] な帰ってきました
[04:45:03.040] 諸星瞬なんか
[04:45:08.520] てちょっと心配なの娘がさもうさ幸せ
[04:45:12.240] メーターが低すぎてさド漂っちゃってんだ
[04:45:14.560] よ
[04:45:20.600] ねお家ではお母さんですあんな厳しい監督
[04:45:24.840] もお家では
[04:45:31.360] お母さんなんか怪しいわああエロ本読み
[04:45:34.320] たいななんなのこのいかがわしい本
[04:45:37.520] テーブルの下に隠したやつあて
[04:45:43.878] こんな大家族のせめ家でよエロなんか隠せ
[04:45:47.000] ねってよ
[04:45:52.920] 買して帰って
[04:45:55.638] 母親の
[04:45:59.760] 具自分1人での飯すらめどくせえのに
[04:46:04.080] な自分1人で生活して何あの
[04:46:09.920] 掃除ゴミ出し無理だよな仕事してやってて
[04:46:15.680] マジで無理だと思うなんでそんなことが
[04:46:17.400] できるんだあの人た怖
[04:46:26.958] すぎる晩御飯よ集まりなさいご飯の
[04:46:32.280] 時間ご飯の時間何とか力絞って毎日やっ
[04:46:36.000] てるいや本当そうよ本当にそう
[04:46:42.520] 晩御飯がインスタントだった時とか弁当が
[04:46:45.878] 冷食多かった時とかに謝ってきたことんだ
[04:46:51.440] けど
[04:46:56.040] いハを怒るんじゃなくてうまく隠せて怒る
[04:47:00.040] あこすごいやマジあこ成人成人すぎる
[04:47:05.240] でしょみ入る
[04:47:08.160] ぞこはもうみれなんだお風呂も一緒に入る
[04:47:11.680] んだけどこ娘がなちょっと子春期だから
[04:47:14.798] 入りたくねえつってさごねんのよ絶対に
[04:47:18.360] やすごいすげえ家族だなここ本当にマジで
[04:47:23.680] なんかさテレビ局の密着ありそう本当
[04:47:27.000] にもろ星もろほしさんちのなん大家族
[04:47:31.440] みたいな俺一番嫌いなテレビだけど大家族
[04:47:34.120] のテレビが一番嫌いだ笑笑一番嫌い大家族
[04:47:40.120] ビッグダディとか石田さんちのなんとか
[04:47:42.760] みたいなめちゃくちゃ嫌いだ
[04:47:50.600] けどわかる笑ねあれ何がおもろいんだわろ
[04:47:55.360] ねなんかそさなんか子供がたくさんいて
[04:47:58.120] 大変大変もう本当にやってらんないんです
[04:48:00.798] よみたいな感じ出したけどいやお前らが
[04:48:02.400] 産んだんじゃんお前らが作ったんじゃん
[04:48:05.240] お前らが好きでんだん
[04:48:08.120] でしょこんなそんな弱吐くんじゃね思うよ
[04:48:12.718] なもう私たち大変なんですみたい
[04:48:23.000] なやることやってるくせにさて思う石田
[04:48:27.718] さんはまともだったよあすいません石田
[04:48:31.000] さん秒派がいました
[04:48:42.000] 1日嬉しい1日ねいやいい人いいお母さん
[04:48:45.958] だな用語過激
[04:48:48.080] [音楽]
[04:48:53.440] 派もし
[04:48:55.958] 終了あこの1日終了しまし
[04:48:59.718] たあかないよなないよねああなかったか
[04:49:04.520] ないやないやびっくりマークポンって出る
[04:49:06.958] かなと思って出なかったはいこんなゲーム
[04:49:10.040] です分かりましたピトちゃん分かっ
[04:49:12.718] たこんなゲーム
[04:49:16.638] ですよっしゃ今日も絶好バリバリ
[04:49:19.520] ぶっち切り幸せな1日だったわこういう
[04:49:22.360] キャラクターが100人いるんだよこう
[04:49:25.600] いうキャラクターが100人いて1人
[04:49:29.080] 固まってますからねあそっかそういうこと
[04:49:32.280] か1人まだ固まってるやつがいんのかだ
