[00:00:08.400] う、
[03:42:37.439] ?何?何?何?何?何?何?
[03:42:45.080] え、何?何?なん?ルーラーできなくなっ
[03:42:47.040] ちゃった。で、
[03:42:54.720] どういうこと?
[03:43:09.279] なんかルーラできなくなったんだけど。
[03:43:15.559] [音楽]
[03:43:16.800] あ、なるほど。このこのイベントね。このイベントを見なきゃダメてこと
[03:43:19.920] の仕方すんなよってこと。
[03:43:22.764] [笑い]
[03:43:23.359] ちゃんとこのイベント見ていけってことね。何なんださっきからこの
[03:43:28.004] [音楽]
[03:43:31.000] GG。とは連れ去られた資彩殿のことじゃ。彼はでええ勇者の伝子を守る立派な人じゃった。
[03:43:43.279] だが早くに妻をなくし、後次として期待し
[03:43:46.000] ていた1人息子は家を飛び出してしまった
[03:43:48.279] 。息子はドムローラーで商人になった。だ
[03:43:51.399] が魔物に改められてドムドーナの住人は
[03:43:54.720] 皆殺しにされて[音楽]しまったんじゃ。
[03:43:59.040] その知らせを受けた時彩とのがどんなに形
[03:44:01.920] だかとても片言葉にはできんの。
[03:44:06.399] しぼん[音楽]
[03:44:08.359] ガビーン。
[03:44:10.680] 魔物は息子の敵じゃ。
[03:44:12.960] 殿のは絶対口終わらんじゃろ。きっとこされてしまう。そなたを見込んで頼む。どかしサイドの我が毛を救ってくだされ。いいだろう。片けない。しょうがねえなあ。いいね。おもろくなってきた。
[03:44:35.600] え、ブンブンブンブンブンブンブンブンブンブンブンバンバンたら
[03:44:53.840] こっち行くか。ここなここなんかめんど
[03:44:56.479] くさそうな地形だな。ここ行ってみようぜ
[03:44:59.720] 。
[03:45:01.439] で、今日1時までだから、そうついたら
[03:45:03.680] 終わるかもしれないな。
[03:45:06.520] 今日1時までだからな。決めたんだから。
[03:45:09.479] 今日も1時までしかやらない。決めたんだ
[03:45:11.279] から。もう寝るんだから。
[03:45:14.319] もうこいつら相手にする意味ないって。
[03:45:18.399] トヒロスやろ。トヒロス。
[03:45:47.199] これなんか変な無駄にここ入り組んでる
[03:45:49.319] けどこっち行く意味あんのかな?なんか
[03:45:50.920] あんのかな?
[03:45:52.920] あ、なんかキラキラとかあんのか?
[03:45:57.840] 無駄に入り組んでるけど。ここ何もないの
[03:45:59.600] かな?こっち
[03:46:03.560] なんかあんじゃねえのかよ。
[03:46:06.439] ある。
[03:46:09.319] 命の石。
[03:46:22.319] あ、眠たくなってきたね。
[03:46:26.000] 眠たなってきたよ。
[03:46:35.600] 命の意思ってなんだ?
[03:46:37.960] 眠たくなってきちゃった。
[03:46:44.880] フィールドBGMが優雅でね。
[03:46:47.600] いいよね。ドラクエのフィールドの
[03:46:49.199] BGM
[03:46:49.720] ってはなんでこんなにあ、これ持っとこう。
[03:46:57.399] ドラクエのフィールドBGMってのはなん
[03:46:59.520] でこんなにいいんでしょうか?
[03:47:02.920] 1番好きなドラクエのフィールドの曲はね
[03:47:05.159] 、
[03:47:07.920] 3冒険の旅もめっちゃ好きなんだけど、
[03:47:13.520] 俺ドラクエ4かな?ドラクエ4のさ、勇者
[03:47:16.199] の故郷めっちゃ好きなんだよね。
[03:47:19.080] なななルントンルントあれめっちゃ良くない?
[03:47:26.319] わかる。
[03:47:30.080] ルルル。あ、なんかちょっと悲しいのがいいんだよな。なんかあのドラク
[03:47:34.399] 4
[03:47:34.560] の主人公と重なっていいんだよ。あの悲しいのがテレてて。そうそうそうそう。
[03:47:41.279] ててレてたラタラタラタラタラた。めっちゃいいよね、あれ好き。
[03:48:00.880] ドラクエ4
[03:48:01.760] にめっちゃ合ってて好き。お絶対なんかあるだろ、あそこ。
[03:48:05.728] [音楽]
[03:48:11.040] ああ、忘れてた。お前らの存在を
[03:48:26.840] でも羽帽子売る人だよね。
[03:48:30.479] 何何何?羽ぼ売らない売らないよ。そんなことしないよ俺。俺そんなことしないよ。紳シ夜の羽帽子ね。
[03:48:31.928] [笑い]
[03:48:41.239] 売ったんだっけ?俺売ったんだっけ?売ったんだっけ?ランディオ売ったんだっけ?ゴミや。ここだ。
[03:48:56.159] いや、頼む。1匹でもいいから倒し。
[03:49:04.680] ここだ。
[03:49:06.120] ドラクエ4とあと何が好きかな?あと
[03:49:14.080] 2も好きだね。2
[03:49:15.199] もああ、見えた。ドラクエ
[03:49:18.359] 2のさ、1人の時のBGM
[03:49:20.040] もいいし、あの仲間が増えた時のBGM
[03:49:21.760] もいいね。この後聞けるやん、それ。しかも
[03:49:28.279] 分かる。
[03:49:29.040] いいよね。2めっちゃいいよね。2もね。
[03:49:35.279] どういう曲か思い出せないけど。
[03:49:37.239] 年内には無理かな。
[03:49:38.680] 年内は無理だよ。だってもう明日で終わりだもんね。刃の鎧い。小さな。めっちゃ宝ある。めっちゃ宝あるあるあるある。あがねえや。
[03:49:51.839] [音楽]
[03:49:52.520] 徹夜したらいける。チーメだちゃん。
[03:49:55.000] チーメだちゃん。
[03:49:58.680] 刃岩刃の鎧い手に入れたけど、俺さっき
[03:50:00.600] 買ってきたさ、ドラゴンメイルより高かっ
[03:50:03.359] たらぶち切れるからね。
[03:50:06.903] [笑い]
[03:50:08.040] もうもう
[03:50:11.040] んでよかったやん。笑笑。
[03:50:14.239] めっちゃ強えやんけ。もう
[03:50:19.279] 1万3000返してよ。じゃあ
[03:50:22.680] 制限あるから。笑笑。
[03:50:26.720] 受けたダメージ跳ね返した方が強えだろう。ええ。だったら俺違うの買ってたよ。ええ。
[03:50:48.159] もう
[03:50:50.120] だからやだったんだよ。
[03:50:56.080] ま、よかった。これだ。炎の、炎の鎧3
[03:50:58.760] 万いくらで買ってさ、[音楽]他も買え
[03:51:01.199] なくてこれだったら地獄やったぞ。
[03:51:05.520] 多分価格2000何百円だったもんね
[03:51:11.920] 。より強いの。悪意高い
[03:51:14.000] ね。悪意高いよね。うん。ギリ不幸中の幸いよかった。炎の鎧わなくて
[03:51:24.560] 3
[03:51:24.880] 万いくら貯めてさ、炎の鎧ぞ。キモ気持ち悪ないやな。こ
[03:51:33.880] 切った。
[03:51:38.159] 今日の配信ここで終わってた。
[03:51:40.920] あれ?バッテリーが少なかってきた。ま、
[03:51:42.800] いいや。行けんだろ。
[03:51:49.800] ま、ちょっとこの変なこの丸んとこつい
[03:51:51.880] たら今日終わりね。
[03:51:55.319] いや、でもちょっとおもれえな。やっぱ
[03:51:58.080] 明日、最後明日配信しよう。昼間だね。夜
[03:52:01.680] はやりたくない。あの
[03:52:06.880] 配信で年越したくないね。[笑い]
[03:52:11.080] ま、昼間ま、どうかな。あればやります。なければすいません。
[03:52:16.720] ここだ。
[03:52:18.199] なければ
[03:52:19.640] 今更何をおっしゃる?
[03:52:22.159] 見切った。
[03:52:27.159] そこだ。イエー。
[03:52:34.439] 32
[03:52:38.880] ふば。これはいい。
[03:52:52.399] めっちゃメタルスライム出るやん。なんや
[03:52:54.399] ねん、ここ。
[03:52:59.399] ここからだ。
[03:53:10.040] いいね。いい。
[03:53:11.920] ナイス。ここだ。ここだ。うん。いい。頼む。
[03:53:25.520] ここだ。
[03:53:26.600] ナイス。いいね。
[03:53:28.399] 来光1戦もありちゃう。
[03:53:30.880] 来光1戦。来光
[03:53:33.399] 1戦って。あれ?
[03:53:34.880] こんばんは。みごちゃまさんけましておめでとう。
[03:53:37.760] まだ開けてねえんだよ。
[03:53:39.120] トリトリト開けましね
[03:53:41.760] 1
[03:53:41.920] 日遅いからねそっちと違ったまだねハッピーニューイヤじゃないんだよね来光一戦ってさえ全部あれあれなんだっけ?あれ扱いなんだっけ?
[03:53:56.640] 全部あれ扱いなんだっけ?
[03:53:58.199] 向こうも多分まだじゃない?
[03:54:00.359] あ、まだ
[03:54:04.439] 来光一戦好きってあれか。
[03:54:05.800] 回心かも。
[03:54:06.720] 回心扱いか。あ、なるほど。すみません。
[03:54:10.239] えで、え、ルルんルんルクルクルクルク。お前好きや。ルル。おいらはね。
[03:54:41.040] 大魔丸いや結構刃の鎧い強くない?
[03:54:48.399] 強はなん?え、待って待って待って待って。めっちゃ強い。めっちゃ強い。
[03:54:55.479] せや。
[03:55:00.840] あ、違う。もう今日ここで終わりだよ。
[03:55:02.920] 今日ここで終わり
[03:55:03.960] の火力高いからなおさらこあれ
[03:55:12.040] BGMってドラクエ1
[03:55:13.120] じゃないよねなあなななあれこれって
[03:55:20.080] ドラゴンクエスト2の曲か
[03:55:23.680] ちゃんま
[03:55:24.640] お疲れこで終わりたいんだけど終われないは
[03:55:33.920] はい。ああ、疲れた。ついことではい。
[03:55:40.303] [音楽]
[03:55:40.960] もしかしてマさん声落ちるの?
[03:55:43.720] ん?何?声に落ちるよ。フーリンラブってか。はい。どうもついことでありがとうございました。もう今日はおしまいね。もう今日はこれで終わり。もう寝ますから。私はありがとござました。
[03:55:57.840] 明日まあやればやるけどなければこれが年代最後ってことで
[03:56:03.228] [笑い]
[03:56:04.080] わからないです。なので一応もう言っとくわ。まさやれればやるけどなければないってことでごめんね。あの俺もう本当にその辺適当だからさ。
[03:56:14.040] うん。本当俺その辺適当だから。前持って今日が最後ですとか
[03:56:18.640] 今日が最後ですとも言わないしやっぱやります。絶対やりますとも言わないので。ということで今年も
[03:56:25.279] 1年ありがとうございました。
[03:56:26.040] もう半年ほとんど配信してなかったんですけど、まあまあまあまたちょくちょくね、来年も配信やってきますからはい、よろしくお願いします。あの、もう本当に俺は
[03:56:35.520] ありがとね。
[03:56:36.319] もうね、あのね、あれなんだよ。ありがとな。あのね、もうなんて言うの、もう貴様ら貴様らを気持ちよくするためには配信しない。
[03:56:47.720] 改めてお帰りね。[笑い]
[03:56:50.840] もう貴様ら視聴者を気持ちよくするための配信を俺はしないことにしたんだよ。
[03:56:55.560] ならもう俺がやりたい時にやるしやりたいゲームやるね。もう視聴者数とか見てないんだもん。俺もう視聴者数とか見てないから安心してよ
[03:56:57.594] [音楽]
[03:57:04.000] なでそんな感じでやりますんでついてきたけりゃついてこいよっていうことでありました。はい。もう寝まちょっとでもねやりてえからさ。ゲームやりてえからさ。ま、やるかもしんない。荒らした。
[03:57:19.159] 荒らしたついことで、え、レイドして終わろっかな。
[03:57:24.319] レードして終わろうかな。ニコニコ高明レドレードしよっかな。でもな、年内最後のレイドがニコニコ高明なのもな。う
[03:57:36.239] [笑い]
[03:57:39.680] いつまでも後ろにいると思うなよ。
[03:57:42.600] 何かだよ。何かだよ。ま、とりあえず終わりにするわ。
[03:57:47.920] 魔キレードなし。レートなし。はい、お疲れ様でした。ま、もしやればやりますから。
[03:57:55.889] [笑い]
[03:58:01.880] おらちゃんありがとう。お疲れね。良いと年よ。ありがとな。はい。お疲れでした。くなってら。
[03:58:06.479] はい。ませ。はい。またね。ま、ドラク明日でもちょっとま、うん。まあ、やる。うん。まあ、あればやります。
[03:58:17.504] [笑い]
[03:58:19.840] で、ちょっと1
[03:58:20.439] 日は俺実家帰るから多分配信できねえから
[03:58:23.840] 明日なかったら2
[03:58:24.560] 日だと思って。うん。明日なかったら
