[00:00:07.480] あれこれ行ってる
[04:52:47.718] ねなるほどねま俺それも好きだけど結構他
[04:52:51.840] の曲も好きなんだよねうんうんうんうん
[04:52:55.830] [音楽]
[04:52:59.760] うん
[04:53:02.558] あー
[04:53:04.440] 結構いい
[04:53:05.798] でしょあ共有で今そっちには見えてないの
[04:53:09.240] か見えてない俺が間違ってさっきのその
[04:53:11.360] 画面を調べてるわつって見てたら音流れ
[04:53:13.920] ちゃったこれは流れるんだね俺キーベス
[04:53:16.360] 流れねえから流れねえかなと思ったらキー
[04:53:18.920] ベス共有してなかったからじゃないキ
[04:53:20.920] ベースだって画面共有してた
[04:53:24.000] じゃんDiscord
[04:53:27.958] で確かにまあなんかわかんないけどベスは
[04:53:31.718] そういう設定があんかもわかんないね
[04:53:39.440] うんなるほど
[04:53:43.260] [音楽]
[04:53:44.840] ねああ普通に聞けます
[04:53:48.840] ね良かったっすお眼鏡にかっ
[04:53:52.718] てこう
[04:53:54.440] いうこういうのに
[04:53:58.400] するいやいや作れるかそんな
[04:54:02.480] もん感じのこじじってやってればいいん
[04:54:06.480] です
[04:54:07.240] よままままあまあね怒られたね怒られるの
[04:54:11.440] やってればいいん
[04:54:14.480] でしょでもやっぱシンプルなのがいいよな
[04:54:19.000] まそれ変にさこ凝るのはめちゃくちゃいい
[04:54:22.920] と思うけど変に難回にしたりとかはしたく
[04:54:26.280] ない
[04:54:28.878] ねま確かに
[04:54:32.480] ねれかあのボーカロイドに撃たせるか
[04:54:37.958] あ超めんどくさい
[04:54:40.718] けど俺が慣れてない
[04:54:43.480] からフィギュア買ったんだろ買ったよミク
[04:54:48.080] ちゃんねやんなきゃいけねえじゃん見てん
[04:54:50.240] だからフィギュアが見て本当だよい俺の
[04:54:53.638] 方向今見てねえんだよなどこ見てんの
[04:54:56.558] わかんねえなんか扉の方見
[04:55:02.400] てる俺に興味なくなっちゃったんかなうん
[04:55:05.558] まないだろうね
[04:55:07.840] ねえマジか
[04:55:13.558] よマジか
[04:55:16.190] [音楽]
[04:55:27.920] よ結構長いことやってんなまた俺ら
[04:55:32.400] もえなんだかんだやってますねあもう外
[04:55:36.798] 明るいぜうんいつも通りだね皆さん
[04:55:40.200] おはようござい
[04:55:41.920] ますおはようございますえ時刻は5時39
[04:55:47.798] 分を回りました
[04:55:49.400] えグータラジオ第2回ここまでお送りして
[04:55:53.600] きましたけどもえいかがですかじ
[04:55:57.160] さん
[04:55:59.080] えとま
[04:56:01.040] 色々あれすね
[04:56:05.798] やりたいことが詰まってますね何どういう
[04:56:10.240] ことやりたいことが詰まってますす
[04:56:13.240] ていややりたいことがさっきずっと話した
[04:56:18.160] ことだよねまあまあまあ曲作りとまなんか
[04:56:21.798] 一緒に実況やるのとだね
[04:56:24.440] うんCMもなりたいし
[04:56:27.200] ねそれはそうだねだからやっぱそれまでに
[04:56:32.120] 僕も夢にならないとってのまた違うけど
[04:56:36.360] なんかま人を集めたいよ
[04:56:39.000] ねもっと動かなきゃいけないのかなまあ
[04:56:42.320] それもあると思うよま動いてないわけじゃ
[04:56:45.160] ないよもちろんうんないんだけど
[04:56:47.558] タイミングがねうん少なからず
[04:56:51.240] ね
[04:56:56.200] うんちょっと共有してもらっていいですか
[04:56:59.240] 何をすか画面ですさんのいのうん大丈夫
[04:57:05.360] 流さないでね
[04:57:07.520] うん
[04:57:12.320] はい流れてないねマジかなんで9ベスは
[04:57:17.600] ダメなんだろう
[04:57:18.290] [音楽]
[04:57:20.360] ねえまああそっかてこと
[04:57:32.200] は
[04:57:33.718] あれか
[04:57:35.280] [音楽]
[04:57:37.638] な
[04:57:42.718] えっとそうだよ
[04:57:48.280] ね
[04:57:50.740] [音楽]
[04:57:56.200] いやあこちなら行けんのかな
[04:58:02.120] 何何か俺の声まで帰ってく俺の声まで帰っ
[04:58:06.200] てくんあままそうそうなっちゃうの
[04:58:09.290] [音楽]
[04:58:13.360] かあ行ってないねいい
[04:58:16.540] [音楽]
[04:58:27.440] や行てないよねうん
[04:58:32.120] うん
[04:58:34.600] わかんねえやベスはそういうなんか
[04:58:37.440] プロテクトがかかってんのかもしんない
[04:58:43.230] [音楽]
[04:58:45.520] なろいや絶対
[04:58:48.680] ない現に流れてねえじゃないか
[04:58:52.120] よそれは
[04:58:54.310] [音楽]
[04:58:57.878] ないそうここに出ねえんだよやつ
[04:59:02.040] があっでもしかしてあれか
[04:59:06.680] なこうなってこうなって
[04:59:10.958] るってこと
[04:59:14.480] あこれで行くんじゃね音お願いし
[04:59:20.920] ますごめんねどうぞいつでも流して
[04:59:24.120] くださいあ行ってねえや何この
[04:59:28.520] 画面ピアノの画面なんかごちゃごちゃに
[04:59:31.798] なってるよ
[04:59:36.638] あああ
[04:59:47.360] なんか音聞こえないもんね
[04:59:51.600] うんわかんねえちょっとだめだあ何これ
[04:59:54.718] いやこれでなんか鳴らしてみて鳴らしてる
[04:59:58.958] あじゃあなんでも
[05:00:01.958] ない
[05:00:03.130] [音楽]
[05:00:18.160] だめだこ
[05:00:20.440] の研究ぶはダメっす
[05:00:23.798] ねま別にわざわざ配信に乗せてやるあれで
[05:00:28.000] もないじゃ
[05:00:31.920] ない決定とかか
[05:00:34.920] なあの何なん
[05:00:39.310] [音楽]
[05:00:42.558] だろら
[05:00:48.290] [音楽]
[05:01:00.760] ねい絶対できだなまいい
[05:01:05.280] [音楽]
[05:01:09.120] やけどおかしいおかしくねだって
[05:01:12.320] iTunesあってさうんだからやっぱ
[05:01:16.520] なんかアプリアプリケーションっていうか
[05:01:18.480] そのソフトになんか
[05:01:21.200] さ配信に飲んないようにみたいなあんじゃ
[05:01:24.320] ない
[05:01:26.520] のあれかなqbsOBS配信でやれば出て
[05:01:30.878] くるOBSうんdisordでもいい
[05:01:35.798] しああそっ
[05:01:39.240] かDiscordには音のあOBSには音
[05:01:42.680] 乗ってんだもんねやかない乗ってんの触れ
[05:01:45.680] てる乗ってた乗ってた触れて
[05:01:48.150] [音楽]
[05:01:50.160] た
[05:01:56.440] Discordあそういうこと
[05:02:01.760] か
[05:02:04.040] 配信者側がキベースの画面開かないダメな
[05:02:07.638] んかなもしかし
[05:02:09.958] たら
[05:02:11.600] ん配信者側がQベースの画面を開かないと
[05:02:16.558] なん
[05:02:17.030] [音楽]
[05:02:20.520] でなんでってなん
[05:02:24.310] [音楽]
[05:02:26.638] でそれただ単に俺がキベースやってるだけ
[05:02:29.760] じゃんあそっか音声が行かないだけだもん
[05:02:34.320] ねそっかうんわかんないんだやめ
[05:02:40.440] だうんちょっと
[05:02:43.450] [音楽]
[05:02:48.240] 諦めようなんか絶対ある絶対
[05:02:58.800] [音楽]
[05:03:01.680] ある
[05:03:03.638] まなんか適当に作ります作ってきます
[05:03:07.350] [音楽]
[05:03:13.400] かいやちょっとなどんなのがいいか
[05:03:20.798] ねフィバ333
[05:03:24.240] ぽく
[05:03:26.040] つっ
[05:03:29.320] ていや馬鹿にしてないからね馬鹿にして
[05:03:33.558] ないよしてるよしてない
[05:03:37.718] よしてないしてない全然して
[05:03:44.360] ないしてるよしてない
[05:03:51.310] [音楽]
[05:04:00.558] わあれどこ行っ
[05:04:03.638] た
[05:04:09.798] うんああいい感じに眠くなってきましたな
[05:04:12.920] マジでうわそうだねなんか俺もちょっと来
[05:04:15.878] てる
[05:04:17.840] わさあそろそろお開きにしよう
[05:04:22.080] かそうね
[05:04:26.160] えっとそうですねラジオを聞いてくれた皆
[05:04:29.400] さんもお珍しく何の言葉言っ
[05:04:35.600] ちゃうラジオ聞いてくれた皆さん
[05:04:38.878] も僕たちの声を聞いてくれた皆さんも意味
[05:04:42.680] わかんねえよそれもうそれ意味わかんねえ
[05:04:46.000] よなんでなんでなんでラジオを聞くって
[05:04:49.320] ことは俺たちの声分ける必要ねえだろ
[05:04:52.350] [音楽]
[05:04:53.440] ああはあじゃねえだ相当来てんな
[05:05:00.400] えっとそっか
[05:05:03.080] からなんかだからあの生配信でねこう聞い
[05:05:06.920] てくれた人たちもえアーカイブで聞いて
[05:05:10.240] くれてる方々もそしてポッドキャスト聞い
[05:05:13.440] てくれてる方々もありがとうございました
[05:05:15.760] ねはい
[05:05:18.160] えポッドキャストじゃねえグータラジオえ
[05:05:21.878] 第2回えそろそろお別れの時間がねこう
[05:05:25.440] 近づいてまいりましたよと
[05:05:28.240] ええ次回の放送は10月の下旬になるかな
[05:05:32.000] そうだよね明順ですかねまそれまでに何か
[05:05:36.920] またこうお話のネタだったり何かこうま
[05:05:40.680] 少なからず用意してねま皆さんとまたこう
[05:05:43.200] 楽しいラジオができるようにえ我々もこう
[05:05:46.600] 準備をしてまいりますのでえ皆さん是非
[05:05:48.878] また次回もね遊びに来てくれればなとはい
[05:05:53.240] 思いましてえ本日おひにさせていただき
[05:05:57.680] ましょうかというとこでございますそうね
[05:06:01.840] はい僕僕はちょっとこの後モンハンやろう
[05:06:04.320] かなと頭おかしいだろ眠いんじゃないよく
[05:06:08.400] このできるねいやうんあのあれよねもう
[05:06:15.958] もういいやっていう何そのもう寝るのも
[05:06:19.360] めんどくさいってかいやいやそこはないよ
[05:06:22.160] 寝る時超寝るもん俺あそうもう俺も寝るよ
[05:06:26.520] もうくそ起きない
[05:06:29.920] らしい起きないよねあなたね寝たらねそっ
[05:06:33.718] かみんな知ってるかそれ知ってるよもう
[05:06:35.320] 遅刻場んだ遅刻ま違うあれは計算された
[05:06:39.958] 遅刻だ
[05:06:41.160] から何その超迷惑な
[05:06:44.558] 計算じゃじゃあのあれを単位の話ね何単位
[05:06:49.600] の話ってどういうことあの専門学校行って
[05:06:53.718] た頃
[05:06:55.600] のああ何そうあの授業のそう授業の単位は
[05:07:02.480] だけどうんどうでもいいんだ遅しして
[05:07:05.440] 欲しくない時にあなた遅刻するからここぞ
[05:07:07.600] という時にねああよく言われるねよくある
[05:07:11.958] でしょライブのね当日にね寝坊とか
[05:07:18.920] ねまそうっすねあるよ
[05:07:21.680] ねしょうがないしょうがごめんなさいもう
[05:07:24.680] ちょっと早ね早のきしようねっていう早ね
[05:07:28.280] 早起きねうんじゃ今起きれもう早ねえ
