[00:00:15.210] 持った
[04:41:25.862] ハーフ安いとかねあじゃんぬ
[04:41:31.400] 何のプライドなのか知らないですけど
[04:41:34.940] 生きること優先しようまず
[04:41:37.490] 恥ずかしいって
[04:41:39.320] いや恥ずかしいっていうラーメン詰まっ線
[04:41:41.900] 先行者のその時は院長レベルが高すぎる
[04:41:44.900] うんん
[04:41:46.260] そうなんでまだ結合を向いてないし
[04:41:49.180] 今は死ぬかもしんないのにケップの心配
[04:41:52.420] 踏んだから
[04:41:55.680] 象それで
[04:41:57.760] それでとりあえず
[04:41:59.560] うつつも元超がんばったの3月は
[04:42:03.060] 頑張って登ってもらう
[04:42:05.670] いやもうわかんないだれ続け頑張ったら
[04:42:08.190] 覚えてうん
[04:42:09.550] で
[04:42:10.330] えっと
[04:42:11.320] 全部拭き終わって
[04:42:13.560] [音楽]
[04:42:14.880] でトイレも
[04:42:16.670] 流して
[04:42:18.780] 鍵も開けたのよ
[04:42:21.202] すげーだとそれヤバい状態でしょもう
[04:42:23.542] モーダル本当に
[04:42:26.208] 意識が
[04:42:27.440] 市に10敗からしかなかったというね普通
[04:42:31.040] の人間だったらもうぶっ倒れてる状態でと
[04:42:34.818] 思うだよね
[04:42:36.360] [音楽]
[04:42:37.880] えっ
[04:42:39.020] 温度にスムーズでケップ吹いて仮開けたん
[04:42:41.690] ぱ
[04:42:42.558] ガンッれっちゃんズボマラ上げす
[04:42:45.680] どんだけ恥ずかしがり屋なんだよねいい
[04:42:48.410] だろうたフケをべ
[04:42:51.590] なぜ頃あったけどなんかなんか幼かった
[04:42:54.230] もうぜーよマジでじゃまだいけるまだ
[04:42:57.740] いけるっていうのはあっちってよね
[04:43:00.410] だからバカだねほんとやんだ
[04:43:03.280] 順ではた話の次あって鍵は開けたんですよ
[04:43:08.970] 金泥
[04:43:10.690] あのトイレにもたれかかりながら
[04:43:13.430] すいませんった循環崩れをする
[04:43:18.310] g 喋っ
[04:43:21.080] その
[04:43:22.230] ぞ時にあの
[04:43:24.150] ちょうど男の
[04:43:26.510] 何看護師さん
[04:43:28.190] 近くにて本当にん結構仲良かったねうん
[04:43:33.160] 3合併キャッチしてくれたあ崩れ落ちる時
[04:43:36.520] にそうそう
[04:43:39.240] 大けがはなかっ
[04:43:42.420] ケガはなかったよって良かったねって言え
[04:43:45.340] 明二
[04:43:45.770] [笑い]
[04:43:47.990] よかったりしてるかな
[04:43:50.122] 家ガードかじゃないよねもう曽根まあまあ
[04:43:52.940] 良かったけどな汚れたしねあのよく
[04:43:55.850] ぶっ倒れて骨折しちゃうと聞いたことある
[04:43:58.160] なぁああああいう人が倒れるということね
[04:44:01.440] 早々に偉そうです動いなんねーぞな綱渡り
[04:44:04.770] だろう
[04:44:05.900] ねぇ
[04:44:06.770] 原綱渡りいっていうか普通にやべえと思っ
[04:44:10.580] たら
[04:44:12.060] あれよ
[04:44:13.170] あのーナースコール要望
[04:44:16.760] まあまあそう言えるほど間違ったらこれ
[04:44:19.350] ヤバかったってことじゃ
[04:44:21.680] bar マゾイ枚山た通りで倒れるだけ
[04:44:24.860] あげるよね a 鍵閉まってるわけじゃ
[04:44:27.690] 俺でねなんかを送れたらわからないでしょ
[04:44:30.958] 気をつけて本当に
[04:44:33.720] そうだからそういうのもいろいろ経験して
[04:44:36.660] きて
[04:44:37.622] うん
[04:44:39.140] もう血圧が下がってきたときの対処法とか
[04:44:41.720] ほんと出井かけなければいいなレジャー
[04:44:44.090] センター
[04:44:44.810] どうぞの血圧が下がる状況っていうのを
[04:44:48.810] ちゃまーはわかるロコンのえほんぶーぶー
[04:44:51.330] と瓶の底から今よく一般的にある血の気が
[04:44:54.300] 引くルくん
[04:44:57.190] 愛のは自分で体感できるでしょまぁまぁ
[04:45:00.190] まぁまぁ
[04:45:01.350] はなんかやべーなん
[04:45:04.610] うそうなったとき売りとかは
[04:45:07.880] あの
[04:45:09.530] もうちょっと深い話にいくとこれ
[04:45:14.208] 敬礼を切るというのは自分でわかるの a
[04:45:16.968] どっか震えるん
[04:45:19.510] ゲレンゲーレン
[04:45:22.230] 発作で真要はし新車んでねぇ
[04:45:26.820] 僧僧そうそうなのが分かるんだよ
[04:45:29.960] はよはよはよあこれやばい危険信号を着て
[04:45:32.630] いるむー
[04:45:35.380] でそれが起こっちゃうと本当に依存もの日
[04:45:39.702] って言われるからうん
[04:45:41.680] どっか売っても音
[04:45:43.920] 頭と個別可能性も願いに目あるはけど
[04:45:46.590] やばいよね
[04:45:47.780] そうそうそうだからもそういう時は
[04:45:51.350] とりあえず横になるあーなるほどそう
[04:45:56.128] yeah
[04:45:58.032] ana
[04:45:59.690] 面白いなら面白くねーよ
[04:46:03.610] 面白いよねーって話す話じゃねぇんだよ
[04:46:07.190] なぁそれじゃあ地震が来たら付き合ったに
[04:46:10.340] 入りましょうんだよ
[04:46:11.798] 痙攣が来たらでこれが今少子化だけ連き
[04:46:15.228] そうな
[04:46:16.440] 感じが来たらそういう横になりましょう
[04:46:19.260] いい
[04:46:20.032] ガース
[04:46:21.220] もういいなぁ
[04:46:22.840] そうそういうのはあるねえ
[04:46:25.690] 本当にさー
[04:46:27.770] ネーベルにも今
[04:46:29.450] 改めて言うけどさうーんタバコやめたら
[04:46:32.568] えっ
[04:46:34.420] まじでんね
[04:46:36.320] 俺そんな状態の人にタバコ吸ってほしく
[04:46:38.660] ないよ
[04:46:39.860] あうん
[04:46:41.270] うふふーじゃなくてん
[04:46:44.060] ヒューマン
[04:46:45.532] そうだね
[04:46:45.960] [音楽]
[04:46:48.250] まあけどまぁ
[04:46:49.510] 目しょうがないまあいい
[04:46:52.350] ですけどねっまあでもそうかすごいあれだ
[04:46:55.888] ねやっぱジュンサーの浮遊
[04:46:58.780] 自分の何ていうの入院トークとかになると
[04:47:01.660] 回る音口金うーん今日1そうね開始5時間
[04:47:06.100] 経ってよもう1万円じゃれ
[04:47:09.182] 京一か今日いつも持ってるよ
[04:47:12.060] 俺が当たって完全に聞く側に待ってた
[04:47:14.372] じゃん阿蘇ん
[04:47:16.780] 8割ちょっとこれは
[04:47:18.810] すごい
[04:47:20.170] きくっちゃるか弾いてて若干
[04:47:22.810] 矢部ずにその日くっていうのはそのそれ話
[04:47:26.140] を面白い話として歯認識している淳さんに
[04:47:29.980] 弾いてた
[04:47:30.930] [音楽]
[04:47:32.460] だろん
[04:47:34.760] こりゃあもうこれ面白い
[04:47:38.080] 9捉えるしかないものだけがもう面白いん
[04:47:40.690] だけど
[04:47:41.890] あ
[04:47:42.702] そんなものもスカ
[04:47:44.330] いいいいいい
[04:47:46.210] だからこういうのでくよくよしているもし
[04:47:48.310] 同じアーマーねほどねえええ境遇の人がい
[04:47:51.942] はらちょっといいなそれさあ編へ話聞くし
[04:47:55.782] うわぁそれちょっとアリだよね本当にそう
[04:47:58.872] いうので悩んでる人じゃないけどさ
[04:48:01.542] うーん
[04:48:03.952] それ乗った人に届いたらいいね
[04:48:06.922] あのそうこのラジオがさ
[04:48:09.740] ふーん
[04:48:10.872] 確かにちょっとそうしたら
[04:48:13.182] ねぇ
[04:48:14.202] そのと笑い飛ばしてあげるじゃないけどね
[04:48:17.750] どんな感じであ確かにそれちょっと何か
[04:48:20.840] あったがいいなぁ
[04:48:23.560] どっそりゃアッタカクナイなんですねそう
[04:48:27.590] ネガティブに考えるんじゃなくてそれを
[04:48:29.570] どう笑いに変えるなぁ
[04:48:31.760] うん
[04:48:32.872] お笑いに変えるかというにはラインから
[04:48:35.900] 帰れなかったときは
[04:48:38.560] 残念ながらこんなになくなった時っていう
[04:48:40.872] 話だよねー
[04:48:42.362] 何よね俺ちょっともう思い
[04:48:47.730] 止めてよそんなこと言うの
[04:48:50.940] f ん
[04:48:52.468] それは確かに笑えないよ
[04:48:55.290] けど家分
[04:48:57.000] 夏菜まあもうこれ本当にすげー重い話に
[04:48:59.970] なるけどいや言ったように a 仮に俺が
[04:49:03.090] なくなったとしますか提示を止めて本当に
[04:49:05.850] もうそれでもうはラーめっ
[04:49:09.580] 周りが笑ってるのがオレは見たいっていう
[04:49:12.610] のはあっ
[04:49:13.920] なんでも
[04:49:15.988] あいつ死んだよねまじウケるんだけどねぇ
[04:49:18.988] ん
[04:49:19.658] うやだねぇ
[04:49:21.608] 悲しいマジでいじめろいじめの領域とか
[04:49:25.448] じゃなくて
[04:49:26.860] ああああだからまあ要は
[04:49:28.990] ポジティブに捉えローって言ってるんじゃ
[04:49:30.760] これ無理だろう
[04:49:32.292] ええんやねこんなこと言うのもアレだけど
[04:49:34.630] たしかに寝るぞの純さんとレットかねその
[04:49:37.660] 他にも4共通の友達がれますね巡査のそう
[04:49:40.660] いうネタをまあ確かに笑って聞くことも
[04:49:43.030] あるよそれは捻挫13もそれが望んでいれ
[04:49:46.060] ば分かるけど
[04:49:48.050] こので凝り生まれだけど潤さんがしん
[04:49:50.542] だろう
[04:49:51.750] 皿えねーまじでー
[04:49:54.220] nao な日本に洗ってん
[04:49:58.700] いやまぁ同じ雨よ何ダメダメだねマジで
[04:50:02.058] あそこはレアまいっちゃうん
[04:50:04.488] 今日はねイヤーこれじゃあこれ一番心配な
[04:50:06.920] のは聞いてる人が
[04:50:09.380] 一番笑えないと思う
[04:50:11.670] [音楽]
[04:50:19.260] ブーブ人はもっと前から笑えないとああっ
[04:50:22.510] いやっ
[04:50:23.400] あ
[04:50:25.378] あーっ笑っなぁまぁみんガーっぽいの本ん
[04:50:30.638] なんというか変な乙武なんて言うじゃない
[04:50:34.800] あああの舞台さまあああいう音からた
[04:50:38.490] でしょ
[04:50:39.480] でも自分からそれをネタにするよね
[04:50:42.990] するねやっぱだからそういう正淳さんも
[04:50:46.380] これは同じとは言わないようなそういう真
[04:50:48.240] 莉なのかなと思うその弱俺がデブを笑って
[04:50:51.330] くれと言ってるのと一緒で後レベルは一緒
[04:50:55.112] やっぱ俺はましたすいませんなんか俺が
[04:50:58.660] なんかそんな事をがましいといいいやー
[04:51:01.752] 受ける本当に入れれば言っちゃなんだよね
[04:51:03.432] まあそういうことよねところネウロそう
[04:51:05.800] ねぇが乙武さんとかなんかさー同洗っては
[04:51:10.122] いけない何てさー
[04:51:12.362] なんていうあの
[04:51:13.940] スターウォーズのなんだっけあの変な
[04:51:15.530] ロボットに変身してやるーで溶かしがない
[04:51:17.600] ろろー
[04:51:18.530] 自分で出てそれで笑いとってたけどすごい
[04:51:21.500] よねー
[04:51:23.170] あれないのはいいよねなおの同じ目線で見
[04:51:26.590] ています
[04:51:28.520] 馬鹿だなあたなぁ
[04:51:31.468] 見てるんでもあれを確かに心から笑えの
[04:51:35.910] 13ぐらいだと思うよ
[04:51:37.708] やっぱりー
[04:51:39.410] どこかの人らはさーああすげえなあって
[04:51:41.630] いうところに銘仙が入っちゃうなぁなぁ
[04:51:44.180] ならそこまでやっぱコーナー割り切ってん
[04:51:46.430] だな気中山はああバカーって笑ってでしょ
[04:51:50.000] もういいですよねっ
[04:51:52.250] すごいわそれ
[04:51:54.522] なるほどねちょっとでもホントに何かそう
[04:51:56.952] いうので悩んでる人にさんなんか潤さんが
[04:52:00.880] 声かけられたらいいねなんかね
[04:52:04.650] まぁねぇ稀有そういうのをしてもらった
[04:52:06.750] こともあるし捻ったらそうなんだ
[04:52:09.060] 入院中に今いられる悩んでることだかああ
[04:52:12.872] てくれる人とかもとも出会っているふーん
[04:52:16.452] んそう
[04:52:17.292] なるほどやっぱりの音が安いじゃないけど
